Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Euphorbia glyptosperma,(Engelm.) Small,,ribseed sandmat/corrugate-seed broomspurge,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,Euphorbia glyptosperma,,,,native,S4S5,,reported,unobserved,,,,,,,,,,204318,VAS
Euphorbia myrsinites,L.,,donkey tail,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,Euphorbia myrsinites,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-11-27,Ben Keen,https://www.inaturalist.org/observations/65710356,,82511,VAS
Euphorbia peplus,L.,,petty spurge,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,Euphorbia peplus,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-11,Ben Keen,https://www.inaturalist.org/observations/45647497,,57036,VAS
Hypericum anagalloides,Cham. & Schltdl.,,bog st. john's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,Hypericum anagalloides,,,,native,S4 (2015),,new 2021,observed,,,,,,2021-08-22,Ben Keen,https://www.inaturalist.org/observations/92178337,,61032,VAS
Hypericum androsaemum,L.,,tutsan,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,Hypericum androsaemum,,,,exotic,SNA (2000),,confirmed,observed,1991-08-03,Frank Lomer,UBC,V203934,,2020-10-22,Ben Keen,https://www.inaturalist.org/observations/63287362,UBC:  Horseshoe Bay,77480,VAS
Hypericum calycinum,L.,,rose-of-sharon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,Hypericum calycinum,,,,exotic,SNA (2012),,new 2020,observed,,,,,,2020-07-12,Ben Keen,https://www.inaturalist.org/observations/52838607,,77481,VAS
Hypericum maculatum,Crantz,,imperforate St. John's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,Hypericum maculatum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-22,Ben Keen,https://www.inaturalist.org/observations/54019852,,163978,VAS
Hypericum perforatum,L.,,common St. John's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,Hypericum perforatum,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-07-20,Ben Keen,https://www.inaturalist.org/observations/29202910,,56077,VAS
Hypericum scouleri,Hook.,,western St. John's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,Hypericum scouleri,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,77484,VAS
Linum usitatissimum,L.,,common flax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Linaceae,Linoideae,,Linum,Linum usitatissimum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-05,Ben Keen,https://www.inaturalist.org/observations/61829180,,51306,VAS
Populus balsamifera,L.,,balsam poplar,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,Populus balsamifera,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-05,Ben Keen,https://www.inaturalist.org/observations/81813544,iNat: needs i.d.,54838,VAS
Populus tremuloides,Michx.,,trembling aspen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,Populus tremuloides,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-05-16,Judith Holm,http://www.inaturalist.org/observations/4403259,,54840,VAS
Populus trichocarpa,L. (Torr. & A. Gray ex Hook.) Brayshaw,,black cottonwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,Populus trichocarpa,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-03-07,Judith Holm,https://www.inaturalist.org/observations/5991879,,78699,VAS
Salix arctica,Pall.,,Arctic willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix arctica,,,,native,S5 (2015),,reported,unobserved,1912-08-00,John Davidson,UBC,V62886,,,,,UBC:  Garibaldi,67799,VAS
Salix commutata,Bebb,,undergreen willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix commutata,,,,native,S5 (2015),,confirmed,observed,1913-08-00,John Davidson,UBC,V62895,,2018-08-29,Judith Holm,https://www.inaturalist.org/observations/31387011,UBC:  Garibaldi,168327,VAS
Salix discolor,Muhl.,,pussy willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix discolor,,,,native,S5 (2019),,new 2022,observed,,,,,,2022-03-06,Roslyn,https://www.inaturalist.org/observations/108065446,,54844,VAS
Salix hookeriana,Barratt ex Hook.,,coastal willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix hookeriana,,,,native,S5 (2015),,confirmed,observed,1999-07-22,Frank Lomer,UBC,V234449,,2021-04-02,baselineone,https://www.inaturalist.org/observations/72735367,,78941,VAS
Salix lasiandra var. lasiandra,Muhl. (Benth.) A.E. Murray,,Pacific willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix lasiandra,,,lasiandra,native,S5 (2000),,confirmed,observed,,BC Parks,Baynes Island Ecological Reserve online 'detailed description',,,2022-05-06,Andrew Simon,https://www.inaturalist.org/observations/116030597,,81358,VAS
Salix nivalis,Hook.,,snow willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix nivalis,,,,native,S5 (2015),,reported,unobserved,1958-07-25,Vernon C. Brink,UBC,V120348,,,,,UBC:  Garibaldi PP Cinder Cone,78948,VAS
Salix scouleriana,Barratt ex Hook.,,Scouler's willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix scouleriana,,,,native,S5 (2015),,confirmed,observed,1912-06-15,John Davidson,UBC,V62879,,2017-07-02,Judith Holm,https://www.inaturalist.org/observations/8735829,,71076,VAS
Salix sitchensis,Sanson ex Bong.,,Sitka willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix sitchensis,,,,native,S5 (2015),,confirmed,observed,1978-00-00,Brenda Storey,RBCM,V147620,,2021-05-29,Judith Holm,https://www.inaturalist.org/observations/80997042,,61100,VAS
Viola adunca var. adunca,Sm.,,early blue violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola adunca,,,adunca,native,S5 (2015),,reported,unobserved,1900-04-16,Muriel M. Nair,UBC,V150137,,,,,,53328,VAS
Viola affinis,Leconte,,Le Conte's Violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola affinis,,,,exotic,unlisted,,reported,unobserved,1913-05-31,F. Perry,UBC,V80672,,,,,,142714,VAS
Viola glabella,Nutt.,,stream violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola glabella,,,,native,S4S5 (2015),,confirmed,observed,1974-06-07,Charles E. Beil,UBC,V176122,,2019-04-19,Judith Holm,https://www.inaturalist.org/observations/22739840,,71113,VAS
Viola howellii,A.Gray,,Howell's violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola  howellii,,,,native,S1S2 (2019),,reported,unobserved,1974-05-29,Charles E. Beil,UBC,V176114,,,,,,79510,VAS
Viola nephrophylla,Greene,,northern bog violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola nephrophylla,,,,native,S4 (2015),,reported,unobserved,1913-05-31,F. Perry,UBC,V80672,,,,,UBC:  Gambier Id. (herbarium record updated from V. sororia which is native to Eastern NA),79513,VAS
Viola orbiculata,Gayer ex Holz.,,round-leaved violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola orbiculata,,,,native,S5,,reported,unobserved,,,,,,,,,,71112,VAS
Viola palustris,L.,,alpine marsh violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola palustris,,,,native,S5? (2015),,confirmed,observed,1974-06-07,Charles E. Beil,UBC,V176179,,2020-07-04,citizen1,https://www.inaturalist.org/observations/51967573,,79514,VAS
Viola sempervirens,Greene,,redwood violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Viola sempervirens,,,,native,S4 (2015),,confirmed,observed,1958-03-21,Katherine I. Beamish,UBC,V72387,,2020-05-09,chloe_and_trevor,https://www.inaturalist.org/observations/45683581,,55342,VAS
Malva alcea,L.,,greater musk-mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malva,Malva alcea,,,,exotic,SNA,,new 2021,observed,,,,,,2021-09-04,Ben Keen,https://www.inaturalist.org/observations/93645939,,146876,VAS
Malva moschata,L.,,musk mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malva,Malva moschata,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-07-09,caschaefer,https://www.inaturalist.org/observations/86748050,,55977,VAS
Malva neglecta,Wallr.,,dwarf mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malva,Malva neglecta,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-13,kristinop,https://www.inaturalist.org/observations/78656020,,77952,VAS
Sidalcea hendersonii,S. Watson,,Henderson's checker-mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Sidalcea,Sidalcea hendersonii,,,,native,S3 (2015),,confirmed,observed,2014-08-09,Anne Anderson,UBC,V244534,,2021-08-28,chloe_and_trevor,https://www.inaturalist.org/observations/93188619,,168942,VAS
Daphne laureola,L.,,spurge-laurel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Thymelaeaceae,,,Daphne,Daphne laureola,,,,exotic,SNA (2001),,confirmed,observed,2006-06-14,Peter F. Zika,WTU,365029,,2021-03-11,maplerice,https://www.inaturalist.org/observations/71349786,,127391,VAS
Lythrum salicaria,L.,,purple loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Lythraceae,,,Lythrum,Lythrum salicaria,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-07-23,Judith Holm,https://www.inaturalist.org/observations/14699261,,61321,VAS
Chamaenerion angustifolium,(L.) Scop.,,fireweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Chamaenerion,Chamaenerion angustifolium,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-09-10,taylor_justason,https://www.inaturalist.org/observations/59237521,,564969,VAS
Chamaenerion latifolium,(L.) Sweet,,dwarf fireweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Chamaenerion,Chamaenerion latifolium,,,,native,S5 (2015),,new 2021,observed,,,,,,2021-06-08,Gwen L'Hirondelle,https://www.inaturalist.org/observations/82624699,Reported as: Chamerion latifolium,564970,VAS
Circaea alpina ssp. alpina,L.,,alpine enchanter's-nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Circaea,Circaea alpina,,alpina,,native,S4 (2001),,confirmed,observed,1974-06-07,Charles E. Beil,UBC,V176175,,2020-07-05,Ben Keen,https://www.inaturalist.org/observations/52090024,,76342,VAS
Circaea alpina ssp. pacifica,L.,(Asch. & Magnus) P.H.Raven,alpine enchanter's-nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Circaea,Circaea alpina,,pacifica,,native,S5 (2020),,reported,unobserved,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,,,,79729,VAS
Epilobium anagallidifolium,Lam.,,pimpernel willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium anagallidifolium,,,,native,S5 (2015),,new 2020,observed,,,,,,2020-09-11,Judith Holm,https://www.inaturalist.org/observations/59531542,,76826,VAS
Epilobium brachycarpum,C. Presl,,panicled willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium brachycarpum,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-09-06,Ben Keen,https://www.inaturalist.org/observations/32251436,,52971,VAS
Epilobium ciliatum,Raf.,,fringed willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium ciliatum,,,,native,S5 (2000),,new 2020,observed,,,,,,2020-07-28,Gwen L'Hirondelle,https://www.inaturalist.org/observations/70435770,,53050,VAS
Epilobium clavatum,Trelease,,club-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium clavatum,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,76828,VAS
Epilobium hornemannii,Rchb.,,hornemann's willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium hornemannii,,,,native,S4 (2001),,new 2018,observed,,,,,,2018-07-21,Judith Holm,https://www.inaturalist.org/observations/14700094,,76832,VAS
Epilobium lactiflorum,Hausskn.,,white-flowered willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium lactiflorum,,,,native,S5,,reported,unobserved,,,,,,,,,,76834,VAS
Epilobium leptocarpum,Hausskn.,,small-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium leptocarpum,,,,native,S4S5,,reported,unobserved,,,,,,,,,"? E-Flora describes this sp as rare throughout BC, with montane to alpine habitat",162362,VAS
Epilobium luteum,Pursh,,yellow willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium luteum,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-09-05,Judith Holm,https://www.inaturalist.org/observations/8897494,,76836,VAS
Epilobium minutum,Lindl. ex Lehm.,,little willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium minutum,,,,native,S5 (2015),,reported,unobserved,1897-05-00,Albert J. Hill,UBC,V26320,,,,,UBC:  Bowen Island,57150,VAS
Epilobium obscurum,Schreb.,,short-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium obscurum,,,,exotic,SNA (2007),,reported,unobserved,1995-07-01,Frank Lomer,UBC,V224939,,,,,UBC:  West Vancouver Whytecliff Park,162366,VAS
Oenothera biennis,L.,,common evening-primrose,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,Oenothera biennis,,,,native,SNA (2001),,new 2020,observed,,,,,,2020-07-21,Gwen L'Hirondelle,https://www.inaturalist.org/observations/55992429,,62207,VAS
Oenothera glazioviana,Micheli,,large-flowered evening-primrose,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,Oenothera glazioviana,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-21,eyungwirth,https://www.inaturalist.org/observations/83959508,,62208,VAS
Brasenia schreberi,J.F. Gmel.,,watershield,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Cabombaceae,,,Brasenia,Brasenia schreberi,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-06-18,Judith Holm,https://www.inaturalist.org/observations/27471813,,75867,VAS
Nuphar polysepala,Engelm (Engelm.) E.O. Beal.,,western yellow pond-lily,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nuphar,Nuphar polysepala,,,,native,S5 (2000),,confirmed,observed,1913-07-27,John Davidson,UBC,V25067,,2021-05-31,roslynmohr,https://www.inaturalist.org/observations/81333657,Reported as: Nuphar lutea ssp. polysepala,78234,VAS
Nymphaea sp.,,,water-lily,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nymphaea,Nymphaea ,,,,,,,new 2019,observed,,,,,,2019-06-30,breannawilson,https://www.inaturalist.org/observations/28087443,,51122,VAS
Oxalis corniculata,L.,,creeping woodsorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,Oxalis corniculata,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-08,Gwen L'Hirondelle,https://www.inaturalist.org/observations/65990382,,53168,VAS
Oxalis oregana,Nutt.,,redwood sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,Oxalis oregana,,,,native,S3 (2019),,new 2021,observed,,,,,,2021-05-06,raduscurtescu,https://www.inaturalist.org/observations/77548607,,47757,VAS
Oxalis stricta,L.,,upright yellow woodsorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,Oxalis stricta,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-07-18,Ben Keen,https://www.inaturalist.org/observations/29096203,,53183,VAS
Asarum caudatum,Lindl.,,western wild ginger,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,Aristolochiaceae,,,Asarum,Asarum caudatum,,,,native,S5 (2015),,confirmed,observed,2012-05-05,Paul Kroeger,UBC,V245578,,2020-05-09,hillarywilliamson,https://www.inaturalist.org/observations/45442849,,52858,VAS
Alopecurus geniculatus,Sibth. ex Steudel,,marsh foxtail,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Poales,,,Poaceae,Pooidiae,,Alopecurus,Alopecurus geniculatus,,,,exotic,SNA (2000),,reported,unobserved,1916-06-09,John M. Macoun,UBC,V000426,,,,,,71140,VAS
Achlys triphylla,(Sm.) DC.,,vanilla leaf,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Achlys,Achlys triphylla,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-05-11,kiahmunn,https://www.inaturalist.org/observations/34570113,,75263,VAS
Berberis aquifolium,Pursh,,oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Berberis,Berberis aquifolium,,,,native,S5 (2015),,confirmed,observed,2015-06-26,A. Lynn,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,,2020-05-01,Gwen L'Hirondelle,https://www.inaturalist.org/observations/44550475,,126887,VAS
Berberis nervosa,Pursh,,dull oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Berberis,Berberis nervosa,,,,native,S5 (2000),,confirmed,observed,1967-06-24,P. Warrinton,LEA,,,2020-04-26,Judith Holm,https://www.inaturalist.org/observations/43772629,,75756,VAS
Berberis thunbergii,DC.,,Japanese barberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Berberis,Berberis thunbergii,,,,exotic,SNA (2008),,reported,unobserved,2011-04-17,Frank Lomer,UBC,V236396,,,,,,58727,VAS
Capnoides sempervirens,(L.) Pers.,,rock harlequin,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Capnoides,Capnoides sempervirens,,,,native,S5 (2015),,confirmed,observed,1974-05-22,John Pinder-Moss,UBC,V156935,,2020-04-26,Judith Holm,https://www.inaturalist.org/observations/43766815,,204148,VAS
Chelidonium majus,L.,,greater celandine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Chelidonium,Chelidonium majus,,,,exotic,SNA (2019),,new 2022,unobserved,2022-05-26,,GBIF 2022,q-10600577555,,,,,,55757,VAS
Corydalis scouleri,Hook.,,Scouler's corydalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Corydalis,Corydalis scouleri,,,,native,S3S4 (2019),,reported,unobserved,,,E,20000154,,,,,,153412,VAS
Dicentra formosa ssp. formosa,(Haw.) Walp.,,Pacific bleedingheart,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Dicentra,Dicentra formosa,,formosa,,native,S5 (2019),,confirmed,observed,2020-07-01,LGL Limited,"LGL Limited, Environmental Research Associates, Sidney, BC",,,2020-05-09,chloe_and_trevor,https://www.inaturalist.org/observations/45658688,,51049,VAS
Eschscholzia californica,Cham.,,California poppy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Eschscholzia,Eschscholzia californica,,,,exotic,SNA (2000),,confirmed,observed,2015-12-30,Frank Lomer,UBC,V247103,,2019-08-18,Ben Keen,https://www.inaturalist.org/observations/31071238,,48225,VAS
Fumaria muralis,W.D.J.Koch,,common ramping-fumitory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumaria,Fumaria muralis,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-30,brittanymarie,https://www.inaturalist.org/observations/81109574,,129075,VAS
Fumaria officinalis,L.,,common fumitory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumaria,Fumaria officinalis,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-03-27,raduscurtescu,https://www.inaturalist.org/observations/72236025,,53785,VAS
Papaver cambricum,L.,,welsh poppy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Papaver,Papaver cambricum,,,,exotic,unlisted,,new 2019,observed,,,,,,2019-05-21,Ben Keen,https://www.inaturalist.org/observations/25543528,,807416,VAS
Papaver nudicaule,L.,,Iceland poppy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Papaver,Papaver nudicaule,,,,exotic,unlisted,,new 2018,observed,,,,,,2018-06-16,the_rainbow_bee,https://www.inaturalist.org/observations/13509021,,52503,VAS
Pseudofumaria lutea,(L.) Borkh.,,yellow corydalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Pseudofumaria,Pseudofumaria lutea,,,,exotic,unlisted,,new 2021,observed,,,,,,2021-08-28,Ben Keen,https://www.inaturalist.org/observations/92849848,,130800,VAS
Actaea rubra,(Alton) Willd.,,red baneberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Actaea,Actaea rubra,,,,native,S5 (2019),,confirmed,observed,2020-07-01,LGL Limited,"LGL Limited, Environmental Research Associates, Sidney, BC",,,2019-07-15,sea2skynaturebc,https://www.inaturalist.org/observations/28905028,,49870,VAS
Anemone parviflora,Michx.,,small-flower anemone,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemone,Anemone parviflora,,,,native,S5,,reported,unobserved,2014-08-00,F. Perry,UBC,V238245,,,,,,158365,VAS
Anemonoides grayi, (Behr & Kellogg) Starod.,,Lyall's anemone,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemonoides,Anemonoides grayi,,,,native,S4S5 (2019),,reported,unobserved,1980-05-10,A.A. Rose,UBC,V170140,,,,,,950609,VAS
Anemonoides nemorosa,(L.) Holub,,European thimbleweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemonoides, Anemonoides nemorosa,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-25,barfeen,https://www.inaturalist.org/observations/43676238,,950603,VAS
Aquilegia formosa,Fisch. ex DC.,,western columbine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Aquilegia,Aquilegia formosa,,,,native,S5 (2015),,confirmed,observed,2015-06-26,B. Hircock/S. Hirst,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,,2015-05-12,hillanddale,https://www.inaturalist.org/observations/9528754,,48244,VAS
Aquilegia vulgaris,L.,,common columbine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Aquilegia,Aquilegia vulgaris,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-05-17,Judith Holm,https://www.inaturalist.org/observations/25291895,,51807,VAS
Caltha leptosepala,DC.,,white marsh marigold,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Caltha,Caltha leptosepala,,,,native,S5 (2000),,confirmed,observed,1971-08-02,C. J. Marchant,UBC,V183689,,2018-07-03,Judith Holm,https://www.inaturalist.org/observations/14168329,,64445,VAS
Clematis vitalba,L.,,old man's beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Clematis,Clematis vitalba,,,,exotic,SNA (2001),,confirmed,observed,0000-00-00,Anonymous,UBC,V146244,,2020-07-12,Ben Keen,https://www.inaturalist.org/observations/52887042,,160697,VAS
Coptis aspleniifolia,Salisb.,,spleenwortleaf goldthread,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Coptidoideae,,Coptis,Coptis aspleniifolia,,,,native,S5 (2015),,confirmed,observed,1989-07-04,Frank Lomer,UBC,V200143,,2018-07-22,citizen1,https://www.inaturalist.org/observations/15598478,,160861,VAS
