scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,provincial_status,provincial_status_norm,bc_list,residencyStatus,national_status,national_status_clean,national_status_norm,national_status_check
Chloroscypha flavida,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Chloroscypha,flavida,,,,accepted,483993,Chloroscypha flavida,Chloroscypha flavida,S2?,s2?,red,NA,unknown,unknown,NA,FALSE
Ciboria rufofusca,,Chocolate Cone Cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Sclerotiniaceae,,,Ciboria,rufofusca,,,,accepted,326843,Ciboria rufofusca,Ciboria rufofusca,S2S4,s2s4,blue,NA,unknown,unknown,NA,FALSE
Cordyceps militaris,,Scarlet Caterpillar Club,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Cordycipitaceae,,,Cordyceps,militaris,,,,accepted,119118,Cordyceps militaris,Cordyceps militaris,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Corinectria fuckeliana,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Nectriaceae,,,Corinectria,fuckeliana,,,,accepted,1139250,Corinectria fuckeliana,Corinectria fuckeliana,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Cudonia monticola,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Cudoniaceae,,,Cudonia,monticola,,,,accepted,217906,Cudonia monticola,Cudonia monticola,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Cudoniella clavus,,spring pin,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Tricladiaceae,,,Cudoniella,clavus,,,,accepted,498074,Cudoniella clavus,Cudoniella clavus,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Elaphomyces granulatus,,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Eurotiomycetidae,,Eurotiales,,,,Elaphomycetaceae,,,Elaphomyces,granulatus,,,,accepted,194497,Elaphomyces granulatus,Elaphomyces granulatus,S4?,s4?,yellow,NA,unknown,unknown,NA,FALSE
Elaphomyces muricatus,,marbled false truffle,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Eurotiomycetidae,,Eurotiales,,,,Elaphomycetaceae,,,Elaphomyces,muricatus,,,,accepted,350719,Elaphomyces muricatus,Elaphomyces muricatus,S2S4,s2s4,blue,NA,unknown,unknown,NA,FALSE
Helvella lacunosa,,Elfin Saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,lacunosa,,,,accepted,475619,Helvella lacunosa,Helvella lacunosa,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Lachnellula calyciformis,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Lachnaceae,,,Lachnellula,calyciformis,,,,accepted,382853,Lachnellula calyciformis,Lachnellula calyciformis,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Leucangium carthusianum,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Morchellaceae,,,Leucangium,carthusianum,,,,accepted,125191,Leucangium carthusianum,Leucangium carthusianum,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Peziza varia,,layered cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pezizaceae,,,Peziza,varia,,,,accepted,411300,Peziza varia,Peziza varia,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Plectania milleri,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Plectania,milleri,,,,accepted,500177,Plectania milleri,Plectania milleri,S2S3,s2s3,blue,NA,unknown,unknown,NA,FALSE
Pseudoplectania nigrella,,ebony cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Pseudoplectania,nigrella,,,,accepted,351979,Pseudoplectania nigrella,Pseudoplectania nigrella,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Pseudorhizina californica,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Discinaceae,,Gyromitreae,Pseudorhizina,californica,,,,accepted,1613977,Pseudorhizina californica,Pseudorhizina californica,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Rugosporella atrovinosa,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pezizaceae,,,Rugosporella,atrovinosa,,,,accepted,1557224,Rugosporella atrovinosa,Rugosporella atrovinosa,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Sarcoscypha coccinea,,Scarlet Cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcoscyphaceae,,,Sarcoscypha,coccinea,,,,accepted,49134,Sarcoscypha coccinea,Sarcoscypha coccinea,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Spathularia flavida,,Yellow Fan,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Cudoniaceae,,,Spathularia,flavida,,,,accepted,231270,Spathularia flavida,Spathularia flavida,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Trichoglossum hirsutum,,Hairy Earthtongue,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Geoglossales,,,,Geoglossaceae,,,Trichoglossum,hirsutum,,,,accepted,55240,Trichoglossum hirsutum,Trichoglossum hirsutum,S2S3,s2s3,blue,NA,unknown,unknown,NA,FALSE
Verpa conica,,conic morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Morchellaceae,,,Verpa,conica,,,,accepted,118002,Verpa conica,Verpa conica,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Euopsis granatina,(Sommerf.) Nyl.,Lesser Rockbud Lichen,Fungi,Ascomycota,Pezizomycotina,,,,,,,,,Harpidiaceae,,,Euopsis,granatina,,,,accepted,219764,Euopsis granatina,Euopsis granatina,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Scutellinia scutellata,(L.) Lambotte,Common Eyelash,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Scutellinia,scutellata,,,,accepted,49137,Scutellinia scutellata,Scutellinia scutellata,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Hypomyces cervinus,,saddle's child,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,cervinus,,,,accepted,872335,Hypomyces cervinus,Hypomyces cervinus,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Xylaria hypoxylon,(L.) Grev.,Candlesnuff Fungus,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,,,,accepted,55267,Xylaria hypoxylon,Xylaria hypoxylon,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Hypomyces cervinigenus,Rogerson & Simms,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,cervinigenus,,,,accepted,118004,Hypomyces cervinigenus,Hypomyces cervinigenus,SNR,snr,not-listed,NA,,,NA,FALSE
Orbilia sp.,,,Fungi,Ascomycota,Pezizomycotina,,Orbiliomycetes,,,Orbiliales,,,,Arthrobotryaceae,,,Orbilia,,,,,accepted,353030,Orbilia,Orbilia,,NA,NA,NA,,,NA,FALSE
Gyromitra infula,(Schaff.) Quélet,Saddle-shaped False Morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Discinaceae,,Gyromitreae,Paragyromitra,infula,,,,unaccepted,1613028,Paragyromitra infula,Paragyromitra infula,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Caloscypha fulgens,(Pers.) Boud.,Spring Orange Peel Fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Caloscyphaceae,,,Caloscypha,fulgens,,,,accepted,153035,Caloscypha fulgens,Caloscypha fulgens,SNR,snr,not-listed,NA,,,NA,FALSE
Morchella importuna,"M.Kuo, O'Donnell & T.J.Volk",Landscaping Black Morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Morchellaceae,,,Morchella,importuna,,,,accepted,487375,Morchella importuna,Morchella importuna,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Nectria cinnabarina,(Tode) Fries,Coral Spot,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Nectriaceae,,,Nectria,cinnabarina,,,,accepted,118012,Nectria cinnabarina,Nectria cinnabarina,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Plectania melastoma,(Sowerby ex Fr.) Fuckel,corona cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Plectania,melastoma,,,,accepted,344501,Plectania melastoma,Plectania melastoma,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Sarea resinae,(Fr.) Kuntze,,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Sareales,,,,Zythiaceae,,,Zythia,resinae,,,,unaccepted,1225577,Zythia resinae,Zythia resinae,SU (2020),su,undetermined,NA,unknown,unknown,NA,FALSE
Tolypocladium ophioglossoides,"(Ehrh. ex J.F. Gmel.) Quandt, Kepler & Spatafora",Snaketongue Truffleclub,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Ophiocordycipitaceae,,,Tolypocladium,ophioglossoides,,,,accepted,499797,Tolypocladium ophioglossoides,Tolypocladium ophioglossoides,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Verpa bohemica,(Krombh.) J. Schröt,wrinkled thimble morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Morchellaceae,,,Verpa,bohemica,,,,accepted,126131,Verpa bohemica,Verpa bohemica,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Xylaria polymorpha,(Pers.) Grev.,dead man's fingers,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,polymorpha,,,,accepted,58698,Xylaria polymorpha,Xylaria polymorpha,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Aleuria aurantia,(Pers.) Fuckel,orange peel fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,,,,accepted,48716,Aleuria aurantia,Aleuria aurantia,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Ascocoryne sarcoides,(Jacq.) J. W. Groves & D. E. Wilson,Purple Jellydisc,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Ascocoryne,sarcoides,,,,accepted,49075,Ascocoryne sarcoides,Ascocoryne sarcoides,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Calycina citrina,(Hedw.) Gray,Yellow Fairy Cups,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,,,,accepted,955949,Calycina citrina,Calycina citrina,not in CDC records,NA,NA,NA,unknown,unknown,NA,FALSE
Helvella vespertina,Afzelius,Western Black Elfin Saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,vespertina,,,,accepted,423950,Helvella vespertina,Helvella vespertina,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Hypomyces lactifluorum,(Schwein.) Tul. & C. Tul,lobster mushroom,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,,,,accepted,48215,Hypomyces lactifluorum,Hypomyces lactifluorum,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Kretzschmaria deusta,(Hoffm.) P.M.D. Martin,Brittle Cinder,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Kretzschmaria,deusta,,,,accepted,128051,Kretzschmaria deusta,Kretzschmaria deusta,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Mitrula elegans,(Berk.) Fr.,swamp beacon,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Mitrulaceae,,,Mitrula,elegans,,,,accepted,320702,Mitrula elegans,Mitrula elegans,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Rhytisma punctatum,(Pers) Fr.,Speckled Tar Spot,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Rhytisma,punctatum,,,,accepted,333838,Rhytisma punctatum,Rhytisma punctatum,SNR,snr,not-listed,NA,unknown,unknown,NA,FALSE
Capitotricha bicolor,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Lachnaceae,,,Capitotricha,bicolor,,,,accepted,381494,Capitotricha bicolor,Capitotricha bicolor,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Chlorociboria aeruginosa,,Turquoise Elfcup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Chlorociboriaceae,,,Chlorociboria,aeruginosa,,,,accepted,117999,Chlorociboria aeruginosa,Chlorociboria aeruginosa,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Collemopsidium foveolatum,,,Fungi,Ascomycota,Pezizomycotina,,Collemopsidiomycetes,,,Collemopsidiales,,,,Xanthopyreniaceae,,,Collemopsidium,foveolatum,,,,accepted,462768,Collemopsidium foveolatum,Collemopsidium foveolatum,S5,s5,yellow,NA,unknown,unknown,NA,FALSE
Cudonia circinans,,redleg jellybelly,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Cudoniaceae,,,Cudonia,circinans,,,,accepted,183199,Cudonia circinans,Cudonia circinans,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Donadinia nigrella,,Midnight Goblet,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Donadinia,nigrella,,,,accepted,498075,Donadinia nigrella,Donadinia nigrella,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Erysiphe penicillata,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Erysiphaceae,,Erysipheae,Erysiphe,penicillata,,,,accepted,958565,Erysiphe penicillata,Erysiphe penicillata,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Geoglossum umbratile,,plain earthtongue,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Geoglossales,,,,Geoglossaceae,,,Geoglossum,umbratile,,,,accepted,350847,Geoglossum umbratile,Geoglossum umbratile,S2S4,s2s4,blue,NA,unknown,unknown,NA,FALSE
Geopyxis carbonaria,,Stalked Bonfire Cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Tarzettaceae,,,Geopyxis,carbonaria,,,,accepted,117995,Geopyxis carbonaria,Geopyxis carbonaria,S3,s3,blue,NA,unknown,unknown,NA,FALSE
Helminthosphaeria clavariarum,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Sordariomycetidae,,Chaetosphaeriales,,,,Helminthosphaeriaceae,,,Helminthosphaeria,clavariarum,,,,accepted,58708,Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Helvella acetabulum,,Vinegar Cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,acetabulum,,,,accepted,57462,Helvella acetabulum,Helvella acetabulum,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Helvella compressa,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,compressa,,,,accepted,117997,Helvella compressa,Helvella compressa,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Helvella elastica,,Elastic Saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,elastica,,,,accepted,63246,Helvella elastica,Helvella elastica,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Hypomyces aurantius,,orange polypore mould,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,aurantius,,,,accepted,382735,Hypomyces aurantius,Hypomyces aurantius,S4S5,s4s5,yellow,NA,unknown,unknown,NA,FALSE
Jackrogersella multiformis,,Birch Woodwart,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Hypoxylaceae,,,Jackrogersella,multiformis,,,,accepted,895016,Jackrogersella multiformis,Jackrogersella multiformis,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Lachnum virgineum,,stalked hairy fairy cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Lachnaceae,,,Lachnum,virgineum,,,,accepted,203703,Lachnum virgineum,Lachnum virgineum,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Stictis radiata,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Stictidaceae,,,Stictis,radiata,,,,accepted,352459,Stictis radiata,Stictis radiata,S4,s4,yellow,NA,unknown,unknown,NA,FALSE
Tilachlidium brachiatum,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Tilachlidiaceae,,,Tilachlidium,brachiatum,,,,accepted,499691,Tilachlidium brachiatum,Tilachlidium brachiatum,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Urnula padeniana,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Urnula,padeniana,,,,accepted,448147,Urnula padeniana,Urnula padeniana,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Vibrissea truncorum,,water club mushroom,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Vibrisseaceae,,,Vibrissea,truncorum,,,,accepted,434762,Vibrissea truncorum,Vibrissea truncorum,S3S4,s3s4,blue,NA,unknown,unknown,NA,FALSE
Coccomyces dentatus,,Map Fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Coccomyces,dentatus,,,,accepted,464803,Coccomyces dentatus,Coccomyces dentatus,SU,su,undetermined,NA,unknown,unknown,NA,FALSE
Gyromitra esculenta,,False Morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Discinaceae,,Gyromitreae,Gyromitra,esculenta,,,,accepted,85120,Gyromitra esculenta,Gyromitra esculenta,S4?,s4?,yellow,NA,unknown,unknown,NA,FALSE
