"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Aspicilia sp.","A. Massal.","Sunken Disk Lichens","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Megasporaceae",NA,NA,"Aspicilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aspicilia verrucigera","Hue",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Megasporaceae",NA,NA,"Aspicilia","verrucigera",NA,NA,NA,"SU","Feb 2020","Unknown",NA,NA,NA,NA,NA
"Baeomyces rufus","(Hudson) Rebent.","Brown Beret Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Baeomycetales",NA,NA,NA,"Baeomycetaceae",NA,NA,"Baeomyces","rufus",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Blastenia ammiospila","(Wahlenb.) H. Olivier","Cinnamon Firedot Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Blastenia","ammiospila",NA,NA,NA,"SU","Feb 2020","Unknown",NA,NA,NA,NA,NA
"Bryoria americana","(Motyka) Holien","Elegant Horsehair Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Bryoria","americana",NA,NA,NA,"S4S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Bryoria fuscescens","(Gyel.) Brodo & D. Hawksw.","Pale-footed Horsehair Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Bryoria","fuscescens",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Bryoria glabra","(Motyka) Brodo & D. Hawksw.","Shiny Horsehair Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Bryoria","glabra",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Bryoria pseudofuscescens","(Gyelnik) Brodo & D. Hawksw.","Mountain Horsehair Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Bryoria","pseudofuscescens",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Bryoria trichodes","(Michx.) Brodo & D. Hawksw.","Horsehair Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Bryoria","trichodes",NA,NA,NA,"SU","Apr 2025","Unknown",NA,NA,NA,NA,NA
"Buellia erubescens","Arnold","Common Button Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Caliciales",NA,NA,NA,"Caliciaceae",NA,NA,"Buellia","erubescens",NA,NA,NA,"S4S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Buellia griseovirens","(Turner & Borrer ex Sm.) Almb.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Caliciales",NA,NA,NA,"Caliciaceae",NA,NA,"Buellia","griseovirens",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Buellia muriformis","(Ach.) Tuck.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Caliciales",NA,NA,NA,"Caliciaceae",NA,NA,"Buellia","muriformis",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Calicium viride","Pers.","Green Stubble Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Caliciales",NA,NA,NA,"Caliciaceae",NA,NA,"Calicium","viride",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Caloplaca atrosanguinea","(Turner) J.R. Laundon",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Teloschistales",NA,NA,NA,"Teloschistaceae","Caloplacoideae",NA,"Caloplaca","atrosanguinea",NA,NA,NA,"SU","Feb 2020","Unknown",NA,NA,NA,NA,NA
"Candelariella sp.",NA,"Goldspeck Lichens","Fungi","Ascomycota","Pezizomycotina",NA,"Lichinomycetes",NA,NA,"Candelariales",NA,NA,NA,"Candelariaceae",NA,NA,"Candelariella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cetraria aculeata","(Schreber) Ach","Spiny Heath Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Cetraria","aculeata",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cetraria ericetorum var. reticulata","(Räsänen) Kärnefelt","Net-forming Iceland Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Cetraria","ericetorum","reticulata",NA,NA,"S5","Apr 2018","Yellow",NA,NA,NA,NA,NA
"Cetraria islandica","(L.) Ach.","Iceland Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Cetraria","islandica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cetrelia cetrarioides","(Duby) Culb. & C. Culb.","Speckled Rag Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Parmeliaceae","Parmelioideae",NA,"Cetrelia","cetrarioides",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Chaenotheca furfuracea","(L.) Tibell","Sulphur Stubble Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lichinomycetes",NA,NA,"Coniocybales",NA,NA,NA,"Coniocybaceae",NA,NA,"Chaenotheca","furfuracea",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Circinaria contorta","(Hoffm.) A. Nordin","Chiseled Sunken Disk Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Megasporaceae",NA,NA,"Circinaria","contorta",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Circinaria leprosescens","(Anzi) A. Nordin",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Ostropomycetidae",NA,"Pertusariales",NA,NA,NA,"Megasporaceae",NA,NA,"Circinaria","leprosescens",NA,NA,NA,"SU","Feb 2020","Unknown",NA,NA,NA,NA,NA
"Cladonia albonigra","Brodo & Ahti","Black-footed Pixie Cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","albonigra",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia arbuscula ssp. beringiana","(Wallr.) Hale & Culb.","Bering Reindeer Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","arbuscula",NA,"beringiana",NA,"S5","Apr 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia arbuscula ssp. mitis","Sandst.","Green Reindeer Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","arbuscula",NA,"mitis",NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia asahinae","J.W. Thomson","Western Pixie-cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","asahinae",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia bellidiflora","(Ach.) Schaer.","Toy Soldiers","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","bellidiflora",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia borealis","S. Stenroos","Boreal Cup Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","borealis",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia cariosa","(Ach.) Sprengel","Split-peg Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","cariosa",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia carneola","(Fr.) .Fr.","Crowned Pixie-cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","carneola",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia cenotea","(Ach.) Schaer.","Powdered Funnel Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","cenotea",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia cervicornis","(Ach.) Flot.","Browned Pixie-cup Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","cervicornis",NA,NA,NA,"S5","2019","Yellow",NA,NA,NA,NA,NA
"Cladonia chlorophaea","(Flörke ex Sommerf.) Sprengel.","Mealy Pixie Cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","chlorophaea",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia ciliata","Stirt.","least reindeer","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","ciliata",NA,NA,NA,"S3S4","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia coccifera","(L.) Willd.","madame's cup lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","coccifera",NA,NA,NA,"S4","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia coniocraea","(Flörke) Spreng","Common Powderhorn","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","coniocraea",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia cornuta","(L.) Hoffm.","Bighorn Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","cornuta",NA,NA,NA,"S5","2018","Yellow",NA,NA,NA,NA,NA
"Cladonia crispata var. crispata","(Ach.)Fflot.","Greater Organ-pipe Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","crispata","crispata",NA,NA,"S5","Apr 2025","Yellow",NA,NA,NA,NA,NA
"Cladonia cristatella","Tuck.","British soldier lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","cristatella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladonia deformis","(l.) Hoffm.","Lesser Sulphur-cup Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","deformis",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia ecmocyna","(Robbins) Ahti","frosted cup lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","ecmocyna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladonia fimbriata","(L.) Fr.","Trumpet Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","fimbriata",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia furcata","(Tuck.) Brodo & D. Hawksw.","many-forked cladonia","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","furcata",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia gracilis","(L.) Willd.","Smooth Horn Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladonia gracilis ssp. turbinata","(L.) Willd. (Ach.) Ahti","bronzed pixie","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","gracilis",NA,"turbinata",NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia macilenta","Hoffm.","Lipstick Powderhorn","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","macilenta",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia macilenta var. bacillaris","(Ach.) Schaer.","Brown Pin Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","macilenta","bacillaris",NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia macrophyllodes","Nyl.","Large-leaved Cladonia","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","macrophyllodes",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia merochlorophaea","Asahina, J.","Gritty Pixie-cup Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","merochlorophaea",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia multiformis","G. Merr.","Sieve Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","multiformis",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia nitens","Ahti",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladonia norvegica","Tønsberg & Holien","baby littlehorn pixie","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","norvegica",NA,NA,NA,"S4S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia ochrochlora","Flörke","Smooth-footed Powderhorn","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","ochrochlora",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia phyllophora","Ehrh. ex Hoffm","Felt Horn Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","phyllophora",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia pleurota","(Flörke) Schaer.","Red-fruited Pixie Cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","pleurota",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia polydactyla","(Flörke) Spreng.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","polydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladonia portentosa ssp. pacifica","(Dufour) Coem.","Maritime Reindeer Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","portentosa",NA,"pacifica",NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia prolifica","Ahti & S. Hammer.","phantom pixie-cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","prolifica",NA,NA,NA,"S3S4","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia pyxidata","(l.) hoffm.","Pebbled Pixie Cup","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","pyxidata",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia rangiferina","(L.) Nyl.","gray reindeer lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","rangiferina",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia rei","Schaer.","Wand Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","rei",NA,NA,NA,"S3S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia scabriuscula","(Delise) Nyl.","Mealy Forked Cladonia","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","scabriuscula",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia squamosa","Hoffm.","Dragon Horn","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","squamosa",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia stricta","(nyl.) nyl.","Lesser Pied Pixie Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","stricta",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia subfurcata","(Nyl.) Arnold","Rosegarden Pixie Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","subfurcata",NA,NA,NA,"S3S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia subsquamosa","Krempelh.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","subsquamosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladonia subulata","(L.) Weber ex F. H. Wigg.","Antlered Powderhorn","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","subulata",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia sulphurina","(Michaux) Fr.","Greater Sulphur-cup Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","sulphurina",NA,NA,NA,"S5","Mar 2018","Yellow",NA,NA,NA,NA,NA
"Cladonia symphycarpa","(Flörke) Fr. ; (Flörke) Fr.","Split-peg Lichen","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","symphycarpa",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Cladonia transcendens","(Vain.) Vain.","graduated pixie","Fungi","Ascomycota","Pezizomycotina",NA,"Lecanoromycetes","Lecanoromycetidae",NA,"Lecanorales",NA,NA,NA,"Cladoniaceae",NA,NA,"Cladonia","transcendens",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
