"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Achillea millefolium","L.","common yarrow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Anthemideae","Achillea","millefolium",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Achlys triphylla","(Sm.) DC.","vanilla leaf","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Berberidaceae","Podophylloideae","Achlydeae","Achlys","triphylla",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Acmispon parviflorus","(Benth.) D.D. Sokoloff","Short-flower Deervetch","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Fabales",NA,NA,NA,"Fabaceae","Faboideae","Loteae","Acmispon","parviflorus",NA,NA,NA,"S4S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Actaea rubra","(Alton) Willd.","red baneberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Ranunculaceae","Ranunculoideae","Actaeeae","Actaea","rubra",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Adenocaulon bicolor","Hook.","American trailplant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Mutisioideae","Mutisieae","Adenocaulon","bicolor",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Adiantum aleuticum var. aleuticum","(Rupr.) Paris","Western Maidenhair Fern","Plantae","Tracheophyta",NA,NA,"Polypodiopsida","Polypodiidae",NA,"Polypodiales","Pteridineae",NA,NA,"Pteridaceae","Vittarioideae",NA,"Adiantum","aleuticum","aleuticum",NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Aegopodium podagraria","L.","Goutweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Apiales",NA,NA,NA,"Apiaceae","Apioideae","Careae","Aegopodium","podagraria",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Aesculus hippocastanum","L.","horse-chestnut","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Sapindales",NA,NA,NA,"Sapindaceae",NA,NA,"Aesculus","hippocastanum",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene","Orange Agoseris","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Cichorioideae","Cichorieae","Agoseris","aurantiaca","aurantiaca",NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Agoseris glauca","(Pursh) Raf.","Pale agoseris","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Cichorioideae","Cichorieae","Agoseris","glauca",NA,NA,NA,"S5","2020","Yellow",NA,NA,NA,NA,NA
"Agoseris grandiflora var. leptophylla","(Nutt.) Greene","Puget Sound agoseris","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Cichorioideae","Cichorieae","Agoseris","grandiflora","leptophylla",NA,NA,"S5","Feb 2019","Yellow",NA,NA,NA,NA,NA
"Agrostis canina","L.","Velvet Bent","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","canina",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Agrostis capillaris","L.","colonial bent","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","capillaris",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Agrostis exarata","Trin.","Pacific bentgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","exarata",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Agrostis gigantea","Roth","redtop","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","gigantea",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Agrostis mertensii","Trin.","Arctic Bentgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","mertensii",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Agrostis scabra","Willd.","Rough Bentgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","scabra",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Agrostis stolonifera","L.","Creeping Bent","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","stolonifera",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Agrostis variabilis","Rydb.","mountain bentgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Agrostis","variabilis",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Ailanthus altissima","(Mill.) Swingle","tree-of-heaven","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Sapindales",NA,NA,NA,"Simaroubaceae",NA,NA,"Ailanthus","altissima",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Aira caryophyllea","L.","Silver Hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Aira","caryophyllea",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Aira praecox","L.","early hair grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Aira","praecox",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Ajuga reptans","L.","carpet bugle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Lamiales",NA,NA,NA,"Lamiaceae","Ajugoideae",NA,"Ajuga","reptans",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Alchemilla mollis","(Buser) Rothm.","Garden Lady's-mantle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Rosales",NA,NA,NA,"Rosaceae","Rosoideae","Potentilleae","Alchemilla","mollis",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Alchemilla monticola","Opiz, 1838","Velvet Lady's-mantle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Rosales",NA,NA,NA,"Rosaceae","Rosoideae","Potentilleae","Alchemilla","monticola",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Allium amplectens","Torr.","narrowleaf onion","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Asparagales",NA,NA,NA,"Amaryllidaceae","Allioideae","Allieae","Allium","amplectens",NA,NA,NA,"S3","Apr 2019","Blue",NA,NA,NA,NA,NA
"Allium cernuum","Roth","nodding onion","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Asparagales",NA,NA,NA,"Amaryllidaceae","Allioideae","Allieae","Allium","cernuum",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Allium schoenoprasum","L.","Chives","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Asparagales",NA,NA,NA,"Amaryllidaceae","Allioideae","Allieae","Allium","schoenoprasum",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Allotropa virgata","Torr. & A. Gray","sugarstick","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ericales",NA,NA,NA,"Ericaceae","Monotropoideae",NA,"Allotropa","virgata",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Alnus alnobetula ssp. sinuata","(Ehrh.) K.Koch","Sitka Alder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Fagales",NA,NA,NA,"Betulaceae",NA,NA,"Alnus","alnobetula",NA,"sinuata",NA,"S5","Dec 2000","Yellow",NA,NA,NA,NA,NA
"Alnus incana ssp. tenuifolia","(L.) Moench (Nutt.) Breitung","Thinleaf Alder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Fagales",NA,NA,NA,"Betulaceae",NA,NA,"Alnus","incana",NA,"tenuifolia",NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Alnus rubra","Bong.","Red Alder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Fagales",NA,NA,NA,"Betulaceae",NA,NA,"Alnus","rubra",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Alopecurus geniculatus","Sibth. ex Steudel","Marsh foxtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Alopecurus","geniculatus",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Alopecurus pratensis","L.","Meadow Foxtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Alopecurus","pratensis",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Amaranthus retroflexus","L.","Redroot Amaranth","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Caryophyllales",NA,NA,NA,"Amaranthaceae","Amaranthoideae",NA,"Amaranthus","retroflexus",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Ambrosia artemisiifolia","L.","common ragweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Heliantheae","Ambrosia","artemisiifolia",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Ambrosia chamissonis","(Less.) Greene","silver beachweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Heliantheae","Ambrosia","chamissonis",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Amelanchier alnifolia","(Nutt.) Nutt. ex M. Roem.","Saskatoon","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Rosales",NA,NA,NA,"Rosaceae","Amygdaloideae","Maleae","Amelanchier","alnifolia",NA,NA,NA,"S5","2020","Yellow",NA,NA,NA,NA,NA
"Anaphalis margaritacea","(L.) Benth. & Hook.","pearly everlasting","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Anaphalis","margaritacea",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Andromeda polifolia var. polifolia","L.","Bog Rosemary","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ericales",NA,NA,NA,"Ericaceae","Vaccinioideae","Andromedeae","Andromeda","polifolia","polifolia",NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Anemone parviflora","Michx.","Small-flower Anemone","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Ranunculaceae","Ranunculoideae","Anemoneae","Anemone","parviflora",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Anemonoides grayi","(Behr & Kellogg) Starod.","Gray's anemone","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Ranunculaceae","Ranunculoideae","Anemoneae","Anemonoides","grayi",NA,NA,NA,"S4S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Anemonoides nemorosa","(L.) Holub","wood anemone","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Ranunculaceae","Ranunculoideae","Anemoneae","Anemonoides","nemorosa",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Angelica genuflexa","Nutt.","Kneeling Angelica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Apiales",NA,NA,NA,"Apiaceae","Apioideae","Selineae","Angelica","genuflexa",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Angelica lucida","L.","sea-watch","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Apiales",NA,NA,NA,"Apiaceae","Apioideae","Selineae","Angelica","lucida",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Anisocarpus madioides","Nutt.","woodland madia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Madieae","Anisocarpus","madioides",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Antennaria alpina","Greene","Alpine Pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","alpina",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Antennaria howellii","Greeene","Small Pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","howellii",NA,NA,NA,"S5","2020","Yellow",NA,NA,NA,NA,NA
"Antennaria media","Greene","Rocky Mountain pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","media",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Antennaria neglecta","Greene","Field Pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","neglecta",NA,NA,NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Antennaria parvifolia","Nutt.","small-leaf pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","parvifolia",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Antennaria rosea ssp. pulvinata","Greene ; Greene","Pulvinate Pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","rosea",NA,"pulvinata",NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Antennaria umbrinella","Rydb.","umber pussytoes","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Gnaphalieae","Antennaria","umbrinella",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Anthemis cotula","L.","Stinking chamomile","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Asteroideae","Anthemideae","Anthemis","cotula",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Anthoxanthum hirtum","(Schrank) Y. Schouten & Veldkamp","northern sweetgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Anthoxanthum","hirtum",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Anthoxanthum odoratum","L.","sweet vernal grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida",NA,NA,"Poales",NA,NA,NA,"Poaceae","Pooideae","Poeae","Anthoxanthum","odoratum",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Anthriscus caucalis","M.Bieb.","Bur Parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Apiales",NA,NA,NA,"Apiaceae","Apioideae","Scandiceae","Anthriscus","caucalis",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Anthriscus sylvestris","(L.) Hoffm.","Cow Parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Apiales",NA,NA,NA,"Apiaceae","Apioideae","Scandiceae","Anthriscus","sylvestris",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Aphanes arvensis","L.","Field Parsley Piert","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Rosales",NA,NA,NA,"Rosaceae","Rosoideae","Potentilleae","Alchemilla","arvensis",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Aphanes occidentalis","(Nutt.) Rydb.","Field Parsley Piert","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Rosales",NA,NA,NA,"Rosaceae","Rosoideae","Potentilleae","Alchemilla","arvensis",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Aphyllon californicum ssp. californicum","(Cham. & Schltdl.) A.Gray","California Broomrape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Lamiales",NA,NA,NA,"Orobanchaceae",NA,"Orobancheae","Aphyllon","californicum",NA,"californicum",NA,"S4","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Apocynum androsaemifolium","L.","spreading dogbane","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Gentianales",NA,NA,NA,"Apocynaceae","Apocynoideae","Apocyneae","Apocynum","androsaemifolium",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Aquilegia formosa var. formosa","Fisch. ex DC.","crimson columbine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Ranunculaceae","Thalictroideae",NA,"Aquilegia","formosa","formosa",NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Aquilegia vulgaris","L.","common columbine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ranunculales",NA,NA,NA,"Ranunculaceae","Thalictroideae",NA,"Aquilegia","vulgaris",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Arabidopsis lyrata ssp. kamchatica","(Fisch. ex DC.) K. Shimizu & Kudoh","Kamchatka Rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Brassicales",NA,NA,NA,"Brassicaceae","Brassicoideae","Arabidopsideae","Arabidopsis","lyrata",NA,"kamchatica",NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Arabidopsis thaliana","(L.) Heynh.","mouse-ear cress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Brassicales",NA,NA,NA,"Brassicaceae","Brassicoideae","Arabidopsideae","Arabidopsis","thaliana",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Arabis eschscholtziana","Andrz.","Eschscholtz's hairy rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Brassicales",NA,NA,NA,"Brassicaceae","Brassicoideae","Arabideae","Arabis","eschscholtziana",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Arbutus menziesii","Pursh","Pacific madrone","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ericales",NA,NA,NA,"Ericaceae","Arbutoideae",NA,"Arbutus","menziesii",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Arceuthobium campylopodum","Engelmann","Western Dwarf-Mistletoe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Santalales",NA,NA,NA,"Santalaceae",NA,"Visceae","Arceuthobium","campylopodum",NA,NA,NA,"SU","Apr 2021","Unknown",NA,NA,NA,NA,NA
"Arceuthobium tsugense ssp. contortae","(Rosend.) G.N. Jones","Shore Pine Dwarf-mistletoe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Santalales",NA,NA,NA,"Santalaceae",NA,"Visceae","Arceuthobium","tsugense",NA,"contortae",NA,"S4","Apr 2017","Yellow",NA,NA,NA,NA,NA
"Arceuthobium tsugense ssp. mertensianae","Hawksw. & Nickrent","Mountain Hemlock Dwarf-Mistletoe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Santalales",NA,NA,NA,"Santalaceae",NA,"Visceae","Arceuthobium","tsugense",NA,"mertensianae",NA,"S3","Mar 2017","Blue",NA,NA,NA,NA,NA
"Arceuthobium tsugense ssp. tsugense","(Rosend.) G.N.Jones","Western Hemlock Dwarf-Mistletoe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Santalales",NA,NA,NA,"Santalaceae",NA,"Visceae","Arceuthobium","tsugense",NA,"tsugense",NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Arctium lappa","L.","greater burdock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Carduoideae","Cardueae","Arctium","lappa",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Arctium minus","(Hill) Bernh.","lesser burdock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Asterales",NA,NA,NA,"Asteraceae","Carduoideae","Cardueae","Arctium","minus",NA,NA,NA,"SNA","Apr 2019","Exotic",NA,NA,NA,NA,NA
"Arctostaphylos × media","Greene ; Greene","hybrid manzanita","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ericales",NA,NA,NA,"Ericaceae","Arbutoideae",NA,"Arctostaphylos",NA,NA,NA,"Arctostaphylos × media",NA,NA,NA,NA,NA,NA,NA,NA
"Arctostaphylos columbiana","Piper","hairy manzanita","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ericales",NA,NA,NA,"Ericaceae","Arbutoideae",NA,"Arctostaphylos","columbiana",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Arctostaphylos uva-ursi","(L.) Spreng.","bearberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Ericales",NA,NA,NA,"Ericaceae","Arbutoideae",NA,"Arctostaphylos","uva-ursi",NA,NA,NA,"S5","Apr 2019","Yellow",NA,NA,NA,NA,NA
"Argentina anserina ssp. anserina","(L.) Rydb.","silverweed cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida",NA,NA,"Rosales",NA,NA,NA,"Rosaceae","Rosoideae","Potentilleae","Argentina","anserina",NA,"anserina",NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
