"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Acilius abbreviatus","Aubé","Abbreviated Predaceous Diving Beetle","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Adephaga",NA,"Dytiscoidea","Dytiscidae","Dytiscinae","Aciliini","Acilius","abbreviatus",NA,NA,NA,"S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Acleris britannia",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","britannia",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acleris curvalana","Kearfott","Blueberry Leaftier Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","curvalana",NA,NA,NA,"SU","Mar 2020","Unknown",NA,NA,NA,NA,NA
"Acleris effractana","Hübner","Hook-winged Tortrix Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","effractana",NA,NA,NA,"SU","Mar 2020","Unknown",NA,NA,NA,NA,NA
"Acleris gloveranus",NA,"Western Black-headed Budworm","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","gloveranus",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acleris maccana",NA,"Marbled Button","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","maccana",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acleris macdunnoughi","Obraztsou","MacDunnough's Acleris","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","macdunnoughi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acleris maximana","Barnes & Busck",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","maximana",NA,NA,NA,"S4","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acleris nivisellana","Walsingham","Snowy-shouldered Acleris Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","nivisellana",NA,NA,NA,"S5?","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acleris variegana","Denis & Schiffermüller","Garden Rose Tortrix","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Tortricoidea","Tortricidae","Tortricinae","Tortricini","Acleris","variegana",NA,NA,NA,"SNA","Mar 2020","Exotic",NA,NA,NA,NA,NA
"Acrobasis tricolorella",NA,"Tricolored Acrobasis Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Pyraloidea","Pyralidae","Phycitinae","Phycitini","Acrobasis","tricolorella",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acronicta cyanescens","Hampson","Blue-gray Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","cyanescens",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta grisea",NA,"Gray Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","grisea",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta impleta",NA,"Powdered Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","impleta",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta innotata","Guenée","Unmarked Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","innotata",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta insita",NA,"Large Gray Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","insita",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Acronicta lepusculina",NA,"Cottonwood Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","lepusculina",NA,NA,NA,"S3S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta oblinita","J E Smith","Smeared Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","oblinita",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta perdita",NA,"Pacific Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","perdita",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Acronicta radcliffei",NA,"Radcliffe's Dagger","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Acronictinae",NA,"Acronicta","radcliffei",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Aculepeira packardi",NA,"Northern Orbweaver","Animalia","Arthropoda","Chelicerata",NA,"Arachnida",NA,NA,"Araneae","Araneomorphae","Entelegynae","Araneoidea","Araneidae","Araneinae",NA,"Aculepeira","packardi",NA,NA,NA,"S4S5","Nov 2018","Not Reviewed",NA,NA,NA,NA,NA
"Adalia bipunctata","Linnaeus","Two-spotted Lady Beetle","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","Coccinellinae","Coccinellini","Adalia","bipunctata",NA,NA,NA,"S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Adela septentrionella","Walsingham","Ocean Spray Fairy Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Adeloidea","Adelidae","Adelinae",NA,"Adela","septentrionella",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Adelges cooleyi",NA,"Douglas Fir Adelgid","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Hemiptera","Sternorrhyncha","Aphidomorpha","Phylloxeroidea","Adelgidae",NA,NA,"Adelges","cooleyi",NA,NA,NA,"SNR",NA,"Not Reviewed",NA,NA,NA,NA,NA
"Adelphagrotis indeterminata","Walker",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Noctuinae","Noctuini","Adelphagrotis","indeterminata",NA,NA,NA,"S3S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Adelphagrotis stellaris","Grote",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Noctuinae","Noctuini","Adelphagrotis","stellaris",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Aedes euedes",NA,"Well-shaped Mosquito","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","euedes",NA,NA,NA,"S4S5","Apr 2017","Not Reviewed",NA,NA,NA,NA,NA
"Aedes hexodontus","Dyar",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","hexodontus",NA,NA,NA,"S5","Apr 2017","Not Reviewed",NA,NA,NA,NA,NA
"Aedes punctor",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","punctor",NA,NA,NA,"S5","Apr 2017","Not Reviewed",NA,NA,NA,NA,NA
"Aedes sierrensis","Ludlow","Western Treehole Mosquito","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","sierrensis",NA,NA,NA,"S5","Apr 2017","Not Reviewed",NA,NA,NA,NA,NA
"Aedes togoi","Theobald",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","togoi",NA,NA,NA,"SNA","Apr 2017","Exotic",NA,NA,NA,NA,NA
"Aedes vexans",NA,"Inland Floodwater Mosquito","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Nematocera","Culicomorpha","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","vexans",NA,NA,NA,"S5","Apr 2017","Not Reviewed",NA,NA,NA,NA,NA
"Aeshna canadensis","Walker","Canada Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","canadensis",NA,NA,NA,"S5","Feb 2015","Yellow",NA,NA,NA,NA,NA
"Aeshna eremita",NA,"Lake Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","eremita",NA,NA,NA,"S5","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aeshna interrupta","Walker","Variable Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","interrupta",NA,NA,NA,"S5","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aeshna juncea","L.","Sedge Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","juncea",NA,NA,NA,"S5","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aeshna palmata","Hagen","Paddle-tailed Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","palmata",NA,NA,NA,"S5","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aeshna septentrionalis",NA,"Azure Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","septentrionalis",NA,NA,NA,"S4","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aeshna tuberculifera","Walker","Black-tipped Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","tuberculifera",NA,NA,NA,"S4","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aeshna umbrosa","Walker","Shadow Darner","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Odonata","Anisoptera",NA,"Aeshnoidea","Aeshnidae",NA,NA,"Aeshna","umbrosa",NA,NA,NA,"S5","Mar 2023","Yellow",NA,NA,NA,NA,NA
"Aethalura intertexta",NA,"Four-barred Gray","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Geometroidea","Geometridae","Ennominae","Boarmiini","Aethalura","intertexta",NA,NA,NA,"S4S5","Mar 2020","Not Reviewed",NA,NA,NA,NA,NA
"Agabus sp.","Leach",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Adephaga",NA,"Dytiscoidea","Dytiscidae","Agabinae","Agabini","Agabus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agapetus taho","Ross",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Trichoptera","Spicipalpia",NA,"Glossosomatoidea","Glossosomatidae","Agapetinae",NA,"Agapetus","taho",NA,NA,NA,"SU","Jul 2016","Not Reviewed",NA,NA,NA,NA,NA
"Aglais milberti",NA,"Milbert's Tortoiseshell","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Papilionoidea","Nymphalidae","Nymphalinae","Nymphalini","Aglais","milberti",NA,NA,NA,"S5","Jan 2020","Yellow",NA,NA,NA,NA,NA
"Aglossa cuprina",NA,"Grease Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Pyraloidea","Pyralidae","Pyralinae","Pyralini","Aglossa","cuprina",NA,NA,NA,"SU","Mar 2020","Unknown",NA,NA,NA,NA,NA
"Aglossa pinguinalis",NA,"Large Tabby","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Pyraloidea","Pyralidae","Pyralinae","Pyralini","Aglossa","pinguinalis",NA,NA,NA,"SNA","Mar 2020","Exotic",NA,NA,NA,NA,NA
"Agnippe prunifoliella",NA,"Skunk Twirler","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Gelechioidea","Gelechiidae","Gelechiinae","Gelechiini","Agnippe","prunifoliella",NA,NA,NA,"SU","Mar 2020","Unknown",NA,NA,NA,NA,NA
"Agoliinus canadensis",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Scarabaeiformia","Scarabaeoidea","Scarabaeidae","Aphodiinae","Aphodiini","Agoliinus","canadensis",NA,NA,NA,"S4S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Agoliinus congregatus",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Scarabaeiformia","Scarabaeoidea","Scarabaeidae","Aphodiinae","Aphodiini","Agoliinus","congregatus",NA,NA,NA,"S4S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Agoliinus guttatus","Eschscholtz","Spotted Small Dung Beetle","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Scarabaeiformia","Scarabaeoidea","Scarabaeidae","Aphodiinae","Aphodiini","Agoliinus","guttatus",NA,NA,NA,"S4S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Agoliinus hatchi",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Scarabaeiformia","Scarabaeoidea","Scarabaeidae","Aphodiinae","Aphodiini","Agoliinus","hatchi",NA,NA,NA,"S4S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Agonopterix alstroemeriana","Clerck","Poison hemlock moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Gelechioidea","Depressariidae","Depressariinae",NA,"Agonopterix","alstroemeriana",NA,NA,NA,"SNA","Mar 2020","Exotic",NA,NA,NA,NA,NA
"Agonopterix canadensis","Busck.","Canadian Agonopterix Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Gelechioidea","Depressariidae","Depressariinae",NA,"Agonopterix","canadensis",NA,NA,NA,"S4S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Agonopterix nervosa",NA,"Gorse Tip Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Gelechioidea","Depressariidae","Depressariinae",NA,"Agonopterix","nervosa",NA,NA,NA,"SNA","Mar 2020","Exotic",NA,NA,NA,NA,NA
"Agonopterix rosaciliella",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Gelechioidea","Depressariidae","Depressariinae",NA,"Agonopterix","rosaciliella",NA,NA,NA,"SU","Mar 2020","Unknown",NA,NA,NA,NA,NA
"Agrenia agilis",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Entognatha","Collembola",NA,"Entomobryomorpha",NA,NA,"Isotomoidea","Isotomidae","Isotominae",NA,"Agrenia","agilis",NA,NA,NA,"SU","Feb 2019","Not Reviewed",NA,NA,NA,NA,NA
"Agriades glandon",NA,"Arctic Blue","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Papilionoidea","Lycaenidae","Polyommatinae","Polyommatini","Agriades","glandon",NA,NA,NA,"S5","Feb 2020","Yellow",NA,NA,NA,NA,NA
"Agriades glandon franklinii",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Papilionoidea","Lycaenidae","Polyommatinae","Polyommatini","Agriades","glandon",NA,"Agriades glandon franklinii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agriades glandon megalo",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Papilionoidea","Lycaenidae","Polyommatinae","Polyommatini","Agriades","glandon",NA,"Agriades glandon megalo",NA,"S5","Feb 2023","Yellow",NA,NA,NA,NA,NA
"Agriotes criddlei","Van Dyke","Criddle's Click Beetle","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Agriotini","Agriotes","criddlei",NA,NA,NA,"SU","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Agriotes lineatus",NA,"Lined Click Beetle","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Agriotini","Agriotes","lineatus",NA,NA,NA,"SNA","Mar 2023","Exotic",NA,NA,NA,NA,NA
"Agriphila sp.","Hübner",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Pyraloidea","Crambidae","Crambinae","Crambini","Agriphila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agromyza alnibetulae","Hendel",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Brachycera","Cyclorrhapha","Opomyzoidea","Agromyzidae","Agromyzinae",NA,"Agromyza","alnibetulae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agromyza idaeiana","Hardy",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Diptera","Brachycera","Cyclorrhapha","Opomyzoidea","Agromyzidae","Agromyzinae",NA,"Agromyza","idaeiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrotina sp.","Guenée",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Noctuinae","Noctuini","Agrotina sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrotis ipsilon","Hufnagel","Ipsilon Dart Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Noctuinae","Noctuini","Agrotis","ipsilon",NA,NA,NA,"SNA","Mar 2020","Exotic",NA,NA,NA,NA,NA
"Agrotis vancouverensis","Grote","Vancouver Dart","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Noctuoidea","Noctuidae","Noctuinae","Noctuini","Agrotis","vancouverensis",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Agrypnia vestita","Walker",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Trichoptera","Integripalpia",NA,"Phryganeoidea","Phryganeidae",NA,NA,"Agrypnia","vestita",NA,NA,NA,"SU","Jul 2016","Not Reviewed",NA,NA,NA,NA,NA
"Airora aequalis","Kohout",NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Cucujiformia","Cleroidea","Trogossitidae","Trogossitinae",NA,"Airora","aequalis",NA,NA,NA,"SU","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
"Albuna pyramidalis",NA,"Fireweed Clearwing Moth","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Lepidoptera",NA,NA,"Sesioidea","Sesiidae","Sesiinae","Paranthrenini","Albuna","pyramidalis",NA,NA,NA,"S5","Mar 2020","Yellow",NA,NA,NA,NA,NA
"Alopecosa kochi","Keyserling","Koch's Wolf Spider","Animalia","Arthropoda","Chelicerata",NA,"Arachnida",NA,NA,"Araneae","Araneomorphae","Entelegynae","Lycosoidea","Lycosidae","Lycosinae",NA,"Alopecosa","kochi",NA,NA,NA,"S5","Nov 2018","Not Reviewed",NA,NA,NA,NA,NA
"Alosterna rubida",NA,NA,"Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga",NA,"Chrysomeloidea","Cerambycidae","Lepturinae",NA,"Alosterna","rubida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Altica ambiens","Le Conte","Alder Flea Beetle","Animalia","Arthropoda","Hexapoda",NA,"Insecta","Pterygota",NA,"Coleoptera","Polyphaga","Cucujiformia","Chrysomeloidea","Chrysomelidae","Galerucinae","Alticini","Altica","ambiens",NA,NA,NA,"S5","Mar 2023","Not Reviewed",NA,NA,NA,NA,NA
