"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date"
"Amanita smithiana","Bas","Smith's Amanita","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Pluteineae",NA,NA,"Amanitaceae",NA,"Amaniteae","Amanita","smithiana",NA,NA,NA,"S2S4","Mar 2021","Blue",NA,NA,NA,NA,NA
"Ampulloclitocybe avellaneialba","(Murrill) Harmaja","smoky brown funnel","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Hygrophorineae",NA,NA,"Hygrophoraceae","Cuphophylloideae",NA,"Ampulloclitocybe","avellaneialba",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Ampulloclitocybe clavipes","(Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys","Club Foot","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Hygrophorineae",NA,NA,"Hygrophoraceae","Cuphophylloideae",NA,"Ampulloclitocybe","clavipes",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Amylostereum chailletii","(Pers.) Boidin","powdered duster","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Russulales",NA,NA,NA,"Amylostereaceae",NA,NA,"Amylostereum","chailletii",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Anthracoidea caricis","(Pers.) Bref.",NA,"Fungi","Basidiomycota","Ustilaginomycotina",NA,"Ustilaginomycetes",NA,NA,"Ustilaginales",NA,NA,NA,"Anthracoideaceae",NA,NA,"Anthracoidea","caricis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apioperdon pyriforme","(Schaeffer) Vizzini","Pear-shaped Puffball","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Lycoperdaceae",NA,NA,"Apioperdon","pyriforme",NA,NA,NA,"S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Armillaria gallica","Marxm.","Bulbous Honey Fungus","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Physalacriaceae",NA,NA,"Armillaria","gallica",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Armillaria mellea","(Vahl) P. Kumm.","Honey Mushroom","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Physalacriaceae",NA,NA,"Armillaria","mellea",NA,NA,NA,"S4","Apr 2025","Yellow",NA,NA,NA,NA,NA
"Armillaria nabsnona","T.J. Volk & Burds.",NA,"Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Physalacriaceae",NA,NA,"Armillaria","nabsnona",NA,NA,NA,"S2S4","Mar 2021","Blue",NA,NA,NA,NA,NA
"Armillaria ostoyae","(Romagn.) Herink","Honey Mushroom","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Physalacriaceae",NA,NA,"Armillaria","ostoyae",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Armillaria sinapina","Bérubé & Dessureault",NA,"Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Physalacriaceae",NA,NA,"Armillaria","sinapina",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Arrhenia chlorocyanea","(Pat.) Redhead, Lutzoni, Moncalvo & Vilgalys","Verdigris Navel","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Hygrophorineae",NA,NA,"Hygrophoraceae","Lichenomphalioideae","Arrhenieae","Arrhenia","chlorocyanea",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Ascocoryne sarcoides","(Jacq.) J. W. Groves & D. E. Wilson","Purple Jellydisc","Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae",NA,NA,"Ascocoryne","sarcoides",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Atheniella adonis","(Bull.) Redhead, Moncalvo, Vilgalys, Desjardin & B.A. Perry","Scarlet Bonnet","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Porotheleaceae",NA,NA,"Atheniella","adonis",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Atheniella aurantiidisca","(Murrill) Redhead, Moncalvo, Vilgalys, Desjardin, B.A. Perry","tangerine bonnet","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Porotheleaceae",NA,NA,"Atheniella","aurantiidisca",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Aureoboletus mirabilis","(Murrill) Murrill","admirable bolete","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Boletales",NA,NA,NA,"Boletaceae","Xerocomoideae",NA,"Aureoboletus","mirabilis",NA,NA,NA,"S4S5","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Auriscalpium vulgare","Gray","Earpick Fungus","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Russulales",NA,NA,NA,"Auriscalpiaceae",NA,NA,"Auriscalpium","vulgare",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Australoporus tasmanicus","(Berk.) P.K. Buchanan & Ryvarden",NA,"Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Polyporales",NA,NA,NA,"Polyporaceae",NA,NA,"Australoporus","tasmanicus",NA,NA,NA,"SU","Apr 2025","Unknown",NA,NA,NA,NA,NA
"Baeospora myosura","(Fr.) Singer","Conifercone Cap","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Cyphellaceae",NA,NA,"Baeospora","myosura",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Belonidium pruinosum","(Jerdon ex Berk. & Broome) Rehm",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Lachnaceae",NA,NA,"Belonidium","pruinosum",NA,NA,NA,"SU","Apr 2025","Unknown",NA,NA,NA,NA,NA
"Bertia moriformis","(Tode) De Not.","Wood Mulberry","Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Coronophorales",NA,NA,NA,"Bertiaceae",NA,NA,"Bertia","moriformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bjerkandera adusta","(Willd.) P. Karst.","Smoky polypore","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Polyporales",NA,NA,NA,"Phanerochaetaceae",NA,NA,"Bjerkandera","adusta",NA,NA,NA,"S2S4","Mar 2021","Blue",NA,NA,NA,NA,NA
"Bolbitius reticulatus","(Pers.) Ricken","Netted Fieldcap","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Bolbitiaceae",NA,NA,"Bolbitius","reticulatus",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Bolbitius titubans","(Bull.) Fr.","yellow fieldcap","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Bolbitiaceae",NA,NA,"Bolbitius","titubans",NA,NA,NA,"S4S5","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Boletus edulis","Bull.","King Bolete","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Boletales",NA,NA,NA,"Boletaceae","Boletoideae",NA,"Boletus","edulis",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Boletus smithii","Thiers","Smith's Bolete","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Boletales",NA,NA,NA,"Boletaceae","Boletoideae",NA,"Boletus","smithii",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Bondarzewia occidentalis","(A.H. Sm.) Pouzar",NA,"Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Russulales",NA,NA,NA,"Bondarzewiaceae",NA,NA,"Bondarzewia","occidentalis",NA,NA,NA,"S2S4","Mar 2021","Blue",NA,NA,NA,NA,NA
"Bovista plumbea","Pers.","Lead-grey Puffball","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Lycoperdaceae",NA,NA,"Bovista","plumbea",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Byssomerulius corium","(Pers.) Parmasto","Netted Crust","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Polyporales",NA,NA,NA,"Irpicaceae",NA,NA,"Byssomerulius","corium",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Calcipostia guttulata","(Peck) B.K. Cui, L.L. Shen & Y.C. Dai",NA,"Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Polyporales",NA,NA,NA,"Postiaceae",NA,NA,"Calcipostia","guttulata",NA,NA,NA,"S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Callistosporium luteo-olivaceum","(Berk. & M.A. Curtis) Singer","Olive Lute","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Tricholomatineae",NA,NA,"Callistosporiaceae",NA,NA,"Callistosporium","luteo-olivaceum",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Caloboletus conifericola","Vizzini","Dark Bitter Bolete","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Boletales",NA,NA,NA,"Boletaceae","Suillelloideae",NA,"Caloboletus","conifericola",NA,NA,NA,"S2S4","Mar 2021","Blue",NA,NA,NA,NA,NA
"Calocera cornea","(Batsch) Fr.","club-like tuning fork","Fungi","Basidiomycota","Agaricomycotina",NA,"Dacrymycetes",NA,NA,"Dacrymycetales",NA,NA,NA,"Dacrymycetaceae",NA,NA,"Calocera","cornea",NA,NA,NA,"S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Calocera viscosa","(Pers.) Fr.","Jelly-antler","Fungi","Basidiomycota","Agaricomycotina",NA,"Dacrymycetes",NA,NA,"Dacrymycetales",NA,NA,NA,"Dacrymycetaceae",NA,NA,"Calocera","viscosa",NA,NA,NA,"S3S5","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Caloscypha fulgens","(Pers.) Boud.","Spring Orange Peel Fungus","Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes",NA,NA,"Pezizales",NA,NA,NA,"Caloscyphaceae",NA,NA,"Caloscypha","fulgens",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Calvatia booniana","A.H. Smith","Western Giant Puffball","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Lycoperdaceae",NA,NA,"Calvatia","booniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calycina citrina","(Hedw.) Gray","Yellow Fairy Cups","Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Pezizellaceae",NA,NA,"Calycina","citrina",NA,NA,NA,"S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Calyptospora columnaris","(Kuehn) Kleb.","Huckleberry Broom Rust Fungus","Fungi","Basidiomycota","Pucciniomycotina",NA,"Pucciniomycetes",NA,NA,"Pucciniales","Melampsorineae",NA,NA,"Pucciniastraceae",NA,NA,"Calyptospora","columnaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Candolleomyces candolleanus","(Fr.) D. Wächt. & A. Melzer","Pale Brittlestem","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Psathyrellaceae",NA,NA,"Candolleomyces","candolleanus",NA,NA,NA,"S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Cantharellula umbonata","(J.F. Gmel.) Singer","The Humpback","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Hygrophorineae",NA,NA,"Hygrophoraceae","Lichenomphalioideae","Cantharelluleae","Cantharellula","umbonata",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Cantharellus formosus","Corner","Pacific Golden Chanterelle","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Cantharellales",NA,NA,NA,"Hydnaceae",NA,NA,"Cantharellus","formosus",NA,NA,NA,"S4?","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Cantharellus roseocanus","(Redhead, Norvell & Danell) Redhead, Norvell & Moncalvo","Rainbow Chanterelle","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Cantharellales",NA,NA,NA,"Hydnaceae",NA,NA,"Cantharellus","roseocanus",NA,NA,NA,"S2S3","Mar 2021","Blue",NA,NA,NA,NA,NA
"Cantharellus subalbidus","A.H. Sm. & Morse","White Chanterelle","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Cantharellales",NA,NA,NA,"Hydnaceae",NA,NA,"Cantharellus","subalbidus",NA,NA,NA,"S3","Mar 2021","Blue",NA,NA,NA,NA,NA
"Capitotricha bicolor","(Bull.) Baral",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Lachnaceae",NA,NA,"Capitotricha","bicolor",NA,NA,NA,"S4","Apr 2025","Yellow",NA,NA,NA,NA,NA
"Cerrena unicolor","(Bull.) Murrill","Mossy Maze Polypore","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes",NA,NA,"Polyporales",NA,NA,NA,"Cerrenaceae",NA,NA,"Cerrena","unicolor",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Chalciporus piperatus","(Bull.) Bataille","Peppery Bolete","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Boletales",NA,NA,NA,"Boletaceae","Chalciporoideae",NA,"Chalciporus","piperatus",NA,NA,NA,"S5","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Chlorociboria aeruginosa","(Oeder) Seaver ex C.S. Ramamurthi, Korf & L.R. Batra","Turquoise Elfcup","Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Chlorociboriaceae",NA,NA,"Chlorociboria","aeruginosa",NA,NA,NA,"S3","Mar 2021","Blue",NA,NA,NA,NA,NA
"Chlorophyllum brunneum","(Farl. & Burt) Vellinga","Shaggy Parasol","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Agaricaceae",NA,"Agariceae","Chlorophyllum","brunneum",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Chlorophyllum olivieri","(Barla) Vellinga","Olive Shaggy Parasol","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Agaricaceae",NA,"Agariceae","Chlorophyllum","olivieri",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Chlorophyllum rhacodes","(Vittad.) Vellinga","Shaggy Parasol","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Agaricineae",NA,NA,"Agaricaceae",NA,"Agariceae","Chlorophyllum","rhacodes",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Chloroscypha flavida","(Kanouse & A.H. Sm.) Baral",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae",NA,NA,"Chloroscypha","flavida",NA,NA,NA,"S2?","Mar 2021","Red",NA,NA,NA,NA,NA
"Chondrostereum purpureum","(Pers.) Pouzar","Silverleaf Fungus","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Marasmiineae",NA,NA,"Cyphellaceae",NA,NA,"Chondrostereum","purpureum",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Chroogomphus tomentosus","(Murrill) O.K. Mill.","Woolly Pine Spike","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Boletales",NA,NA,NA,"Gomphidiaceae",NA,NA,"Chroogomphus","tomentosus",NA,NA,NA,"S3S5","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Chrysomphalina aurantiaca","(Wulfen) Maire","Orange Chrysomphalina","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Hygrophorineae",NA,NA,"Hygrophoraceae","Hygrophoroideae","Chrysomphalineae","Chrysomphalina","aurantiaca",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
"Ciboria rufofusca","(O. Weberb.) Sacc.","Chocolate Cone Cup","Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes",NA,NA,"Helotiales",NA,NA,NA,"Sclerotiniaceae",NA,NA,"Ciboria","rufofusca",NA,NA,NA,"S2S4","Mar 2021","Blue",NA,NA,NA,NA,NA
"Cirrenalia macrocephala","(Kohlm.) Meyers & Kohlm.",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Microascales",NA,NA,NA,"Halosphaeriaceae",NA,NA,"Cirrenalia","macrocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clavaria fragilis","Holmsk.","Fairy Fingers","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Clavariineae",NA,NA,"Clavariaceae",NA,NA,"Clavaria","fragilis",NA,NA,NA,"SU","Mar 2021","Unknown",NA,NA,NA,NA,NA
"Clavicorona taxophila","(Thom) Doty","yew club","Fungi","Basidiomycota","Agaricomycotina",NA,"Agaricomycetes","Agaricomycetidae",NA,"Agaricales","Clavariineae",NA,NA,"Clavariaceae",NA,NA,"Clavicorona","taxophila",NA,NA,NA,"S3S4","Mar 2021","Yellow",NA,NA,NA,NA,NA
