"","period","cell_id","record_count"
"1914","1890-2020",4169,33
"1915","1890-2020",4170,8
"1916","1890-2020",4171,1
"1917","1890-2020",4172,1
"1918","1890-2020",4173,30
"1919","1890-2020",4174,1
"1920","1890-2020",4210,11
"1921","1890-2020",4213,144
"1922","1890-2020",4214,30
"1923","1890-2020",4215,20
"1924","1890-2020",4216,8
"1925","1890-2020",4218,2
"1926","1890-2020",4219,17
"1927","1890-2020",4221,2
"1928","1890-2020",4223,102
"1929","1890-2020",4224,92
"1930","1890-2020",4225,42
"1931","1890-2020",4226,53
"1932","1890-2020",4227,9
"1933","1890-2020",4229,13
"1934","1890-2020",4268,7
"1935","1890-2020",4269,27
"1936","1890-2020",4270,21
"1937","1890-2020",4271,50
"1938","1890-2020",4274,4
"1939","1890-2020",4275,42
"1940","1890-2020",4279,8
"1941","1890-2020",4280,19
"1942","1890-2020",4281,56
"1943","1890-2020",4282,61
"1944","1890-2020",4324,214
"1945","1890-2020",4325,15
"1946","1890-2020",4326,32
"1947","1890-2020",4327,7
"1948","1890-2020",4328,12
"1949","1890-2020",4329,74
"1950","1890-2020",4330,29
"1951","1890-2020",4333,1
"1952","1890-2020",4336,216
"1953","1890-2020",4337,46
"1954","1890-2020",4338,39
"1955","1890-2020",4380,6
"1956","1890-2020",4381,119
"1957","1890-2020",4382,2
"1958","1890-2020",4385,4
"1959","1890-2020",4387,3
"1960","1890-2020",4390,1
"1961","1890-2020",4391,1
"1962","1890-2020",4392,597
"1963","1890-2020",4393,75
"1964","1890-2024",27,1
"1965","1890-2024",29,11
"1966","1890-2024",30,24
"1967","1890-2024",82,1
"1968","1890-2024",84,2
"1969","1890-2024",85,6
"1970","1890-2024",86,20
"1971","1890-2024",87,5
"1972","1890-2024",88,1
"1973","1890-2024",138,7
"1974","1890-2024",140,2
"1975","1890-2024",141,2
"1976","1890-2024",142,3
"1977","1890-2024",196,2
"1978","1890-2024",197,2
"1979","1890-2024",198,9
"1980","1890-2024",251,12
"1981","1890-2024",253,2
"1982","1890-2024",257,38
"1983","1890-2024",258,1
"1984","1890-2024",307,41
"1985","1890-2024",311,1
"1986","1890-2024",312,6
"1987","1890-2024",313,35
"1988","1890-2024",318,1
"1989","1890-2024",363,3
"1990","1890-2024",364,2
"1991","1890-2024",366,2
"1992","1890-2024",368,10
"1993","1890-2024",369,12
"1994","1890-2024",373,1
"1995","1890-2024",375,1
"1996","1890-2024",419,1
"1997","1890-2024",423,7
"1998","1890-2024",424,15
"1999","1890-2024",425,26
"2000","1890-2024",429,1
"2001","1890-2024",430,1
"2002","1890-2024",432,47
"2003","1890-2024",433,11
"2004","1890-2024",434,1
"2005","1890-2024",475,3
"2006","1890-2024",476,1
"2007","1890-2024",478,1
"2008","1890-2024",479,6
"2009","1890-2024",480,104
"2010","1890-2024",481,2
"2011","1890-2024",482,21
"2012","1890-2024",483,7
"2013","1890-2024",486,1
"2014","1890-2024",487,3
"2015","1890-2024",488,256
"2016","1890-2024",489,248
"2017","1890-2024",490,63
"2018","1890-2024",530,1
"2019","1890-2024",536,6
"2020","1890-2024",537,1
"2021","1890-2024",539,169
"2022","1890-2024",540,194
"2023","1890-2024",541,95
"2024","1890-2024",542,270
"2025","1890-2024",543,84
"2026","1890-2024",544,60
"2027","1890-2024",545,6
"2028","1890-2024",546,267
"2029","1890-2024",547,2
"2030","1890-2024",549,2
"2031","1890-2024",590,2
"2032","1890-2024",591,10
"2033","1890-2024",595,1
"2034","1890-2024",596,78
"2035","1890-2024",597,130
"2036","1890-2024",598,111
"2037","1890-2024",599,348
"2038","1890-2024",602,1
"2039","1890-2024",604,2
"2040","1890-2024",605,1
"2041","1890-2024",639,1
"2042","1890-2024",647,8
"2043","1890-2024",648,5
"2044","1890-2024",649,2
"2045","1890-2024",650,1
"2046","1890-2024",651,1
"2047","1890-2024",653,1
"2048","1890-2024",654,7
"2049","1890-2024",655,22
"2050","1890-2024",656,6
"2051","1890-2024",657,103
"2052","1890-2024",658,1
"2053","1890-2024",659,2
"2054","1890-2024",660,10
"2055","1890-2024",661,16
"2056","1890-2024",662,1
"2057","1890-2024",703,51
"2058","1890-2024",704,2
"2059","1890-2024",705,1
"2060","1890-2024",711,2
"2061","1890-2024",712,111
"2062","1890-2024",713,3
"2063","1890-2024",715,1
"2064","1890-2024",716,157
"2065","1890-2024",717,47
"2066","1890-2024",752,1
"2067","1890-2024",753,6
"2068","1890-2024",756,1
"2069","1890-2024",759,35
"2070","1890-2024",760,13
"2071","1890-2024",763,6
"2072","1890-2024",764,13
"2073","1890-2024",768,1
"2074","1890-2024",769,1
"2075","1890-2024",772,1
"2076","1890-2024",773,28
"2077","1890-2024",774,90
"2078","1890-2024",775,1
"2079","1890-2024",800,1
"2080","1890-2024",804,46
"2081","1890-2024",807,1
"2082","1890-2024",809,1
"2083","1890-2024",813,3
"2084","1890-2024",814,1
"2085","1890-2024",815,107
"2086","1890-2024",816,120
"2087","1890-2024",825,3
"2088","1890-2024",826,3
"2089","1890-2024",827,106
"2090","1890-2024",828,5
"2091","1890-2024",829,2
"2092","1890-2024",856,3
"2093","1890-2024",857,1
"2094","1890-2024",859,1
"2095","1890-2024",860,75
"2096","1890-2024",861,2
"2097","1890-2024",862,17
"2098","1890-2024",863,2
"2099","1890-2024",864,5
"2100","1890-2024",865,1
"2101","1890-2024",870,12
"2102","1890-2024",871,49
"2103","1890-2024",872,29
"2104","1890-2024",873,1
"2105","1890-2024",882,1
"2106","1890-2024",883,67
"2107","1890-2024",884,73
"2108","1890-2024",885,3
"2109","1890-2024",914,2
"2110","1890-2024",915,3
"2111","1890-2024",917,1
"2112","1890-2024",918,3
"2113","1890-2024",919,1
"2114","1890-2024",920,3
"2115","1890-2024",921,6
"2116","1890-2024",922,4
"2117","1890-2024",926,40
"2118","1890-2024",928,6
"2119","1890-2024",930,3
"2120","1890-2024",935,1
"2121","1890-2024",936,1
"2122","1890-2024",941,93
"2123","1890-2024",966,1
"2124","1890-2024",967,2
"2125","1890-2024",968,1
"2126","1890-2024",973,2
"2127","1890-2024",975,1
"2128","1890-2024",976,31
"2129","1890-2024",977,9
"2130","1890-2024",978,2
"2131","1890-2024",979,4
"2132","1890-2024",982,31
"2133","1890-2024",983,5
"2134","1890-2024",984,10
"2135","1890-2024",985,4
"2136","1890-2024",988,1
"2137","1890-2024",990,2
"2138","1890-2024",991,2
"2139","1890-2024",992,2
"2140","1890-2024",993,1
"2141","1890-2024",995,3
"2142","1890-2024",1024,5
"2143","1890-2024",1025,1
"2144","1890-2024",1033,1
"2145","1890-2024",1035,8
"2146","1890-2024",1038,12
"2147","1890-2024",1039,2
"2148","1890-2024",1040,4
"2149","1890-2024",1041,1
"2150","1890-2024",1042,1
"2151","1890-2024",1089,1
"2152","1890-2024",1090,4
"2153","1890-2024",1092,1
"2154","1890-2024",1097,1
"2155","1890-2024",1098,6
"2156","1890-2024",1104,2
"2157","1890-2024",1105,3
"2158","1890-2024",1107,44
"2159","1890-2024",1139,3
"2160","1890-2024",1146,3
"2161","1890-2024",1150,1
"2162","1890-2024",1151,18
"2163","1890-2024",1152,3
"2164","1890-2024",1153,2
"2165","1890-2024",1154,3
"2166","1890-2024",1156,1
"2167","1890-2024",1159,2
"2168","1890-2024",1160,3
"2169","1890-2024",1161,7
"2170","1890-2024",1163,16
"2171","1890-2024",1202,3
"2172","1890-2024",1203,1
"2173","1890-2024",1204,73
"2174","1890-2024",1205,18
"2175","1890-2024",1206,3
"2176","1890-2024",1208,23
"2177","1890-2024",1209,85
"2178","1890-2024",1211,1
"2179","1890-2024",1213,1
"2180","1890-2024",1214,17
"2181","1890-2024",1219,14
"2182","1890-2024",1259,8
"2183","1890-2024",1260,214
"2184","1890-2024",1261,10
"2185","1890-2024",1262,188
"2186","1890-2024",1263,19
"2187","1890-2024",1264,26
"2188","1890-2024",1265,47
"2189","1890-2024",1267,14
"2190","1890-2024",1268,3
"2191","1890-2024",1270,7
"2192","1890-2024",1273,2
"2193","1890-2024",1275,2
"2194","1890-2024",1278,1
"2195","1890-2024",1316,8
"2196","1890-2024",1317,10
"2197","1890-2024",1318,10
"2198","1890-2024",1319,2
"2199","1890-2024",1320,35
"2200","1890-2024",1321,149
"2201","1890-2024",1322,105
"2202","1890-2024",1323,6
"2203","1890-2024",1324,3
"2204","1890-2024",1325,1
"2205","1890-2024",1330,4
"2206","1890-2024",1331,34
"2207","1890-2024",1333,5
"2208","1890-2024",1366,1
"2209","1890-2024",1372,2
"2210","1890-2024",1373,2
"2211","1890-2024",1374,47
"2212","1890-2024",1375,169
"2213","1890-2024",1376,79
"2214","1890-2024",1377,128
"2215","1890-2024",1378,277
"2216","1890-2024",1379,10
"2217","1890-2024",1380,5
"2218","1890-2024",1381,2
"2219","1890-2024",1382,2
"2220","1890-2024",1385,2
"2221","1890-2024",1386,16
"2222","1890-2024",1387,5
"2223","1890-2024",1389,31
"2224","1890-2024",1390,2
"2225","1890-2024",1391,15
"2226","1890-2024",1392,10
"2227","1890-2024",1395,2
"2228","1890-2024",1428,2
"2229","1890-2024",1429,3
"2230","1890-2024",1430,8
"2231","1890-2024",1431,120
"2232","1890-2024",1432,23
"2233","1890-2024",1433,78
"2234","1890-2024",1434,113
"2235","1890-2024",1435,33
"2236","1890-2024",1436,5
"2237","1890-2024",1437,8
"2238","1890-2024",1439,1
"2239","1890-2024",1443,4
"2240","1890-2024",1444,46
"2241","1890-2024",1445,1
"2242","1890-2024",1446,2
"2243","1890-2024",1448,1
"2244","1890-2024",1484,3
"2245","1890-2024",1486,6
"2246","1890-2024",1488,101
"2247","1890-2024",1489,53
"2248","1890-2024",1490,78
"2249","1890-2024",1491,39
"2250","1890-2024",1492,13
"2251","1890-2024",1496,2
"2252","1890-2024",1499,12
"2253","1890-2024",1500,5
"2254","1890-2024",1501,5
"2255","1890-2024",1502,1
"2256","1890-2024",1534,7
"2257","1890-2024",1539,3
"2258","1890-2024",1542,2
"2259","1890-2024",1543,4
"2260","1890-2024",1544,39
"2261","1890-2024",1545,18
"2262","1890-2024",1546,364
"2263","1890-2024",1547,329
"2264","1890-2024",1548,59
"2265","1890-2024",1549,6
"2266","1890-2024",1551,2
"2267","1890-2024",1556,51
"2268","1890-2024",1591,2
"2269","1890-2024",1592,11
"2270","1890-2024",1593,8
"2271","1890-2024",1597,1
"2272","1890-2024",1598,2
"2273","1890-2024",1599,40
"2274","1890-2024",1600,41
"2275","1890-2024",1601,166
"2276","1890-2024",1602,425
"2277","1890-2024",1603,408
"2278","1890-2024",1604,44
"2279","1890-2024",1605,3
"2280","1890-2024",1609,2
"2281","1890-2024",1612,35
"2282","1890-2024",1613,6
"2283","1890-2024",1647,1
"2284","1890-2024",1648,3
"2285","1890-2024",1649,4
"2286","1890-2024",1654,1
"2287","1890-2024",1655,3
"2288","1890-2024",1656,63
"2289","1890-2024",1657,191
"2290","1890-2024",1658,110
"2291","1890-2024",1659,280
"2292","1890-2024",1660,60
"2293","1890-2024",1661,1
"2294","1890-2024",1662,1
"2295","1890-2024",1664,4
"2296","1890-2024",1666,4
"2297","1890-2024",1667,16
"2298","1890-2024",1668,9
"2299","1890-2024",1675,17
"2300","1890-2024",1676,17
"2301","1890-2024",1709,1
"2302","1890-2024",1711,9
"2303","1890-2024",1712,69
"2304","1890-2024",1713,76
"2305","1890-2024",1714,41
"2306","1890-2024",1715,16
"2307","1890-2024",1716,9
"2308","1890-2024",1717,1
"2309","1890-2024",1718,4
"2310","1890-2024",1719,2
"2311","1890-2024",1720,233
"2312","1890-2024",1721,91
"2313","1890-2024",1722,23
"2314","1890-2024",1723,1
"2315","1890-2024",1728,8
"2316","1890-2024",1729,7
"2317","1890-2024",1730,1
"2318","1890-2024",1731,1
"2319","1890-2024",1755,1
"2320","1890-2024",1766,1
"2321","1890-2024",1767,9
"2322","1890-2024",1768,59
"2323","1890-2024",1769,213
"2324","1890-2024",1770,44
"2325","1890-2024",1771,22
"2326","1890-2024",1772,8
"2327","1890-2024",1773,3
"2328","1890-2024",1774,1
"2329","1890-2024",1775,130
"2330","1890-2024",1776,57
"2331","1890-2024",1778,2
"2332","1890-2024",1783,130
"2333","1890-2024",1784,45
"2334","1890-2024",1785,17
"2335","1890-2024",1823,1
"2336","1890-2024",1825,58
"2337","1890-2024",1826,240
"2338","1890-2024",1827,144
"2339","1890-2024",1828,35
"2340","1890-2024",1829,19
"2341","1890-2024",1830,26
"2342","1890-2024",1831,51
"2343","1890-2024",1832,118
"2344","1890-2024",1833,1
"2345","1890-2024",1836,2
"2346","1890-2024",1840,10
"2347","1890-2024",1841,16
"2348","1890-2024",1873,2
"2349","1890-2024",1879,3
"2350","1890-2024",1880,3
"2351","1890-2024",1881,90
"2352","1890-2024",1882,147
"2353","1890-2024",1883,154
"2354","1890-2024",1884,370
"2355","1890-2024",1885,25
"2356","1890-2024",1886,35
"2357","1890-2024",1887,12
"2358","1890-2024",1888,4
"2359","1890-2024",1890,2
"2360","1890-2024",1891,4
"2361","1890-2024",1896,7
"2362","1890-2024",1897,8
"2363","1890-2024",1898,2
"2364","1890-2024",1899,3
"2365","1890-2024",1932,1
"2366","1890-2024",1934,1
"2367","1890-2024",1935,17
"2368","1890-2024",1936,136
"2369","1890-2024",1937,275
"2370","1890-2024",1938,244
"2371","1890-2024",1939,49
"2372","1890-2024",1940,77
"2373","1890-2024",1941,29
"2374","1890-2024",1942,2
"2375","1890-2024",1943,5
"2376","1890-2024",1944,2
"2377","1890-2024",1945,5
"2378","1890-2024",1949,2
"2379","1890-2024",1950,4
"2380","1890-2024",1951,5
"2381","1890-2024",1952,1
"2382","1890-2024",1953,47
"2383","1890-2024",1954,35
"2384","1890-2024",1955,74
"2385","1890-2024",1988,3
"2386","1890-2024",1989,1
"2387","1890-2024",1990,1
"2388","1890-2024",1991,125
"2389","1890-2024",1992,91
"2390","1890-2024",1993,178
"2391","1890-2024",1994,72
"2392","1890-2024",1995,50
"2393","1890-2024",1996,67
"2394","1890-2024",1997,68
"2395","1890-2024",1998,13
"2396","1890-2024",1999,2
"2397","1890-2024",2000,11
"2398","1890-2024",2001,3
"2399","1890-2024",2002,2
"2400","1890-2024",2003,25
"2401","1890-2024",2004,15
"2402","1890-2024",2005,2
"2403","1890-2024",2006,11
"2404","1890-2024",2012,1
"2405","1890-2024",2040,1
"2406","1890-2024",2044,5
"2407","1890-2024",2045,1
"2408","1890-2024",2046,10
"2409","1890-2024",2047,294
"2410","1890-2024",2048,848
"2411","1890-2024",2049,666
"2412","1890-2024",2050,102
"2413","1890-2024",2051,202
"2414","1890-2024",2052,65
"2415","1890-2024",2053,9
"2416","1890-2024",2054,3
"2417","1890-2024",2055,2
"2418","1890-2024",2056,24
"2419","1890-2024",2057,1
"2420","1890-2024",2059,2
"2421","1890-2024",2062,2
"2422","1890-2024",2093,1
"2423","1890-2024",2102,197
"2424","1890-2024",2103,803
"2425","1890-2024",2104,502
"2426","1890-2024",2105,679
"2427","1890-2024",2106,194
"2428","1890-2024",2107,146
"2429","1890-2024",2108,30
"2430","1890-2024",2109,6
"2431","1890-2024",2110,2
"2432","1890-2024",2111,4
"2433","1890-2024",2112,2
"2434","1890-2024",2114,4
"2435","1890-2024",2115,4
"2436","1890-2024",2125,2
"2437","1890-2024",2157,2
"2438","1890-2024",2158,516
"2439","1890-2024",2159,539
"2440","1890-2024",2160,302
"2441","1890-2024",2161,195
"2442","1890-2024",2162,120
"2443","1890-2024",2163,33
"2444","1890-2024",2164,3
"2445","1890-2024",2165,10
"2446","1890-2024",2169,1
"2447","1890-2024",2178,1
"2448","1890-2024",2207,2
"2449","1890-2024",2213,1
"2450","1890-2024",2214,1
"2451","1890-2024",2215,69
"2452","1890-2024",2216,258
"2453","1890-2024",2217,236
"2454","1890-2024",2218,39
"2455","1890-2024",2219,10
"2456","1890-2024",2220,2
"2457","1890-2024",2221,9
"2458","1890-2024",2223,2
"2459","1890-2024",2224,2
"2460","1890-2024",2225,1
"2461","1890-2024",2227,1
"2462","1890-2024",2229,5
"2463","1890-2024",2265,3
"2464","1890-2024",2267,1
"2465","1890-2024",2271,12
"2466","1890-2024",2272,1185
"2467","1890-2024",2273,126
"2468","1890-2024",2274,444
"2469","1890-2024",2275,140
"2470","1890-2024",2276,23
"2471","1890-2024",2277,1
"2472","1890-2024",2278,41
"2473","1890-2024",2279,2
"2474","1890-2024",2280,1
"2475","1890-2024",2293,5
"2476","1890-2024",2321,3
"2477","1890-2024",2326,2
"2478","1890-2024",2327,16
"2479","1890-2024",2328,122
"2480","1890-2024",2329,38
"2481","1890-2024",2330,243
"2482","1890-2024",2331,7
"2483","1890-2024",2332,4
"2484","1890-2024",2333,2
"2485","1890-2024",2334,7
"2486","1890-2024",2335,2
"2487","1890-2024",2336,2
"2488","1890-2024",2338,4
"2489","1890-2024",2381,9
"2490","1890-2024",2382,30
"2491","1890-2024",2383,5
"2492","1890-2024",2385,1
"2493","1890-2024",2386,3
"2494","1890-2024",2387,31
"2495","1890-2024",2388,3
"2496","1890-2024",2389,33
"2497","1890-2024",2390,1
"2498","1890-2024",2392,12
"2499","1890-2024",2393,1
"2500","1890-2024",2405,1
"2501","1890-2024",2406,1
"2502","1890-2024",2407,21
"2503","1890-2024",2435,1
"2504","1890-2024",2436,312
"2505","1890-2024",2437,203
"2506","1890-2024",2438,26
"2507","1890-2024",2439,36
"2508","1890-2024",2440,1
"2509","1890-2024",2441,2
"2510","1890-2024",2443,4
"2511","1890-2024",2444,6
"2512","1890-2024",2445,97
"2513","1890-2024",2446,9
"2514","1890-2024",2448,2
"2515","1890-2024",2450,1
"2516","1890-2024",2452,1
"2517","1890-2024",2461,1
"2518","1890-2024",2462,3
"2519","1890-2024",2463,17
"2520","1890-2024",2486,1
"2521","1890-2024",2492,53
"2522","1890-2024",2493,3
"2523","1890-2024",2494,1
"2524","1890-2024",2495,1
"2525","1890-2024",2497,9
"2526","1890-2024",2498,2
"2527","1890-2024",2499,4
"2528","1890-2024",2500,3
"2529","1890-2024",2501,25
"2530","1890-2024",2502,9
"2531","1890-2024",2505,1
"2532","1890-2024",2506,1
"2533","1890-2024",2524,2
"2534","1890-2024",2525,4
"2535","1890-2024",2548,12
"2536","1890-2024",2549,36
"2537","1890-2024",2550,5
"2538","1890-2024",2551,2
"2539","1890-2024",2552,1
"2540","1890-2024",2553,1
"2541","1890-2024",2555,4
"2542","1890-2024",2556,3
"2543","1890-2024",2557,1
"2544","1890-2024",2560,3
"2545","1890-2024",2563,1
"2546","1890-2024",2573,1
"2547","1890-2024",2581,6
"2548","1890-2024",2587,4
"2549","1890-2024",2596,1
"2550","1890-2024",2604,48
"2551","1890-2024",2605,12
"2552","1890-2024",2606,2
"2553","1890-2024",2607,1
"2554","1890-2024",2608,1
"2555","1890-2024",2609,7
"2556","1890-2024",2612,1
"2557","1890-2024",2614,1
"2558","1890-2024",2615,1
"2559","1890-2024",2619,3
"2560","1890-2024",2660,13
"2561","1890-2024",2661,1
"2562","1890-2024",2664,1
"2563","1890-2024",2665,1
"2564","1890-2024",2666,1
"2565","1890-2024",2669,1
"2566","1890-2024",2672,1
"2567","1890-2024",2673,1
"2568","1890-2024",2694,27
"2569","1890-2024",2706,1
"2570","1890-2024",2713,2
"2571","1890-2024",2715,6
"2572","1890-2024",2716,10
"2573","1890-2024",2719,1
"2574","1890-2024",2721,1
"2575","1890-2024",2724,2
"2576","1890-2024",2725,2
"2577","1890-2024",2731,1
"2578","1890-2024",2752,1
"2579","1890-2024",2763,1
"2580","1890-2024",2771,19
"2581","1890-2024",2772,19
"2582","1890-2024",2775,2
"2583","1890-2024",2778,3
"2584","1890-2024",2779,1
"2585","1890-2024",2780,2
"2586","1890-2024",2781,4
"2587","1890-2024",2801,1
"2588","1890-2024",2820,61
"2589","1890-2024",2821,8
"2590","1890-2024",2826,1
"2591","1890-2024",2827,84
"2592","1890-2024",2828,17
"2593","1890-2024",2829,6
"2594","1890-2024",2831,4
"2595","1890-2024",2857,6
"2596","1890-2024",2868,1
"2597","1890-2024",2876,1
"2598","1890-2024",2878,2
"2599","1890-2024",2882,3
"2600","1890-2024",2883,59
"2601","1890-2024",2888,8
"2602","1890-2024",2912,4
"2603","1890-2024",2919,2
"2604","1890-2024",2920,1
"2605","1890-2024",2928,2
"2606","1890-2024",2939,10
"2607","1890-2024",2944,1
"2608","1890-2024",2982,1
"2609","1890-2024",2992,2
"2610","1890-2024",2994,380
"2611","1890-2024",2995,7
"2612","1890-2024",2999,2
"2613","1890-2024",3002,1
"2614","1890-2024",3026,1
"2615","1890-2024",3029,1
"2616","1890-2024",3031,2
"2617","1890-2024",3037,1
"2618","1890-2024",3045,1
"2619","1890-2024",3046,1
"2620","1890-2024",3047,1
"2621","1890-2024",3049,2
"2622","1890-2024",3050,344
"2623","1890-2024",3051,1
"2624","1890-2024",3053,1
"2625","1890-2024",3055,1
"2626","1890-2024",3080,1
"2627","1890-2024",3101,18
"2628","1890-2024",3103,1
"2629","1890-2024",3105,5
"2630","1890-2024",3106,52
"2631","1890-2024",3108,5
"2632","1890-2024",3111,3
"2633","1890-2024",3138,1
"2634","1890-2024",3140,1
"2635","1890-2024",3144,1
"2636","1890-2024",3145,1
"2637","1890-2024",3151,3
"2638","1890-2024",3153,2
"2639","1890-2024",3154,2
"2640","1890-2024",3157,21
"2641","1890-2024",3158,5
"2642","1890-2024",3161,17
"2643","1890-2024",3162,29
"2644","1890-2024",3163,1
"2645","1890-2024",3164,3
"2646","1890-2024",3165,1
"2647","1890-2024",3192,14
"2648","1890-2024",3193,19
"2649","1890-2024",3198,1
"2650","1890-2024",3200,2
"2651","1890-2024",3209,1
"2652","1890-2024",3210,2
"2653","1890-2024",3211,1
"2654","1890-2024",3213,14
"2655","1890-2024",3214,2
"2656","1890-2024",3217,18
"2657","1890-2024",3218,41
"2658","1890-2024",3219,55
"2659","1890-2024",3220,27
"2660","1890-2024",3221,2
"2661","1890-2024",3248,23
"2662","1890-2024",3249,1
"2663","1890-2024",3253,1
"2664","1890-2024",3255,2
"2665","1890-2024",3256,71
"2666","1890-2024",3257,1
"2667","1890-2024",3258,1
"2668","1890-2024",3262,4
"2669","1890-2024",3263,7
"2670","1890-2024",3268,1
"2671","1890-2024",3269,17
"2672","1890-2024",3270,2
"2673","1890-2024",3273,11
"2674","1890-2024",3274,4
"2675","1890-2024",3276,48
"2676","1890-2024",3277,18
"2677","1890-2024",3304,8
"2678","1890-2024",3307,3
"2679","1890-2024",3309,15
"2680","1890-2024",3310,1
"2681","1890-2024",3311,7
"2682","1890-2024",3312,2
"2683","1890-2024",3317,1
"2684","1890-2024",3318,8
"2685","1890-2024",3319,13
"2686","1890-2024",3321,14
"2687","1890-2024",3322,1
"2688","1890-2024",3323,1
"2689","1890-2024",3324,1
"2690","1890-2024",3326,6
"2691","1890-2024",3329,60
"2692","1890-2024",3330,3
"2693","1890-2024",3331,1
"2694","1890-2024",3333,15
"2695","1890-2024",3361,56
"2696","1890-2024",3362,20
"2697","1890-2024",3363,10
"2698","1890-2024",3364,13
"2699","1890-2024",3365,2
"2700","1890-2024",3367,2
"2701","1890-2024",3373,9
"2702","1890-2024",3374,11
"2703","1890-2024",3375,1
"2704","1890-2024",3379,6
"2705","1890-2024",3382,1
"2706","1890-2024",3384,1
"2707","1890-2024",3385,21
"2708","1890-2024",3386,10
"2709","1890-2024",3387,2
"2710","1890-2024",3388,9
"2711","1890-2024",3389,13
"2712","1890-2024",3417,3
"2713","1890-2024",3418,64
"2714","1890-2024",3419,20
"2715","1890-2024",3421,3
"2716","1890-2024",3423,1
"2717","1890-2024",3424,5
"2718","1890-2024",3425,5
"2719","1890-2024",3427,1
"2720","1890-2024",3428,8
"2721","1890-2024",3429,8
"2722","1890-2024",3430,7
"2723","1890-2024",3432,11
"2724","1890-2024",3434,2
"2725","1890-2024",3435,16
"2726","1890-2024",3436,1
"2727","1890-2024",3437,1
"2728","1890-2024",3438,1
"2729","1890-2024",3440,1
"2730","1890-2024",3441,41
"2731","1890-2024",3442,48
"2732","1890-2024",3443,37
"2733","1890-2024",3444,43
"2734","1890-2024",3445,99
"2735","1890-2024",3446,2
"2736","1890-2024",3475,8
"2737","1890-2024",3479,2
"2738","1890-2024",3480,1
"2739","1890-2024",3484,10
"2740","1890-2024",3485,17
"2741","1890-2024",3486,1
"2742","1890-2024",3487,4
"2743","1890-2024",3488,19
"2744","1890-2024",3490,14
"2745","1890-2024",3491,12
"2746","1890-2024",3492,11
"2747","1890-2024",3494,3
"2748","1890-2024",3497,1
"2749","1890-2024",3498,80
"2750","1890-2024",3499,60
"2751","1890-2024",3500,12
"2752","1890-2024",3501,15
"2753","1890-2024",3502,10
"2754","1890-2024",3531,5
"2755","1890-2024",3532,16
"2756","1890-2024",3533,9
"2757","1890-2024",3535,3
"2758","1890-2024",3540,16
"2759","1890-2024",3541,15
"2760","1890-2024",3542,10
"2761","1890-2024",3543,19
"2762","1890-2024",3544,3
"2763","1890-2024",3546,1
"2764","1890-2024",3547,28
"2765","1890-2024",3548,6
"2766","1890-2024",3550,2
"2767","1890-2024",3552,2
"2768","1890-2024",3553,3
"2769","1890-2024",3554,80
"2770","1890-2024",3555,131
"2771","1890-2024",3556,33
"2772","1890-2024",3557,5
"2773","1890-2024",3558,3
"2774","1890-2024",3587,5
"2775","1890-2024",3588,27
"2776","1890-2024",3589,33
"2777","1890-2024",3591,2
"2778","1890-2024",3592,1
"2779","1890-2024",3596,15
"2780","1890-2024",3597,89
"2781","1890-2024",3598,2
"2782","1890-2024",3599,2
"2783","1890-2024",3600,3
"2784","1890-2024",3602,88
"2785","1890-2024",3603,13
"2786","1890-2024",3604,89
"2787","1890-2024",3605,8
"2788","1890-2024",3606,4
"2789","1890-2024",3607,3
"2790","1890-2024",3609,2
"2791","1890-2024",3610,107
"2792","1890-2024",3611,15
"2793","1890-2024",3612,21
"2794","1890-2024",3613,45
"2795","1890-2024",3614,6
"2796","1890-2024",3644,17
"2797","1890-2024",3645,8
"2798","1890-2024",3648,8
"2799","1890-2024",3649,129
"2800","1890-2024",3650,2
"2801","1890-2024",3652,25
"2802","1890-2024",3653,17
"2803","1890-2024",3655,1
"2804","1890-2024",3657,1
"2805","1890-2024",3658,59
"2806","1890-2024",3659,275
"2807","1890-2024",3660,49
"2808","1890-2024",3662,9
"2809","1890-2024",3663,1
"2810","1890-2024",3664,2
"2811","1890-2024",3666,69
"2812","1890-2024",3667,28
"2813","1890-2024",3668,3
"2814","1890-2024",3669,9
"2815","1890-2024",3670,9
"2816","1890-2024",3701,7
"2817","1890-2024",3702,1
"2818","1890-2024",3703,1
"2819","1890-2024",3704,13
"2820","1890-2024",3705,84
"2821","1890-2024",3707,9
"2822","1890-2024",3708,37
"2823","1890-2024",3713,43
"2824","1890-2024",3714,3
"2825","1890-2024",3715,130
"2826","1890-2024",3716,1
"2827","1890-2024",3718,4
"2828","1890-2024",3719,2
"2829","1890-2024",3721,1
"2830","1890-2024",3722,25
"2831","1890-2024",3723,35
"2832","1890-2024",3724,57
"2833","1890-2024",3725,18
"2834","1890-2024",3727,1
"2835","1890-2024",3757,22
"2836","1890-2024",3758,35
"2837","1890-2024",3759,33
"2838","1890-2024",3760,7
"2839","1890-2024",3761,133
"2840","1890-2024",3762,2
"2841","1890-2024",3763,50
"2842","1890-2024",3764,2
"2843","1890-2024",3765,3
"2844","1890-2024",3767,1
"2845","1890-2024",3768,1
"2846","1890-2024",3769,29
"2847","1890-2024",3773,1
"2848","1890-2024",3774,1
"2849","1890-2024",3775,2
"2850","1890-2024",3778,18
"2851","1890-2024",3780,94
"2852","1890-2024",3814,9
"2853","1890-2024",3815,67
"2854","1890-2024",3816,129
"2855","1890-2024",3817,8
"2856","1890-2024",3818,3
"2857","1890-2024",3824,3
