"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","DESC","geometry"
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","94899109","","https://www.inaturalist.org/observations/94899109","Steve Ansell","",NA,"2021-09-11",2021,9,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.166803, 49.937644)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","139203635","","https://www.inaturalist.org/observations/139203635","Connor","",NA,"2022-10-15",2022,10,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",439,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Connor",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.168062, 49.940558)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","79899654","","https://www.inaturalist.org/observations/79899654","brownie_604","",NA,"2021-05-22",2021,5,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",274,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"brownie_604",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.168009, 49.911203)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","46675838","","https://www.inaturalist.org/observations/46675838","Maleen Mund","",NA,"2020-05-20",2020,5,20,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Maleen Mund",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.163989, 49.928)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","52337347","","https://www.inaturalist.org/observations/52337347","Stephen Hui","",NA,"2020-07-04",2020,7,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.171228, 49.915772)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","100043940","","https://www.inaturalist.org/observations/100043940","Steve Ansell","",NA,"2021-10-31",2021,10,31,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.166, 49.921517)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","82252961","","https://www.inaturalist.org/observations/82252961","Steve Ansell","",NA,"2021-06-07",2021,6,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.180108, 49.892983)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","27474347","","https://www.inaturalist.org/observations/27474347","student_of_life","",NA,"2019-06-22",2019,6,22,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"crothfels",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.163761, 49.927847)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","114536490","","https://www.inaturalist.org/observations/114536490","Stephen Hui","",NA,"2022-04-30",2022,4,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.156053, 49.919005)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","115658892","","https://www.inaturalist.org/observations/115658892","Emily Wharin","",NA,"2022-05-05",2022,5,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",252,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.163825, 49.927783)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","9630262","","https://www.inaturalist.org/observations/9630262","hillanddale","",NA,"2011-05-29",2011,5,29,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",171,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"judith holm",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.172102, 49.904033)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","46675969","","https://www.inaturalist.org/observations/46675969","Maleen Mund","",NA,"2020-05-20",2020,5,20,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Maleen Mund",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.163989, 49.928)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","80437025","","https://www.inaturalist.org/observations/80437025","Caitlin Robinson","",NA,"2021-05-26",2021,5,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.16020833, 49.964505)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","139203635","","https://www.inaturalist.org/observations/139203635","Connor","",NA,"2022-10-15",2022,10,15,"Human Observation","",NA,NA,"British Columbia","Canada","CA",439,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1680616667, 49.9405583333)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","115658892","","https://www.inaturalist.org/observations/115658892","Emily Wharin","",NA,"2022-05-05",2022,5,5,"Human Observation","",NA,NA,"British Columbia","Canada","CA",252,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.163825, 49.9277833333)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","49588056","","https://www.inaturalist.org/observations/49588056","Forest Stone","",NA,"2020-06-13",2020,6,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1682138889, 49.9404583333)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","118988447","","https://www.inaturalist.org/observations/118988447","Joanna Gower","",NA,"2022-05-22",2022,5,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",140,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1561278333, 49.905845)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","46675969","","https://www.inaturalist.org/observations/46675969","Maleen Mund","",NA,"2020-05-20",2020,5,20,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1639888889, 49.928)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","46675838","","https://www.inaturalist.org/observations/46675838","Maleen Mund","",NA,"2020-05-20",2020,5,20,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1639888889, 49.928)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","50120422","","https://www.inaturalist.org/observations/50120422","Sky","",NA,"2020-05-24",2020,5,24,"Human Observation","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1644833275, 49.9281672109)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","52337347","","https://www.inaturalist.org/observations/52337347","Stephen Hui","",NA,"2020-07-04",2020,7,4,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.17122833, 49.91577167)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","114536490","","https://www.inaturalist.org/observations/114536490","Stephen Hui","",NA,"2022-04-30",2022,4,30,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1560528333, 49.919005)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","82252961","","https://www.inaturalist.org/observations/82252961","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1801083333, 49.8929833333)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","94899109","","https://www.inaturalist.org/observations/94899109","Steve Ansell","",NA,"2021-09-11",2021,9,11,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1668027778, 49.9376444444)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","100043940","","https://www.inaturalist.org/observations/100043940","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.166, 49.9215166667)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","219672332","","https://www.inaturalist.org/observations/219672332","Steve Ansell","",NA,"2024-05-31",2024,5,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1658414793, 49.96456982)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","246353781","","https://www.inaturalist.org/observations/246353781","Urban Ecologist","",NA,"2024-10-07",2024,10,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",11973,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1517195, 49.8847633333)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","9630262","","https://www.inaturalist.org/observations/9630262","hillanddale","",NA,"2011-05-29",2011,5,29,"Human Observation","",NA,NA,"British Columbia","Canada","CA",171,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.172102, 49.904033)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","27474347","","https://www.inaturalist.org/observations/27474347","student_of_life","",NA,"2019-06-22",2019,6,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.16376135, 49.92784704)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","79899654","","https://www.inaturalist.org/observations/79899654","brownie_604","",NA,"2021-05-22",2021,5,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",274,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.168009345, 49.9112026513)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","119190628","","https://www.inaturalist.org/observations/119190628","bbbrian","",NA,"2022-05-28",2022,5,28,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.157415, 49.911436)
"Cryptogramma acrostichoides","R. Br.",76536,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Cryptogramma",NA,"Cryptogramma acrostichoides","","species","iNaturalist","Observations","238475318","","https://www.inaturalist.org/observations/238475318","murrelet","",NA,"2024-08-28",2024,8,28,"Human Observation","",NA,NA,"British Columbia","Canada","CA",16,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1577738655, 49.9028657241)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82256097","","https://www.inaturalist.org/observations/82256097","Steve Ansell","",NA,"2021-06-07",2021,6,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.174744, 49.909225)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","114533794","","https://www.inaturalist.org/observations/114533794","Stephen Hui","",NA,"2022-04-30",2022,4,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.16455, 49.926362)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82255411","","https://www.inaturalist.org/observations/82255411","Steve Ansell","",NA,"2021-06-07",2021,6,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.173019, 49.911717)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82251800","","https://www.inaturalist.org/observations/82251800","Steve Ansell","",NA,"2021-06-07",2021,6,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.18, 49.886772)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","114533794","","https://www.inaturalist.org/observations/114533794","Stephen Hui","",NA,"2022-04-30",2022,4,30,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.16455, 49.9263616667)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82251800","","https://www.inaturalist.org/observations/82251800","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.18, 49.8867722222)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82252271","","https://www.inaturalist.org/observations/82252271","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1805583333, 49.8918722222)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82253632","","https://www.inaturalist.org/observations/82253632","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1760111111, 49.8997388889)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82253682","","https://www.inaturalist.org/observations/82253682","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1760472222, 49.8999666667)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82255411","","https://www.inaturalist.org/observations/82255411","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1730194444, 49.9117166667)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","82256097","","https://www.inaturalist.org/observations/82256097","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1747444444, 49.909225)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","161548122","","https://www.inaturalist.org/observations/161548122","Steve Ansell","",NA,"2023-05-13",2023,5,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1798918019, 49.886913142)
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","161548720","","https://www.inaturalist.org/observations/161548720","Steve Ansell","",NA,"2023-05-13",2023,5,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1746199591, 49.9093761695)
"Cytisus scoparius","(L.) Link",48538,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Cytisus",NA,"Cytisus scoparius","","species","iNaturalist","Observations","47052715","","https://www.inaturalist.org/observations/47052715","westernflow","",NA,"2020-05-23",2020,5,23,"Human Observation","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.155870381, 49.970273443)
