"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","DESC","geometry"
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","57794239","","https://www.inaturalist.org/observations/57794239","judith holm","",NA,"2020-08-25",2020,8,25,"Human Observation","",NA,NA,"British Columbia","Canada","CA",31,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1689194172, 49.9089261464)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","57794384","","https://www.inaturalist.org/observations/57794384","judith holm","",NA,"2020-08-25",2020,8,25,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.168865, 49.909)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","82628250","","https://www.inaturalist.org/observations/82628250","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1741777778, 49.9075972222)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100468931","","https://www.inaturalist.org/observations/100468931","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1732555556, 49.9101555556)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100432323","","https://www.inaturalist.org/observations/100432323","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1668027778, 49.9171972222)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100207598","","https://www.inaturalist.org/observations/100207598","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1693805556, 49.9169194444)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100445909","","https://www.inaturalist.org/observations/100445909","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1700361111, 49.9170722222)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100465088","","https://www.inaturalist.org/observations/100465088","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1706083333, 49.9160111111)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100468630","","https://www.inaturalist.org/observations/100468630","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1732777778, 49.9101638889)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100526885","","https://www.inaturalist.org/observations/100526885","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",11,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1746888889, 49.90955)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100210650","","https://www.inaturalist.org/observations/100210650","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1747583333, 49.9088638889)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100530186","","https://www.inaturalist.org/observations/100530186","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",3,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1746527778, 49.9088222222)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","100286464","","https://www.inaturalist.org/observations/100286464","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1741722222, 49.9076305556)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","187865629","","https://www.inaturalist.org/observations/187865629","Steve Ansell","",NA,"2023-05-13",2023,5,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1764457491, 49.8986163409)
"Polypodium amorphum","Suksdorf",123832,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium amorphum","","species","iNaturalist","Observations","187866025","","https://www.inaturalist.org/observations/187866025","Steve Ansell","",NA,"2023-05-13",2023,5,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1742902331, 49.9097836143)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","UAM","Herb","UAM:Herb:113736","","http://arctos.database.museum/guid/UAM:Herb:113736?seid=5036585","Collector(s): unknown","",NA,"1965-08-01",1965,8,1,"PRESERVED_SPECIMEN","11 miles N. of Cheekye, Cheakamus River. ?N ?W",NA,NA,"British Columbia","Canada","CA",2071,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"unknown",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.178476, 49.940884)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","NCU","Vascular Plants","NCU00431960","","312b5baf-9709-4c91-9f1c-3d3fec54aea2","Lang, F. A.","213",NA,"1964-11-06",1964,11,6,"PRESERVED_SPECIMEN","W of Daisy Lake, N of Garibaldi Station, Cheakamus River",NA,NA,"British Columbia","Canada","CA",301,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Lang, F. A.",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.15707, 49.961759)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","137160679","","https://www.inaturalist.org/observations/137160679","Steve Ansell","",NA,"2022-09-18",2022,9,18,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.119475, 49.957633)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","77462060","","https://www.inaturalist.org/observations/77462060","awalkhouse","",NA,"2021-05-05",2021,5,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",852,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"awalkhouse",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.174295, 49.901884)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","82253383","","https://www.inaturalist.org/observations/82253383","Steve Ansell","",NA,"2021-06-07",2021,6,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.176353, 49.898686)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","100043843","","https://www.inaturalist.org/observations/100043843","Steve Ansell","",NA,"2021-10-31",2021,10,31,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.165956, 49.921575)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","100406524","","https://www.inaturalist.org/observations/100406524","Steve Ansell","",NA,"2021-10-31",2021,10,31,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.176444, 49.898664)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","31643397","","https://www.inaturalist.org/observations/31643397","Kelly Fretwell","",NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.119512, 49.957822)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","82255856","","https://www.inaturalist.org/observations/82255856","Steve Ansell","",NA,"2021-06-07",2021,6,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.172989, 49.91105)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","94899357","","https://www.inaturalist.org/observations/94899357","Steve Ansell","",NA,"2021-09-11",2021,9,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.168289, 49.940569)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","129612969","","https://www.inaturalist.org/observations/129612969","jessiemcfadden","",NA,"2022-08-05",2022,8,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",1031,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"jessiemcfadden",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.156067, 49.906892)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","66406438","","https://www.inaturalist.org/observations/66406438","Steve Ansell","",NA,"2020-12-05",2020,12,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",100,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.179696, 49.884839)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","100205646","","https://www.inaturalist.org/observations/100205646","Steve Ansell","",NA,"2021-10-31",2021,10,31,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.173469, 49.910233)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","32119613","","https://www.inaturalist.org/observations/32119613","Geneviève Reynolds","",NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",32,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Geneviève Reynolds",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1194, 49.957675)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","133777949","","https://www.inaturalist.org/observations/133777949","Sam Turner","",NA,"2022-09-03",2022,9,3,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",30,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Chris Hoess",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.159308, 49.91027)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","32119613","","https://www.inaturalist.org/observations/32119613","Geneviève Reynolds","",NA,"2019-08-24",2019,8,24,"Human Observation","",NA,NA,"British Columbia","Canada","CA",32,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1194, 49.957675)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","31643397","","https://www.inaturalist.org/observations/31643397","Kelly Fretwell","",NA,"2019-08-24",2019,8,24,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1195116667, 49.9578216667)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","133777949","","https://www.inaturalist.org/observations/133777949","Sam Turner","",NA,"2022-09-03",2022,9,3,"Human Observation","",NA,NA,"British Columbia","Canada","CA",30,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1593083333, 49.91027)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","66406438","","https://www.inaturalist.org/observations/66406438","Steve Ansell","",NA,"2020-12-05",2020,12,5,"Human Observation","",NA,NA,"British Columbia","Canada","CA",100,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1796959415, 49.8848392367)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","82253383","","https://www.inaturalist.org/observations/82253383","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1763527778, 49.8986861111)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","82255856","","https://www.inaturalist.org/observations/82255856","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1729888889, 49.91105)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","94899357","","https://www.inaturalist.org/observations/94899357","Steve Ansell","",NA,"2021-09-11",2021,9,11,"Human Observation","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1682888889, 49.9405694444)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","100043843","","https://www.inaturalist.org/observations/100043843","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1659555556, 49.921575)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","100205646","","https://www.inaturalist.org/observations/100205646","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1734694444, 49.9102333333)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","100406524","","https://www.inaturalist.org/observations/100406524","Steve Ansell","",NA,"2021-10-31",2021,10,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1764444444, 49.8986638889)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","137160679","","https://www.inaturalist.org/observations/137160679","Steve Ansell","",NA,"2022-09-18",2022,9,18,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.119475, 49.9576333333)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","77462060","","https://www.inaturalist.org/observations/77462060","awalkhouse","",NA,"2021-05-05",2021,5,5,"Human Observation","",NA,NA,"British Columbia","Canada","CA",852,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.174295408, 49.9018841826)
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","129612969","","https://www.inaturalist.org/observations/129612969","jessiemcfadden","",NA,"2022-08-05",2022,8,5,"Human Observation","",NA,NA,"British Columbia","Canada","CA",1031,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1560666667, 49.9068916667)
"Polypodium hesperium","Maxon",78693,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium hesperium","","species","iNaturalist","Observations","100294570","","https://www.inaturalist.org/observations/100294570","Steve Ansell","",NA,"2021-10-31",2021,10,31,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.174125, 49.90985)
"Polypodium hesperium","Maxon",78693,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium hesperium","","species","iNaturalist","Observations","82632067","","https://www.inaturalist.org/observations/82632067","Steve Ansell","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"",NA,NA,NA,NA,NA,"Southern Dry Submaritime Coastal Western Hemlock Zone",c(-123.1763916667, 49.8986277778)
