Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Anas clypeata,"(Linnaeus, 1758)",,northern shoveler,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Spatula,native,"S5B,S5N (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,558438,BIR
Anas crecca,"Linnaeus, 1758",,Eurasian green-winged teal,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anas,native,"S5B,S5N (2015)",new 2019,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2019-12-27,Andrew Simon,https://www.inaturalist.org/observations/37084654,rare winter species,6937,BIR
Anas platyrhynchos,"Linnaeus, 1758",,mallard,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anas,native,"S5B,S5N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-02-04,Kris Krüg,http://inaturalist.ca/observations/2644712,,6930,BIR
Anser albifrons,"(Scopoli, 1769)",,greater white-fronted goose,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anser,native,S4M (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-09-27,Michael Hoebel,http://www.inaturalist.org/observations/4046931,,7019,BIR
Anthus rubescens,"(Tunstall, 1771)",,American pipit,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Motacillidae,,,Anthus,native,"S5B,SNRN (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,13732,BIR
Aquila chrysaetos,"Linnaeus, 1758",,golden eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Aquila,native,S4S5 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,5074,BIR
Ardea herodias fannini,"Chapman, 1901",,great blue heron,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,Ardea,native,"S2S3B,S4N (2009)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-05-03,Shera Street,http://www.inaturalist.org/observations/2635593,,236943,BIR
Arenaria interpres,"(Linnaeus, 1758)",,ruddy turnstone,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Arenaria,native,S4M (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,3938,BIR
Arenaria melanocephala,"(Vigors, 1829)",,black turnstone,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Arenaria,native,"S4N,S5M (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-08-08,Chessi Miltner,http://www.inaturalist.org/observations/3840469,,3941,BIR
Asio flammeus,"(Pontoppidan, 1763)",,short-eared owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Asio,native,"S3B,S2N (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,20315,BIR
Aythya affinis,"(Eyton, 1838)",,lesser scaup,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aythya,native,"S5B,S5N (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,7054,BIR
Aythya collaris,"(Donovan, 1809)",,ring-necked duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aythya,native,"S5B,S5N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2011-05-10,Michael Hoebel,http://www.inaturalist.org/observations/4046933,,7044,BIR
Aythya marila,"(Linnaeus, 1761)",,greater scaup,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aythya,native,S4N (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,7047,BIR
Bombycilla cedrorum,"Vieillot, 1808",,cedar waxwing,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Bombycillidae,,,Bombycilla,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-05-30,Michael Hoebel,http://www.inaturalist.org/observations/4046864,,7428,BIR
Bonasa umbellus brunnescens,"(Linnaeus, 1766)",,ruffed grouse,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,Bonasa,native,S5 (2015),reported,unobserved,1991-04-25,R. Smith,UBC,B015112,,,,,,567035,BIR
Brachyramphus marmoratus,"(Gmelin, 1789)",,marbled murrelet,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Brachyramphus,native,"S3B,S3N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-20,Andrew Simon,http://www.inaturalist.org/observations/2562765,,4531,BIR
Branta canadensis,"(Linnaeus, 1758)",,Canada goose,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Branta,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2007-01-10,Shera Street,http://www.inaturalist.org/observations/2635233,,7089,BIR
Branta hutchinsii,"(Richardson, 1832)",,cackling goose,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Branta,native,S4S5M (2015),reported,unobserved,2017-05-07,Nancy Tamblyn,eBird,,,,,,,59220,BIR
Bubo virginianus,"(Gmelin, 1788)",,great horned owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Bubo,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2018-06-28,Kevin Toomer,https://www.inaturalist.org/observations/13864466,,20044,BIR
Bucephala albeola,"(Linnaeus, 1758)",,bufflehead,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Bucephala,native,"S5B, SNRN (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-02-19,Michael Hoebel,http://www.inaturalist.org/observations/4046948,,6993,BIR
Bucephala clangula,"(Linnaeus, 1758)",,common goldeneye,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Bucephala,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-04-19,B. J. Stacey,http://www.inaturalist.org/observations/167229,,6990,BIR
Bucephala islandica,"(Gmelin, 1789)",,barrow's goldeneye,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Bucephala,native,S4S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-02-04,Kris Krüg,http://inaturalist.ca/observations/2644709,,6994,BIR
Buteo jamaicensis,"(Gmelin, 1788)",,red-tailed hawk,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Buteo,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-07-27,Cameron Deckert,https://www.inaturalist.org/observations/19139396,,5212,BIR
Calidris alpina,"(Linnaeus, 1758)",,Dunlin,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Calidris,native,S4N (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2019-05-04,Joan Septembre,https://www.inaturalist.org/observations/24714336,,3857,BIR
Calidris mauri,"Cabanis, 1857",,western sandpiper,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Calidris,native,S4M (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,3855,BIR
Calidris virgata,"(Gmelin, 1789)",,surfbird,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Calidris,native,S4M (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-10-19,Michael Hoebel,http://www.inaturalist.org/observations/4054037,,339592,BIR
Calypte anna,"(Lesson, 1829)",,Anna's hummingbird,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Trochilidae,,,Calypte,native,S4S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-03-14,Michael Hoebel,http://www.inaturalist.org/observations/4046916,,6317,BIR
Cardellina pusilla,"(Wilson, 1811)",,Wilson’s warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Cardellina,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-07-15,Michael Hoebel,http://www.inaturalist.org/observations/4053962,,145276,BIR
Cathartes aura,"(Linnaeus, 1758)",,turkey vulture,Animalia,Chordata,Vertebrata,,Aves,,,Cathartiformes,,,Cathartidae,,,Cathartes,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2006-08-14,Karolle Wall,https://www.inaturalist.org/observations/97172668,,4756,BIR
Catharus guttatus,"(Pallas, 1811)",,hermit thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Catharus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-04-28,Michael Hoebel,http://www.inaturalist.org/observations/4046977,,12890,BIR
Catharus ustulatus,"(Nuttall, 1840)",,Swainson's thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Catharus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-07-07,Andrew Simon,http://www.inaturalist.org/observations/3641204,,12878,BIR
Cepphus columba,"Pallas, 1811",,pigeon guillemot,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Cepphus,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-06-23,Michael Butler,https://www.inaturalist.org/observations/69895121,,4415,BIR
Cerorhinca monocerata,"Pallas, 1811",,rhinoceros auklet,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Cerorhinca,native,S4 (2016),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-04-22,Michael Hoebel,https://www.inaturalist.org/observations/19548007,,4553,BIR
Certhia americana,"Bonaparte, 1838",,brown creeper,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Certhiidae,,,Certhia,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2011-07-25,lesfreck,https://www.inaturalist.org/observations/86518607,,7458,BIR
Chaetura vauxi,"(Townsend, 1839)",,Vaux’s swift,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Apodidae,,,Chaetura,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,6557,BIR
Charadrius semipalmatus,"(Bonaparte, 1825)",,semi-palmated plover,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Charadriidae,,,Charadrius,native,S4S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4817,BIR
Charadrius vociferus,"Linnaeus, 1758",,killdeer,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Charadriidae,,,Charadrius,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-10-16,Sarah Tweedale,http://inaturalist.ca/observations/2929529,,4793,BIR
Chen caerulescens,"(Linnaeus, 1758)",,snow goose,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anser,native,S4M (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,558426,BIR
Chordeiles minor,"(J.R. Foster, 1771)",,common nighthawk,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Caprimulgidae,,,Chordeiles,native,S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-07-28,Andrew Simon,http://www.inaturalist.org/observations/3767319,,19577,BIR
Chroicocephalus philadelphia,"(Ord, 1815)",,Bonaparte's gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Chroicocephalus,native,S5? (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-04-19,B. J. Stacey,http://www.inaturalist.org/observations/167227,,144502,BIR
Cinclus mexicanus,"Swainson, 1827",,American dipper,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cinclidae,,,Cinclus,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-02-01,Christopher King,https://www.inaturalist.org/observations/5815600,,7643,BIR
Circus hudsonius,"(Linnaeus, 1766)",,northern harrier,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Circus,native,S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2018-07-16,Kevin Toomer,https://www.inaturalist.org/observations/14433258,,558446,BIR
Cistothorus palustris,"(Wilson, A, 1810)",,marsh wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Cistothorus,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-01-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2616528,,7601,BIR
Clangula hyemalis,"(Linnaeus, 1758)",,long-tailed duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Clangula,native,"S2S3B,S4N (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,7170,BIR
Coccothraustes vespertinus,"(W. Cooper, 1825)",,evening grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Coccothraustes,native,S5 (2015); SC (2016),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-05-21,Sarah Tweedale,http://www.inaturalist.org/observations/4039972,,9800,BIR
Colaptes auratus,"(Linnaeus, 1758)",,northern flicker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Colaptes,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565721,,18236,BIR
Columba livia,"Gmelin, 1789",,rock pigeon,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Columba,exotic,unlisted,confirmed,observed,2012-05-12,,VMS,,,2017-02-10,Christian Adler,https://www.inaturalist.org/observations/5179014,,3017,BIR
Contopus cooperi,"(Swainson, 1832)",,olive-sided flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Contopus,native,S3S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-05-20,Michael Hoebel,http://www.inaturalist.org/observations/4046887,,16110,BIR
Contopus sordidulus,"(Sclater, 1859)",,western wood-pewee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Contopus,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,16079,BIR
Corvus brachyrhynchos,"Baird, 1858",,northwestern crow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,Corvus,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-07-23,lesfreck,https://www.inaturalist.org/observations/86523788,,8018,BIR
Corvus corax,"Linnaeus, 1758",,common raven,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,Corvus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565259,,8010,BIR
Cyanocitta stelleri,"(Gmelin, 1788)",,Steller's jay,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,Cyanocitta,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-03-29,Michael Hoebel,http://www.inaturalist.org/observations/4046909,,8234,BIR
Cygnus buccinator,"Richardson, 1832",,trumpeter swan,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Cygnus,native,"S4B,S5N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2018-01-25,Jen Kovach,https://www.inaturalist.org/observations/9616415,,6915,BIR
Cygnus olor,"(Gmelin, 1789)",,mute swan,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Cygnus,exotic,unlisted,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,6921,BIR
Cypseloides niger,"(Gmelin, 1789)",,black swift,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Apodidae,,,Cypseloides,native,S2S3B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,6667,BIR
Dendragapus fuliginosus,"(Ridgway, 1873)",,sooty grouse,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,Dendragapus,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-04-28,Andrew Simon,https://www.inaturalist.org/observations/6019290,,72797,BIR
Dryobates pubescens,"(Linnaeus, 1766)",,downy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryobates,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-26,Kristian Sigvardsen,http://www.inaturalist.org/observations/2926951,,792988,BIR
Dryobates villosus,"(Linnaeus, 1766)",,hairy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryobates,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3030496,,792990,BIR
Dryocopus pileatus,"(Linnaeus, 1758)",,pileated woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryocopus,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-05-22,Burl Jantzen,https://www.inaturalist.org/observations/69729558,,17855,BIR
Empidonax difficilis,"Baird, 1858",,Pacific-slope flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-06-20,Bridgit Spencer,http://www.inaturalist.org/observations/2380925,,16598,BIR
Empidonax hammondii,"(Xantus de Vesey, 1858)",,Hammond’s flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,16624,BIR
Empidonax traillii,"(Audubon, 1828)",,willow flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-07-15,Michael Hoebel,http://www.inaturalist.org/observations/4046901,,16611,BIR
Eremophila alpestris,"(Linnaeus, 1758)",,horned lark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Alaudidae,,,Eremophila,native,S5?B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-09-16,Michael Hoebel,https://www.inaturalist.org/observations/19548104,,7294,BIR
Euphagus cyanocephalus,"(Wagler, 1829)",,Brewer’s blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Euphagus,native,S5 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,10325,BIR
Falco columbarius,"Linnaeus, 1758",,merlin,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,native,S5 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4672,BIR
Falco peregrinus,"Tunstall, 1771",,peregrine falcon,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,native,1-SC (SARA),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-08-15,Michael Hoebel,http://www.inaturalist.org/observations/4046871,,4647,BIR
Falco sparverius,"Linnaeus, 1758",,American kestrel,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2019-09-16,Peter Thompson & Michael Hoebel,https://www.inaturalist.org/observations/34346539,,4665,BIR
Gallinago delicata,"Ord, 1825",,Wilson’s snipe,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Gallinago,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,144496,BIR
Gavia immer,"(Brunnich, 1764)",,common loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,,Gavia,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-04-19,B.J. Stacey,http://www.inaturalist.org/observations/167230,,4626,BIR
Gavia pacifica,"(Lawrence, 1858)",,Pacific loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,,Gavia,native,"S4B,S3S4N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-11-28,bobmcd’,http://inaturalist.ca/observations/2437268,,4621,BIR
Gavia stellata,"(Pontoppidan, 1763)",,red-throated loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,,Gavia,native,S4 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4627,BIR
Geothlypis tolmiei,"(Townsend, 1839)",,MacGillivray's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Geothlypis,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-05-17,Michael Hoebel,http://www.inaturalist.org/observations/4046991,,145223,BIR
Geothlypis trichas,"(Linnaeus, 1766)",,common yellowthroat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Geothlypis,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2011-05-10,Michael Hoebel,http://www.inaturalist.org/observations/4046958,,9721,BIR
Glaucidium californicum,"(PL Sclater, 1857)",,northern pygmy owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Glaucidium,native,S4B (2015),reported,unobserved,1994-03-25,Aziza Cooper,eBird,,,,,,,237013,BIR
Haematopus bachmani,"Audubon, 1838",,black oystercatcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Haematopodidae,,,Haematopus,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2008-07-26,hdcooper,https://www.inaturalist.org/observations/67005477,,4838,BIR
Haemorhous mexicanus,"(Müller, 1776)",,house finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Haemorhous,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-05-28,Sarah Tweedale,http://www.inaturalist.org/observations/4041658,,199840,BIR
