Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Asemum striatum,"(Linnaeus, 1758)",,black spruce borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Asemum,native,S4S5 (2017),reported,unobserved,1983-05-23,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09851,,,,,,214380,ART
Callidium sp.,,,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Callidium,,,new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460165,,124367,ART
Centrodera spurca,"(LeConte, 1857)",,yellow Douglas-fir borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Xylosteini,Centrodera,native,S4S5 (2017),confirmed,observed,1986-06-13,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05797,,2017-06-20,Wolfgang Matthes,https://www.inaturalist.org/observations/6750400,,82050,ART
Clytus planifrons,"(LeConte, 1874)",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Clytus,native,S4S5 (2017),reported,unobserved,1984-07-02,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-08373,,,,,,344289,ART
Dicentrus bluthneri,"LeConte, 1880",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Opsimini,Dicentrus,native,S4S5 (2017),confirmed,observed,1971-07-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09313,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/26071996,,454819,ART
Etorofus obliteratus,"(Haldeman, 1847)",,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Etorofus,native,,confirmed,observed,1986-07-20,J. Scudder,SEM,SEM-UBC COL-07131,,2018-08-20,Kevin Toomer,https://www.inaturalist.org/observations/19850034,,908602,ART
Eumichthus oedipus,"LeConte, 1873",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Eumichthini,Eumichthus,native,S4S5 (2017),reported,unobserved,1990-08-30,N.C. Scudder,SEM,SEM-UBC COL-09681,,,,,,455420,ART
Grammoptera subargentata,"(Kirby, 1837)",,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Grammoptera,native,S5 (2017),reported,unobserved,1977-05-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-06982,,,,,,220586,ART
Holopleura marginata,"LeConte, 1873",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Holopleurini,Holopleura,native,S4S5 (2017),reported,unobserved,1977-05-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-08435,,,,,,455424,ART
Hybodera tuberculata,"LeConte, 1873",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Hyboderini,Hybodera,native,S4S5 (2017),reported,unobserved,1971-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-07864,,,,,,321437,ART
Lepturobosca chrysocoma,"(Kirby in Richardson, 1837)",,yellow velvet beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Lepturobosca,native,S5 (2017),new 2018,observed,,,,,,2018-05-28,Tieg Mowbray,https://www.inaturalist.org/observations/13001509,,332243,ART
Lepturopsis dolorosa,"(LeConte, 1861)",,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Lepturopsis,native,S4S5 (2017),reported,unobserved,1991-07-29,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-08846,,,,,,455428,ART
Megasemum asperum,"(LeConte, 1854)",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Megasemum,native,S4S5 (2017),reported,unobserved,1986-07-19,J. Scudder,SEM,SEM-UBC COL-09750,,,,,,305937,ART
Monochamus scutellatus,"(Say, 1824)",,white-spotted sawyer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,Lamiini,Monochamus,native,S5 (2017),confirmed,observed,1974-07-26,N.C. Scudder,SEM,SEM-UBC COL-08646,,2016-06-26,Andrew Simon,http://www.inaturalist.org/observations/3533644,,82043,ART
Necydalis laevicollis,"LeConte, 1869",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Necydalinae,Necydalini,Necydalis,native,S4S5 (2017),reported,unobserved,1984-08-04,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09671,,,,,,322749,ART
Neoclytus conjunctus,"LeConte, 1857",,chevron beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Neoclytus,native,S1S3 (2017),new 2018,observed,,,,,,2018-04-25,Andrew Simon,https://www.inaturalist.org/observations/11581528,,454834,ART
Opsimus quadrilineatus,"Mannerheim, 1843",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Opsimini,Opsimus,native,S4S5 (2017),reported,unobserved,1972-05-21,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05472,,,,,,455434,ART
Ortholeptura valida,"(LeConte, 1857)",,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Ortholeptura,native,S4S5 (2017),confirmed,observed,1983-08-13,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05725,,2018-08-17,Sarah Tweedale,https://www.inaturalist.org/observations/15606018,,305942,ART
Phymatodes aeneus,"LeConte, 1854",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Phymatodes,native,SU (2017),reported,unobserved,1984-06-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09741,,,,,,55084,ART
Pidonia scripta,"LeConte, 1869",,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Rhagiini,Pidonia,native,S4S5 (2017),confirmed,observed,1978-06-03,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05685,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/12873760,,318491,ART
Plectrura spinicauda,"Motschulsky, 1845",,flat-faced longhorn,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,Parmenini,Plectrura,native,S5 (2017),confirmed,observed,2017-05-27,Joel Gibson,RBCM,ENT017-002257,,2017-05-12,Scott Gilmore,https://www.inaturalist.org/observations/6206115,,363755,ART
Prionus californicus,"Motschulsky, 1845",,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Prionus,native,S5 (2017),reported,unobserved,1974-08-06,J. Fisher,SEM,SEM-UBC COL-05113,,,,,,59892,ART
Rosalia funebris,"(Motschulsky, 1845)",,banded alder borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,native,S4S5 (2017),confirmed,observed,1971-07-31,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-07842,,2013-08-10,Felix Erhard,http://www.inaturalist.org/observations/2583331,,51866,ART
