Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Fucellia fucorum,(Fallen),,seaweed fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,Fucellia,,,reported,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002315,,,,,,498422,ART
Hydrophoria sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,Hydrophoria,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002370,,,,,,338196,ART
Hylemya alcathoe,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,Hylemya,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002367,,,,,,499888,ART
Synopeas anomaliventre,"(Ashmead, 1887)",,platygastrid wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,,,Synopeas,native,,reported,unobserved,1981-04-19,Syd G. Cannings,SEM,SEM-UBC HYM-9251,,,,,,,ART
Scathophaga intermedia,"Walker, 1849",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Scathophagidae,,,Scathophaga,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002308,,,,,,,ART
Calliphora terraenovae,Macquart,,blow fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,,Calliphora,,,reported,unobserved,1981-06-07,Geoffrey G.E. Scudder,SEM,SEM-UBC CAL-0055,,,,,,498431,ART
Calliphora vomitoria,(Linneaus),,blow fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,,Calliphora,,,confirmed,observed,1986-05-03,Geoffrey G.E. Scudder,SEM,SEM-UBC CAL-0354,,2019-04-21,Andrew Simon,https://www.inaturalist.org/observations/22845215,,70151,ART
Eucalliphora latifrons,(Hough),,blow fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,,Eucalliphora,,,reported,unobserved,1990-08-01,Syd G. Cannings,SEM,SEM-UBC CAL-0887,,,,,,449171,ART
Lucilia illustris,(Meigen),,green bottle fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Luciliinae,,Lucilia,,,reported,unobserved,1982-08-14,Geoffrey G.E. Scudder,SEM,SEM-UBC CAL-1058,,,,,,494868,ART
Lucilia sericata,,,common European greenbottle fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,Luciliini,Lucilia,,,new 2019,observed,2019-05-04,"Joel Gibson, Henry Choong",RBCM,ENT019-000345,,2021-06-06,Christian Adler,https://www.inaturalist.org/observations/81967629,,128824,ART
Phormia regina,(Meigen),,blow fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Chrysomyinae,,Phormia,,,confirmed,observed,1990-08-01,Syd G. Cannings,SEM,SEM-UBC CAL-1312,,2018-10-20,Andrew Simon,https://www.inaturalist.org/observations/17693205,,449683,ART
Protophormia terraenovae,(Robineau-Desvoidy),,blow fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Chrysomyinae,,Protophormia,,,reported,unobserved,1986-02-09,Geoffrey G.E. Scudder,SEM,SEM-UBC CAL-2642,,,,,,490429,ART
Cuterebra approximata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Oestridae,Cuterebrinae,,Cuterebra,,,new 2018,observed,,,,,,2018-08-31,Karen Elisabeth Harris,https://www.inaturalist.org/observations/17881956,,537721,ART
Cuterebra fontinella grisea,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Oestridae,Cuterebrinae,,Cuterebra,,,new 2018,observed,,,,,,2018-07-22,Kevin Toomer,https://www.inaturalist.org/observations/14620884,,751508,ART
Pollenia angustigena,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,Pollenia,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002373,,,,,,701293,ART
Pollenia rudis,(Fabricius),,common cluster-fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,Pollenia,,,reported,unobserved,1981-10-03,Geoffrey G.E. Scudder,SEM,SEM-UBC CAL-1465,,,,,,337416,ART
Pollenia vagabunda,(Meigen),,blow fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,Pollenia,,,reported,unobserved,1980-05-11,Geoffrey G.E. Scudder,SEM,SEM-UBC CAL-1526,,,,,,448298,ART
Billaea sp.,,,tachinid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Dexiinae,Dexiini,Billaea,,,reported,unobserved,1979-08-12,Geoffrey G.E. Scudder,SEM,SEM-UBC TAC-0025,,,,,,321741,ART
Gymnosoma sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Phasiinae,Gymnosomatini,Gymnosoma,,,new 2018,observed,,,,,,2018-05-05,Andrew Simon,https://www.inaturalist.org/observations/12259215,,154311,ART
Hystericia abrupta,"(Wiedemann, 1830)",,tachinid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Tachininae,,Hystericia,,,confirmed,observed,1980-03-30,Geoffrey G.E. Scudder,SEM,SEM-UBC TAC-0096,,2016-08-01,galigran,http://inaturalist.ca/observations/3783277,,141715,ART
Uramya halisidotae,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Dexiinae,Uramyini,Uramya,,,new 2019,observed,,,,,,2019-08-04,Tycho Mommsen Smith,https://www.inaturalist.org/observations/30188271,,504329,ART
Agromyza ambigua,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Agromyzinae,,Agromyza,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002323,,,,,,779449,ART
Geomyza lurida,"(Loew, 1864)",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Opomyzidae,,,Geomyza,,,reported,unobserved,1990-05-01,Geoffrey G.E. Scudder,SEM,,,,,,,,ART
Opomyza petrei,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Opomyzidae,,,Opomyza,,,new 2019,observed,,,,,,2019-08-22,Chris Ratzlaff,https://www.inaturalist.org/observations/32630541,,635864,ART
Rhagio californicus,"Leonard, 1930",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Rhagionoidea,Rhagionidae,,,Rhagio,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002386,,,,,,,ART
Coelopa nebularum,"Aldrich, 1929",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Coelopidae,,,Coelopa,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002306,,,,,,,ART
Myopa rubida,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Conopidae,Myopinae,,Myopa,,,new 2018,observed,,,,,,2018-05-05,Paschale Archibald,https://www.inaturalist.org/observations/12220971,,465577,ART
Physocephala,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Conopidae,Conopinae,Physocephalini,Physocephala,,,new 2018,observed,,,,,,2018-06-10,Andrew Simon,https://www.inaturalist.org/observations/36932265,,61897,ART
Oedoparena glauca,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Dryomyzidae,,,Oedoparena,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002316,,,,,,490559,ART
Tetanocera sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Sciomyzidae,,Tetanocerini,Tetanocera,,,new 2021,observed,,,,,,2021-06-16,Kevin Toomer,https://www.inaturalist.org/observations/83296461,,142276,ART
Toxonevra muliebris,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Pallopteridae,,,Toxonevra,,,new 2017,observed,,,,,,2017-09-09,Lauren Magner,https://www.inaturalist.org/observations/18366976,,795146,ART
Tephritis araneosa,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Tephritidae,Tephritinae,Tephritini,Tephritis,,,new 2018,observed,,,,,,2018-05-08,Sarah Tweedale,https://www.inaturalist.org/observations/12283000,,335768,ART
Urophora sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Tephritidae,Tephritinae,Myopitini,Urophora,,,new 2021,observed,,,,,,2021-06-24,Kevin Toomer,https://www.inaturalist.org/observations/84349183,,63176,ART
Megaselia sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Phoridae,Metopininae,,Megaselia,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002366,,,,,,123837,ART
Callomyia venusta,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Platypezidae,Callomyiinae,,Callomyia,,,new 2019,observed,,,,,,2019-08-21,Chris Ratzlaff,https://www.inaturalist.org/observations/31451999,,466520,ART
Rhagio sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Rhagionidae,,,Rhagio,,,new 2017,observed,,,,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6231214,,60471,ART
Symphoromyia sp.,,,snipe fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Rhagionidae,,,Symphoromyia,,,reported,unobserved,1984-07-29,Geoffrey G.E. Scudder,SEM,SEM-UBC DIP-0062,,,,,,371977,ART
Baccha cognata,,,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Bacchini,Baccha,,,new 2017,observed,,,,,,2017-05-12,Andrew Simon,https://www.inaturalist.org/observations/8858929,,956736,ART
Baccha elongata,(Fabricius),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Bacchini,Baccha,,,reported,unobserved,1987-10-11,N.C. Scudder,SEM,SEM-UBC SYR-0321,,,,,,125659,ART
Blera humeralis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Blera,,,new 2014,observed,,,,,,2014-06-08,Andrew Simon,http://www.inaturalist.org/observations/726389,,869841,ART
Blera nigra,(Williston),,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Blera,,,reported,unobserved,1979-04-29,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-0342,,,,,,498425,ART
Brachypalpus alopex,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Brachypalpus,,,new 2015,observed,,,,,,2015-03-24,Lauren Magner,http://www.inaturalist.org/observations/2569427,,871285,ART
Brachypalpus amithaon,Walker,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Brachypalpus,,,confirmed,observed,1986-05-03,J. Scudder,SEM,SEM-UBC SYR-0399,,2015-03-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569427,,498428,ART
Criorhina coquilletti,Williston,,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Criorhina,,,confirmed,observed,1980-07-11,N.C. Scudder,SEM,SEM-UBC SYR-0031,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3310885,,498433,ART
Criorhina nigripes,(Williston),,mousy fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Criorhina,,,reported,unobserved,1986-07-16,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-0873,,,,,,498434,ART
Dasysyrphus intrudens complex,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Dasysyrphus,,,new 2018,observed,,,,,,2018-05-11,Andrew Simon,https://www.inaturalist.org/observations/12374119,,1073484,ART
Dasysyrphus occidualis,"Locke and Skevington, 2013",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Dasysyrphus,,,new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460179,,1075409,ART
Eristalis anthophorina,(Fallen),,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,,confirmed,observed,1983-06-12,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-1235,,2018-08-20,Andrew Simon & Kevin Toomer,https://www.inaturalist.org/observations/21017611,,491047,ART
Eristalis arbustorum,,,European drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,,new 2021,observed,,,,,,2021-06-10,Kevin Toomer,https://www.inaturalist.org/observations/82489976,,320786,ART
Eristalis obscura,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,,new 2017,observed,,,,,,2017-05-26,Ayla Malcolm,https://www.inaturalist.org/observations/6610500,,499539,ART
Eristalis tenax,(Linnaeus),,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,,confirmed,observed,1980-10-13,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-2051,,2018-03-11,Sarah Tweedale,https://www.inaturalist.org/observations/10189973,,55719,ART
Eupeodes fumipennis,Thomson,,bird hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,,new 2014,observed,,,,,,2014-06-22,Ian Guthrie,http://www.inaturalist.org/observations/4170139,,493594,ART
Eupeodes volucris,Osten Sacken,,bird hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,,confirmed,observed,1985-05-19,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-2405,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6333093,,322357,ART
Ferdinandea croesus,(Osten Sacken),,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Rhingiini,Ferdinandea,,,reported,unobserved,1984-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-0075,,,,,,473926,ART
Hadromyia crawfordi,(Shannon),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Hadromyia,,,reported,unobserved,1980-05-11,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-2582,,,,,,498421,ART
Hadromyia grandis,Williston,,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Hadromyia,,,reported,unobserved,1983-08-14,N.C. Scudder,SEM,SEM-UBC SYR-0078,,,,,,498419,ART
Hadromyia pulcher,(Williston),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Hadromyia,,,reported,unobserved,1987-08-01,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-2616,,,,,,498486,ART
Helophilus fasciatus,,,narrow-headed sun fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Helophilus,,,new 2018,observed,,,,,,2018-08-11,Andrew Simon,https://www.inaturalist.org/observations/15336542,,119561,ART
Lapposyrphus lapponicus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Lapposyrphus,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002342,,,,,,428810,ART
Melanostoma mellinum,(Linnaeus),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Bacchini,Melanostoma,,,confirmed,observed,1983-08-19,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-3871,,2015-08-04,Andrew Simon,http://www.inaturalist.org/observations/1838789,,324344,ART
Meliscaeva cinctella,(Zetterstedt),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Meliscaeva,,,confirmed,observed,1981-04-19,Syd G. Cannings,SEM,SEM-UBC SYR-4041,,2020-07-31,Nancy Tamblyn,https://www.inaturalist.org/observations/55832615,,342901,ART
Merodon equestris,,,Narcissus bulb fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Merodontini,Merodon,,,new 2021,observed,,,,,,2021-05-21,Kevin Toomer,https://www.inaturalist.org/observations/79689787,,194786,ART
Platycheirus stegnus,(Say),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Bacchini,Platycheirus,,,reported,unobserved,1980-10-13,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-5057,,,,,,498410,ART
Pyritis kincaidii,(Coquillett),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Pyritis,,,reported,unobserved,1982-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-5368,,,,,,498407,ART
Scaeva affinis,,,white-bowed smoothwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Scaeva,,,new 2019,observed,,,,,,2019-05-23,Kevin Toomer,https://www.inaturalist.org/observations/25642192,,980722,ART
Scaeva pyrastri,,,Holarctic pied hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Scaeva,,,new 2019,observed,,,,,,2019-05-23,Kevin Toomer,https://www.inaturalist.org/observations/25642192,,52160,ART
Sericomyia chalcopyga,Loew,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristalini,Sericomyia,,,confirmed,observed,1989-09-09,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-5624,,2018-08-20,Andrew Simon & Kevin Toomer,https://www.inaturalist.org/observations/21017663,,68132,ART
Sphaerophoria sulphuripes,(Thomson),,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,,,reported,unobserved,1980-10-12,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-6277,,,,,,129893,ART
Sphecomyia pattonii,Williston,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Sphecomyia,,,confirmed,observed,1978-05-20,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-6380,,2019-05-04,Lori Weidenhammer,https://www.inaturalist.org/observations/24712841,,498403,ART
Spilomyia citima,Vockeroth,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Spilomyia,,,reported,unobserved,1986-09-02,J. Scudder,SEM,SEM-UBC SYR-6411,,,,,,498402,ART
Syritta pipiens,,,thick-legged hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Syritta,,,new 2019,observed,,,,,,2019-08-05,Dave “Zeuss” Cochrane,https://www.inaturalist.org/observations/30283233,,81979,ART
Syrphus opinator,,,black-margined flower fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,Syrphus,,,new 2020,observed,,,,,,2020-06-07,Kevin Toomer,https://www.inaturalist.org/observations/48837716,,322368,ART
Toxomerus marginatus,(Say),,margined calligrapher,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,,confirmed,observed,1986-07-13,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-7233,,2014-06-22,Ian Guthrie,http://www.inaturalist.org/observations/4169936,,126889,ART
Toxomerus occidentalis,Curran,,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,,confirmed,observed,1987-04-19,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-7329,,2016-03-06,Christopher King,https://www.inaturalist.org/observations/8533264,,58752,ART
Volucella facialis,,,yellow-faced swiftwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Volucellini,Volucella,,,new 2018,observed,,,,,,2018-05-12,Andrew Simon,https://www.inaturalist.org/observations/12406917,,1097563,ART
Xylota barbata,Loew,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Xylota,,,reported,unobserved,1984-07-28,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-7452,,,,,,498390,ART
Xylota quadrimaculata,Loew,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Xylota,,,reported,unobserved,1978-07-02,Geoffrey G.E. Scudder,SEM,SEM-UBC SYR-7574,,,,,,491512,ART
Chrysops furcatus,Walker,,deer fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Chrysopsinae,,Chrysops,,,reported,unobserved,1982-07-10,N.C. Scudder,SEM,SEM-UBC TAB-0527,,,,,,216869,ART
Chrysops proclivis,Osten Sacken,,deer fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Chrysopsinae,,Chrysops,,,reported,unobserved,1979-06-24,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-0873,,,,,,216882,ART
Hybomitra aasa,Philip,,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1979-06-25,N.C. Scudder,SEM,SEM-UBC TAB-1018,,,,,,221525,ART
Hybomitra affinis,(Kirby),,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1975-08-14,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-1103,,,,,,221527,ART
Hybomitra astuta,(Osten Sacken),,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-1280,,,,,,221530,ART
Hybomitra atrobasis,(McDunnough),,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1984-07-24,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-1298,,,,,,221531,ART
Hybomitra californica,(Marten),,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1981-08-08,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-1316,,,,,,221534,ART
Hybomitra captonis,(Marten),,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1981-08-04,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-1360,,,,,,221535,ART
Hybomitra epistates,Osten Sacken,,horse fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,reported,unobserved,1978-07-03,Geoffrey G.E. Scudder,SEM,SEM-UBC TAB-1380,,,,,,133637,ART
