"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Otariidae","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","","","","","","","","","","","1994-01-24","","Washington Dept. of Fish and Wildlife","244_20243","3088965202","","","","","",""
"Lontra provocax","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1993-01-29","","Washington Dept. of Fish and Wildlife","243_25817","3088944829","","","","","",""
"Lontra provocax","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1993-01-29","","Washington Dept. of Fish and Wildlife","243_25457","3088923285","","","","","",""
"Lontra provocax","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Lontra","","","","","","","","","","1993-01-29","","Washington Dept. of Fish and Wildlife","243_25497","3088923162","","","","","",""
"Zalophus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Zalophus","","","","","","","","","","1993-02-20","","Washington Dept. of Fish and Wildlife","243_2925","3088916762","","","","","",""
"Eumetopias","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","2001-01-17","","Washington Dept. of Fish and Wildlife","239_13194","3088716488","","","","","",""
"Eumetopias","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","2001-01-17","","Washington Dept. of Fish and Wildlife","239_26369","3088688079","","","","","",""
"Eumetopias","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","2001-01-17","","Washington Dept. of Fish and Wildlife","239_26439","3088687775","","","","","",""
"Eschrichtius","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Eschrichtiidae","","","Eschrichtius","","","","","","","","","","1997-07-26","","Washington Dept. of Fish and Wildlife","234_5726","3088673626","","","","","",""
"Feresa","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Delphinidae","","","Feresa","","","","","","","","","","1996-07-24","","Washington Dept. of Fish and Wildlife","233_11548","3087938653","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_301","3087794400","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_350","3087794310","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_359","3087794302","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_336","3087793238","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_376","3087793105","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_373","3087793099","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_439","3087792579","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_412","3087792533","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_487","3087792507","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_479","3087792458","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_462","3087792437","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_498","3087790277","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_560","3087789719","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_554","3087789711","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_557","3087789690","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_548","3087789677","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_533","3087789667","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_531","3087789665","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_599","3087789613","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_597","3087789609","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3021","3087789333","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3020","3087789318","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3015","3087788295","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3012","3087788291","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3013","3087788285","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3018","3087788264","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3004","3087788243","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_521","3087788026","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_522","3087788024","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_520","3087788022","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_525","3087788015","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_526","3087788013","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_523","3087788011","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_518","3087788000","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_514","3087787997","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_517","3087787995","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_516","3087787993","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_513","3087787989","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_500","3087787988","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_503","3087787974","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_660","3087787911","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_666","3087787901","","","","","",""
"Phocoena","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoena","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_698","3087787842","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3141","3087787679","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3120","3087787575","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3058","3087787470","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3052","3087787452","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3090","3087787337","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3086","3087787330","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_3076","3087787321","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_607","3087787304","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_605","3087787301","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_633","3087787249","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_626","3087787237","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_629","3087787236","","","","","",""
"Phoca","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","1992-07-21","","Washington Dept. of Fish and Wildlife","229_625","3087787231","","","","","",""
