lichen.genera,life.habit,reference.taxa,in.cephalodia,photobiont.domain,photobiont.kingdom,photobiont.phylum,photobiont.class,photobiont.order,photobionts,reference,note
Placopsis,lichenized,Placopsis parellina,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,Wirtz et al. (2003). Maritime Antarctica; two main clades that also include free-living Nostoc.,
Placopsis,lichenized,Placopsis perrugosa,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,cf. Tolypothrix sp.,Raggio et al. (2012),
Placopsis,lichenized,Placopsis stenophylla,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,cf. Tolypothrix sp.,Raggio et al. (2012),
Placynthiella,lichenized,Placynthiella dasaea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Pseudochlorella sp.,"Voytsekhovich et al. (2011). id: LM, culture.",
Placynthiella,lichenized,Placynthiella icmalea,,Eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Interfilum sp.,"Voytsekhovich et al. (2011). Reported as secondary (less abundant) photobiont within algal layer. id: LM, culture.",
Placynthiella,lichenized,Placynthiella icmalea,,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcus signiensis,"Voytsekhovich et al. (2011). Other photobionts found in lesser abundance within same algal layer. id: LM, culture.",
Placynthiella,lichenized,Placynthiella uliginosa,,Eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Interfilum sp.,"Voytsekhovich et al. (2011). Reported as secondary (less abundant) photobiont within algal layer. id: LM, culture.",
Placynthiella,lichenized,Placynthiella uliginosa,,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcus signiensis,"Voytsekhovich et al. (2011). Other photobionts found in lesser abundance within same algal layer. id: LM, culture.",
Placynthium,lichenized,Placynthium nigrum,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Calothrix sp.,see Tschermak-Woess (1988a),
Placynthium,lichenized,Placynthium nigrum,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Dichothrix sp.,see Tschermak-Woess (1988a),
Platismatia,lichenized,,,,,,,,,,
Plectocarpon,lichenized,,,,,,,,,,
Pleopsidium,lichenized,Pleopsidium chlorophanum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Polyblastia,lichenized,Polyblastia amota,,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Trochiscia sp.,Tschermak (1941b); Ahmadjian (1967); but Ettl & Gärtner (2014) consider ID questionable.,
Polyblastia,lichenized,Polyblastia cupularis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Polyblastia,lichenized,Polyblastia hyperborea,,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Trochiscia sp.,Tschermak (1941b); Ahmadjian (1967); but Ettl & Gärtner (2014) consider ID questionable.,
Polyblastia,lichenized,Polyblastia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gigantea,Watanabe et al. (1997). Maritime lichens. id: LM,
Polyblastia,lichenized,Polyblastia viridescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Polycauliona,lichenized,,,,,,,,,,
Polychidium,lichenized,Polychidium muscicola,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,Jayalal et al. (2012),
Polysporina,lichenized,Polysporina simplex,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Porina,lichenized,Porina distans,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Porina,lichenized,Porina dolichophora,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Porina,lichenized,Porina imitatrix,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Porina,lichenized,Porina nucula,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Porina,lichenized,Porina sp.,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia sp.,Kosecka et al. (2020),
Porina,lichenized,Porina spp.,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Porina,lichenized,Porina tetracerae,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Porocyphus,lichenized,,,,,,,,,,
Porpidia,lichenized,Porpidia contraponenda,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris magna,Beck (2002),
Porpidia,lichenized,Porpidia crustulata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Near Chlorella sorokiniana,Li et al. (2013),
Porpidia,lichenized,Porpidia crustulata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Porpidia,lichenized,Porpidia crustulata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia vagua,Voytsekhovich & Beck (2016),
Porpidia,lichenized,Porpidia flavocaerulescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Porpidia,lichenized,Porpidia from southern South America,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Ruprecht et al. (2020). All mycobiont species also partnered with Trebouxia.,
Porpidia,lichenized,Porpidia macrocarpa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Porpidia,lichenized,Porpidia spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Porpidia,lichenized,Porpidia tuberculosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia angustilobata,Beck et al. (1998),
Porpidia,lichenized,Porpidia tuberculosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Pronectria,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Protoblastenia,lichenized,,,,,,,,,,
Protomicarea,lichenized,,,,,,,,,,
Protopannaria,lichenized,,,,,,,,,,
Protoparmelia,lichenized,Protoparmelia atriseda,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Protoparmelia,lichenized,Protoparmelia badia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia angustilobata,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia badia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia brindabellae,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia badia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Beck (2002),
Protoparmelia,lichenized,Protoparmelia badia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia badia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Protoparmelia,lichenized,Protoparmelia badia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Protoparmelia,lichenized,Protoparmelia hypotremella,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia incrustans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Muggia et al. (2013),
Protoparmelia,lichenized,Protoparmelia memnonia,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Protoparmelia,lichenized,Protoparmelia montagnei,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia ochrococca,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia oleagina,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Singh et al. (2017),
Protoparmelia,lichenized,Protoparmelia psarophana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Voytsekhovich & Beck (2016),
Protoparmeliopsis,lichenized,Protoparmeliopsis muralis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia asymmetrica,Guzow-Krzemińska (2006),
Protoparmeliopsis,lichenized,Protoparmeliopsis muralis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gigantea,Guzow-Krzemińska (2006),
Protoparmeliopsis,lichenized,Protoparmeliopsis muralis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Guzow-Krzemińska (2006),
Protoparmeliopsis,lichenized,Protoparmeliopsis spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola/Trebouxia gigantea group (Clade A),Leavitt et al. (2015),
Protoparmeliopsis,lichenized,Protoparmeliopsis spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa/Trebouxia gelatinosa group (Clade I),Leavitt et al. (2015),
Protoparmeliopsis,lichenized,Protoparmeliopsis spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia lineages lacking formal recognition,Leavitt et al. (2016). Some 15 spp. collected worldwide.,
Protothelenella,lichenized,,,,,,,,,,
Pseudephebe,lichenized,Pseudephebe minuscula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex/Trebouxia letharii/Trebouxia jamesii group (Clade S),Garrido-Benavent et al. (2020),
Pseudephebe,lichenized,Pseudephebe minuscula,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Pseudephebe,lichenized,Pseudephebe pubescens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex/Trebouxia letharii/Trebouxia jamesii group (Clade S),Garrido-Benavent et al. (2020),
Pseudephebe,lichenized,Pseudephebe sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia angustilobata,Garrido-Benavent et al. (2020),
Pseudephebe,lichenized,Pseudephebe sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia suecica,Beck (2002),
Pseudevernia,lichenized,Pseudevernia cladoniae,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Doering & Piercey-Normore (2009),
Pseudevernia,lichenized,Pseudevernia consocians,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Piercey-Normore (2009),
Pseudevernia,lichenized,Pseudevernia consocians,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Doering & Piercey-Normore (2009),
Pseudocyphellaria,lichenized,Pseudocyphellaria fimbriata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Pseudocyphellaria,lichenized,Pseudocyphellaria homeophylla,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Pseudocyphellaria,lichenized,Pseudocyphellaria lindsayi,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Pseudocyphellaria,lichenized,Pseudocyphellaria lividofusca,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Pseudocyphellaria,lichenized,Pseudocyphellaria multifida,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Pseudocyphellaria,lichenized,Pseudocyphellaria neglecta,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,Summerfield & Eaton-Rye (2006),
Pseudocyphellaria,lichenized,Pseudocyphellaria perpetua,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,Summerfield & Eaton-Rye (2006),
Pseudocyphellaria,lichenized,Pseudocyphellaria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Škaloud et al. (2016). All known photobionts previously included in Dictyochloropsis s. lat.,
Pseudocyphellaria,lichenized,Pseudocyphellaria sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp. (Jaagichlorella Darienko & Pröschold 2019),Dal Grande et al. (2014b). Three specimens; authors confident alga is photobiont.,
Pseudosagedia,lichenized,,,,,,,,,,
Pseudoschismatomma,lichenized,,,,,,,,,,
Pseudothelomma,lichenized,,,,,,,,,,
Psilolechia,lichenized,Psilolechia leprosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium saccharophilum,Beck (2002),
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,"Ruprecht et al. (2014). Also Trebouxias and a Chloroidium in this lichen sp., but see Williams et al. (2017).",
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,"Schaper & Ott (2003). Gotland, Sweden.",
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Williams et al. (2017). Austrian samples.,
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia israelensis,Moya et al. (2018),
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia sp.,"Williams et al. (2017). Transplant study; algal layer degenerates, no photobiont switching.",
Psora,lichenized,Psora decipiens,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium saccharophilum,Ruprecht et al. (2014). One record; all other thalli had Asterochloris or Trebouxia. Contrast Williams et al. (2017).,
Psora,lichenized,Psora globifera,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Psora,lichenized,Psora saviczii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia israelensis,Moya et al. (2018),
Psoroglaena,lichenized,Psoroglaena epiphylla,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,"[unidentified, falling ‘near’ Heterochlorella]",Nyati et al. (2007); Thüs et al. (2011).,
Psoroglaena,lichenized,Psoroglaena stigonemoides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Auxenochlorella sp.,Thüs et al. (2011),
Psoroglaena,lichenized,Psoroglaena stigonemoides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Near Auxenochlorella protothecoides,Nyati et al. (2007). Strain P-1015.,
Psoroma,lichenized,Psoroma cinnamomeum,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,Wirtz et al. (2003). Maritime Antarctica; two main clades that also include free-living Nostoc.,
Psoroma,lichenized,Psoroma hypnorum,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,(Coccomyxa greatwallensis),Cao et al. (2018). Symbiotic status not established.,
Psoroma,lichenized,Psoroma hypnorum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Psoroma,lichenized,Psoroma sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia sp.,Engelen et al. (2016). Maritime Antarctic.,
Psorula,lichenized,,,,,,,,,,
Punctelia,lichenized,Punctelia subrudecta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,Doering & Piercey-Normore (2009),
Puttea,lichenized,,,,,,,,,,
Pycnora,lichenized,,,,,,,,,,
Pyrenocollema,lichenized,,,,,,,,,,
Pyrenula,lichenized,Pyrenula confinis,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,Green (2012). Photobiont of one Strigula sp. included.,
Pyrenula,lichenized,Pyrenula cruenta,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,Green (2012). Photobiont of one Strigula sp. included.,
Pyrenula,lichenized,Pyrenula japonica,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia lagenifera,"Nakano & Ihda (1996). id: LM, culture.",
Pyrenula,lichenized,Pyrenula laevegata,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia ‘Printzina’,"Hametner et al. (2014a, b)",
Pyrenula,lichenized,Pyrenula pseudobufonia,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,Green (2012). Photobiont of one Strigula sp. included.,
Pyrenula,lichenized,Pyrenula sexlocularis,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,Green (2012). Photobiont of one Strigula sp. included.,
Pyrrhospora,lichenized,,,,,,,,,,
Racodium,lichenized,Racodium rupestre,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,"Nelsen et al. (2011). ‘Printzina’ clades occur scattered throughout Trentepohlia. Mycobionts represent Arthoniomycetes, Dothideomycetes and Lecanoromycetes.",
Ramalina,lichenized,Ramalina americana,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa/Trebouxia potteri,Francisco de Oliveira et al. (2012),
Ramalina,lichenized,Ramalina anceps (tropical),,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,"Trebouxia clade IV (including T. corticola, T. galapagensis, R. gracilis, R. peruviana, R. sorediosa, R. sprengelii T. higginsiae and T. usneae)",Cordeiro et al. (2005),
Ramalina,lichenized,Ramalina calicaris,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Voytsekhovich & Beck (2016),
Ramalina,lichenized,Ramalina capitata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia crenulata,Tschaikner et al. (2007),
Ramalina,lichenized,Ramalina capitata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Voytsekhovich & Beck (2016),
Ramalina,lichenized,Ramalina capitata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia solaris,Voytsekhovich & Beck (2016),
Ramalina,lichenized,Ramalina complanata (tropical),,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,"Trebouxia clade IV (including T. corticola, T. galapagensis, R. gracilis, R. peruviana, R. sorediosa, R. sprengelii T. higginsiae and T. usneae)",Cordeiro et al. (2005),
Ramalina,lichenized,Ramalina dendroides (tropical),,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,"Trebouxia clade IV (including T. corticola, T. galapagensis, R. gracilis, R. peruviana, R. sorediosa, R. sprengelii T. higginsiae and T. usneae)",Cordeiro et al. (2005),
Ramalina,lichenized,Ramalina farinacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,Moya et al. (2017). Minority photobiont.,
Ramalina,lichenized,Ramalina farinacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris sp.,Moya et al. (2017). Minority photobiont.,
Ramalina,lichenized,Ramalina farinacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Moya et al. (2017). Minority photobiont.,
Ramalina,lichenized,Ramalina farinacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola,"Tschaikner et al. (2007). id: LM, cultures.",
Ramalina,lichenized,Ramalina farinacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia jamesii,Casano et al. (2011); Moya et al. (2017).,
Ramalina,lichenized,Ramalina farinacea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia TR9,Casano et al. (2011); Moya et al. (2017).,
