"occurrenceID","catalogNumber","scientificName","eventDate","recordedBy","source"
"23A2B76E-5D41-485B-A490-C1508A1E98B5","V146499","Juncus drummondii","1979-08-20","C. Tay","CPNWH"
"RBCM:Botany:V146553","V146553","Luzula hitchcockii Hämet-Ahti","1979-08-22T00:00:00","Ted Lea","GBIF"
"139CEC2B-7B4D-48E2-8166-D0731D5B432C","V146553","Luzula hitchcockii","1979-08-22","Ted Lea","CPNWH"
"1634A972-4048-5C40-B5EE-3379D31220E0","V146567","Coronopus didymus (L.) Sm.","1975-06-24T00:00:00","M. Terry Taylor","GBIF"
"388326A2-16FF-46AE-BDBE-5C629AEF1917","V146567","Lepidium didymum","1975-06-24","M. Terry Taylor","CPNWH"
"RBCM:Botany:V146581","V146581","Luzula parviflora (Ehrh.) Desv.","1977-08-06T00:00:00","Christopher Clement","GBIF"
"40512095-8AC7-4209-91D7-E34B3113A3B0","V146581","Luzula parviflora","1977-08-06","Christopher Clement","CPNWH"
"B0276DB0-FD7A-0248-9A40-E6DBDD7515B8","V146649","Lycopodiella inundata (L.) Holub","1973-08-07T00:00:00","Thomas M.C. Taylor","GBIF"
"A67F25C9-F44D-475A-8B14-8FD981C9A20B","V146649","Lycopodiella inundata","1973-08-07","Thomas M.C. Taylor","CPNWH"
"RBCM:Botany:V147620","V147620","Salix sitchensis Sanson ex Bong.","1978-01-01T00:00:00","Brenda Storey","GBIF"
"09BCCEE2-3321-490E-BDC9-4BAA7419DD83","V147620","Salix sitchensis","1978-01-01","Brenda Storey","CPNWH"
"RBCM:Botany:V147621","V147621","Salix sitchensis Sanson ex Bong.","1978-06-08T00:00:00","Brenda Storey","GBIF"
"319CB239-A9AE-4712-93FB-16D8646406DA","V147621","Salix sitchensis","1978-06-08","Brenda Storey","CPNWH"
"RBCM:Botany:V147797","V147797","Bromus L.","1978-06-07T00:00:00","Brenda Storey","GBIF"
"ED7BEFCE-356F-4DB6-A734-B0860CE56766","V147797","Bromus","1978-06-07","Brenda Storey","CPNWH"
"F00E5FDB-202D-6748-8818-2E3DAF9A767A","V14781","Erigeron acris L.","1975-08-04T00:00:00","Vladimir J. Krajina","GBIF"
"B7F2E1E6-C5AD-4A36-BE48-9202810EA672","V14781","Erigeron acris","1975-08-04","Vladimir J. Krajina","CPNWH"
"A93E5974-051E-3840-9BB6-C1D9E580E2BF","V148060","Senecio fremontii Torr. & A.Gray","1975-09-14T00:00:00","D. Sheffield","GBIF"
"77521893-4984-4106-900B-87B278051E5A","V148060","Senecio fremontii","1975-09-14","D. Sheffield","CPNWH"
"7CA5832A-41B0-0249-BBA1-7ADDE5A8738A","V148161","Monotropa uniflora L.","1974-10-21T00:00:00","P.C. Martin","GBIF"
"C9534DD2-2858-4ECD-AC35-331A2CE3ADDC","V148161","Monotropa uniflora","1974-10-21","P.C. Martin","CPNWH"
"F9346CF9-25A6-8B4E-99F3-353A11246BB6","V148168","Platanthera stricta Lindl.","1974-10-15T00:00:00","Peggy C. Martin","GBIF"
"A3E7A731-6636-4982-8A83-72227A033687","V148168","Platanthera stricta","1974-10-15","Peggy C. Martin","CPNWH"
"RBCM:Botany:V148200","V148200","Cinna latifolia (Trevir. ex Göpp.) Griseb.","1979-07-28T00:00:00","C. Tay","GBIF"
"375DADDA-3F20-4AB9-8841-45FEC11BDAD0","V148200","Cinna latifolia","1979-07-28","C. Tay","CPNWH"
"C11E933D-3CF9-714D-8A8B-72BF26C6EA7A","V149163","Heuchera micrantha var. diversifolia (Rydb.) Rosend., Butters & Lakela","1974-06-03T00:00:00","Bruce A. Bohm, C.K. Wilkins","GBIF"
"FB68A93C-A89F-4382-A62E-BCAC24454810","V149163","Heuchera micrantha var. diversifolia","1974-06-03","Bruce A. Bohm, C.K. Wilkins","CPNWH"
"AEEA1BF3-0BE7-E846-AF4D-A196FF7FF7E0","V150008","Menziesia ferruginea subsp. ferruginea","1975-07-06T00:00:00","H.M. Banek","GBIF"
"7EBC48A0-E22D-4088-A03A-3A1AB1E25508","V150008","Rhododendron menziesii","1975-07-06","H.M. Banek","CPNWH"
"C2B31662-839F-D84F-834C-40ED9506876A","V150066","Carex spectabilis Dewey","1973-08-27T00:00:00","Vladimir J. Krajina, Jim Pojar, C. Parsons","GBIF"
"A1E0CFCC-66C1-4C47-AAD6-275923C39456","V150066","Carex spectabilis","1973-08-27","Vladimir J. Krajina, Jim Pojar, C. Parsons","CPNWH"
"615F4FA2-BD5C-AA4A-A54B-ED6E90C6E56A","V150067","Carex macrochaeta C.A.Mey.","1973-08-27T00:00:00","Vladimir J. Krajina, Jim Pojar, C. Parsons","GBIF"
"31FA1C12-D509-441D-BD9A-EDC1D96FD1A4","V150067","Carex macrochaeta","1973-08-27","Vladimir J. Krajina, Jim Pojar, C. Parsons","CPNWH"
"FBDF1E72-8FF9-C141-923B-10B49F713030","V150129","Triteleia hyacinthina (Lindl.) Greene","1899-07-01T00:00:00","I.K. Bury","GBIF"
"F04E19C6-2794-43E7-85BA-E9C3EF2642FA","V150129","Triteleia hyacinthina","1899-07","I.K. Bury","CPNWH"
"11CF2AE4-1896-0847-B4C4-F66E1514362D","V150137","Viola adunca Sm.","1900-04-16T00:00:00","Muriel M. Nair","GBIF"
"31AFF687-D8A1-49CA-B19D-E8B439B67591","V150137","Viola adunca","1900-04-16","Muriel M. Nair","CPNWH"
"F06DC61C-72DB-6E4A-8718-50AD9480C19C","V150184","Montia parvifolia var. parvifolia","1900-05-29T00:00:00","W. Donaldson","GBIF"
"F75CD049-36E9-4CCB-A17D-EC9A2FF036AF","V150184","Montia parvifolia","1900-05-29","W. Donaldson","CPNWH"
"E9456069-B6E6-F348-84B6-D4A89AE7A696","V151749","Rhododendron albiflorum Hook.","1973-08-27T00:00:00","Vladimir J. Krajina","GBIF"
"DB67A917-3DE8-4792-BB67-C0D59D8AC55D","V151749","Rhododendron albiflorum","1973-08-27","Vladimir J. Krajina","CPNWH"
"8A1BB8C7-1867-EB41-BBBF-822E745F9F30","V151752","Micranthes odontoloma (Piper) A.Heller","1973-08-27T00:00:00","Vladimir J. Krajina","GBIF"
"0A52D2D6-662B-4A05-9B1E-17A3526D5F83","V151752","Micranthes odontoloma","1973-08-27","Vladimir J. Krajina","CPNWH"
"559B4DF9-267C-8A4C-8604-02E5F6E825E7","V151753","Erythranthe lewisii (Pursh) G.L.Nesom & N.S.Fraga","1973-08-27T00:00:00","Vladimir J. Krajina","GBIF"
"1914EB3E-1510-4445-B48B-AB79C7D4EBE1","V151753","Erythranthe lewisii","1973-08-27","Vladimir J. Krajina","CPNWH"
"DE3F535D-1F9A-DA4C-8BE2-E07D19E757A6","V151755","Petasites frigidus var. nivalis (Greene) Cronquist","1973-08-27T00:00:00","Vladimir J. Krajina","GBIF"
"D445EBBE-F8D6-456C-8864-E7F4335FD56D","V151755","Petasites frigidus var. frigidus","1973-08-27","Vladimir J. Krajina","CPNWH"
"46DB0414-02C5-A949-B6C6-6D1AE1F554A0","V151756","Parnassia fimbriata K.D.Koenig","1973-08-27T00:00:00","Vladimir J. Krajina","GBIF"
"8B27492C-8450-4A07-AAEC-41E46F231442","V151756","Parnassia fimbriata","1973-08-27","Vladimir J. Krajina","CPNWH"
"919CD81A-579F-1A46-9F58-16BA4AC78069","V154215","Sedum oreganum Nutt.","1975-07-05T00:00:00","Ken Wilkins","GBIF"
"CCF0B223-C282-407B-991D-7422E09F3055","V154215","Sedum oreganum","1975-07-05","Ken Wilkins","CPNWH"
"RBCM:Botany:V154855","V154855","Acmispon parviflorus (Benth.) D.D.Sokoloff","1981-05-13T00:00:00","Adolf Ceska; Oldriska Ceska; Robert Ogilvie","GBIF"
"BDE06040-47EC-493B-A2A6-FBD26F42487A","V154855","Acmispon parviflorus","1981-05-13","Adolf Ceska, Oldriska Ceska; Robert Ogilvie","CPNWH"
"RBCM:Botany:V155066","V155066","Agrostis aequivalvis (Trin.) Trin.","1977-06-08T00:00:00","Christopher Clement","GBIF"
"32848291-8D94-48D5-B407-231261E6E480","V155066","Podagrostis aequivalvis","1977-06-08","Christopher Clement","CPNWH"
"RBCM:Botany:V155110","V155110","Antennaria neglecta Greene","1986-05-29T00:00:00","William Merilees","GBIF"
"599144B0-17D6-4A4F-B7D4-6B4205A1F1B6","V155110","Antennaria neglecta","1986-05-29","William Merilees","CPNWH"
"RBCM:Botany:V155732","V155732","Trifolium microdon Hook. & Arn.","1977-06-05T00:00:00","Adolf Ceska; Oldriska Ceska","GBIF"
"B79AE697-9499-4F3A-AABE-D3C1C87E069F","V155732","Trifolium microdon","1977-06-05","Adolf Ceska, Oldriska Ceska","CPNWH"
"1B333C31-761B-AA4C-9D64-A00104F313F0","V156849","Platanthera stricta Lindl.","1971-08-02T00:00:00","Emmy Fisher","GBIF"
"CE311384-C2C3-40BF-AD66-50EE877690C3","V156849","Platanthera stricta","1971-08-02","Emmy Fisher","CPNWH"
"D9D73929-6AF1-F54C-A28E-DB741859D92E","V156910","Paxistima myrsinites (Pursh) Raf.","1974-05-22T00:00:00","John Pinder-Moss, Wilfred B. Schofield","GBIF"
"BF08BADF-82EF-4614-B42C-3C3D1134BE3C","V156910","Paxistima myrsinites","1974-05-22","John Pinder-Moss, Wilfred B. Schofield","CPNWH"
"8F2BBB46-0058-EF42-B743-25CB9A4AFAAA","V156935","Corydalis sempervirens (L.) Pers.","1974-05-22T00:00:00","John Pinder-Moss, Wilfred B. Schofield","GBIF"
"AF344110-4B1A-4E21-B873-4FD8BE607D6C","V156935","Corydalis sempervirens","1974-05-22","John Pinder-Moss, Wilfred B. Schofield","CPNWH"
"B0D64F9F-F216-E04D-AB27-B5B3F3603BEB","V157154","Ribes lacustre (Pers.) Poir.","1974-04-30T00:00:00","Jim Pojar","GBIF"
"A03708BB-BB86-40B6-A5D7-D8FD19F42950","V157154","Ribes lacustre","1974-04-30","Jim Pojar","CPNWH"
"50969028-1829-E64A-9BC9-68320BDB14B4","V157390","Caltha leptosepala DC.","1965-08-19T00:00:00","B. Fraser","GBIF"
"6DACB7C7-2B71-45B5-A290-24D305F6E83B","V157390","Caltha leptosepala","1965-08-19","B. Fraser","CPNWH"
"3D414B3F-7793-5D47-85C7-749B21C0DBC2","V157393","Montia parvifolia var. parvifolia","1965-08-16T00:00:00","B. Fraser","GBIF"
"A9C88A28-FF85-4BF8-ADA2-67DFA0990AED","V157393","Montia parvifolia","1965-08-16","B. Fraser","CPNWH"
"B7A761F3-7860-DF45-B835-46CDECD92A1A","V157394","Alnus viridis subsp. sinuata (Regel) Á.Löve & D.Löve","1966-07-26T00:00:00","B. Fraser","GBIF"
"4D575B7E-11F9-4035-AC38-90F54B46D3F1","V157394",NA,"1966-07-26","B. Fraser","CPNWH"
"BB9E79D4-0F39-8649-ABD6-EA9BC45752D0","V157402","Empetrum nigrum L.","1965-08-26T00:00:00","B. Fraser","GBIF"
"7F05A7C4-47DF-4D70-AD3D-613BF5BDD06D","V157402","Empetrum nigrum","1965-08-26","B. Fraser","CPNWH"
"RBCM:Botany:V157461","V157461","Isoetes L.","1979-08-10T00:00:00","Adolf Ceska; Oldriska Ceska","GBIF"
"04027329-BB63-4522-AB8C-E68039F87B25","V157461","Isoetes","1979-08-10","Adolf Ceska, Oldriska Ceska","CPNWH"
"RBCM:Botany:V157487","V157487","Isoetes occidentalis Hend.","1978-08-03T00:00:00","Adolf Ceska; Oldriska Ceska","GBIF"
"8FF83AE6-B880-423A-88BE-BDD67E3D9D16","V157487","Isoetes occidentalis","1978-08-03","Adolf Ceska, Oldriska Ceska","CPNWH"
"RBCM:Botany:V157602","V157602","Claytonia exigua subsp. exigua","1971-04-08T00:00:00","Adolf Ceska; Oldriska Ceska","GBIF"
"31E7B4FD-D139-4B25-A915-3CBE9FBD7089","V157602","Claytonia exigua ssp. exigua","1971-04-08","Adolf Ceska, Oldriska Ceska","CPNWH"
"78685FBA-D690-1F40-922A-EC8684A67E73","V158207","Micranthes ferruginea (Graham) Brouillet & Gornall","1965-08-15T00:00:00","Bruce Fraser","GBIF"
"429FB16F-6F1F-4FBC-BE8A-333EF7233B66","V158207","Micranthes ferruginea","1965-08-15","Bruce Fraser","CPNWH"
"91CDB6B6-02BE-FC43-B3D6-35A6CE56AA2A","V158208","Huperzia continentalis Testo, A.Haines & A.V.Gilman","1965-08-07T00:00:00","B. Fraser","GBIF"
"6BF814FE-9448-4DBC-B094-DCFCA7C09AEB","V158208","Huperzia continentalis","1965-08-07","B. Fraser","CPNWH"
"226B6DBA-454C-9442-A6DC-0B5CC40D24CD","V158209","Erythranthe lewisii (Pursh) G.L.Nesom & N.S.Fraga","1965-08-07T00:00:00","B. Fraser","GBIF"
"C4DB2773-487B-4518-9773-88429672B39C","V158209","Erythranthe lewisii","1965-08-07","B. Fraser","CPNWH"
"407AA5F8-4823-9B49-8892-641EF8A7A1A8","V158213","Erythranthe caespitosa (Greene) G.L.Nesom","1967-08-21T00:00:00","V. Bednar, B. Fraser, S. Kojima, V.J. Krajina","GBIF"
"75230CEA-E168-4FDD-98B4-92B71F1E50D8","V158213","Erythranthe caespitosa","1967-08-21","V. Bednar, B. Fraser, S. Kojima, V.J. Krajina","CPNWH"
"216F29A8-1698-5B46-918F-5BCCDA55DDA2","V158218","Agrostis scabra Willd.","","B. Fraser","GBIF"
"E35E691B-F376-441A-A96F-F35A69CD3B2D","V158218","Agrostis scabra",NA,"B. Fraser","CPNWH"
"989D0983-6D02-EC49-AFAB-7DA93FE4168A","V158219","Platanthera stricta Lindl.","1966-07-26T00:00:00","B. Fraser","GBIF"
"1088F991-8008-4D6D-A83E-0E4A48466755","V158219","Platanthera stricta","1966-07-26","B. Fraser","CPNWH"
"21993795-B13F-2E42-BC4E-FE6ACF7CC117","V158221","Diphasiastrum Holub","1967-01-01T00:00:00","B. Fraser","GBIF"
"E474490B-A8E7-4618-817D-7FD014B7CA99","V158221","Diphasiastrum alpinum","1967","B. Fraser","CPNWH"
"C864DB04-9830-F643-9C3D-7A10B7170467","V158222","Packera pauciflora (Pursh) Á.Löve & D.Löve","1966-07-26T00:00:00","Bruce Fraser","GBIF"
"6EBE3400-0D0E-4A8A-92D3-84D384E594AD","V158222","Packera pauciflora","1966-07-26","Bruce Fraser","CPNWH"
"6FA37E85-DE0F-7A47-9AE0-77948355F1B9","V158223","Saxifraga bronchialis subsp. austromontana (Wiegand) Piper","1967-08-21T00:00:00","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","GBIF"
"DDBFADD0-371A-4CE6-AF7C-D2C0305EC54F","V158223","Saxifraga austromontana","1967-08-21","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","CPNWH"
"278ECF77-B3E0-D94F-A029-531CA912D9FA","V158224","Ribes acerifolium Howell","","B. Fraser","GBIF"
"06AA2AFB-7956-4192-BF54-0D80061E7B1F","V158224","Ribes acerifolium",NA,"B. Fraser","CPNWH"
"A4884121-F0B0-A14D-8BDF-BD6191361C4A","V158225","Erigeron peregrinus subsp. callianthemus (Greene) Cronquist","1965-07-02T00:00:00","Bruce Fraser","GBIF"
"61C42984-9CF8-45F9-82BF-316FB2209C78","V158225","Erigeron glacialis var. glacialis","1965-07-02","Bruce Fraser","CPNWH"
"8C820998-48D2-C344-AEB2-61F60584BD4F","V158227","Antennaria media Greene","1965-07-02T00:00:00","B. Fraser","GBIF"
"B61718AC-ED7D-41C4-A129-E40424BAB2D0","V158227","Antennaria media","1965-07-02","B. Fraser","CPNWH"
"949968E2-E595-874F-BC08-2D61F0FD4C94","V158231","Phleum alpinum L.","1965-07-07T00:00:00","B. Fraser","GBIF"
"FC2B4E02-66C0-426A-93CE-517CF940FD1D","V158231","Phleum alpinum","1965-07-07","B. Fraser","CPNWH"
"94A91A49-B009-614F-8AB2-25E599BAF6E2","V158232","Micranthes ferruginea (Graham) Brouillet & Gornall","1965-07-14T00:00:00","Bruce Fraser","GBIF"
"3D015FB1-DA87-44A0-80EC-5E694E3D13D9","V158232","Micranthes ferruginea","1965-07-14","Bruce Fraser","CPNWH"
"AA9F5068-F28D-2A47-A5E5-C6D14B888835","V158234","Alnus viridis subsp. sinuata (Regel) Á.Löve & D.Löve","1965-07-24T00:00:00","B. Fraser","GBIF"
"898D74DB-A0C5-4EF2-A0A5-05508525867B","V158234","Alnus viridis ssp. sinuata","1965-07-24","B. Fraser","CPNWH"
"D5755F73-3B61-D246-A165-A9CE4ACBC976","V158237","Arnica latifolia Bong.","1965-07-29T00:00:00","B. Fraser","GBIF"
"E37C324A-87CC-4578-A543-D529D14984A0","V158237","Arnica latifolia","1965-07-29","B. Fraser","CPNWH"
"AD61FD81-AF8B-9F4E-AC09-6B49E5D8F290","V158239","Vahlodea atropurpurea (Wahlenb.) Fr. ex Hartm.","1965-07-29T00:00:00","B. Fraser","GBIF"
"FA05C006-2596-4AD2-8A48-822F6C15439A","V158239","Vahlodea atropurpurea","1965-07-29","B. Fraser","CPNWH"
"F72A979E-C9E6-9B44-AEBA-32731A0B9F99","V158245","Agoseris aurantiaca var. aurantiaca","1965-08-16T00:00:00","B. Fraser","GBIF"
"22C55CCE-B240-4C80-BF10-DA8BC1FF59C6","V158245","Agoseris aurantiaca var. aurantiaca","1965-08-16","B. Fraser","CPNWH"
"536C0C39-68F1-A246-887D-F001C3EFD608","V158246","Antennaria rosea Greene","1965-08-16T00:00:00","B. Fraser","GBIF"
"7F562836-6057-48DD-A8D3-763F31D39F5D","V158246","Antennaria microphylla","1965-08-16","B. Fraser","CPNWH"
"34F07B57-7372-E741-970A-8101DD9FB1C8","V158247","Boechera calderi (G.A.Mulligan) Windham & Al-Shehbaz","1965-07-02T00:00:00","B. Fraser","GBIF"
"FCE6BE04-F41B-42F3-9B9B-13747AC70CB7","V158247","Boechera calderi","1965-07-02","B. Fraser","CPNWH"
"094C0478-43C9-EF4D-8819-D796C6C01F5B","V158248","Boechera calderi (G.A.Mulligan) Windham & Al-Shehbaz","1966-07-29T00:00:00","B. Fraser","GBIF"
"55D189B9-B683-4F13-8D25-1BF5E9F30CD3","V158248","Boechera calderi","1966-07-29","B. Fraser","CPNWH"
"F4EDEAF6-C98B-444D-AAF9-1113442956B5","V158251","Draba stenoloba Ledeb.","1965-08-16T00:00:00","Bruce Fraser","GBIF"
"D0AD907D-3652-4036-B0F0-8499EF7BD0EF","V158251","Draba stenoloba","1965-08-16","Bruce Fraser","CPNWH"
"397649FD-0226-924E-832E-8FBA1849E6B3","V158252","Erigeron acris subsp. debilis (A.Gray) Piper","1965-07-02T00:00:00","B. Fraser","GBIF"
"EB965612-833B-4260-916B-AE4F26C4FFC2","V158252","Erigeron nivalis","1965-07-02","B. Fraser","CPNWH"
"748662F1-0755-EE4C-9156-9ADF84B905AE","V158254","Platanthera stricta Lindl.","1966-08-05T00:00:00","B. Fraser","GBIF"
"77E89508-06B2-4CFA-97AC-625812EF011B","V158254","Platanthera stricta","1966-08-05","B. Fraser","CPNWH"
"687E4560-76BE-4B42-8E75-AAB3945B0F82","V158257","Huperzia continentalis Testo, A.Haines & A.V.Gilman","1966-08-05T00:00:00","B. Fraser","GBIF"
"7F84E045-E2FF-4A8E-A602-A5D79812987B","V158257","Huperzia continentalis","1966-08-05","B. Fraser","CPNWH"
"5644227F-6F9A-4E42-98A6-9F80695CB5BD","V158264","Stellaria calycantha (Ledeb.) Bong.","1965-07-26T00:00:00","B. Fraser","GBIF"
"74AEA735-5B85-4DF8-9397-C1FCE8136AB1","V158264","Stellaria calycantha","1965-07-26","B. Fraser","CPNWH"
"6C7FBFBE-0339-B64E-B0CC-1D2449A15E58","V158265","Streptopus lanceolatus (Aiton) Reveal","1966-08-05T00:00:00","B. Fraser","GBIF"
"6810F8FB-9A5B-4AD2-9927-CD3AB49139D3","V158265","Streptopus lanceolatus","1966-08-05","B. Fraser","CPNWH"
"319983BB-4B8A-234F-88D5-05955D8C1832","V158266","Taraxacum officinale Weber ex Wiggins","1966-07-29T00:00:00","B. Fraser","GBIF"
"4D5A7CC2-5F51-43A2-AC55-E8A454E4EA6E","V158266","Taraxacum officinale","1966-07-29","B. Fraser","CPNWH"
"8BEA26F1-F73A-AF46-A887-8F6F276DB45C","V158267","Agoseris aurantiaca var. aurantiaca","1965-07-02T00:00:00","B. Fraser","GBIF"
"0F38891E-B903-4363-84B2-A77248F2CA0C","V158267","Agoseris aurantiaca var. aurantiaca","1965-07-02","B. Fraser","CPNWH"
"B3488D24-4EEF-E644-9E4F-941A7DB5D021","V158269","Antennaria pallida E.Nelson","1966-08-01T00:00:00","B. Fraser","GBIF"
"68FFEA84-E741-4B0E-A2A8-51849F081D38","V158269","Antennaria alpina","1966-08","B. Fraser","CPNWH"
"C2C5DA56-69BC-744B-B876-A76CC94E67F7","V158270","Minuartia biflora (L.) Schinz & Thell.","1967-08-21T00:00:00","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","GBIF"
"F00D7D1F-0D99-404D-B93F-A901CE7626C5","V158270","Cherleria biflora","1967-08-21","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","CPNWH"
"1F8E9142-F752-B444-A903-43B4D296E893","V158271","Minuartia biflora (L.) Schinz & Thell.","1966-07-29T00:00:00","B. Fraser","GBIF"
"20033342-02A9-4905-987D-12441DE71A25","V158271","Cherleria biflora","1966-07-29","B. Fraser","CPNWH"
"0E4AF08C-33AE-354D-867F-7036E4047EE9","V158274","Askellia nana (Richards.) W.A.Weber","1967-07-21T00:00:00","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","GBIF"
"A2D55643-87C4-4325-A317-E43379F1DEFF","V158274","Askellia pygmaea","1967-07-21","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","CPNWH"
"BADC6CCA-C988-164B-B926-F6D512953420","V158275","Draba lonchocarpa Rydb.","1965-07-01T00:00:00","Bruce Fraser","GBIF"
"D9EAACD2-E9E7-4DAD-B997-01F23EAB5362","V158275","Draba lonchocarpa","1965-07","Bruce Fraser","CPNWH"
"8F8A643C-742F-F243-AED4-F14F5536B530","V158277","Erigeron acris subsp. debilis (A.Gray) Piper","1965-07-15T00:00:00","Bruce Fraser","GBIF"
"F6F851D5-CC90-461D-A204-2A0B327B7906","V158277","Erigeron nivalis","1965-07-15","Bruce Fraser","CPNWH"
"4BA95F6D-F230-0240-9504-A5B251CA1B7F","V158278","Erigeron peregrinus subsp. callianthemus (Greene) Cronquist","1965-07-20T00:00:00","Bruce Fraser","GBIF"
"FD59186A-4BC6-4790-BC76-3513D5785D34","V158278","Erigeron glacialis var. glacialis","1965-07-20","Bruce Fraser","CPNWH"
"FFCA1FDF-6C89-9546-ABD2-81AC47B98307","V158279","Erigeron peregrinus subsp. callianthemus (Greene) Cronquist","1965-07-02T00:00:00","Bruce Fraser","GBIF"
"E510E17B-CEDD-48B4-81CF-5ED46B336D85","V158279","Erigeron glacialis var. glacialis","1965-07-02","Bruce Fraser","CPNWH"
"01606881-24A0-454F-A63D-F66CC5012633","V158280","Equisetum arvense L.","1965-08-15T00:00:00","B. Fraser","GBIF"
"567C84C2-F762-41D4-986D-CC2BBBB3204F","V158280","Equisetum arvense","1965-08-15","B. Fraser","CPNWH"
"8AD239B7-2D77-3E4E-99D7-10DCE696813D","V158281","Hieracium albiflorum Hook.","","B. Fraser","GBIF"
"A46FAA04-FD2E-4421-AA85-A75F89E59CDA","V158281","Hieracium albiflorum",NA,"B. Fraser","CPNWH"
"83BC930A-D8F2-0C4F-A392-693AD92C0444","V158283","Diphasiastrum alpinum (L.) Holub","1965-07-29T00:00:00","B. Fraser","GBIF"
"4DFAF71F-C483-493A-8045-88516BF79902","V158283","Diphasiastrum alpinum","1965-07-29","B. Fraser","CPNWH"
"C3E16170-94B4-7445-9AEE-D2A0D8CCFEE8","V158284","Diphasiastrum complanatum (L.) Holub","","B. Fraser","GBIF"
"6F383410-5ECB-471F-A138-FFCCF8438282","V158284","Diphasiastrum complanatum",NA,"B. Fraser","CPNWH"
"12781CCD-861E-E74C-B18D-995EDF17B8E0","V158285","Lycopodium annotinum L.","1965-07-29T00:00:00","B. Fraser","GBIF"
"5BFABD8E-A9E6-4ACA-B222-86B1BA0A10F5","V158285","Spinulum annotinum","1965-07-29","B. Fraser","CPNWH"
"75218B29-39E4-D846-A1C0-FC14993BA067","V158292","Petasites frigidus var. nivalis (Greene) Cronquist","1965-07-02T00:00:00","Bruce Fraser","GBIF"
"3BCDD8B5-4888-4F81-BB3C-E9CDC0943D7C","V158292","Petasites frigidus var. frigidus","1965-07-02","Bruce Fraser","CPNWH"
"F17CD84D-435F-764A-8D77-473550032F90","V158295","Pinguicula vulgaris subsp. macroceras (Link) Calder & Taylor","1965-07-29T00:00:00","B. Fraser","GBIF"
"0299B71C-188B-4A4A-858D-9E6917E0F593","V158295","Pinguicula vulgaris ssp. macroceras","1965-07-29","B. Fraser","CPNWH"
"A4A58E16-B928-4B4C-9680-FDB1D2BE21FB","V158296","Sagina saginoides (L.) Karst.","1966-07-29T00:00:00","B. Fraser","GBIF"
"2763998B-FA81-4D76-A619-4ECDAE2E4073","V158296","Sagina saginoides","1966-07-29","B. Fraser","CPNWH"
"88EB4A12-B61C-5741-BA3E-B26B786F8598","V158297","Sagina saginoides (L.) Karst.","1967-08-16T00:00:00","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","GBIF"
"73A6548B-9BC6-49F1-9927-6C1CF96A45D6","V158297","Sagina saginoides","1967-08-16","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","CPNWH"
"D8731C34-91B4-1347-8905-37FC4689759B","V158300","Senecio fremontii Torr. & A.Gray","1965-07-06T00:00:00","B. Fraser","GBIF"
"274F9E56-389C-4D6B-8F5E-9026F3623E1A","V158300","Senecio fremontii","1965-07-06","B. Fraser","CPNWH"
"CA82E8DC-0554-7540-88FD-89773D29B667","V158301","Senecio triangularis Hook.","1965-07-29T00:00:00","Bruce Fraser","GBIF"
"F2D873D5-6D5D-4838-B609-8B142480D787","V158301","Senecio triangularis","1965-07-29","Bruce Fraser","CPNWH"
"6C555FAE-D4C6-384F-A401-421E73E1D79E","V158302","Silene acaulis (L.) Jacq.","1966-01-01T00:00:00","B. Fraser","GBIF"
"971DE760-4E4C-4A45-84BE-AE1DABC30C60","V158302","Silene acaulis","1966","B. Fraser","CPNWH"
"B4A37B42-7B55-3A43-B618-DB1B84602861","V158303","Silene parryi (S.Watson) C.L.Hitchc. & Maguire","1965-08-18T00:00:00","B. Fraser","GBIF"
"4D2B4A5B-3BC7-495A-B20C-C661AC9BBD05","V158303","Silene parryi","1965-08-18","B. Fraser","CPNWH"
"0470BAFD-951E-7042-86E5-E6A2EECE2094","V158305","Stellaria borealis subsp. borealis","1965-07-06T00:00:00","B. Fraser","GBIF"
"9C157B81-BC33-4B82-9629-7811BEA2610B","V158305","Stellaria borealis ssp. borealis","1965-07-06","B. Fraser","CPNWH"
"978EE4A7-720B-5548-9A07-0EB582E0C527","V158306","Stellaria calycantha (Ledeb.) Bong.","1965-07-19T00:00:00","B. Fraser","GBIF"
"8AA46A6A-B888-48F4-B543-D43810303CE3","V158306","Stellaria calycantha","1965-07-19","B. Fraser","CPNWH"
"DD0F8A5B-9AEC-4D46-A0EB-9CEB6B6608FD","V158307","Taraxacum erythrospermum Andrz.","1965-07-07T00:00:00","B. Fraser","GBIF"
"C0BA6821-54FE-4D9B-9FF5-6B0803FE27EF","V158307","Taraxacum erythrospermum","1965-07-07","B. Fraser","CPNWH"
"634D75CD-1353-E84F-84AB-8E4574930313","V15831","Gaultheria ovatifolia A.Gray","1913-07-29T00:00:00","W. Taylor","GBIF"
"C9BDAF59-B8A0-4970-828D-6298BB65193A","V15831","Gaultheria ovatifolia","1913-07-29","W. Taylor","CPNWH"
