scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Pyrola chlorantha,Sw.,green-flowered wintergreen,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Monotropoideae,NA,Pyrola,chlorantha,NA,NA,NA,accepted,63802,Pyrola chlorantha,Pyrola chlorantha,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Pyrola chlorantha,green-flowered wintergreen,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola chlorantha,Pyrola chlorantha,VASCULAR PLANTS,VASCULAR PLANTS,NA
Pyrola dentata,Smith,Toothed Wintergreen,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Monotropoideae,NA,Pyrola,dentata,NA,NA,NA,accepted,707672,Pyrola dentata,Pyrola dentata,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Pyrola dentata,tooth-leaved wintergreen,S4,Apr 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola dentata,Pyrola dentata,VASCULAR PLANTS,VASCULAR PLANTS,NA
Pyrola minor,L.,lesser wintergreen,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Monotropoideae,NA,Pyrola,minor,NA,NA,NA,accepted,78794,Pyrola minor,Pyrola minor,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Pyrola minor,lesser wintergreen,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola minor,Pyrola minor,VASCULAR PLANTS,VASCULAR PLANTS,NA
Pyrola picta,Sm.,white-veined wintergreen,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Monotropoideae,NA,Pyrola,picta,NA,NA,NA,accepted,62239,Pyrola picta,Pyrola picta,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Pyrola picta,white-veined wintergreen,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola picta,Pyrola picta,VASCULAR PLANTS,VASCULAR PLANTS,NA
Pyrus communis,L.,Common Pear,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Rosales,NA,NA,NA,Rosaceae,Amygdaloideae,Maleae,Pyrus,communis,NA,NA,NA,accepted,63951,Pyrus communis,Pyrus communis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Pyrus communis,common pear,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrus communis,Pyrus communis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Quercus garryana var. garryana,Dougl. Ex Hook.,Oregon white oak,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fagales,NA,NA,NA,Fagaceae,NA,NA,Quercus,garryana,garryana,NA,NA,accepted,63890,Quercus garryana garryana,Quercus garryana garryana,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Quercus garryana,Garry oak,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Quercus garryana var. garryana,Quercus garryana var. garryana,VASCULAR PLANTS,VASCULAR PLANTS,NA
Quercus robur,L.,English oak,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fagales,NA,NA,NA,Fagaceae,NA,NA,Quercus,robur,NA,NA,NA,accepted,56133,Quercus robur,Quercus robur,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Quercus robur,English oak,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Quercus robur,Quercus robur,VASCULAR PLANTS,VASCULAR PLANTS,NA
Quercus rubra,L.,northern red oak,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fagales,NA,NA,NA,Fagaceae,NA,NA,Quercus,rubra,NA,NA,NA,accepted,49005,Quercus rubra,Quercus rubra,NA,!,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Quercus rubra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus acris,L.,meadow buttercup,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,acris,NA,NA,NA,accepted,56064,Ranunculus acris,Ranunculus acris,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus acris,meadow buttercup,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus acris,Ranunculus acris,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus aquatilis complex,L.,common water-crowfoot,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,aquatilis,NA,NA,NA,unaccepted,78817,Ranunculus aquatilis,Ranunculus aquatilis,NA,!,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus aquatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus eschscholtzii var. eschscholtzii,Schltdl.,Eschscholtz's Buttercup,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,eschscholtzii,eschscholtzii,NA,NA,accepted,81326,Ranunculus eschscholtzii eschscholtzii,Ranunculus eschscholtzii eschscholtzii,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus eschscholtzii,subalpine buttercup,S5,Dec 2000,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus eschscholtzii var. eschscholtzii,Ranunculus eschscholtzii var. eschscholtzii,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus flammula,L.,Lesser Spearwort,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,flammula,NA,NA,NA,accepted,67826,Ranunculus flammula,Ranunculus flammula,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus flammula,NA,SU,2022,Yellow,NA,NA,NA,NA,NA,MANUAL,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus occidentalis,Nutt.,Western Buttercup,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,occidentalis,NA,NA,NA,accepted,68057,Ranunculus occidentalis,Ranunculus occidentalis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus occidentalis,NA,S5,2000,Yellow,NA,NA,NA,NA,NA,MANUAL,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus repens,L.,Creeping buttercup,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,repens,NA,NA,NA,accepted,48229,Ranunculus repens,Ranunculus repens,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus repens,creeping buttercup,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus repens,Ranunculus repens,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ranunculus uncinatus,D. Don ex G. Don,woodland buttercup,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ranunculales,NA,NA,NA,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,uncinatus,NA,NA,NA,accepted,63898,Ranunculus uncinatus,Ranunculus uncinatus,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ranunculus uncinatus,little buttercup,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus uncinatus,Ranunculus uncinatus,VASCULAR PLANTS,VASCULAR PLANTS,NA
Reynoutria × bohemica,Chrtek & Chrtková,Bohemian Knotweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Caryophyllales,NA,NA,NA,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,NA,NA,NA,Reynoutria × bohemica,accepted,850784,Reynoutria × bohemica,Reynoutria × bohemica,NA,!,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VASCULAR PLANTS,VASCULAR PLANTS,NA
Reynoutria japonica,Houtt.,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Caryophyllales,NA,NA,NA,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,japonica,NA,NA,NA,unaccepted,914922,Reynoutria japonica,Reynoutria japonica,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Reynoutria japonica,Japanese knotweed,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Reynoutria japonica,Reynoutria japonica,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhinanthus minor ssp. minor,L.,yellow rattle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,NA,Orobanchaceae,NA,Rhinantheae,Rhinanthus,minor,NA,minor,NA,accepted,1561121,Rhinanthus minor minor,Rhinanthus minor,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhinanthus minor,yellow rattle,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhinanthus minor ssp. minor,Rhinanthus minor ssp. minor,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhododendron albiflorum,Hook.,White-flowered Rhododendron,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,albiflorum,NA,NA,NA,accepted,126556,Rhododendron albiflorum,Rhododendron albiflorum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhododendron albiflorum,white-flowered rhododendron,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron albiflorum,Rhododendron albiflorum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhododendron groenlandicum,(Oeder) K.A. Kron & W.S. Judd,Bog Labrador Tea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,groenlandicum,NA,NA,NA,accepted,180413,Rhododendron groenlandicum,Rhododendron groenlandicum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhododendron groenlandicum,Labrador-tea,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron groenlandicum,Rhododendron groenlandicum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhododendron macrophyllum,D. Don ex G. Don,Pacific rhododendron,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,macrophyllum,NA,NA,NA,accepted,57360,Rhododendron macrophyllum,Rhododendron macrophyllum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhododendron macrophyllum,Pacific rhododendron,S4,Apr 2019,Yellow,Not at Risk,May 1997,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron macrophyllum,Rhododendron macrophyllum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhododendron menziesii,Craven,mock azalea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,NA,NA,NA,accepted,553849,Rhododendron menziesii,Rhododendron menziesii,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhododendron menziesii,false-azalea,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron menziesii,Rhododendron menziesii,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhododendron tomentosum ssp. decumbens,Harmaja,Labrador tea,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,NA,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,tomentosum,NA,decumbens,NA,accepted,490902,Rhododendron tomentosum decumbens,Rhododendron tomentosum decumbens,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhododendron tomentosum,northern Labrador-tea,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron tomentosum ssp. decumbens,Rhododendron tomentosum ssp. decumbens,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhus glabra,L.,smooth sumac,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Sapindales,NA,NA,NA,Anacardiaceae,Anacardioideae,NA,Rhus,glabra,NA,NA,NA,accepted,54764,Rhus glabra,Rhus glabra,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhus glabra,smooth sumac,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhus glabra,Rhus glabra,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhus typhina,L.,staghorn sumac,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Sapindales,NA,NA,NA,Anacardiaceae,Anacardioideae,NA,Rhus,typhina,NA,NA,NA,accepted,167829,Rhus typhina,Rhus typhina,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhus typhina,staghorn sumac,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhus typhina,Rhus typhina,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rhynchospora alba,(L.) Vahl,white beak-sedge,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,NA,Cyperaceae,Cyperoideae,Rhynchosporeae,Rhynchospora,alba,NA,NA,NA,accepted,57862,Rhynchospora alba,Rhynchospora alba,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rhynchospora alba,white beak-rush,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhynchospora alba,Rhynchospora alba,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes acerifolium,Howell,Maple currant,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,acerifolium,NA,NA,NA,accepted,81762,Ribes acerifolium,Ribes acerifolium,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes acerifolium,maple-leaved currant,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes acerifolium,Ribes acerifolium,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes bracteosum,Dougl.,Stink Currant,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,bracteosum,NA,NA,NA,accepted,78852,Ribes bracteosum,Ribes bracteosum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes bracteosum,stink currant,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes bracteosum,Ribes bracteosum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes divaricatum var. divaricatum,Dougl.,spreading gooseberry,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,divaricatum,divaricatum,NA,NA,accepted,53449,Ribes divaricatum divaricatum,Ribes divaricatum divaricatum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes divaricatum,wild black gooseberry,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes divaricatum var. divaricatum,Ribes divaricatum var. divaricatum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes lacustre,(Pers.) Poir.,swamp currant,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,lacustre,NA,NA,NA,accepted,78858,Ribes lacustre,Ribes lacustre,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes lacustre,black gooseberry,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes lacustre,Ribes lacustre,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes laxiflorum,Pursh,Trailing Blackcurrant,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,laxiflorum,NA,NA,NA,accepted,78860,Ribes laxiflorum,Ribes laxiflorum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes laxiflorum,trailing black currant,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes laxiflorum,Ribes laxiflorum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes sanguineum var. sanguineum,Pursh,Winter Currant,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,sanguineum,sanguineum,NA,NA,accepted,81349,Ribes sanguineum sanguineum,Ribes sanguineum sanguineum; Ribes sanguineum,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes sanguineum,red-flowering currant,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes sanguineum var. sanguineum,Ribes sanguineum var. sanguineum,VASCULAR PLANTS,VASCULAR PLANTS,NA
Ribes triste,Pallas,northern redcurrant,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,NA,Grossulariaceae,NA,NA,Ribes,triste,NA,NA,NA,accepted,118750,Ribes triste,Ribes triste,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Ribes triste,red swamp currant,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes triste,Ribes triste,VASCULAR PLANTS,VASCULAR PLANTS,NA
Robinia pseudoacacia,L.,black locust,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,NA,Fabaceae,Faboideae,Robinieae,Robinia,pseudoacacia,NA,NA,NA,accepted,56088,Robinia pseudoacacia,Robinia pseudoacacia,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Robinia pseudoacacia,black locust,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Robinia pseudoacacia,Robinia pseudoacacia,VASCULAR PLANTS,VASCULAR PLANTS,NA
Romanzoffia sitchensis,Bong.,Sitka Mistmaiden,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Boraginales,NA,NA,NA,Boraginaceae,Hydrophylloideae,NA,Romanzoffia,sitchensis,NA,NA,NA,accepted,78872,Romanzoffia sitchensis,Romanzoffia sitchensis,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Romanzoffia sitchensis,Sitka romanzoffia,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Romanzoffia sitchensis,Romanzoffia sitchensis,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rorippa alpina,(S.Watson) Rydb.,alpine yellowcress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,alpina,NA,NA,NA,accepted,167956,Rorippa alpina,Rorippa alpina,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rorippa alpina,alpine yellowcress,S2S3,Apr 2025,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rorippa alpina,Rorippa alpina,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rorippa curvipes,Greene,Rocky Mountain Yellowcress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,curvipes,NA,NA,NA,accepted,78876,Rorippa curvipes,Rorippa curvipes,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rorippa curvipes,blunt-leaved yellowcress,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rorippa curvipes,Rorippa curvipes,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rorippa curvisiliqua,(Hook.) Bessey ex Britt.,curvepod yellowcress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,curvisiliqua,NA,NA,NA,accepted,58866,Rorippa curvisiliqua,Rorippa curvisiliqua,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rorippa curvisiliqua,western yellowcress,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rorippa curvisiliqua,Rorippa curvisiliqua,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rorippa palustris ssp. palustris,(L.) Besser,Bog Yellowcress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Brassicales,NA,NA,NA,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,palustris,NA,palustris,NA,accepted,64157,Rorippa palustris palustris,Rorippa palustris,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rorippa palustris,marsh yellowcress,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rorippa palustris ssp. palustris,Rorippa palustris ssp. palustris,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rosa gymnocarpa var. gymnocarpa,Nutt.,baldhip rose,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Rosales,NA,NA,NA,Rosaceae,Rosoideae,Roseae,Rosa,gymnocarpa,gymnocarpa,NA,NA,accepted,81350,Rosa gymnocarpa gymnocarpa,Rosa gymnocarpa gymnocarpa,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rosa gymnocarpa,baldhip rose,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rosa gymnocarpa var. gymnocarpa,Rosa gymnocarpa var. gymnocarpa,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rosa multiflora,Thunb.,multiflora rose,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Rosales,NA,NA,NA,Rosaceae,Rosoideae,Roseae,Rosa,multiflora,NA,NA,NA,accepted,78882,Rosa multiflora,Rosa multiflora,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rosa multiflora,Rambler rose,SNA,Apr 2019,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rosa multiflora,Rosa multiflora,VASCULAR PLANTS,VASCULAR PLANTS,NA
Rosa nutkana ssp. nutkana,C. Presl,Nootka Rose (Nootka),Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Rosales,NA,NA,NA,Rosaceae,Rosoideae,Roseae,Rosa,nutkana,NA,nutkana,NA,accepted,80173,Rosa nutkana nutkana,Rosa nutkana nutkana,NA,NA,Howe_Sound_vascular_plants_reviewed.csv,SRC_VASCULAR_PLANTS,NA,Rosa nutkana,Nootka rose,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rosa nutkana ssp. nutkana,Rosa nutkana ssp. nutkana,VASCULAR PLANTS,VASCULAR PLANTS,NA
