scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Stereodon callichrous,(Bridel) Braithwaite,Downy Plait-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Stereodontaceae,NA,NA,Stereodon,callichrous,NA,NA,NA,accepted,1123569,Stereodon callichrous,Stereodon callichrous,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Stereodon callichrous,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Stereodon callichrous,Stereodon callichrous,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Grimmia caespiticia,"(Bridel) Juratzka, Laubm. -Fl. Oesterr.-Ung.",NA,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Grimmiales,NA,NA,NA,Grimmiaceae,NA,NA,Grimmia,caespiticia,NA,NA,NA,accepted,446732,Grimmia caespiticia,Grimmia caespiticia,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Grimmia caespiticia,NA,S3S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Grimmia caespiticia,Grimmia caespiticia,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Rhizomnium nudum,(Britt. & Williams) T. Kop,Naked Rhizomnium Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Bryales,NA,NA,NA,Mniaceae,NA,NA,Rhizomnium,nudum,NA,NA,NA,accepted,125090,Rhizomnium nudum,Rhizomnium nudum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Rhizomnium nudum,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizomnium nudum,Rhizomnium nudum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Brachydontium olympicum,(Britt. in Frye) McIntosh & Spence,Olympic Brachydontium Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Grimmiales,NA,NA,NA,Ptychomitriaceae,NA,NA,Brachydontium,olympicum,NA,NA,NA,accepted,156319,Brachydontium olympicum,Brachydontium olympicum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Brachydontium olympicum,NA,S3,Apr 2024,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Brachydontium olympicum,Brachydontium olympicum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Rhytidiopsis robusta,(Broth. in Röll) Andrews ex Crum,Pipecleaner Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Hylocomiaceae,NA,NA,Rhytidiopsis,robusta,NA,NA,NA,accepted,124461,Rhytidiopsis robusta,Rhytidiopsis robusta,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Rhytidiopsis robusta,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiopsis robusta,Rhytidiopsis robusta,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Roellia roellii,(Broth. in Röll) Andrews ex Crum,Roell's Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Bryales,NA,NA,NA,Bryaceae,NA,NA,Roellia,roellii,NA,NA,NA,accepted,167944,Roellia roellii,Roellia roellii,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Roellia roellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Cyrtomnium hymenophyllum,(Bruch & Schimp. in B.S.G.) Holm,NA,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Bryales,NA,NA,NA,Mniaceae,NA,NA,Cyrtomnium,hymenophyllum,NA,NA,NA,accepted,161572,Cyrtomnium hymenophyllum,Cyrtomnium hymenophyllum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Cyrtomnium hymenophyllum,NA,S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cyrtomnium hymenophyllum,Cyrtomnium hymenophyllum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Syntrichia latifolia,(Bruch ex Hartman) Huebener,Water Screw-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Pottiales,NA,NA,NA,Pottiaceae,NA,NA,Syntrichia,latifolia,NA,NA,NA,accepted,207978,Syntrichia latifolia,Syntrichia latifolia,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Syntrichia latifolia,NA,S4,Apr 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Syntrichia latifolia,Syntrichia latifolia,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Cephaloziella phyllacantha,(C. Massal. & Carestia) K. Müll.,NA,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Jungermanniidae,NA,Jungermanniales,Cephaloziineae,NA,NA,Cephaloziellaceae,NA,NA,Cephaloziella,phyllacantha,NA,NA,NA,accepted,160324,Cephaloziella phyllacantha,Cephaloziella phyllacantha,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Cephaloziella phyllacantha,NA,S2S3,Apr 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cephaloziella phyllacantha,Cephaloziella phyllacantha,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Brachythecium frigidum,(C. Müll.) Besch.,cold brachythecium moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Brachytheciaceae,NA,NA,Brachythecium,frigidum,NA,NA,NA,accepted,123270,Brachythecium frigidum,Brachythecium frigidum,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Brachythecium frigidum,NA,S5?,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Brachythecium frigidum,Brachythecium frigidum,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Buxbaumia viridis,(DC.) Moug. & Nestl.,Buxbaumia Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Buxbaumiales,NA,NA,NA,Buxbaumiaceae,NA,NA,Buxbaumia,viridis,NA,NA,NA,accepted,159612,Buxbaumia viridis,Buxbaumia viridis,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Buxbaumia viridis,NA,S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Buxbaumia viridis,Buxbaumia viridis,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Syntrichia princeps,(de Not.) Mitt.,Brown Screw-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Pottiales,NA,NA,NA,Pottiaceae,NA,NA,Syntrichia,princeps,NA,NA,NA,accepted,67915,Syntrichia princeps,Syntrichia princeps,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Syntrichia princeps,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Syntrichia princeps,Syntrichia princeps,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Nardia geoscyphus,(Denot.) Lindb.,Earth-cup Flapwort,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Jungermanniidae,NA,Jungermanniales,Jungermanniineae,NA,NA,Gymnomitriaceae,NA,NA,Nardia,geoscyphus,NA,NA,NA,accepted,165648,Nardia geoscyphus,Nardia geoscyphus,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Nardia geoscyphus,NA,S3,Apr 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nardia geoscyphus,Nardia geoscyphus,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Platyhypnum molle,(Dicks. ex Hedw.) Loeske,NA,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,NA,Amblystegiaceae,NA,NA,Platyhypnum,molle,NA,NA,NA,accepted,1124092,Platyhypnum molle,Platyhypnum molle,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Platyhypnum molle,NA,S3S4,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Platyhypnum molle,Platyhypnum molle,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Zygodon viridissimus,(Dicks.) Brid.,Green Yoke-moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Orthotrichales,NA,NA,NA,Orthotrichaceae,NA,NA,Zygodon,viridissimus,NA,NA,NA,accepted,170457,Zygodon viridissimus,Zygodon viridissimus,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Zygodon viridissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Arctoa fulvella,(Dicks.) Bruch & Schimp. B18,Tawny Fork Moss,Plantae,Bryophyta,NA,NA,Bryopsida,NA,NA,Dicranales,NA,NA,NA,Rhabdoweisiaceae,NA,NA,Arctoa,fulvella,NA,NA,NA,accepted,158575,Arctoa fulvella,Arctoa fulvella,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Arctoa fulvella,NA,S4S5,Apr 2024,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Arctoa fulvella,Arctoa fulvella,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Douinia ovata,(Dicks.) Buch,Waxy Earwort,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Jungermanniidae,NA,Jungermanniales,Cephaloziineae,NA,NA,Scapaniaceae,NA,NA,Douinia,ovata,NA,NA,NA,accepted,56515,Douinia ovata,Douinia ovata,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Douinia ovata,NA,S5,Apr 2015,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Douinia ovata,Douinia ovata,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
Apopellia endiviifolia,(Dicks.) Nebel & D.Quandt,Endive Pellia,Plantae,Marchantiophyta,NA,NA,Jungermanniopsida,Pelliidae,NA,Pelliales,NA,NA,NA,Pelliaceae,NA,NA,Apopellia,endiviifolia,NA,NA,NA,accepted,1020161,Apopellia endiviifolia,Apopellia endiviifolia,NA,NA,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,SRC_NONVASC_PLANTS,NA,Apopellia endiviifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON-VASCULAR PLANTS,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA,NON-VASCULAR PLANTS,NA
