scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Amanita muscaria,(L.) Pers.,Fly Agaric,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,muscaria,NA,NA,NA,accepted,48715,Amanita muscaria,Amanita muscaria,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita muscaria,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita muscaria,Amanita muscaria,MACROFUNGI,MACROFUNGI,NA
Amanita muscaria flavivolvata,Singer,American Fly Agaric,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,muscaria,NA,Amanita muscaria flavivolvata,NA,accepted,335932,Amanita muscaria flavivolvata,Amanita muscaria flavivolvata,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita muscaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Amanita pachycolea,D.E. Stuntz,Western Grisette,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,pachycolea,NA,NA,NA,accepted,67357,Amanita pachycolea,Amanita pachycolea,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita pachycolea,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita pachycolea,Amanita pachycolea,MACROFUNGI,MACROFUNGI,NA
Amanita pantherina,(DC.) Krombholz,Panthercap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,pantherina,NA,NA,NA,accepted,48418,Amanita pantherina,Amanita pantherina,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita pantherina,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita pantherina,Amanita pantherina,MACROFUNGI,MACROFUNGI,NA
Amanita pantherinoides,(Murrill) Murrill,Western Panther,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,pantherinoides,NA,NA,NA,accepted,738406,Amanita pantherinoides,Amanita pantherinoides,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita pantherinoides,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita pantherinoides,Amanita pantherinoides,MACROFUNGI,MACROFUNGI,NA
Amanita phalloides,(Vaill ex Fr.) Link,Deathcap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,phalloides,NA,NA,NA,accepted,52135,Amanita phalloides,Amanita phalloides,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita phalloides,death cap,SNA,Mar 2021,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita phalloides,Amanita phalloides,MACROFUNGI,MACROFUNGI,NA
Amanita porphyria,Alb. & Schwein : Fr.,Grey-veiled Amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,porphyria,NA,NA,NA,accepted,118400,Amanita porphyria,Amanita porphyria,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita porphyria,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita porphyria,Amanita porphyria,MACROFUNGI,MACROFUNGI,NA
Amanita silvicola,A.H. Sm.,Western Woodland Lepidella,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,silvicola,NA,NA,NA,accepted,318795,Amanita silvicola,Amanita silvicola,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita silvicola,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita silvicola,Amanita silvicola,MACROFUNGI,MACROFUNGI,NA
Amanita smithiana,Bas,Smith's Amanita,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Pluteineae,NA,NA,Amanitaceae,NA,Amaniteae,Amanita,smithiana,NA,NA,NA,accepted,62485,Amanita smithiana,Amanita smithiana,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amanita smithiana,NA,S2S4,Mar 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amanita smithiana,Amanita smithiana,MACROFUNGI,MACROFUNGI,NA
Ampulloclitocybe avellaneialba,(Murrill) Harmaja,smoky brown funnel,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Hygrophorineae,NA,NA,Hygrophoraceae,Cuphophylloideae,NA,Ampulloclitocybe,avellaneialba,NA,NA,NA,accepted,1096397,Ampulloclitocybe avellaneialba,Ampulloclitocybe avellaneialba,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Ampulloclitocybe avellaneialba,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ampulloclitocybe avellaneialba,Ampulloclitocybe avellaneialba,MACROFUNGI,MACROFUNGI,NA
Ampulloclitocybe clavipes,"(Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys",Club Foot,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Hygrophorineae,NA,NA,Hygrophoraceae,Cuphophylloideae,NA,Ampulloclitocybe,clavipes,NA,NA,NA,accepted,194737,Ampulloclitocybe clavipes,Ampulloclitocybe clavipes,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Ampulloclitocybe clavipes,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ampulloclitocybe clavipes,Ampulloclitocybe clavipes,MACROFUNGI,MACROFUNGI,NA
Amylostereum chailletii,(Pers.) Boidin,powdered duster,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Russulales,NA,NA,NA,Amylostereaceae,NA,NA,Amylostereum,chailletii,NA,NA,NA,accepted,381233,Amylostereum chailletii,Amylostereum chailletii,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Amylostereum chailletii,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Amylostereum chailletii,Amylostereum chailletii,MACROFUNGI,MACROFUNGI,NA
Anthracoidea caricis,(Pers.) Bref.,NA,Fungi,Basidiomycota,Ustilaginomycotina,NA,Ustilaginomycetes,NA,NA,Ustilaginales,NA,NA,NA,Anthracoideaceae,NA,NA,Anthracoidea,caricis,NA,NA,NA,accepted,548058,Anthracoidea caricis,Anthracoidea caricis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Anthracoidea caricis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACROFUNGI,MACROFUNGI,NA
Apioperdon pyriforme,(Schaeffer) Vizzini,Pear-shaped Puffball,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Agaricineae,NA,NA,Lycoperdaceae,NA,NA,Apioperdon,pyriforme,NA,NA,NA,accepted,972793,Apioperdon pyriforme,Apioperdon pyriforme,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Apioperdon pyriforme,NA,S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Apioperdon pyriforme,Apioperdon pyriforme,MACROFUNGI,MACROFUNGI,NA
Armillaria gallica,Marxm.,Bulbous Honey Fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Armillaria,gallica,NA,NA,NA,accepted,118401,Armillaria gallica,Armillaria gallica,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Armillaria gallica,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Armillaria gallica,Armillaria gallica,MACROFUNGI,MACROFUNGI,NA
Armillaria mellea,(Vahl) P. Kumm.,Honey Mushroom,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Armillaria,mellea,NA,NA,NA,accepted,55950,Armillaria mellea,Armillaria mellea,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Armillaria mellea,NA,S4,Apr 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Armillaria mellea,Armillaria mellea,MACROFUNGI,MACROFUNGI,NA
Armillaria nabsnona,T.J. Volk & Burds.,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Armillaria,nabsnona,NA,NA,NA,accepted,179241,Armillaria nabsnona,Armillaria nabsnona,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Armillaria nabsnona,NA,S2S4,Mar 2021,Blue,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Armillaria nabsnona,Armillaria nabsnona,MACROFUNGI,MACROFUNGI,NA
Armillaria ostoyae,(Romagn.) Herink,Honey Mushroom,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Armillaria,ostoyae,NA,NA,NA,accepted,192381,Armillaria ostoyae,Armillaria ostoyae,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Armillaria ostoyae,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Armillaria ostoyae,Armillaria ostoyae,MACROFUNGI,MACROFUNGI,NA
Armillaria sinapina,Bérubé & Dessureault,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Physalacriaceae,NA,NA,Armillaria,sinapina,NA,NA,NA,accepted,179238,Armillaria sinapina,Armillaria sinapina,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Armillaria sinapina,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Armillaria sinapina,Armillaria sinapina,MACROFUNGI,MACROFUNGI,NA
Arrhenia chlorocyanea,"(Pat.) Redhead, Lutzoni, Moncalvo & Vilgalys",Verdigris Navel,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Hygrophorineae,NA,NA,Hygrophoraceae,Lichenomphalioideae,Arrhenieae,Arrhenia,chlorocyanea,NA,NA,NA,accepted,354693,Arrhenia chlorocyanea,Arrhenia chlorocyanea,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Arrhenia chlorocyanea,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Arrhenia chlorocyanea,Arrhenia chlorocyanea,MACROFUNGI,MACROFUNGI,NA
Ascocoryne sarcoides,(Jacq.) J. W. Groves & D. E. Wilson,Purple Jellydisc,Fungi,Ascomycota,Pezizomycotina,NA,Leotiomycetes,NA,NA,Helotiales,NA,NA,NA,Gelatinodiscaceae,NA,NA,Ascocoryne,sarcoides,NA,NA,NA,accepted,49075,Ascocoryne sarcoides,Ascocoryne sarcoides,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Ascocoryne sarcoides,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ascocoryne sarcoides,Ascocoryne sarcoides,MACROFUNGI,MACROFUNGI,NA
Atheniella adonis,"(Bull.) Redhead, Moncalvo, Vilgalys, Desjardin & B.A. Perry",Scarlet Bonnet,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Porotheleaceae,NA,NA,Atheniella,adonis,NA,NA,NA,accepted,485685,Atheniella adonis,Atheniella adonis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Atheniella adonis,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Atheniella adonis,Atheniella adonis,MACROFUNGI,MACROFUNGI,NA
Atheniella aurantiidisca,"(Murrill) Redhead, Moncalvo, Vilgalys, Desjardin, B.A. Perry",tangerine bonnet,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Porotheleaceae,NA,NA,Atheniella,aurantiidisca,NA,NA,NA,accepted,499651,Atheniella aurantiidisca,Atheniella aurantiidisca,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Atheniella aurantiidisca,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Atheniella aurantiidisca,Atheniella aurantiidisca,MACROFUNGI,MACROFUNGI,NA
Aureoboletus mirabilis,(Murrill) Murrill,admirable bolete,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Boletales,NA,NA,NA,Boletaceae,Xerocomoideae,NA,Aureoboletus,mirabilis,NA,NA,NA,accepted,790782,Aureoboletus mirabilis,Aureoboletus mirabilis,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Aureoboletus mirabilis,NA,S4S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aureoboletus mirabilis,Aureoboletus mirabilis,MACROFUNGI,MACROFUNGI,NA
Auriscalpium vulgare,Gray,Earpick Fungus,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Russulales,NA,NA,NA,Auriscalpiaceae,NA,NA,Auriscalpium,vulgare,NA,NA,NA,accepted,55175,Auriscalpium vulgare,Auriscalpium vulgare,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Auriscalpium vulgare,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Auriscalpium vulgare,Auriscalpium vulgare,MACROFUNGI,MACROFUNGI,NA
Australoporus tasmanicus,(Berk.) P.K. Buchanan & Ryvarden,NA,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Polyporales,NA,NA,NA,Polyporaceae,NA,NA,Australoporus,tasmanicus,NA,NA,NA,accepted,407447,Australoporus tasmanicus,Australoporus tasmanicus,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Australoporus tasmanicus,NA,SU,Apr 2025,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Australoporus tasmanicus,Australoporus tasmanicus,MACROFUNGI,MACROFUNGI,NA
Baeospora myosura,(Fr.) Singer,Conifercone Cap,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Marasmiineae,NA,NA,Cyphellaceae,NA,NA,Baeospora,myosura,NA,NA,NA,accepted,118349,Baeospora myosura,Baeospora myosura,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Baeospora myosura,NA,S3S4,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Baeospora myosura,Baeospora myosura,MACROFUNGI,MACROFUNGI,NA
Belonidium pruinosum,(Jerdon ex Berk. & Broome) Rehm,NA,Fungi,Ascomycota,Pezizomycotina,NA,Leotiomycetes,NA,NA,Helotiales,NA,NA,NA,Lachnaceae,NA,NA,Belonidium,pruinosum,NA,NA,NA,accepted,1031404,Belonidium pruinosum,Belonidium pruinosum,NA,NA,Howe_Sound_fungi_reviewed.csv,SRC_MACROFUNGI,NA,Belonidium pruinosum,NA,SU,Apr 2025,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Belonidium pruinosum,Belonidium pruinosum,MACROFUNGI,MACROFUNGI,NA
