scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG
Herzogiella seligeri,(Brid.) Iwats.,Silesian Feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Herzogiella,seligeri,,,,accepted,163696,Herzogiella seligeri,Herzogiella seligeri,NA,
Plagiothecium cavifolium,(Brid.) Iwats.,Round Silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,cavifolium,,,,accepted,166992,Plagiothecium cavifolium,Plagiothecium cavifolium,NA,
Pseudotaxiphyllum elegans,(Brid.) Iwats.,Elegant Silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Pseudotaxiphyllum,elegans,,,,accepted,67917,Pseudotaxiphyllum elegans,Pseudotaxiphyllum elegans,NA,
Pogonatum contortum,(Brid.) Lesq.,contorted pogonatum moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Pogonatum,contortum,,,,accepted,127042,Pogonatum contortum,Pogonatum contortum,NA,
Pleurozium schreberi,(Brid.) Mitt.,Red-stemmed Feather Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Pleurozium,schreberi,,,,accepted,130677,Pleurozium schreberi,Pleurozium schreberi,NA,
Schistidium rivulare,(Brid.) Podp.,Streamside Schistidium Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Schistidium,rivulare,,,,accepted,168584,Schistidium rivulare,Schistidium rivulare,NA,
Sciuro-hypnum starkei,(Brid.) Schimp.,Starke's Ragged Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Sciuro-hypnum,starkei,,,,accepted,1016061,Sciuro-hypnum starkei,Sciuro-hypnum starkei,NA,
Stereodon callichrous,(Bridel) Braithwaite,Downy Plait-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Stereodontaceae,,,Stereodon,callichrous,,,,accepted,1123569,Stereodon callichrous,Stereodon callichrous,NA,
Grimmia caespiticia,"(Bridel) Juratzka, Laubm. -Fl. Oesterr.-Ung.",,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Grimmia,caespiticia,,,,accepted,446732,Grimmia caespiticia,Grimmia caespiticia,NA,
Rhizomnium nudum,(Britt. & Williams) T. Kop,Naked Rhizomnium Moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Rhizomnium,nudum,,,,accepted,125090,Rhizomnium nudum,Rhizomnium nudum,NA,
Brachydontium olympicum,(Britt. in Frye) McIntosh &  Spence,Olympic Brachydontium Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Ptychomitriaceae,,,Brachydontium,olympicum,,,,accepted,156319,Brachydontium olympicum,Brachydontium olympicum,NA,
Rhytidiopsis robusta,(Broth. in Röll) Andrews ex Crum,Pipecleaner Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiopsis,robusta,,,,accepted,124461,Rhytidiopsis robusta,Rhytidiopsis robusta,NA,
Roellia roellii,(Broth. in Röll) Andrews ex Crum,Roell's Moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Roellia,roellii,,,,accepted,167944,Roellia roellii,Roellia roellii,NA,
Cyrtomnium hymenophyllum,(Bruch & Schimp. in B.S.G.) Holm,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Cyrtomnium,hymenophyllum,,,,accepted,161572,Cyrtomnium hymenophyllum,Cyrtomnium hymenophyllum,NA,
Syntrichia latifolia,(Bruch ex Hartman) Huebener,Water Screw-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Syntrichia,latifolia,,,,accepted,207978,Syntrichia latifolia,Syntrichia latifolia,NA,
Cephaloziella phyllacantha,(C. Massal. & Carestia) K. Müll.,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Cephaloziellaceae,,,Cephaloziella,phyllacantha,,,,accepted,160324,Cephaloziella phyllacantha,Cephaloziella phyllacantha,NA,
Brachythecium frigidum,(C. Müll.) Besch.,cold brachythecium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Brachythecium,frigidum,,,,accepted,123270,Brachythecium frigidum,Brachythecium frigidum,NA,
Buxbaumia viridis,(DC.) Moug. & Nestl.,Buxbaumia Moss,Plantae,Bryophyta,,,Bryopsida,,,Buxbaumiales,,,,Buxbaumiaceae,,,Buxbaumia,viridis,,,,accepted,159612,Buxbaumia viridis,Buxbaumia viridis,NA,
Syntrichia princeps,(de Not.) Mitt.,Brown Screw-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Syntrichia,princeps,,,,accepted,67915,Syntrichia princeps,Syntrichia princeps,NA,
Nardia geoscyphus,(Denot.) Lindb.,Earth-cup Flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Nardia,geoscyphus,,,,accepted,165648,Nardia geoscyphus,Nardia geoscyphus,NA,
Platyhypnum molle,(Dicks. ex Hedw.) Loeske,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Amblystegiaceae,,,Platyhypnum,molle,,,,accepted,1124092,Platyhypnum molle,Platyhypnum molle,NA,
Zygodon viridissimus,(Dicks.) Brid.,Green Yoke-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Zygodon,viridissimus,,,,accepted,170457,Zygodon viridissimus,Zygodon viridissimus,NA,
Arctoa fulvella,(Dicks.) Bruch & Schimp. B18,Tawny Fork Moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Arctoa,fulvella,,,,accepted,158575,Arctoa fulvella,Arctoa fulvella,NA,
Douinia ovata,(Dicks.) Buch,Waxy Earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Douinia,ovata,,,,accepted,56515,Douinia ovata,Douinia ovata,NA,
Apopellia endiviifolia,(Dicks.) Nebel & D.Quandt,Endive Pellia,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Pelliales,,,,Pelliaceae,,,Apopellia,endiviifolia,,,,accepted,1020161,Apopellia endiviifolia,Apopellia endiviifolia,NA,
Herbertus aduncus,(Dicks.) S. Gray,Bent Scissor-leaved Liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Herbertaceae,,,Herbertus,aduncus,,,,accepted,163684,Herbertus aduncus,Herbertus aduncus,NA,
Lophozia sp.,(Dumort.) Dumort.,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Lophoziaceae,,,Lophozia,,,,,accepted,85420,Lophozia,Lophozia,NA,
Sphagnum capillifolium,(Ehrh.) Hedw.,Northern Peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,capillifolium,,,,accepted,123958,Sphagnum capillifolium,Sphagnum capillifolium,NA,
Marsupella emarginata,(Ehrhart) Dumortier,Notched Rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Marsupella,emarginata,,,,accepted,165172,Marsupella emarginata,Marsupella emarginata,NA,
Barbilophozia hatcheri,(Evans) Loeske,Hatcher's Pawwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Anastrophyllaceae,,,Barbilophozia,hatcheri,,,,accepted,56473,Barbilophozia hatcheri,Barbilophozia hatcheri,NA,
Grimmia alpestris,(F. Weber & D. Mohr) Schleich.,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Grimmia,alpestris,,,,accepted,510020,Grimmia alpestris,Grimmia alpestris,NA,
Racomitrium ericoides,(F. Weber ex Brid.) Brid.,Dense Rock Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,ericoides,,,,accepted,167682,Racomitrium ericoides,Racomitrium ericoides,NA,
Mannia gracilis,(F. Weber) Underw.,Thin Starwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Aytoniaceae,,,Mannia,gracilis,,,,accepted,818550,Mannia gracilis,Mannia gracilis,NA,
Neoorthocaulis floerkei,(F.Weber & D.Mohr) Loeske,Floerke's Pawwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Anastrophyllaceae,,,Neoorthocaulis,floerkei,,,,accepted,1001005,Neoorthocaulis floerkei,Neoorthocaulis floerkei,NA,
Racomitrium sudeticum,(Funck) Bruch & Schimp. in B.S.G.,Slender Fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,sudeticum,,,,accepted,167695,Racomitrium sudeticum,Racomitrium sudeticum,NA,
Ptilidium pulcherrimum,(G. Web.) Hampe,Tree Fringewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Ptilidiales,,,,Ptilidiaceae,,,Ptilidium,pulcherrimum,,,,accepted,167558,Ptilidium pulcherrimum,Ptilidium pulcherrimum,NA,
Pellia neesiana,(Gottsche) Limpr.,Ring Pellia,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Pelliales,,,,Pelliaceae,,,Pellia,neesiana,,,,accepted,56461,Pellia neesiana,Pellia neesiana,NA,
Epipterygium tozeri,(Grev.) Lindb.,Tozer's Thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Epipterygium,tozeri,,,,accepted,67875,Epipterygium tozeri,Epipterygium tozeri,NA,
Sciuro-hypnum curtum,(Grout) Grout,Short-leaved Ragged Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Sciuro-hypnum,curtum,,,,accepted,983922,Sciuro-hypnum curtum,Sciuro-hypnum curtum,NA,
Scapania scandica var. scandica,(H. Arnell & Buch) Macv.,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,scandica,scandica,,,accepted,242796,Scapania scandica scandica,Scapania scandica,NA,
Sphagnum fallax,(H. Klinggräff) H. Klinggräff,Flat-top Bogmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,,Sphagnaceae,,,Sphagnum,fallax,,,,accepted,127361,Sphagnum fallax,Sphagnum fallax,NA,
Amphidium californicum,(Hampe ex Müll. Hal.) Broth.,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Amphidiaceae,,,Amphidium,californicum,,,,accepted,158304,Amphidium californicum,Amphidium californicum,NA,
Timmiella crassinervis,(Hampe) B174L.F. Koch,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Timmiella,crassinervis,,,,accepted,169775,Timmiella crassinervis,Timmiella crassinervis,NA,
Tortella inclinata,(Hedw. f.) Limpr.,Inclined Twisted Moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Tortella,inclinata,,,,accepted,169802,Tortella inclinata,Tortella inclinata,NA,
Tetraplodon mnioides,(Hedw.) B.S.G.,Slender Cruet-moss,Plantae,Bryophyta,,,Bryopsida,,,Splachnales,,,,Splachnaceae,,,Tetraplodon,mnioides,,,,accepted,133496,Tetraplodon mnioides,Tetraplodon mnioides,NA,
Antitrichia curtipendula,(Hedw.) Brid.,Pendulous Wing-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Antitrichiaceae,,,Antitrichia,curtipendula,,,,accepted,126107,Antitrichia curtipendula,Antitrichia curtipendula,NA,
Ceratodon purpureus,(Hedw.) Brid.,Redshank,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Ditrichaceae,,,Ceratodon,purpureus,,,,accepted,123117,Ceratodon purpureus,Ceratodon purpureus,NA,
Oncophorus virens,(Hedw.) Brid.,Green Spur Moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Oncophorus,virens,,,,accepted,165845,Oncophorus virens,Oncophorus virens,NA,
Paludella squarrosa,(Hedw.) Brid.,Tufted Fen-moss,Plantae,Bryophyta,,,Bryopsida,,,Splachnales,,,,Meesiaceae,,,Paludella,squarrosa,,,,accepted,166063,Paludella squarrosa,Paludella squarrosa,NA,
Racomitrium aciculare,(Hedw.) Brid.,Yellow Fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,aciculare,,,,accepted,129655,Racomitrium aciculare,Racomitrium aciculare,NA,
Racomitrium canescens,(Hedw.) Brid.,Hoary Fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,canescens,,,,accepted,167679,Racomitrium canescens,Racomitrium canescens,NA,
Racomitrium fasciculare,(Hedw.) Brid.,Clustered Rock Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,fasciculare,,,,accepted,119159,Racomitrium fasciculare,Racomitrium fasciculare,NA,
Racomitrium heterostichum,(Hedw.) Brid.,Yellow-green Rock Moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,heterostichum,,,,accepted,167683,Racomitrium heterostichum,Racomitrium heterostichum,NA,
Racomitrium lanuginosum,(Hedw.) Brid.,Woolly Fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,lanuginosum,,,,accepted,167684,Racomitrium lanuginosum,Racomitrium lanuginosum,NA,
Ulota crispa,(Hedw.) Brid.,crisped pincushion,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Ulota,crispa,,,,accepted,170060,Ulota crispa,Ulota crispa,NA,
Ditrichum heteromallum,(Hedw.) Britt.,Curve-leaved Ditrichum,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Ditrichaceae,,,Ditrichum,heteromallum,,,,accepted,161968,Ditrichum heteromallum,Ditrichum heteromallum,NA,
Blindia acuta,(Hedw.) Bruch & Schimp. B63,Sharp-leaved Blindia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Seligeriaceae,,,Blindia,acuta,,,,accepted,156309,Blindia acuta,Blindia acuta,NA,
Campylium stellatum,(Hedw.) C. Jens.,Yellow Starry Fen Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Amblystegiaceae,,,Campylium,stellatum,,,,accepted,159776,Campylium stellatum,Campylium stellatum,NA,
Ptychostomum capillare,(Hedw.) D.T.Holyoak & N.Pedersen,Capillary Thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Ptychostomum,capillare,,,,accepted,1121982,Ptychostomum capillare,Ptychostomum capillare,NA,
Ptilium crista-castrensis,(Hedw.) de Not,Ostrich-plume Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Pylaisiaceae,,,Ptilium,crista-castrensis,,,,accepted,136604,Ptilium crista-castrensis,Ptilium crista-castrensis,NA,
Lescuraea incurvata,(Hedw.) E.Lawton,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Pseudoleskeaceae,,,Lescuraea,incurvata,,,,accepted,1122801,Lescuraea incurvata,Lescuraea incurvata,NA,
Polytrichum formosum,(Hedw.) G.L. Smith,Bank Haircap Moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,formosum,,,,accepted,68290,Polytrichum formosum,Polytrichum formosum,NA,
Ditrichum pusillum,(Hedw.) Hampe,Brown Ditrichum,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Ditrichaceae,,,Ditrichum,pusillum,,,,accepted,161972,Ditrichum pusillum,Ditrichum pusillum,NA,
Trematodon ambiguus,(Hedw.) Hornsch.,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Bruchiaceae,,,Trematodon,ambiguus,,,,accepted,155766,Trematodon ambiguus,Trematodon ambiguus,NA,
Kiaeria falcata,(Hedw.) I. Hag.,Sickle-leaved Fork Moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Kiaeria,falcata,,,,accepted,164348,Kiaeria falcata,Kiaeria falcata,NA,
Hygrohypnum luridum,(Hedw.) Jenn.,Drab Brook-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Amblystegiaceae,,,Hygrohypnum,luridum,,,,accepted,163891,Hygrohypnum luridum,Hygrohypnum luridum,NA,
Calliergon cordifolium,(Hedw.) Kindb.,Heart-leaved Spear-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Calliergonaceae,,,Calliergon,cordifolium,,,,accepted,143535,Calliergon cordifolium,Calliergon cordifolium,NA,
Sanionia uncinata,(Hedw.) L+B61oeske,Sickle-leaved Hook-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Scorpidiaceae,,,Sanionia,uncinata,,,,accepted,168421,Sanionia uncinata,Sanionia uncinata,NA,
Tortella tortuosa,(Hedw.) Limpr.,Twisted Moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Tortella,tortuosa,,,,accepted,134215,Tortella tortuosa,Tortella tortuosa,NA,
Conostomum tetragonum,(Hedw.) Lindb,Helmet-moss,Plantae,Bryophyta,,,Bryopsida,,,Bartramiales,,,,Bartramiaceae,,,Conostomum,tetragonum,,,,accepted,160833,Conostomum tetragonum,Conostomum tetragonum,NA,
Pohlia andalusica,(Hedw.) Lindb,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Pohlia,andalusica,,,,accepted,167122,Pohlia andalusica,Pohlia andalusica,NA,
Pohlia annotina,(Hedw.) Lindb.,Pale-fruited Thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Pohlia,annotina,,,,accepted,167124,Pohlia annotina,Pohlia annotina,NA,
Pohlia cruda,(Hedw.) Lindb.,Opal Nodding Moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Pohlia,cruda,,,,accepted,167133,Pohlia cruda,Pohlia cruda,NA,
Pohlia nutans,(Hedw.) Lindb.,nodding thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Pohlia,nutans,,,,accepted,154170,Pohlia nutans,Pohlia nutans,NA,
Dicranoweisia cirrata,(Hedw.) Lindb. ex Milde,Common Pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Rhabdoweisiaceae,,,Dicranoweisia,cirrata,,,,accepted,67949,Dicranoweisia cirrata,Dicranoweisia cirrata,NA,
Calliergonella cuspidata,(Hedw.) Loeske,Pointed Spear-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Pylaisiaceae,,,Calliergonella,cuspidata,,,,accepted,159669,Calliergonella cuspidata,Calliergonella cuspidata,NA,
Warnstorfia fluitans,(Hedw.) Loeske,Floating Hook Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Calliergonaceae,,,Warnstorfia,fluitans,,,,accepted,155732,Warnstorfia fluitans,Warnstorfia fluitans,NA,
Atrichum undulatum,(Hedw.) P. Beauv.,Catherine's moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Atrichum,undulatum,,,,accepted,124155,Atrichum undulatum,Atrichum undulatum,NA,
Hedwigia ciliata,(Hedw.) P. Beauv.,Ciliate Hoarmoss,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,,Hedwigiaceae,,,Hedwigia,ciliata,,,,accepted,163550,Hedwigia ciliata,Hedwigia ciliata,NA,
Pogonatum urnigerum,(Hedw.) P. Beauv.,Urn Hair Moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Pogonatum,urnigerum,,,,accepted,167121,Pogonatum urnigerum,Pogonatum urnigerum,NA,
Dicranella cerviculata,(Hedw.) Schimp,Red-neck Forklet-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranellaceae,,,Dicranella,cerviculata,,,,accepted,161830,Dicranella cerviculata,Dicranella cerviculata,NA,
Dicranella heteromalla,(Hedw.) Schimp,Silky Forklet-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranellaceae,,,Dicranella,heteromalla,,,,accepted,67876,Dicranella heteromalla,Dicranella heteromalla,NA,
Amblystegium serpens,(Hedw.) Schimp.,creeping feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Amblystegiaceae,,,Amblystegium,serpens,,,,accepted,154122,Amblystegium serpens,Amblystegium serpens,NA,
Amphidium lapponicum,(Hedw.) Schimp.,Lapland Amphidium Moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Amphidiaceae,,,Amphidium,lapponicum,,,,accepted,158305,Amphidium lapponicum,Amphidium lapponicum,NA,
Homalia trichomanoides var. trichomanoides,(Hedw.) Schimp.,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Neckeraceae,,,Homalia,trichomanoides,trichomanoides,,,accepted,1568229,Homalia trichomanoides trichomanoides,Homalia trichomanoides,NA,
Hylocomium splendens,(Hedw.) Schimp.,stairstep moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,splendens,,,,accepted,122555,Hylocomium splendens,Hylocomium splendens,NA,
Sciuro-hypnum plumosum,(Hedw.) Schimp.,Rusty Ragged Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Sciuro-hypnum,plumosum,,,,accepted,156142,Sciuro-hypnum plumosum,Sciuro-hypnum plumosum,NA,
Trichodon cylindricus var. cylindricus,(Hedw.) Schimp.,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Ditrichaceae,,,Trichodon,cylindricus,cylindricus,,,accepted,243286,Trichodon cylindricus cylindricus,Trichodon cylindricus,NA,
Brachythecium rutabulum,(Hedw.) Schimp. .,Rough-stalked Feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Brachythecium,rutabulum,,,,accepted,159407,Brachythecium rutabulum,Brachythecium rutabulum,NA,
Brachytheciastrum velutinum var. velutinum,(Hedw.) Schimp. B88,Velvet Ragged Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Brachytheciastrum,velutinum,velutinum,,,accepted,1122135,Brachytheciastrum velutinum velutinum,Brachytheciastrum velutinum,NA,
Plagiothecium denticulatum,(Hedw.) Schimp. in B.S.G,Toothed Plagiothecium Moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,denticulatum,,,,accepted,166993,Plagiothecium denticulatum,Plagiothecium denticulatum,NA,
Brachythecium albicans,(Hedw.) Schimp. in B.S.G.,Whitish Feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Brachythecium,albicans,,,,accepted,123771,Brachythecium albicans,Brachythecium albicans,NA,
Aulacomnium androgynum,(Hedw.) Schwägr.,Bud-headed Groove-moss,Plantae,Bryophyta,,,Bryopsida,,,Aulacomniales,,,,Aulacomniaceae,,,Aulacomnium,androgynum,,,,accepted,124384,Aulacomnium androgynum,Aulacomnium androgynum,NA,
Aulacomnium palustre,(Hedw.) Schwägr.,ribbed bog moss,Plantae,Bryophyta,,,Bryopsida,,,Aulacomniales,,,,Aulacomniaceae,,,Aulacomnium,palustre,,,,accepted,154189,Aulacomnium palustre,Aulacomnium palustre,NA,
