scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG
Aureoboletus mirabilis,(Murrill) Murrill,admirable bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Xerocomoideae,,Aureoboletus,mirabilis,,,,accepted,790782,Aureoboletus mirabilis,Aureoboletus mirabilis,NA,
Auriscalpium vulgare,Gray,Earpick Fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Auriscalpiaceae,,,Auriscalpium,vulgare,,,,accepted,55175,Auriscalpium vulgare,Auriscalpium vulgare,NA,
Australoporus tasmanicus,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Australoporus,tasmanicus,,,,accepted,407447,Australoporus tasmanicus,Australoporus tasmanicus,NA,
Baeospora myosura,,Conifercone Cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Cyphellaceae,,,Baeospora,myosura,,,,accepted,118349,Baeospora myosura,Baeospora myosura,NA,
Belonidium pruinosum,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Lachnaceae,,,Belonidium,pruinosum,,,,accepted,1031404,Belonidium pruinosum,Belonidium pruinosum,NA,
Bertia moriformis,,Wood Mulberry,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Coronophorales,,,,Bertiaceae,,,Bertia,moriformis,,,,accepted,381382,Bertia moriformis,Bertia moriformis,NA,
Bjerkandera adusta,,Smoky polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Phanerochaetaceae,,,Bjerkandera,adusta,,,,accepted,118038,Bjerkandera adusta,Bjerkandera adusta,NA,
Bolbitius reticulatus,,Netted Fieldcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Bolbitiaceae,,,Bolbitius,reticulatus,,,,accepted,205149,Bolbitius reticulatus,Bolbitius reticulatus,NA,
Bolbitius titubans,(Bull.) Fr.,yellow fieldcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Bolbitiaceae,,,Bolbitius,titubans,,,,accepted,55474,Bolbitius titubans,Bolbitius titubans,NA,
Boletus edulis,Bull.,King Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Boletoideae,,Boletus,edulis,,,,accepted,48701,Boletus edulis,Boletus edulis,NA,
Boletus smithii,,Smith's Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Boletoideae,,Boletus,smithii,,,,accepted,416423,Boletus smithii,Boletus smithii,NA,
Bondarzewia occidentalis,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Bondarzewiaceae,,,Bondarzewia,occidentalis,,,,accepted,559719,Bondarzewia occidentalis,Bondarzewia occidentalis,NA,
Bovista plumbea,,Lead-grey Puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Lycoperdaceae,,,Bovista,plumbea,,,,accepted,118132,Bovista plumbea,Bovista plumbea,NA,
Byssomerulius corium,(Pers.) Parmasto,Netted Crust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Irpicaceae,,,Byssomerulius,corium,,,,accepted,118073,Byssomerulius corium,Byssomerulius corium,NA,
Calcipostia guttulata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Postiaceae,,,Calcipostia,guttulata,,,,accepted,959318,Calcipostia guttulata,Calcipostia guttulata,NA,
Callistosporium luteo-olivaceum,,Olive Lute,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Callistosporiaceae,,,Callistosporium,luteo-olivaceum,,,,accepted,118354,Callistosporium luteo-olivaceum,Callistosporium luteo-olivaceum,NA,
Caloboletus conifericola,,Dark Bitter Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Suillelloideae,,Caloboletus,conifericola,,,,accepted,780450,Caloboletus conifericola,Caloboletus conifericola,NA,
Calocera cornea,(Batsch) Fr.,club-like tuning fork,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Calocera,cornea,,,,accepted,118027,Calocera cornea,Calocera cornea,NA,
Calocera viscosa,(Pers.) Fr.,Jelly-antler,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Calocera,viscosa,,,,accepted,63405,Calocera viscosa,Calocera viscosa,NA,
Caloscypha fulgens,(Pers.) Boud.,Spring Orange Peel Fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Caloscyphaceae,,,Caloscypha,fulgens,,,,accepted,153035,Caloscypha fulgens,Caloscypha fulgens,NA,
Calvatia booniana,A.H. Smith,Western Giant Puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Lycoperdaceae,,,Calvatia,booniana,,,,accepted,69818,Calvatia booniana,Calvatia booniana,NA,
Calycina citrina,(Hedw.) Gray,Yellow Fairy Cups,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,,,,accepted,955949,Calycina citrina,Calycina citrina,NA,
Calyptospora columnaris,(Kuehn) Kleb.,Huckleberry Broom Rust Fungus,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Melampsorineae,,,Pucciniastraceae,,,Calyptospora,columnaris,,,,unaccepted,1023789,Calyptospora columnaris,Calyptospora columnaris,NA,
Candolleomyces candolleanus,,Pale Brittlestem,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Candolleomyces,candolleanus,,,,accepted,1179954,Candolleomyces candolleanus,Candolleomyces candolleanus,NA,
Cantharellula umbonata,,The Humpback,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Lichenomphalioideae,Cantharelluleae,Cantharellula,umbonata,,,,accepted,341438,Cantharellula umbonata,Cantharellula umbonata,NA,
Cantharellus formosus,Corner,Pacific Golden Chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Cantharellus,formosus,,,,accepted,120443,Cantharellus formosus,Cantharellus formosus,NA,
Cantharellus roseocanus,,Rainbow Chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Cantharellus,roseocanus,,,,accepted,499666,Cantharellus roseocanus,Cantharellus roseocanus,NA,
Cantharellus subalbidus,,White Chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Cantharellus,subalbidus,,,,accepted,54132,Cantharellus subalbidus,Cantharellus subalbidus,NA,
Capitotricha bicolor,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Lachnaceae,,,Capitotricha,bicolor,,,,accepted,381494,Capitotricha bicolor,Capitotricha bicolor,NA,
Cerrena unicolor,(Bull.) Murrill,Mossy Maze Polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Cerrenaceae,,,Cerrena,unicolor,,,,accepted,194476,Cerrena unicolor,Cerrena unicolor,NA,
Chalciporus piperatus,,Peppery Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Chalciporoideae,,Chalciporus,piperatus,,,,accepted,147354,Chalciporus piperatus,Chalciporus piperatus,NA,
Chlorociboria aeruginosa,,Turquoise Elfcup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Chlorociboriaceae,,,Chlorociboria,aeruginosa,,,,accepted,117999,Chlorociboria aeruginosa,Chlorociboria aeruginosa,NA,
Chlorophyllum brunneum,,Shaggy Parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,Agariceae,Chlorophyllum,brunneum,,,,accepted,58693,Chlorophyllum brunneum,Chlorophyllum brunneum,NA,
Chlorophyllum olivieri,,Olive Shaggy Parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,Agariceae,Chlorophyllum,olivieri,,,,accepted,424530,Chlorophyllum olivieri,Chlorophyllum olivieri,NA,
Chlorophyllum rhacodes,,Shaggy Parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,Agariceae,Chlorophyllum,rhacodes,,,,accepted,56535,Chlorophyllum rhacodes,Chlorophyllum rhacodes,NA,
Chloroscypha flavida,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Chloroscypha,flavida,,,,accepted,483993,Chloroscypha flavida,Chloroscypha flavida,NA,
Chondrostereum purpureum,,Silverleaf Fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Cyphellaceae,,,Chondrostereum,purpureum,,,,accepted,118036,Chondrostereum purpureum,Chondrostereum purpureum,NA,
Chroogomphus tomentosus,,Woolly Pine Spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Gomphidiaceae,,,Chroogomphus,tomentosus,,,,accepted,48639,Chroogomphus tomentosus,Chroogomphus tomentosus,NA,
Chrysomphalina aurantiaca,(Wulfen) Maire,Orange Chrysomphalina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,aurantiaca,,,,accepted,343259,Chrysomphalina aurantiaca,Chrysomphalina aurantiaca,NA,
Ciboria rufofusca,,Chocolate Cone Cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Sclerotiniaceae,,,Ciboria,rufofusca,,,,accepted,326843,Ciboria rufofusca,Ciboria rufofusca,NA,
Cirrenalia macrocephala,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Microascales,,,,Halosphaeriaceae,,,Cirrenalia,macrocephala,,,,accepted,1040645,Cirrenalia macrocephala,Cirrenalia macrocephala,NA,
Clavaria fragilis,,Fairy Fingers,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,,Clavariaceae,,,Clavaria,fragilis,,,,accepted,53885,Clavaria fragilis,Clavaria fragilis,NA,
Clavicorona taxophila,,yew club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,,Clavariaceae,,,Clavicorona,taxophila,,,,accepted,499757,Clavicorona taxophila,Clavicorona taxophila,NA,
Clavulina coralloides,(L.) J. Schröt.,White Coral Fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Clavulina,coralloides,,,,accepted,63260,Clavulina coralloides,Clavulina coralloides,NA,
Clavulina rugosa,(Bull.) J. Schröt.,wrinkled club fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Clavulina,rugosa,,,,accepted,81961,Clavulina rugosa,Clavulina rugosa,NA,
Clavulinopsis laeticolor,(Berk. & M.A. Curtis) R.H. Petersen,Handsome Club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,,Clavariaceae,,,Clavulinopsis,laeticolor,,,,accepted,55273,Clavulinopsis laeticolor,Clavulinopsis laeticolor,NA,
Clitopilus prunulus,,Sweetbread Mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Entolomataceae,,,Clitopilus,prunulus,,,,accepted,64708,Clitopilus prunulus,Clitopilus prunulus,NA,
Coccomyces dentatus,,Map Fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Coccomyces,dentatus,,,,accepted,464803,Coccomyces dentatus,Coccomyces dentatus,NA,
Colacogloea peniophorae,,,Fungi,Basidiomycota,Pucciniomycotina,,Microbotryomycetes,,,,,,,Colacogloeaceae,,,Colacogloea,peniophorae,,,,accepted,748597,Colacogloea peniophorae,Colacogloea peniophorae,NA,
Collemopsidium foveolatum,,,Fungi,Ascomycota,Pezizomycotina,,Collemopsidiomycetes,,,Collemopsidiales,,,,Xanthopyreniaceae,,,Collemopsidium,foveolatum,,,,accepted,462768,Collemopsidium foveolatum,Collemopsidium foveolatum,NA,
Collybia cirrhata,,Piggyback Shanklet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Clitocybaceae,,,Collybia,cirrhata,,,,accepted,340979,Collybia cirrhata,Collybia cirrhata,NA,
Collybia nuda,,Blewit,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Clitocybaceae,,,Collybia,nuda,,,,accepted,1525548,Collybia nuda,Collybia nuda,NA,
Collybia phyllophila,,Frosty Funnel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Clitocybaceae,,,Collybia,phyllophila,,,,accepted,1525529,Collybia phyllophila,Collybia phyllophila,NA,
Collybiopsis confluens,,clustered toughshank,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Omphalotaceae,,,Collybiopsis,confluens,,,,accepted,1275338,Collybiopsis confluens,Collybiopsis confluens,NA,
Collybiopsis peronata,(Bolton) J.S. Oliveira,Wood Woolly-foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Omphalotaceae,,,Collybiopsis,peronata,,,,unaccepted,1275360,Collybiopsis peronata,Collybiopsis peronata,NA,
Coltricia perennis,,Brown Funnel Polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,,Coltriciaceae,,,Coltricia,perennis,,,,accepted,118034,Coltricia perennis,Coltricia perennis,NA,
Coniophora arida,,dry duster,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Coniophoraceae,,,Coniophora,arida,,,,accepted,118050,Coniophora arida,Coniophora arida,NA,
Coniophora puteana,,wet rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Coniophoraceae,,,Coniophora,puteana,,,,accepted,154741,Coniophora puteana,Coniophora puteana,NA,
Connopus acervatus,,Cluster Cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Omphalotaceae,,,Connopus,acervatus,,,,accepted,565396,Connopus acervatus,Connopus acervatus,NA,
Coprinellus micaceus,"(Bull.:Fr.) Vilgalys, Hopple & Jacq. Johnson",mica cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Coprinellus,micaceus,,,,accepted,56318,Coprinellus micaceus,Coprinellus micaceus,NA,
Coprinopsis atramentaria,(Bull.:Fr.) Redhead,Common Ink Cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Coprinopsis,atramentaria,,,,accepted,48521,Coprinopsis atramentaria,Coprinopsis atramentaria,NA,
Coprinopsis lagopus,"(Fr.) Redhead, Vilgalys & Moncalvo",hare's foot inkcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Coprinopsis,lagopus,,,,accepted,55605,Coprinopsis lagopus,Coprinopsis lagopus,NA,
