scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG
Caloplaca atrosanguinea,(Turner) J.R. Laundon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Caloplacoideae,,Caloplaca,atrosanguinea,,,,accepted,215787,Caloplaca atrosanguinea,Caloplaca atrosanguinea,NA,
Candelariella sp.,M�ll. Arg.,Goldspeck Lichens,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Candelariales,,,,Candelariaceae,,,Candelariella,,,,,accepted,155094,Candelariella,Candelariella,NA,
Cetraria aculeata,(Schreber) Ach,Spiny Heath Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetraria,aculeata,,,,unaccepted,54351,Cetraria aculeata,Cetraria aculeata,NA,
Cetraria ericetorum var. reticulata,(R�s�nen) K�rnefelt,Net-forming Iceland Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetraria,ericetorum,reticulata,,,accepted,210373,Cetraria ericetorum reticulata,Cetraria ericetorum,NA,
Cetraria islandica,(L.) Ach.,Iceland Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetraria,islandica,,,,accepted,180450,Cetraria islandica,Cetraria islandica,NA,
Cetrelia cetrarioides,(Duby) Culb. & C. Culb.,Speckled Rag Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Cetrelia,cetrarioides,,,,accepted,154457,Cetrelia cetrarioides,Cetrelia cetrarioides,NA,
Chaenotheca furfuracea,(L.) Tibell,Sulphur Stubble Lichen,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Coniocybales,,,,Coniocybaceae,,,Chaenotheca,furfuracea,,,,accepted,117939,Chaenotheca furfuracea,Chaenotheca furfuracea,NA,
Circinaria contorta,(Hoffm.) A. Nordin,Chiseled Sunken Disk Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Megasporaceae,,,Circinaria,contorta,,,,accepted,462706,Circinaria contorta,Circinaria contorta,NA,
Circinaria leprosescens,(Anzi) A. Nordin,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Megasporaceae,,,Circinaria,leprosescens,,,,accepted,462710,Circinaria leprosescens,Circinaria leprosescens,NA,
Cladonia albonigra,Brodo & Ahti,Black-footed Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,albonigra,,,,accepted,194699,Cladonia albonigra,Cladonia albonigra,NA,
Cladonia arbuscula,(Wallr.) Flot.,Green Reindeer Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,arbuscula,,,,accepted,320843,Cladonia arbuscula,Cladonia arbuscula,NA,
Cladonia arbuscula ssp. beringiana,(Wallr.) Hale & Culb.,Bering Reindeer Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,arbuscula,,beringiana,,accepted,340871,Cladonia arbuscula beringiana,Cladonia arbuscula beringiana,NA,
Cladonia arbuscula ssp. mitis,Sandst.,Green Reindeer Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,arbuscula,,mitis,,accepted,462714,Cladonia arbuscula mitis,Cladonia arbuscula mitis,NA,
Cladonia asahinae,J.W. Thomson,Western Pixie-cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,asahinae,,,,accepted,210582,Cladonia asahinae,Cladonia asahinae,NA,
Cladonia bellidiflora,(Ach.) Schaer.,Toy Soldiers,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,,,,accepted,123391,Cladonia bellidiflora,Cladonia bellidiflora,NA,
Cladonia borealis,S. Stenroos,Boreal Cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,borealis,,,,accepted,217075,Cladonia borealis,Cladonia borealis,NA,
Cladonia cariosa,(Ach.) Sprengel,Split-peg Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cariosa,,,,accepted,179750,Cladonia cariosa,Cladonia cariosa,NA,
Cladonia carneola,(Fr.) .Fr.,Crowned Pixie-cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,carneola,,,,accepted,194513,Cladonia carneola,Cladonia carneola,NA,
Cladonia cenotea,(Ach.) Schaer.,Powdered Funnel Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cenotea,,,,accepted,180456,Cladonia cenotea,Cladonia cenotea,NA,
Cladonia cervicornis,(Ach.) Flot.,Browned Pixie-cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cervicornis,,,,accepted,54284,Cladonia cervicornis,Cladonia cervicornis,NA,
Cladonia chlorophaea,(Flörke ex Sommerf.) Sprengel.,Mealy Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,chlorophaea,,,,accepted,49488,Cladonia chlorophaea,Cladonia chlorophaea,NA,
Cladonia ciliata,Stirt.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,ciliata,,,,accepted,340964,Cladonia ciliata,Cladonia ciliata,NA,
Cladonia coccifera,(L.) Willd.,madame's cup lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coccifera,,,,accepted,60544,Cladonia coccifera,Cladonia coccifera,NA,
Cladonia coniocraea,(Flörke) Spreng,Common Powderhorn,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,,,,accepted,155093,Cladonia coniocraea,Cladonia coniocraea,NA,
Cladonia cornuta,(L.) Hoffm.,Bighorn Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cornuta,,,,accepted,179035,Cladonia cornuta,Cladonia cornuta,NA,
Cladonia crispata var. crispata,(Ach.)Fflot.,Greater Organ-pipe Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,crispata,crispata,,,accepted,240032,Cladonia crispata crispata,Cladonia crispata crispata,NA,
Cladonia cristatella,Tuck.,British soldier lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cristatella,,,,accepted,119669,Cladonia cristatella,Cladonia cristatella,NA,
Cladonia deformis,(l.) Hoffm.,Lesser Sulphur-cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,deformis,,,,accepted,119887,Cladonia deformis,Cladonia deformis,NA,
Cladonia ecmocyna,(Robbins) Ahti,frosted cup lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,ecmocyna,,,,accepted,179859,Cladonia ecmocyna,Cladonia ecmocyna,NA,
Cladonia fimbriata,(L.) Fr.,Trumpet Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,fimbriata,,,,accepted,179037,Cladonia fimbriata,Cladonia fimbriata,NA,
Cladonia furcata,(Tuck.) Brodo & D. Hawksw.,many-forked cladonia,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,furcata,,,,accepted,54607,Cladonia furcata,Cladonia furcata,NA,
Cladonia gracilis,(L.) Willd.,Smooth Horn Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,gracilis,,,,accepted,121212,Cladonia gracilis,Cladonia gracilis,NA,
Cladonia gracilis ssp. turbinata,(L.) Willd. (Ach.) Ahti,NA,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,gracilis,,turbinata,,unknown,235279,Cladonia gracilis turbinata,Cladonia gracilis turbinata,NA,
Cladonia macilenta,Hoffm.,Lipstick Powderhorn,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,,,,accepted,117950,Cladonia macilenta,Cladonia macilenta,NA,
Cladonia macilenta var. bacillaris,(Ach.) Schaer.,Brown Pin Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,bacillaris,,,accepted,240034,Cladonia macilenta bacillaris,Cladonia macilenta bacillaris,NA,
Cladonia macrophyllodes,Nyl.,Large-leaved Cladonia,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macrophyllodes,,,,accepted,217120,Cladonia macrophyllodes,Cladonia macrophyllodes,NA,
Cladonia merochlorophaea,"Asahina, J. ",Gritty Pixie-cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,merochlorophaea,,,,accepted,217124,Cladonia merochlorophaea,Cladonia merochlorophaea,NA,
Cladonia multiformis,G. Merr.,Sieve Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,multiformis,,,,accepted,180474,Cladonia multiformis,Cladonia multiformis,NA,
Cladonia nitens,Ahti,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,nitens,,,,accepted,458741,Cladonia nitens,Cladonia nitens,NA,
Cladonia norvegica,T�nsberg & Holien,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,norvegica,,,,accepted,217129,Cladonia norvegica,Cladonia norvegica,NA,
Cladonia ochrochlora,Fl�rke,Smooth-footed Powderhorn,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,ochrochlora,,,,accepted,203713,Cladonia ochrochlora,Cladonia ochrochlora,NA,
Cladonia phyllophora,Ehrh. ex Hoffm,Felt Horn Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,phyllophora,,,,accepted,180480,Cladonia phyllophora,Cladonia phyllophora,NA,
Cladonia pleurota,(Flörke) Schaer.,Red-fruited Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,pleurota,,,,accepted,180467,Cladonia pleurota,Cladonia pleurota,NA,
Cladonia polydactyla,(Flörke) Spreng.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,polydactyla,,,,accepted,60542,Cladonia polydactyla,Cladonia polydactyla,NA,
Cladonia portentosa ssp. pacifica,(Dufour) Coem.,Maritime Reindeer Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,,pacifica,,accepted,340879,Cladonia portentosa pacifica,Cladonia portentosa pacifica,NA,
Cladonia prolifica,Ahti & S. Hammer.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,prolifica,,,,accepted,217139,Cladonia prolifica,Cladonia prolifica,NA,
Cladonia pyxidata,(l.) hoffm.,Pebbled Pixie Cup,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,pyxidata,,,,accepted,123894,Cladonia pyxidata,Cladonia pyxidata,NA,
Cladonia rangiferina,(L.) Nyl.,gray reindeer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,,,,accepted,119778,Cladonia rangiferina,Cladonia rangiferina,NA,
Cladonia rei,Schaer.,Wand Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rei,,,,accepted,180482,Cladonia rei,Cladonia rei,NA,
Cladonia scabriuscula,(Delise) Nyl.,Mealy Forked Cladonia,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,scabriuscula,,,,accepted,217148,Cladonia scabriuscula,Cladonia scabriuscula,NA,
Cladonia squamosa,Hoffm.,Dragon Horn,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,,,,accepted,117963,Cladonia squamosa,Cladonia squamosa,NA,
Cladonia stricta,(nyl.) nyl.,Lesser Pied Pixie Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,stricta,,,,accepted,217154,Cladonia stricta,Cladonia stricta,NA,
Cladonia subfurcata,(Nyl.) Arnold,Rosegarden Pixie Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,subfurcata,,,,accepted,217156,Cladonia subfurcata,Cladonia subfurcata,NA,
Cladonia subsquamosa,Krempelh.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,subsquamosa,,,,accepted,217159,Cladonia subsquamosa,Cladonia subsquamosa,NA,
Cladonia subulata,(L.) Weber ex F. H. Wigg.,Antlered Powderhorn,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,subulata,,,,accepted,117948,Cladonia subulata,Cladonia subulata,NA,
Cladonia sulphurina,(Michaux) Fr.,Greater Sulphur-cup Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,sulphurina,,,,accepted,119886,Cladonia sulphurina,Cladonia sulphurina,NA,
Cladonia symphycarpa,(Flörke) Fr. ; (Flörke) Fr.,Split-peg Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,symphycarpa,,,,unaccepted,217160,Cladonia symphycarpa,Cladonia symphycarpa,NA,
Cladonia transcendens,(Vain.) Vain.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,transcendens,,,,accepted,179038,Cladonia transcendens,Cladonia transcendens,NA,
Cladonia umbricola,Tønsberg & Ahti.,Shaded Cladonia,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,umbricola,,,,accepted,194721,Cladonia umbricola,Cladonia umbricola,NA,
Cladonia uncialis,(l.) F. H. Wigg.,Thorn Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,uncialis,,,,accepted,121208,Cladonia uncialis,Cladonia uncialis,NA,
Cladonia verruculosa,(Vain.) Ahti,Western Wand Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,verruculosa,,,,accepted,155194,Cladonia verruculosa,Cladonia verruculosa,NA,
Cyclohymenia epilithica,Henssen,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Cyclohymenia,epilithica,,,,accepted,1074418,Cyclohymenia epilithica,Cyclohymenia epilithica,NA,
Dermatocarpon miniatum,(L.) W. Mann,,Fungi,Basidiomycota,Agaricomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,,,,,,unknown,0,,Dermatocarpon miniatum,NA,
Dermatocarpon reticulatum,H. Magn.,,Fungi,Basidiomycota,Agaricomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,,,,,,unknown,0,,Dermatocarpon reticulatum,NA,
Diploschistes scruposus,(Schreber) Norman,Crater Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Diploschistes,scruposus,,,,accepted,117945,Diploschistes scruposus,Diploschistes scruposus,NA,
Evernia prunastri,(L.) Ach.,Oakmoss,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,,,,accepted,123175,Evernia prunastri,Evernia prunastri,NA,
Flavoplaca marina,(Wedd.) Arup,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,marina,,,,accepted,462953,Flavoplaca marina,Flavoplaca marina,NA,
Fuscopannaria cyanolepra,(Tuck.) P.M. J�rg.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Pannariaceae,,,Fuscopannaria,cyanolepra,,,,accepted,220254,Fuscopannaria cyanolepra,Fuscopannaria cyanolepra,NA,
Fuscopannaria leucostictoides,(Ohlsson) P.M. J�rg.,Petaled Shingle Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Pannariaceae,,,Fuscopannaria,leucostictoides,,,,accepted,117944,Fuscopannaria leucostictoides,Fuscopannaria leucostictoides,NA,
Glaucomaria carpinea,(L.) Vain.,Rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Glaucomaria,carpinea,,,,unaccepted,1624678,Glaucomaria carpinea,Glaucomaria carpinea,NA,
