"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"31","Coccomyces tumidus",747608,"Coccomyces tumidus",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Rhytismatales",NA,NA,NA,"Rhytismataceae","","","Coccomyces","tumidus","iNat:21190885",49.340467,-123.26957,"2019-03-12",NA,NA,"Derek Killby","false","research",4
"32","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:21858631",49.395006,-123.36036,"2019-03-31",NA,NA,"Ben Keen","false","research",30
"33","Nectria cinnabarina",118012,"Nectria cinnabarina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Nectriaceae","","","Nectria","cinnabarina","iNat:22489965",49.394579,-123.348812,"2019-04-14",NA,NA,"Ben Keen","false","research",10
"34","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:22489991",49.394563,-123.349679,"2019-04-14",NA,NA,"Ben Keen","false","research",10
"35","Morchella importuna",487375,"Morchella importuna",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Morchellaceae","","","Morchella","importuna","iNat:22734908",49.401577,-123.512184,"2019-04-19",NA,NA,"","false","research",5
"36","Caloscypha fulgens",153035,"Caloscypha fulgens",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Caloscyphaceae","","","Caloscypha","fulgens","iNat:23208350",49.751667,-123.135559,"2019-04-23",NA,NA,"Samantha Leigh","false","research",NA
"37","Mitrula elegans",320702,"Mitrula elegans",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Mitrulaceae","","","Mitrula","elegans","iNat:27188985",49.39664,-123.204376,"2019-06-16",NA,NA,"Robby Deans","false","research",156
"38","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:29726685",49.793288,-123.129783,"2019-07-27",NA,NA,"Stefanie Ney-Green","false","research",3306
"39","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:30452753",49.769235,-123.121473,"2019-08-06",NA,NA,"","false","research",171
"40","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:30921251",49.792335,-123.120449,"2019-08-15",NA,NA,"","false","research",20
"41","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:31010677",49.397794,-123.358455,"2019-08-17",NA,NA,"Ben Keen","false","research",263
"42","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:31434276",49.737031,-123.057035,"2019-08-18",NA,NA,"Tiffany Theden","false","research",10
"43","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:31434849",49.733293,-123.065855,"2019-08-18",NA,NA,"Tiffany Theden","false","research",10
"44","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:31435547",49.732575,-123.062906,"2019-08-19",NA,NA,"Tiffany Theden","false","research",10
"45","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:32036544",49.706112,-123.112221,"2019-09-02",NA,NA,"","false","research",NA
"46","Gyromitra infula",117994,"Gyromitra infula",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Discinaceae","","","Gyromitra","infula","iNat:32119690",49.951172,-123.093903,"2019-08-24",NA,NA,"Geneviève Reynolds","false","research",48
"47","Plectania melastoma",344501,"Plectania melastoma",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Sarcosomataceae","","","Plectania","melastoma","iNat:32119702",49.949946,-123.089366,"2019-08-24",NA,NA,"Geneviève Reynolds","false","research",58
"48","Scutellinia",49138,"Scutellinia",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Pyronemataceae","","","Scutellinia","","iNat:32128053",49.945881,-123.065017,"2019-08-25",NA,NA,"Geneviève Reynolds","false","research",24
"49","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:32307737",49.372487,-123.348593,"2019-09-07",NA,NA,"Nick Page","false","research",48
"50","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:32796197",49.39955,-123.455044,"2019-07-12",NA,NA,"Tiny Tina","false","research",698
"51","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:33246009",49.416583,-123.48458,"2019-09-18",NA,NA,"Nicola Rammell","false","research",3510
"52","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:33350540",49.788341,-123.135875,"2019-09-24",NA,NA,"Chris Sullivan","false","research",12
"53","Calycina citrina",955949,"Calycina citrina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Pezizellaceae","","","Calycina","citrina","iNat:33462951",49.391884,-123.371185,"2019-09-26",NA,NA,"Ben Keen","false","research",NA
"54","Hypomyces lactifluorum",48215,"Hypomyces lactifluorum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Hypocreomycetidae",NA,"Hypocreales",NA,NA,NA,"Hypocreaceae","","","Hypomyces","lactifluorum","iNat:33865990",49.721328,-123.087495,"2019-09-27",NA,NA,"Erin Galloway","false","research",16
"55","Aleuria aurantia",48716,"Aleuria aurantia",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Pyronemataceae","","","Aleuria","aurantia","iNat:33920435",49.388721,-123.367645,"2019-10-05",NA,NA,"Ben Keen","false","research",NA
"56","Xylaria polymorpha",58698,"Xylaria polymorpha",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Xylaria","polymorpha","iNat:33930970",49.720066,-123.096047,"2019-10-05",NA,NA,"judith holm","false","research",31
"57","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Helvellaceae","","","Helvella","vespertina","iNat:33987944",49.356752,-123.23905,"2019-10-06",NA,NA,"Rhiannon Fox","false","research",1341
"58","Calycina citrina",955949,"Calycina citrina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Pezizellaceae","","","Calycina","citrina","iNat:34273607",49.384895,-123.372391,"2019-10-12",NA,NA,"Ben Keen","false","research",NA
"59","Gyromitra infula",117994,"Gyromitra infula",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Discinaceae","","","Gyromitra","infula","iNat:34273998",49.400148,-123.205868,"2019-10-06",NA,NA,"John Martin","false","research",NA
"60","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:34284150",49.400967,-123.210492,"2019-10-06",NA,NA,"John Martin","false","research",NA
"61","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Xylaria","hypoxylon","iNat:34664114",49.380821,-123.4049,"2019-10-20",NA,NA,"Ben Keen","false","research",NA
"62","Calycina citrina",955949,"Calycina citrina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Pezizellaceae","","","Calycina","citrina","iNat:34664230",49.380791,-123.405144,"2019-10-20",NA,NA,"Ben Keen","false","research",NA
"63","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:34758012",49.400938,-123.20979,"2019-10-06",NA,NA,"","false","research",NA
"64","Gyromitra infula",117994,"Gyromitra infula",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Discinaceae","","","Gyromitra","infula","iNat:34758899",49.399973,-123.205525,"2019-10-06",NA,NA,"","false","research",NA
"65","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:35101591",49.883773,-123.18526,"2019-10-27",NA,NA,"","false","research",NA
"66","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:35504674",49.389507,-123.366776,"2019-11-09",NA,NA,"Ben Keen","false","research",NA
"67","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Helvellaceae","","","Helvella","vespertina","iNat:35548320",49.399414,-123.360161,"2019-11-10",NA,NA,"Ben Keen","false","research",NA
"68","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:35759270",49.395462,-123.349075,"2019-11-16",NA,NA,"Ben Keen","false","research",NA
"69","Calycina citrina",955949,"Calycina citrina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Pezizellaceae","","","Calycina","citrina","iNat:36030388",49.387665,-123.359184,"2019-11-24",NA,NA,"Ben Keen","false","research",NA
"70","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:36447001",49.388,-123.372665,"2019-12-07",NA,NA,"Ben Keen","false","research",NA
"71","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Xylaria","hypoxylon","iNat:36692555",49.671017,-123.158242,"2019-12-15",NA,NA,"John D Reynolds","false","research",13
"72","Calycina citrina",955949,"Calycina citrina",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Pezizellaceae","","","Calycina","citrina","iNat:36871999",49.380287,-123.405548,"2019-12-22",NA,NA,"Ben Keen","false","research",NA
"73","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:36928253",49.388699,-123.368141,"2019-12-24",NA,NA,"Ben Keen","false","research",NA
"74","Rhytisma punctatum",333838,"Rhytisma punctatum",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Rhytismatales",NA,NA,NA,"Rhytismataceae","","","Rhytisma","punctatum","iNat:37055047",49.390583,-123.331718,"2019-12-28",NA,NA,"Ben Keen","false","research",NA
"75","Sarcoscypha coccinea",49134,"Sarcoscypha coccinea",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Pezizomycetes","",NA,"Pezizales",NA,NA,NA,"Sarcoscyphaceae","","","Sarcoscypha","coccinea","iNat:39414032",49.812813,-123.156006,"2020-03-01",NA,NA,"","false","research",8
"76","Mitrula elegans",320702,"Mitrula elegans",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Mitrulaceae","","","Mitrula","elegans","iNat:44439198",49.374275,-123.349058,"2020-04-30",NA,NA,"Ben Keen","false","research",NA
"77","Ramularia rubella",384093,"Ramularia rubella",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Dothideomycetes","Dothideomycetidae",NA,"Capnodiales",NA,NA,NA,"Mycosphaerellaceae","","","Ramularia","rubella","iNat:44940833",49.381183,-123.338833,"2020-05-04",NA,NA,"Ben Keen","false","research",NA
"78","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:45130066",49.377386,-123.334817,"2020-05-06",NA,NA,"Ben Keen","false","research",NA
"79","Mitrula elegans",320702,"Mitrula elegans",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Leotiomycetes","",NA,"Helotiales",NA,NA,NA,"Mitrulaceae","","","Mitrula","elegans","iNat:45683590",49.930968,-123.105385,"2020-05-09",NA,NA,"Chloe and Trevor Van Loon","false","research",NA
"80","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:45739465",49.360633,-123.248596,"2020-05-12",NA,NA,"","false","research",24
"81","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:46094825",49.364947,-123.400588,"2020-05-15",NA,NA,"","false","research",48
"82","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:47581257",49.375219,-123.346058,"2020-05-27",NA,NA,"Ben Keen","false","research",NA
"83","Kretzschmaria deusta",128051,"Kretzschmaria deusta",NA,"Fungi","Ascomycota","Pezizomycotina",NA,"Sordariomycetes","Xylariomycetidae",NA,"Xylariales",NA,NA,NA,"Xylariaceae","","","Kretzschmaria","deusta","iNat:47633477",49.741948,-123.110561,"2020-05-24",NA,NA,"Gwen L'Hirondelle","false","research",NA
