"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Hyla regilla","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","","","","","","1964-07-22","Unknown","TNHC","109708","2819889450","","","","","",""
"Hyla regilla","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","","","","","","1964-07-22","Unknown","TNHC","109706","2819889449","","","","","",""
"Hyla regilla","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","","","","","","1964-07-22","Unknown","TNHC","109709","2819828436","","","","","",""
"BOLD:AAD3817","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","2014-06-19","BIObus 2014","Centre for Biodiversity Genomics","BIOUG31184-D03","2248973544","","","","","",""
"PSEUDACRIS REGILLA","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","Native","","","","","1920-08-18","F N BLANCHARD","UMMZ","97282","1987220378","","","","","",""
"RANA AURORA","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1920-08-18","F N BLANCHARD","UMMZ","97212","1987212795","","","","","",""
"THAMNOPHIS SIRTALIS","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1953-06-26","RICHARD FLEMING","UMMZ","109206","1987147297","","","","","",""
"THAMNOPHIS SIRTALIS","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1953-06-26","RICHARD FLEMING","UMMZ","109205","1987144279","","","","","",""
"THAMNOPHIS ELEGANS","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1953-06-24","P STETTENHEIM","UMMZ","109202","1987106776","","","","","",""
"THAMNOPHIS ORDINOIDES","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1928-01-01","","UMMZ","96985","1987077563","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","Ian McTaggart-Cowan","RBCM","84","1986822926","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","Ian McTaggart-Cowan","RBCM","85","1986822689","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","Ian McTaggart-Cowan","RBCM","81","1986822687","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","Ian McTaggart-Cowan","RBCM","83","1986822669","","","","","",""
"Thamnophis elegans (Baird and Girard, 1853)","","","","Animalia","Chordata","","","Squamata","","","","","","Colubridae","","","Thamnophis","","","","","","","","","","1943-07-15","Lett","RBCM","711","1986822643","","","","","",""
"Thamnophis sirtalis (Linnaeus, 1758)","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1932-09-12","George Holland","RBCM","517","1986822591","","","","","",""
"Thamnophis ordinoides (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Squamata","","","","","","Colubridae","","","Thamnophis","","","","","","","","","","1926-07-19","W. Kermode","RBCM","441","1986822587","","","","","",""
"Thamnophis ordinoides (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Squamata","","","","","","Colubridae","","","Thamnophis","","","","","","","","","","1926-07-19","W. Kermode","RBCM","440","1986822584","","","","","",""
"Thamnophis sirtalis (Linnaeus, 1758)","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1932-09-12","George Holland","RBCM","516","1986822583","","","","","",""
"Rana aurora Baird and Girard, 1852","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","1947-01-01","George Hardy","RBCM","874","1986822477","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","Ian McTaggart-Cowan","RBCM","86","1986822474","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","Ian McTaggart-Cowan","RBCM","82","1986822468","","","","","",""
"Plethodon vehiculum (Cooper, 1860)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1940-04-26","G. Carl","RBCM","542","1986822300","","","","","",""
"Ambystoma gracile (Baird, 1859)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1930-03-30","W. Newcombe","RBCM","73","1986822282","","","","","",""
"Ambystoma macrodactylum Baird, 1850","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1941-07-15","G. Carl","RBCM","607","1986822264","","","","","",""
"Contia tenuis (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Squamata","","","","","","Colubridae","","","Contia","","","","","","","","","","1997-06-20","R. Henshaw","RBCM","1931","1986822164","","","","","",""
"Trachemys scripta elegans (Wied-Neuwied, 1839)","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Trachemys","","","","","","","","","","2012-02-16","John Creviston","RBCM","1994","1986822134","","","","","",""
"Pseudacris regilla (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","","","","","","1925-09-13","George Hardy","RBCM","237","1986822088","","","","","",""
"Chrysemys picta bellii (Gray, 1831)","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Chrysemys","","","","","","","","","","2009-04-17","Kristiina Ovaska; Christian Engelstoft","RBCM","1973","1986822069","","","","","",""
"Podarcis muralis (Laurenti, 1768)","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Lacertidae","","","Podarcis","","","","","","","","","","2010-03-07","Gavin Hanke","RBCM","1984","1986822050","","","","","",""
"Ensatina eschscholtzii Gray, 1850","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Ensatina","","","","","","","","","","1933-09-01","George Holland","RBCM","484","1986821981","","","","","",""
"Charina bottae (Blainville, 1835)","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Boidae","","","Charina","","","","","","","","","","2012-07-14","Claudia Copley","RBCM","2015","1986821940","","","","","",""
"Lithobates clamitans melanota (Rafinesque, 1820)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","2012-08-06","Purnima Govindarajulu","RBCM","2019","1986821929","","","","","",""
"Anaxyrus boreas (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1940-05-25","Ian McTaggart-Cowan","RBCM","161","1986821708","","","","","",""
"Anaxyrus boreas (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1940-05-25","Ian McTaggart-Cowan","RBCM","159","1986821640","","","","","",""
"Aneides vagrans Wake and Jackman, 1999","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1904-06-01","J. Keen","RBCM","145","1986821575","","","","","",""
"Aneides vagrans Wake and Jackman, 1999","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1904-06-01","J. Keen","RBCM","144","1986821557","","","","","",""
"Anaxyrus boreas (Baird and Girard, 1852)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1940-05-25","Ian McTaggart-Cowan","RBCM","160","1986821499","","","","","",""
"Aneides vagrans Wake and Jackman, 1999","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1904-06-01","J. Keen","RBCM","143","1986821359","","","","","",""
"Ambystoma gracile gracile","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1940-03-04","E. Cooke","RBCM","108","1986821214","","","","","",""
"Triturus torosus","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","Native","","","","","1909-06-01","R. L. Moodie","CUMV","A-0001973","1852456484","","","","","",""
"Thamnophis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1929-06-16","J. F. Clarke","CUMV","R-0001141","1852445105","","","","","",""
"Chrysemys picta subsp. bellii","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Chrysemys","","","","","","","","","","2018-06-04","-1331584611","naturgucker","-1660725588","1849309943","","","","","",""
"Thamnophis sirtalis sirtalis (Linnaeus, 1758)","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1974-07-21","Chippindale, Paul T.","CMN","CMNAR 16452","1804136356","","","","","",""
"Elgaria coerulea principis Baird and Girard, 1852","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","1908-09-09","Young, Charles H.","CMN","CMNAR 126","1804135638","","","","","",""
"Lithobates pipiens (Schreber, 1782)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1977-04-21","Schueler, Frederick W. IV  ; Ross, Franklin D.","CMN","CMNAR 18744","1804135224","","","","","",""
"Rhinella marina (Linnaeus, 1758)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Rhinella","","","","","","","","","","1976-11-15","Schueler, Frederick W. IV","CMN","CMNAR 19307","1804134287","","","","","",""
"Pituophis catenifer deserticola Stejneger, 1893","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Pituophis","","","","","","","","","","1964-07-26","MacDonald, Stewart D.","CMN","CMNAR 8136","1804133545","","","","","",""
"Lithobates sylvaticus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1965-07-30","Cook, Dr. Francis R.  ; Powell, C. Bruce","CMN","CMNAR 8663","1804131360","","","","","",""
"Lithobates catesbeianus (Shaw, 1802)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1976-09-09","Schueler, Frederick W. IV","CMN","CMNAR 18649","1804130030","","","","","",""
"Ensatina Gray  1850","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Ensatina","","","","","","","","","","1976-11-15","Schueler, Frederick W. IV","CMN","CMNAR 25071","1804129289","","","","","",""
"Thamnophis ordinoides ordinoides Baird & Girard, 1852","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1889-01-01","Macoun, John","CMN","CMNAR 19","1804129277","","","","","",""
"Ambystoma Tschudi, 1838","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1988-05-21","Schueler, Frederick W. IV","CMN","CMNAR 31408","1804126151","","","","","",""
"Thamnophis sirtalis Linnaeus, 1758","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1887-01-01","Macoun, John","CMN","CMNAR 12","1804125518","","","","","",""
"Anaxyrus boreas boreas (Baird & Girard, 1852)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1907-07-30","Prince, Edward E.","CMN","CMNAR 1171","1804124863","","","","","",""
"Mauremys reevesii (Gray, 1831)","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Geoemydidae","","","Mauremys","","","","","","","","","","1929-01-01","White, Margaret","CMN","CMNAR 1551","1804124295","","","","","",""
"Thamnophis elegans vagrans (Baird & Girard, 1853)","","","","Animalia","Chordata","","","Squamata","","","","","","Colubridae","","","Thamnophis","","","","","","","","","","1885-01-01","Dawson, George Mercer","CMN","CMNAR 2","1804122396","","","","","",""
"Elgaria coerulea (Wiegmann, 1828)","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","1964-10-18","Green, Dr. David M.","CMN","CMNAR 29386","1804120490","","","","","",""
"Caudata","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","","","","","","","","","","","","","","1889-01-01","Macoun, John","CMN","CMNAR 18","1804120333","","","","","",""
"Thamnophis Fitzinger, 1843","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1988-05-20","Schueler, Frederick W. IV","CMN","CMNAR 31401","1804117995","","","","","",""
"Coluber constrictor mormon","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Coluber","","","","","","","","","","1964-06-03","MacDonald, Stewart D.","CMN","CMNAR 7923","1804115767","","","","","",""
"Coluber constrictor mormon","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Coluber","","","","","","","","","","1964-06-03","MacDonald, Stewart D.","CMN","CMNAR 7922","1804113342","","","","","",""
"Lithobates clamitans","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1963-06-20","Cook, Dr. Francis R.  ; Cook, Joyce C. ; Powell, C. Bruce ; Carl, G. Clifford ; Rangel, J.R.","CMN","CMNAR 7198","1804111177","","","","","",""
"Taricha granulosa (Skilton, 1849)","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1885-10-13","Dawson, George Mercer","CMN","CMNAR 1","1804111132","","","","","",""
"Crotalus oreganus Holbrook, 1840","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Viperidae","","","Crotalus","","","","","","","","","","1964-09-06","Lehman, Albert","CMN","CMNAR 8214","1804110008","","","","","",""
"Rana luteiventris Thompson, 1913","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","1964-06-01","MacDonald, Stewart D.","CMN","CMNAR 7919","1804108364","","","","","",""
"Rana pretiosa Baird & Girard, 1853","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","1968-05-04","Licht, Larry E.","CMN","CMNAR 25851","1804107893","","","","","",""
"Rhinella marina (Linnaeus, 1758)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Rhinella","","","","","","","","","","1976-11-15","Schueler, Frederick W. IV","CMN","CMNAR 19308","1804107755","","","","","",""
"Thamnophis sirtalis pickeringi (Baird & Girard, 1853)","","","","Animalia","Chordata","","","Squamata","","","","","","Colubridae","","","Thamnophis","","","","","","","","","","1966-07-30","Powell, C. Bruce","CMN","CMNAR 10750","1804107634","","","","","",""
"Caudata","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","","","","","","","","","","","","","","1889-01-01","Macoun, John","CMN","CMNAR 20","1804107028","","","","","",""
"Lithobates clamitans (Latreille, 1801)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1976-10-04","Schueler, Frederick W. IV","CMN","CMNAR 18688","1804107019","","","","","",""
"Rana aurora Baird & Girard  1852","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","1887-01-01","Macoun, John","CMN","CMNAR 10","1804106771","","","","","",""
"Thamnophis sirtalis fitchi Fox, 1951","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1976-09-09","Schueler, Frederick W. IV","CMN","CMNAR 18650","1804106625","","","","","",""
"Thamnophis ordinoides Baird & Girard, 1852","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1964-08-30","","CMN","CMNAR 14919","1804104719","","","","","",""
"Ambystoma gracile Baird, 1859","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1913-10-03","Taylor, William","CMN","CMNAR 566","1804104470","","","","","",""
"Bufo Laurenti, 1768","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Bufo","","","","","","","","","","1963-05-14","McAllister, Donald E.","CMN","CMNAR 15871","1804103687","","","","","",""
"Anaxyrus boreas (Baird & Girard, 1852)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1964-06-01","MacDonald, Stewart D.","CMN","CMNAR 7918","1804102652","","","","","",""
"Lithobates catesbeianus (Shaw, 1802)","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1976-09-09","Schueler, Frederick W. IV","CMN","CMNAR 18647","1804101700","","","","","",""
"RANIDAE","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","","","","","","","","","","","2017-05-20","<a href='https://bee.questagame.com/#/profile/3235?questagame_user_id=3235'> Kangever;questagame.com</a>","","","1633791122","","","","","",""
"BOLD:AAF2673","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1990-11-11","Ovasha, K.","Royal Ontario Museum","21536","1414873941","","","","","",""
"BOLD:AAF2673","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1990-11-11","Gregory, P.","Royal Ontario Museum","21534","1414873932","","","","","",""
"BOLD:AAF2673","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1990-11-11","Ovasha, K.","Royal Ontario Museum","21538","1414873927","","","","","",""
"BOLD:AAF2673","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1990-11-11","Gregory, P.","Royal Ontario Museum","21535","1414873923","","","","","",""
"BOLD:AAF2673","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1990-11-11","Ovasha, K.","Royal Ontario Museum","21537","1414873921","","","","","",""
"BOLD:AAF1239","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1989-07-27","Davis, T.","Royal Ontario Museum","21576","1414873890","","","","","",""
"BOLD:AAF1239","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1989-07-27","Davis, T.","Royal Ontario Museum","21575","1414873882","","","","","",""
"BOLD:AAF1239","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1989-07-27","Davis, T.","Royal Ontario Museum","21577","1414873834","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32686","1322834346","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32684","1322757207","","","","","",""
"Aneides ferreus","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1901-05-04","","USNM","USNM 29617","1322699614","","","","","",""
"Taricha granulosa granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1903-06-22","","USNM","USNM 32704","1322593800","","","","","",""
"Thamnophis sirtalis pickeringi","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1898-01-01","","USNM","USNM 56117","1321928483","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32687","1321441977","","","","","",""
"Aneides ferreus","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","1901-05-04","","USNM","USNM 29615","1321261006","","","","","",""
"Plethodon vehiculum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","1901-05-04","","USNM","USNM 29616","1321194750","","","","","",""
"Thamnophis sirtalis pickeringi","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1898-01-01","","USNM","USNM 56118","1320992461","","","","","",""
"Thamnophis sirtalis pickeringi","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1898-01-01","","USNM","USNM 56116","1320692434","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32681","1319675467","","","","","",""
"Anaxyrus boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1898-01-01","","USNM","USNM 57604","1319316685","","","","","",""
"Rana aurora","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","1898-01-01","","USNM","USNM 57668","1318647521","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32688","1318390448","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32683","1318066407","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32685","1317952839","","","","","",""
"Thamnophis sirtalis concinnus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1903-06-20","","USNM","USNM 32680","1317701595","","","","","",""
"Anaxyrus boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","1898-01-01","","USNM","USNM 57605","1317249480","","","","","",""
"Rana pretiosa","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","2010-01-01","","UBCBBM","H001717","1291995229","","","","","",""
"Varanidae","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Varanidae","","","","","","","","Native","","","","","1962-06-05","V. Penfold","UBCBBM","H001655","1291995132","","","","","",""
"Sceloporus clarki/magister","","","","Animalia","Chordata","","","Squamata","","","","","","Phrynosomatidae","","","Sceloporus","","","","","Native","","","","","1960-03-12","","UBCBBM","H001653","1291995125","","","","","",""
"Lithobates pipiens","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1965-03-29","B. Mide","UBCBBM","H001450","1291994957","","","","","",""
"Lithobates pipiens","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1965-03-29","B. Mide","UBCBBM","H001451","1291994955","","","","","",""
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H001126","1291994620","","","","","",""
"Ambystoma gracile mormon","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","Native","","","","","1941-03-21","I.McT. Cowan","UBCBBM","H001116","1291994610","","","","","",""
"Rana pretiosa pretiosa","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","Native","","","","","1951-03-28","G.S.","UBCBBM","H001048","1291994580","","","","","",""
"Taricha granulosa granulosus","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","Native","","","","","1956-04-01","","UBCBBM","H001106","1291994500","","","","","",""
"Ambystoma macrodactylum macrodactylum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","Native","","","","","1948-03-23","J.D. Yarwood","UBCBBM","H000853","1291994241","","","","","",""
"Thamnophis elegans vagrans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1941-06-21","I.McT. Cowan","UBCBBM","H000608","1291994148","","","","","",""
"Thamnophis elegans vagrans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1941-06-21","I.McT. Cowan","UBCBBM","H000606","1291994131","","","","","",""
"Thamnophis elegans vagrans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1941-06-21","I.McT. Cowan","UBCBBM","H000603","1291994128","","","","","",""
"Thamnophis elegans vagrans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1941-06-21","I.McT. Cowan","UBCBBM","H000607","1291994126","","","","","",""
"Thamnophis elegans vagrans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","Native","","","","","1941-06-21","I.McT. Cowan","UBCBBM","H000604","1291994125","","","","","",""
"Rana luteiventris","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","Native","","","","","1926-09-01","G.M. Smith","UBCBBM","H000437","1291994021","","","","","",""
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H000429","1291993973","","","","","",""
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H000428","1291993972","","","","","",""
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H000430","1291993966","","","","","",""
"Amphibia","","","","Animalia","Chordata","","","Amphibia","","","","","","","","","","","","","","Native","","","","","1943-08-29","R.W. Pillsbury","UBCBBM","H000408","1291993904","","","","","",""
