Taxon,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial,National.S,latitude,longitude,geoprivacy,private_la,private_lo,id
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.952282000000000,-123.532934000000000,,NA,NA,7278283
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.997958180000000,-123.587690000000000,,NA,NA,13349015
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.866278000000000,-123.334240000000000,,NA,NA,13966984
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.895716670000000,-123.410425000000000,,NA,NA,13974242
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.996016510000000,-123.585811300000000,,NA,NA,14063554
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.861791700000000,-123.370230600000000,,NA,NA,24768085
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.893672220000000,-123.406761100000000,,NA,NA,25655219
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.898311110000000,-123.407638900000000,,NA,NA,25656213
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.933162690000000,-123.486526500000000,,NA,NA,31489723
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.977985510000000,-123.567593700000000,,NA,NA,42813416
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.978360460000000,-123.534533200000000,,NA,NA,44459119
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.867591510000000,-123.339611700000000,,NA,NA,48856303
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.896771670000000,-123.405893300000000,,NA,NA,56194860
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.970875080000000,-123.560014200000000,,NA,NA,82238079
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.876210980000000,-123.400874900000000,,NA,NA,86685771
Grindelia stricta,Grindelia,stricta,,,,native,S5,,49.000300000000000,-123.560686700000000,,NA,NA,94679684
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.952620420000000,-123.533264000000000,,NA,NA,121374079
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.898441670000000,-123.407586700000000,,NA,NA,127183233
Grindelia stricta,Grindelia,stricta,,,,native,S5,,48.896811670000000,-123.406005000000000,,NA,NA,131414243
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.924135000000000,-123.459978000000000,,NA,NA,2624993
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.939686670000000,-123.503096700000000,,NA,NA,3368935
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.871721000000000,-123.310761000000000,,NA,NA,3404628
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.896499000000000,-123.409939000000000,,NA,NA,3498745
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.931226020000000,-123.479697700000000,,NA,NA,6411212
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.870607000000000,-123.343086000000000,,NA,NA,12762048
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.957759000000000,-123.531672000000000,,NA,NA,13026906
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.972943880000000,-123.561283900000000,,NA,NA,13307451
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.901266670000000,-123.405602800000000,,NA,NA,24683892
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.901009610000000,-123.406558100000000,,NA,NA,24715396
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.901119290000000,-123.404849000000000,,NA,NA,24939374
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.939100000000000,-123.500450000000000,,NA,NA,72321409
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.885293330000000,-123.356375000000000,,NA,NA,83097978
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.952545000000000,-123.533188300000000,,NA,NA,111108068
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.958940000000000,-123.533108300000000,,NA,NA,116029575
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.910046670000000,-123.374465000000000,,NA,NA,119369583
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,49.011943330000000,-123.575543300000000,,NA,NA,123934539
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.897361670000000,-123.406608300000000,,NA,NA,132886412
Hieracium albiflorum,Hieracium,albiflorum,,,,native,S5,,48.955141600000000,-123.528048700000000,,NA,NA,133377435
Hippuris vulgaris,Hippuris,vulgaris,,,,native,S5,,48.973565330000000,-123.548834300000000,,NA,NA,6412027
Hippuris vulgaris,Hippuris,vulgaris,,,,native,S5,,48.997682460000000,-123.568879800000000,,NA,NA,6570412
Hippuris vulgaris,Hippuris,vulgaris,,,,native,S5,,48.973708330000000,-123.548988900000000,,NA,NA,48979781
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.932847000000000,-123.483024000000000,,NA,NA,2563634
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.931127000000000,-123.480663000000000,,NA,NA,2625760
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.948138330000000,-123.503380000000000,,NA,NA,3398028
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.884373000000000,-123.342252000000000,,NA,NA,12944770
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.941774660000000,-123.478167800000000,,NA,NA,13198949
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.897380000000000,-123.341361700000000,,NA,NA,13677230
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.910320000000000,-123.415383300000000,,NA,NA,38530367
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.897550000000000,-123.340120000000000,,NA,NA,51130576
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.910428330000000,-123.415558300000000,,NA,NA,53087802
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.983671670000000,-123.556261700000000,,NA,NA,89513147
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.983352780000000,-123.555644400000000,,NA,NA,121838583
Hypericum anagalloides,Hypericum,anagalloides,,,,native,S5,,48.983361670000000,-123.555608300000000,,NA,NA,121838590
Idahoa scapigera,Idahoa,scapigera,,,,native,S4,,48.867600000000000,-123.376608000000000,,NA,NA,9142671
Idahoa scapigera,Idahoa,scapigera,,,,native,S4,,48.865616000000000,-123.368342000000000,,NA,NA,9145142
Idahoa scapigera,Idahoa,scapigera,,,,native,S4,,48.868358330000000,-123.378088300000000,,NA,NA,81146992
Idahoa scapigera,Idahoa,scapigera,,,,native,S4,,48.867729230000000,-123.378030100000000,,NA,NA,114745457
Juncus acuminatus,Juncus,acuminatus,,,,native,S5,,48.940323000000000,-123.474859000000000,,NA,NA,8898280
Juncus acuminatus,Juncus,acuminatus,,,,native,S5,,48.929170000000000,-123.470603300000000,,NA,NA,128764450
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.929379000000000,-123.470621000000000,,NA,NA,2564097
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.929166000000000,-123.470723000000000,,NA,NA,2583421
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.871174000000000,-123.321091000000000,,NA,NA,3505713
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.942610860000000,-123.482399000000000,,NA,NA,14222181
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.962719530000000,-123.519380100000000,,NA,NA,24936938
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.929158330000000,-123.470628300000000,,NA,NA,52475335
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.870576670000000,-123.319103300000000,,NA,NA,121538435
Juncus articulatus,Juncus,articulatus,,,,native,S5,,48.937869440000000,-123.477225000000000,,NA,NA,126017377
Juncus balticus,Juncus,balticus,,,,native,S5,,48.972080560000000,-123.554413900000000,,NA,NA,119972209
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.929083000000000,-123.469838000000000,,NA,NA,2564108
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.948452000000000,-123.502378000000000,,NA,NA,3414424
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.948452000000000,-123.502378000000000,,NA,NA,3414498
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.871196000000000,-123.321061000000000,,NA,NA,3505712
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.910483330000000,-123.415771700000000,,NA,NA,53333966
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.983191670000000,-123.555533300000000,,NA,NA,55633564
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.909905560000000,-123.415275000000000,,NA,NA,125189723
Juncus bolanderi,Juncus,bolanderi,,,,native,S4,,48.871241900000000,-123.320750800000000,,NA,NA,125918509
Juncus ensifolius,Juncus,ensifolius,,,,native,S5,,48.974776630000000,-123.547976000000000,,NA,NA,6412035
Juncus ensifolius,Juncus,ensifolius,,,,native,S5,,48.924775000000000,-123.449591700000000,,NA,NA,125882226
Juncus ensifolius,Juncus,ensifolius,,,,native,S5,,48.871471670000000,-123.321166700000000,,NA,NA,130445770
Juncus hesperius,Juncus,hesperius,,,,native,S4S5 (2019),,48.972168330000000,-123.544318300000000,,NA,NA,53064528
Juncus tenuis,Juncus,tenuis,,,,native,S5,,49.003314000000000,-123.567009000000000,,NA,NA,3542693
Juncus tenuis,Juncus,tenuis,,,,native,S5,,48.994735000000000,-123.583682000000000,,NA,NA,7278195
Juncus tenuis,Juncus,tenuis,,,,native,S5,,48.948238060000000,-123.502001800000000,,NA,NA,28440096
Juncus tenuis,Juncus,tenuis,,,,native,S5,,48.870788890000000,-123.318147200000000,,NA,NA,48489305
Juncus tenuis,Juncus,tenuis,,,,native,S5,,48.870591670000000,-123.319061700000000,,NA,NA,121538433
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.894352000000000,-123.408158000000000,,NA,NA,2679344
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.006593000000000,-123.580174000000000,,NA,NA,2679593
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.011097000000000,-123.581548000000000,,NA,NA,2679653
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.963241180000000,-123.549714100000000,,NA,NA,3504398
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.963014470000000,-123.549591300000000,,NA,NA,3504399
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012261110000000,-123.574897200000000,,NA,NA,3889071
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012797220000000,-123.575752800000000,,NA,NA,3889074
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.011172220000000,-123.577386100000000,,NA,NA,3889076
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.013039960000000,-123.575892400000000,,NA,NA,3948541
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.890455170000000,-123.328313800000000,,NA,NA,6425047
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895520000000000,-123.410443300000000,,NA,NA,13974244
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.970680000000000,-123.559433300000000,,NA,NA,17905822
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012991670000000,-123.575888300000000,,NA,NA,21351491
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012846530000000,-123.575888900000000,,NA,NA,22659817
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895577780000000,-123.410269400000000,,NA,NA,25658153
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012276680000000,-123.575008900000000,,NA,NA,29654557
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012527780000000,-123.585770000000000,,NA,NA,31191190
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895702280000000,-123.411532000000000,,NA,NA,37084530
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.011740240000000,-123.585413200000000,,NA,NA,38191912
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.977985510000000,-123.567593700000000,,NA,NA,42813420
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895580180000000,-123.410298600000000,,NA,NA,50851481
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.013130000000000,-123.572863300000000,,NA,NA,57128001
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895406000000000,-123.410519300000000,,NA,NA,100722871
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895546670000000,-123.410278300000000,,NA,NA,109619848
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.013710000000000,-123.573792000000000,,NA,NA,110936374
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.860330000000000,-123.345530000000000,,NA,NA,111994770
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.984275000000000,-123.576170000000000,,NA,NA,123934461
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.012208330000000,-123.574860000000000,,NA,NA,123934501
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895563330000000,-123.410286700000000,,NA,NA,132886782
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,48.895546590000000,-123.410364100000000,,NA,NA,133376271
Juniperus maritima,Juniperus,maritima,,,,native,S4S5,,49.011355550000000,-123.584838300000000,,NA,NA,137665890
Koeleria macrantha,Koeleria,macrantha,,,,native,S5,,48.923825000000000,-123.460064000000000,,NA,NA,2625045
Koeleria macrantha,Koeleria,macrantha,,,,native,S5,,48.868293000000000,-123.379555000000000,,NA,NA,6665277
Koeleria macrantha,Koeleria,macrantha,,,,native,S5,,48.956767000000000,-123.529528000000000,,NA,NA,13027168
Koeleria macrantha,Koeleria,macrantha,,,,native,S5,,48.886950000000000,-123.373455000000000,,NA,NA,53022078
Koeleria macrantha,Koeleria,macrantha,,,,native,S5,,48.926525000000000,-123.465897200000000,,NA,NA,122335774
Koeleria macrantha,Koeleria,macrantha,,,,native,S5,,48.934833330000000,-123.475419400000000,,NA,NA,128113444
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.932030000000000,-123.474226000000000,,NA,NA,2608977
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.936202000000000,-123.470836000000000,,NA,NA,3536425
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.930796670000000,-123.469658300000000,,NA,NA,3626398
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.932063000000000,-123.475471000000000,,NA,NA,3735305
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.997160900000000,-123.568992500000000,,NA,NA,6570450
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.976240740000000,-123.547110400000000,,NA,NA,38875278
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.974181960000000,-123.549178000000000,,NA,NA,44811155
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.880419000000000,-123.339825000000000,,NA,NA,47754240
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.935986920000000,-123.512003600000000,,NA,NA,51434504
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.917844160000000,-123.440408000000000,,NA,NA,59926317
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.974255000000000,-123.549186700000000,,NA,NA,61210404
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.949550000000000,-123.503586700000000,,NA,NA,78323462
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.892880750000000,-123.355377900000000,,NA,NA,82054773
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.929913330000000,-123.467383300000000,,NA,NA,84207341
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.929255000000000,-123.467050000000000,,NA,NA,84207447
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.928332330000000,-123.464454700000000,,NA,NA,84242733
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.972731670000000,-123.550226700000000,,NA,NA,89513202
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.982708330000000,-123.552400000000000,,NA,NA,96313531
Kopsiopsis hookeri,Kopsiopsis,hookeri,,,,native,S4S5,,48.976628330000000,-123.547766700000000,,NA,NA,96313643
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,49.012406000000000,-123.573790000000000,,NA,NA,3542876
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,48.929661670000000,-123.475883300000000,,NA,NA,3684436
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,48.929548460000000,-123.476200100000000,,NA,NA,6218082
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,49.012090900000000,-123.573961300000000,,NA,NA,6309361
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,49.012365000000000,-123.573953300000000,,NA,NA,123934556
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,49.012365000000000,-123.573953300000000,,NA,NA,123934559
Lathyrus japonicus,Lathyrus,japonicus,,,,native,S5,,49.012428330000000,-123.573633300000000,,NA,NA,123934564
Lemna trisulca,Lemna,trisulca,,,,native,S5,,48.948452000000000,-123.502378000000000,,NA,NA,3414468
Lemna turionifera,Lemna,turionifera,,,,native,S4S5,,48.869062210000000,-123.371481300000000,,NA,NA,6409662
Leptosiphon minimus,Leptosiphon,minimus,,,,native,S4,,48.982904000000000,-123.554907000000000,,NA,NA,6671733
Leptosiphon minimus,Leptosiphon,minimus,,,,native,S4,,48.957162000000000,-123.530113000000000,,NA,NA,12374085
Lilium columbianum,Lilium,columbianum,,,,native,S5,,48.941265000000000,-123.497615000000000,,NA,NA,2570696
Lilium columbianum,Lilium,columbianum,,,,native,S5,,48.941690000000000,-123.498506000000000,,NA,NA,3461706
Lilium columbianum,Lilium,columbianum,,,,native,S5,,48.941400000000000,-123.498086700000000,,NA,NA,3725272
Lilium columbianum,Lilium,columbianum,,,,native,S5,,48.871638330000000,-123.311203300000000,,NA,NA,84001525
Lilium columbianum,Lilium,columbianum,,,,native,S5,,48.940997320000000,-123.496684800000000,,NA,NA,84766474
Lilium columbianum,Lilium,columbianum,,,,native,S5,,48.941569900000000,-123.498042700000000,,NA,NA,126575083
Lithophragma glabrum,Lithophragma,glabrum,,,,native,S5,,48.868336000000000,-123.377881000000000,,NA,NA,138097302
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868114000000000,-123.340802000000000,,NA,NA,2889969
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868484000000000,-123.378718000000000,,NA,NA,5551354
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867653330000000,-123.339370000000000,,NA,NA,5648328
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868187100000000,-123.377784500000000,,NA,NA,5935258
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.904561620000000,-123.413457900000000,,NA,NA,6047540
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868130640000000,-123.377494800000000,,NA,NA,6216801
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,49.012850900000000,-123.573103000000000,,NA,NA,6309397
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868800150000000,-123.378610600000000,,NA,NA,6410321
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.956615000000000,-123.529282000000000,,NA,NA,10306192
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867136110000000,-123.340063900000000,,NA,NA,10554605
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867845000000000,-123.339713300000000,,NA,NA,10663801
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868028330000000,-123.376113300000000,,NA,NA,11580985
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.957312940000000,-123.530222500000000,,NA,NA,16344821
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867236670000000,-123.340491700000000,,NA,NA,22182133
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,49.012608330000000,-123.585808300000000,,NA,NA,22659559
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867462430000000,-123.375958700000000,,NA,NA,24639769
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867888890000000,-123.376008300000000,,NA,NA,24687951
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.872088890000000,-123.311050000000000,,NA,NA,24697638
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,49.013491550000000,-123.573181300000000,,NA,NA,24748308
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867355560000000,-123.375922200000000,,NA,NA,25597361
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.872036670000000,-123.311011700000000,,NA,NA,32125282
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.864669440000000,-123.366813900000000,,NA,NA,41788625
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867479510000000,-123.376484100000000,,NA,NA,42365197
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.865713890000000,-123.365275000000000,,NA,NA,42637627
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.866013890000000,-123.365502800000000,,NA,NA,42637632
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867746670000000,-123.339950000000000,,NA,NA,43154286
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.868443740000000,-123.341292100000000,,NA,NA,43252948
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.871519670000000,-123.382127500000000,,NA,NA,44447084
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867996000000000,-123.378042000000000,,NA,NA,61502352
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.863672400000000,-123.329920100000000,,NA,NA,78655943
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.956156310000000,-123.527725900000000,,NA,NA,109429655
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.956945000000000,-123.529860000000000,,NA,NA,109429666
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.863670000000000,-123.329895000000000,,NA,NA,109624371
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.862719090000000,-123.369704300000000,,NA,NA,110932099
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.863642000000000,-123.330310000000000,,NA,NA,111354764
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.865370000000000,-123.367838300000000,,NA,NA,111609976
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.863608760000000,-123.364125200000000,,NA,NA,111610102
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.867454000000000,-123.339884000000000,,NA,NA,112699267
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.864444970000000,-123.362932300000000,,NA,NA,113172186
Lithophragma parviflorum,Lithophragma,parviflorum,,,,native,S5,,48.953274890000000,-123.521691300000000,,NA,NA,116033722
Lomatium nudicaule,Lomatium,nudicaule,,,,native,S4S5,,48.955896670000000,-123.527121700000000,,NA,NA,78231057
Lomatium nudicaule,Lomatium,nudicaule,,,,native,S4S5,,48.958755000000000,-123.533025000000000,,NA,NA,116029582
Lomatium nudicaule,Lomatium,nudicaule,,,,native,S4S5,,48.958588890000000,-123.532988900000000,,NA,NA,116033738
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.952600000000000,-123.533288000000000,,NA,NA,2762301
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.952662760000000,-123.534010200000000,,NA,NA,123934422
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.953847000000000,-123.536703000000000,,NA,NA,123934424
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.953786670000000,-123.537010000000000,,NA,NA,123934425
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.955451670000000,-123.539498300000000,,NA,NA,123934427
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.956421670000000,-123.541051700000000,,NA,NA,123934430
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.957626670000000,-123.542701700000000,,NA,NA,123934435
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.957958330000000,-123.543248300000000,,NA,NA,123934438
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.958183330000000,-123.543678300000000,,NA,NA,123934439
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.958280000000000,-123.543751700000000,,NA,NA,123934440
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.958461670000000,-123.544000000000000,,NA,NA,123934442
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.959483330000000,-123.545463300000000,,NA,NA,123934444
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.960356670000000,-123.546895000000000,,NA,NA,123934446
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.961373330000000,-123.548063300000000,,NA,NA,123934448
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.961560000000000,-123.548433300000000,,NA,NA,123934449
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.961820000000000,-123.548853300000000,,NA,NA,123934450
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.962210000000000,-123.549393300000000,,NA,NA,123934452
Lomatium papilioniferum,Lomatium,papilioniferum,,,,native,S2 (2019),1-T (2011),48.962934980000000,-123.550167600000000,,NA,NA,123934453
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.932311000000000,-123.483968000000000,,NA,NA,2566333
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.933073000000000,-123.485727000000000,,NA,NA,2580155
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.932655000000000,-123.484869000000000,,NA,NA,2588156
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.932159000000000,-123.484161000000000,,NA,NA,2692243
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.932937000000000,-123.485749000000000,,NA,NA,2738372
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.867061110000000,-123.337730600000000,,NA,NA,2809530
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.865573000000000,-123.326082000000000,,NA,NA,2825654
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.866764000000000,-123.336060000000000,,NA,NA,3027611
Lomatium utriculatum,Lomatium,utriculatum,,,,native,S5,,48.932774000000000,-123.485298000000000,,NA,NA,3317213
