Date,Source,Species,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily
20111029,,Thelephora cf terrestris,Ehrh.,Common fiber vase,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,?,,Thelephorales,,,Thelephoraceae,
20130504,,Agaricus sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,
20111029,,Cystoderma amianthinum,(Scop.) Fayod,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,
20160521,,Cystoderma amianthinum,(Scop.) Fayod,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,
20111029,,Cystodermella granulosa,(Batsch) Harmaja,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,
20111029,,Lepiota magnispora,Murrill,Shaggy-stalked parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,
20090516,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20100417,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20110514,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20120512,VMS,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20130504,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20150502,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20170506,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20190504,,Amanita aprica,J. Lindgr. & Tulloss,Sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20160521,,Amanita gemmata,(Fr.) Bertill.,Gemmed amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20090516,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20100417,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20110514,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20120512,VMS,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20130504,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20150502,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20160521,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20170506,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20190504,,Amanita pantherina gp,(DC.) Krombh.,Panther amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20160521,,Amanita vaginata,(Bull.) Lam.,Grisette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Amanitaceae,
20111029,,Clavulinopsis cf laeticolor,(Berk. & M.A. Curtis) R.H. Petersen,Golden fairy club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Clavariaceae,
20100417,,Cortinarius cf cinnamomeus,(L.) Fr.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20110514,,Cortinarius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20120512,VMS,Cortinarius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20130504,Juliet Pendray,Cortinarius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20170506,,Cortinarius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20111029,,Cortinarius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20100417,,Cortinarius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,
20110514,,Clitopilus cf prunulus,(Scop.) P. Kumm.,Sweetbread mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20090516,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20100417,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20110514,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20111029,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20120512,VMS,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20130504,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20150502,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20160521,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20170506,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20190504,,Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,
20111029,,Laccaria amethysteo-occidentalis,G.M. Muell.,Western amethyst laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20150502,,Laccaria amethysteo-occidentalis,G.M. Muell.,Western amethyst laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20090516,,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20100417,,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20110514,,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20111029,,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20120512,VMS,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20130504,,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20170506,,Laccaria laccata,(Scop.) Cooke,Common laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,
20100417,,Hygrocybe laeta,(Pers.) P. Kumm.,Orange-brown wax cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,?
20090516,,Hygrocybe miniata,(Fr.) P. Kumm.,Miniature wax cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,?
20110514,,Hygrophorus sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,?
20111029,,Cantharellula cf umbonata,(J.F. Gmel.) Singer,Grayling,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,Lichenomphalioideae
20090516,,Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",Lichen agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,Lichenomphalioideae
20110514,,Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",Lichen agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,Lichenomphalioideae
20120512,VMS,Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",Lichen agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,Lichenomphalioideae
20170506,,Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",Lichen agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,Lichenomphalioideae
20100417,,Pseudoarmillariella cf ectypoides,(Peck) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,Lichenomphalioideae
20111029,,Crepidotus sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20120512,VMS,Inocybe calamistrata,(Fr.) Gillet,Scaly fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20100417,,Inocybe geophylla,(Bull.) P. Kumm.,White fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20111029,,Inocybe geophylla,(Bull.) P. Kumm.,White fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20150502,,Inocybe geophylla,(Bull.) P. Kumm.,White fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20111029,,Inocybe cf lanuginosa,(Bull.) P. Kumm.,Woolly fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20100417,,Inocybe lanuginosa var. ovatocystis,(Boursier & Kühner) Stangl,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20170506,,Inocybe lanuginosa var. ovatocystis,(Boursier & Kühner) Stangl,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20190504,,Inocybe lanuginosa var. ovatocystis,(Boursier & Kühner) Stangl,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20111029,,Inocybe rimosa,(Bull.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20080503,,Inocybe sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20090516,,Inocybe sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20110514,,Inocybe sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20120512,VMS,Inocybe sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20170506,,Inocybe sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20111029,,Inocybe whitei,(Berk. & Broome) Sacc.,Blushing inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20100417,,Tubaria cf conspersa,(Pers.) Fayod,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,
20190504,,Lycoperdon perlatum,Pers.,Gemmed puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lycoperdaceae,
20111029,,Lyophyllum decastes,(Fr.) Singer,Fried chicken mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lyophyllaceae,
20100417,,Lyophyllum cf semitale,(Fr.) Kühner ex Kalamees,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lyophyllaceae,
20120512,VMS,Marasmius sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,
20120512,VMS,Mycena haematopus,(Pers.) P. Kumm.,Bleeding mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20170506,,Mycena haematopus,(Pers.) P. Kumm.,Bleeding mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20090516,,Mycena cf leptocephala,(Pers.) Gillet,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20100417,,Mycena pearsoniana,Dennis ex Singer,Pink/lilac mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20110514,,Mycena pearsoniana,Dennis ex Singer,Pink/lilac mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20100417,,Mycena pura,(Pers.) P. Kumm,Pink/lilac mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20110514,,Mycena sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20120512,VMS,Mycena sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,
20190504,,Nidula niveotomentosa,(Henn.) Lloyd,White barrel bird's nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Nidulariaceae,
20111029,,Gymnopus peronatus,(Bolton) Gray,Wood woolly foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Omphalotaceae,
20111029,,Marasmiellus candidus,(Bolton) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Omphalotaceae,
20130504,Juliet Pendray,Marasmiellus candidus,(Bolton) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Omphalotaceae,
20130504,,Pleurotus pulmonarius,(Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pleurotaceae,
20150502,,Pleurotus pulmonarius,(Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pleurotaceae,
20160521,,Pleurotus pulmonarius,(Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pleurotaceae,
20170506,,Pleurotus pulmonarius,(Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pleurotaceae,
20070428,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20111029,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20130504,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20150502,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20160521,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20170506,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20190504,,Pluteus cervinus,(Schäff.) P. Kumm.,Deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20150502,,Pluteus cf romellii,(Britzelm.) Sacc.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20110514,,Pluteus sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20120512,VMS,Pluteus sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,
20090516,,Coprinellus cf micaceus,"(Bull.) Vilgalys, Hopple & Jacq. Johnson",Glistening inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,
20120512,VMS,Coprinellus micaceus,"(Bull.) Vilgalys, Hopple & Jacq. Johnson",Glistening inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,
20170506,VMS,Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",Inky cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,
20190504,,Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",Inky cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,
20090516,,Agrocybe praecox,(Pers.) Fayod,Spring agrocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20100417,,Agrocybe praecox,(Pers.) Fayod,Spring agrocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20190504,,Agrocybe praecox,(Pers.) Fayod,Spring agrocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20111029,,Galerina marginata,(Batsch) Kühner,Deadly galerina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20111029,,Gymnopilus sapineus,(Fr.) Murrill,Scaly rustgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20100417,,Hebeloma crustuliniforme,(Bull.) Quél.,Poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20090516,,Naucoria escharioides,(Fr.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20100417,,Naucoria sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20111029,,Pholiota sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20100417,,Psilocybe montana,(Pers.) P. Kumm.,Mountain moss psilocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20100417,,Stropharia ambigua,(Peck) Zeller,Questionable stropharia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20111029,,Stropharia ambigua,(Peck) Zeller,Questionable stropharia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20190504,,Stropharia ambigua,(Peck) Zeller,Questionable stropharia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,
20100417,,Callistosporium luteo-olivaceum,(Berk. & M.A. Curtis) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20110514,,Callistosporium luteo-olivaceum,(Berk. & M.A. Curtis) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20080503,,Clitocybe albirhiza,H.E. Bigelow & A.H. Sm.,Snowmelt clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20170506,,Clitocybe albirhiza,H.E. Bigelow & A.H. Sm.,Snowmelt clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20100417,,Clitocybe fragrans,(With.) P. Kumm.,Anise mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20110514,,Melanoleuca sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20120512,VMS,Melanoleuca cf verrucipes,(Fr.) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20111029,,Tricholoma cf virgatum,(Fr.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20111029,,Xeromphalina campanella,(Batsch) Maire,Orange fuzzyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,
20111029,,Typhula erythropus,(Pers.) Fr.,Redleg club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Typhulaceae,
20110514,,Piloderma sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Atheliales,,,Atheliaceae,
20190504,,Boletus cf sp,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20090516,,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20100417,,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20110514,,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20120512,VMS,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20130504,Juliet Pendray,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20150502,,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20190504,,Phylloporus rhodoxanthus,(Schwein.) Bres.,Gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
20170506,,Xerocomellus zelleri,(Murrill) Klofac,Zeller's bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,
