,XID,CID,scientificName,Count,CSID,SID,TID,SM,XSM,eventDate,locality,Site.ID,Class,Sample,habitat,Transect,ID,Family,Order,Provenance,Duration,Habit,PFT,Aspect,Slope,Position,Canopy.cover,Soil.depth,Rock,Water,CWD,Duff,Soil,Min.soil,Shrub,Fern,Graminoid,Moss,Dist.LEV,Dist.dev,Dist.cult,Dist.mow,Dist.grz,Dist.log,Dist.pas,Dist.nat,yday
3569,5CMS,XNMSC5,NA,0,XNMS,5MS,CMS,0,4.775,2018-08-12,Mount Sutil,MS,XN,5,partly sheltered rocky slope,C,NA,NA,NA,NA,NA,NA,NA_NA,196,85,UP,49,1,20,0,5,15,50,0,0,0,40,30,L,NA,NA,NA,GRZ,NA,NA,NA,223
3570,5CMSG,HMMSGC5,Cirsium_arvense,1,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,CIRARV,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3571,5CMSG,HMMSGC5,Cirsium_vulgare,1,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3572,5CMSG,HMMSGC5,Crepis_capillaris,122,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3573,5CMSG,HMMSGC5,Hypochaeris_radicata,32,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3574,5CMSG,HMMSGC5,Jacobaea_vulgaris,6,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,JACVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3575,5CMSG,HMMSGC5,Leucanthemum_vulgare,4,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,LEUVUL,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3576,5CMSG,HMMSGC5,Trifolium_pratense,5,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,TRIPRA,Fabaceae,Fabales,exotic,perennial,forb,perennial_forb,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3577,5CMSG,HMMSGC5,NA,0,HMMSG,5MSG,CMSG,8.35,20.47,2018-08-12,Mount Sutil Garden,MSG,HM,5,open garden,C,NA,NA,NA,NA,NA,NA,NA_NA,200,10,MD,4,4,5,0,0,15,25,0,10,0,60,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3578,5CMSM,XNMSMC5,NA,0,XNMSM,5MSM,CMSM,0,5.25,2018-08-13,MS Coastal Meadow,MSM,XN,5,sheltered woodland slope,C,NA,NA,NA,NA,NA,NA,NA_NA,226,15,CR,76,2,10,0,15,5,20,0,10,0,50,30,L,NA,NA,NA,GRZ,NA,NA,NA,224
3579,5CRF,HMRFC5,NA,0,HMRF,5RF,CRF,10.175,34.61,2018-08-14,Reeces’ Field,RF,HM,5,open wet ruderal meadow,C,NA,NA,NA,NA,NA,NA,NA_NA,200,10,TO,14,4,0,0,0,0,0,0,10,5,100,0,H,NA,NA,NA,GRZ,NA,PAS,NA,225
3580,5CRI,XNRIC5,NA,0,XNRI,5RI,CRI,0,4.125,2018-08-17,Retreat Island,RI,XN,5,sheltered coastal woodland,C,NA,NA,NA,NA,NA,NA,NA_NA,70,50,MD,68,2,25,0,5,20,10,0,20,0,35,25,L,NA,NA,NA,NA,NA,NA,NA,228
3581,5CS150,XMS150C5,Cirsium_arvense,5,XMS150,5S150,CS150,0.825,5.025,2018-08-11,150 Shopland,S150,XM,5,exposed ruderal slope,C,CIRARV,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,95,30,UP,17,2,10,0,5,0,0,0,15,0,90,0,H,NA,CULT,NA,GRZ,NA,NA,NA,222
3582,5CS150,XMS150C5,Cirsium_vulgare,10,XMS150,5S150,CS150,0.825,5.025,2018-08-11,150 Shopland,S150,XM,5,exposed ruderal slope,C,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,95,30,UP,17,2,10,0,5,0,0,0,15,0,90,0,H,NA,CULT,NA,GRZ,NA,NA,NA,222
3583,5CS150,XMS150C5,Crepis_capillaris,8,XMS150,5S150,CS150,0.825,5.025,2018-08-11,150 Shopland,S150,XM,5,exposed ruderal slope,C,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,95,30,UP,17,2,10,0,5,0,0,0,15,0,90,0,H,NA,CULT,NA,GRZ,NA,NA,NA,222
3584,5CS150,XMS150C5,Hypochaeris_radicata,13,XMS150,5S150,CS150,0.825,5.025,2018-08-11,150 Shopland,S150,XM,5,exposed ruderal slope,C,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,95,30,UP,17,2,10,0,5,0,0,0,15,0,90,0,H,NA,CULT,NA,GRZ,NA,NA,NA,222
3585,5CS150,XMS150C5,NA,0,XMS150,5S150,CS150,0.825,5.025,2018-08-11,150 Shopland,S150,XM,5,exposed ruderal slope,C,NA,NA,NA,NA,NA,NA,NA_NA,95,30,UP,17,2,10,0,5,0,0,0,15,0,90,0,H,NA,CULT,NA,GRZ,NA,NA,NA,222
3586,5CSB,HNSBC5,Gaultheria_shallon,1,HNSB,5SB,CSB,19.225,41.035,2018-08-18,Shaw’s Bog,SB,HN,5,open bog,C,GAUSHA,Ericaceae,Ericales,native,perennial,shrub,perennial_shrub,142,0,DP,2,4,0,0,5,15,0,0,80,0,20,25,L,NA,NA,NA,GRZ,NA,NA,NA,229
3587,5CSB,HNSBC5,NA,0,HNSB,5SB,CSB,19.225,41.035,2018-08-18,Shaw’s Bog,SB,HN,5,open bog,C,NA,NA,NA,NA,NA,NA,NA_NA,142,0,DP,2,4,0,0,5,15,0,0,80,0,20,25,L,NA,NA,NA,GRZ,NA,NA,NA,229
3588,5CSH,XMSHC5,Cirsium_vulgare,42,XMSH,5SH,CSH,0.525,5.65384615384615,2018-08-16,Stockade Hill,SH,XM,5,exposed outcrop,C,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,184,50,MD,40,1,25,0,10,0,20,5,35,0,50,15,M,NA,NA,NA,GRZ,NA,NA,NAT,227
3589,5CSH,XMSHC5,Rubus_armeniacus,5,XMSH,5SH,CSH,0.525,5.65384615384615,2018-08-16,Stockade Hill,SH,XM,5,exposed outcrop,C,RUBARM,Rosaceae,Rosales,exotic,perennial,shrub,perennial_shrub,184,50,MD,40,1,25,0,10,0,20,5,35,0,50,15,M,NA,NA,NA,GRZ,NA,NA,NAT,227
3590,5CSH,XMSHC5,Sonchus_asper,5,XMSH,5SH,CSH,0.525,5.65384615384615,2018-08-16,Stockade Hill,SH,XM,5,exposed outcrop,C,SONASP,Asteraceae,Asterales,exotic,annual,forb,annual_forb,184,50,MD,40,1,25,0,10,0,20,5,35,0,50,15,M,NA,NA,NA,GRZ,NA,NA,NAT,227
3591,5CSH,XMSHC5,NA,0,XMSH,5SH,CSH,0.525,5.65384615384615,2018-08-16,Stockade Hill,SH,XM,5,exposed outcrop,C,NA,NA,NA,NA,NA,NA,NA_NA,184,50,MD,40,1,25,0,10,0,20,5,35,0,50,15,M,NA,NA,NA,GRZ,NA,NA,NAT,227
3592,5CSW,XNSWC5,NA,0,XNSW,5SW,CSW,0,8.035,2018-08-14,Sticks West,SW,XN,5,sheltered coastal meadow,C,NA,NA,NA,NA,NA,NA,NA_NA,40,25,MD,65,1,0,0,20,5,0,0,25,0,15,80,L,NA,NA,NA,GRZ,NA,NA,NA,225
3593,5CTAP,XNTAPC5,NA,0,XNTAP,5TAP,CTAP,2.1,6.665,2018-08-16,Tapovan,TAP,XN,5,sheltered woodland slope,C,NA,NA,NA,NA,NA,NA,NA_NA,222,50,MD,61,2,10,0,5,10,0,60,5,0,20,25,L,NA,NA,NA,GRZ,NA,NA,NA,227
3594,5DBP,XNBPD5,Hypochaeris_radicata,1,XNBP,5BP,DBP,0.275,10.095,2018-08-13,Bluffs Park,BP,XN,5,open meadow seep,D,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,20,20,MD,11,1,5,0,5,10,5,0,0,0,60,30,M,NA,NA,NA,GRZ,NA,NA,NAT,224
3595,5DBP,XNBPD5,NA,0,XNBP,5BP,DBP,0.275,10.095,2018-08-13,Bluffs Park,BP,XN,5,open meadow seep,D,NA,NA,NA,NA,NA,NA,NA_NA,20,20,MD,11,1,5,0,5,10,5,0,0,0,60,30,M,NA,NA,NA,GRZ,NA,NA,NAT,224
3596,5DBR,XNBRD5,NA,0,XNBR,5BR,DBR,0,6.87,2018-08-10,Bodega Ridge,BR,XN,5,shaded outcrop,D,NA,NA,NA,NA,NA,NA,NA_NA,210,95,NA,88,1,35,0,5,0,30,10,0,0,15,20,M,NA,NA,NA,GRZ,NA,NA,NAT,221
3597,5DCBF,HMCBFD5,Senecio_sylvaticus,5,HMCBF,5CBF,DCBF,10.35,19.71,2018-08-17,Cable Bay Farm,CBF,HM,5,open agricultural field,D,SENSYL,Asteraceae,Asterales,exotic,annual,forb,annual_forb,208,5,MD,0,4,0,0,0,0,80,0,5,15,20,0,H,NA,CULT,NA,NA,NA,NA,NA,228
3598,5DCBF,HMCBFD5,Sonchus_oleraceus,5,HMCBF,5CBF,DCBF,10.35,19.71,2018-08-17,Cable Bay Farm,CBF,HM,5,open agricultural field,D,SONOLE,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,208,5,MD,0,4,0,0,0,0,80,0,5,15,20,0,H,NA,CULT,NA,NA,NA,NA,NA,228
3599,5DCBF,HMCBFD5,Trifolium_pratense,17,HMCBF,5CBF,DCBF,10.35,19.71,2018-08-17,Cable Bay Farm,CBF,HM,5,open agricultural field,D,TRIPRA,Fabaceae,Fabales,exotic,perennial,forb,perennial_forb,208,5,MD,0,4,0,0,0,0,80,0,5,15,20,0,H,NA,CULT,NA,NA,NA,NA,NA,228
3600,5DCBF,HMCBFD5,Vicia_villosa,2,HMCBF,5CBF,DCBF,10.35,19.71,2018-08-17,Cable Bay Farm,CBF,HM,5,open agricultural field,D,VICVIL,Fabaceae,Fabales,exotic,fac.bien.per,forb,fac.bien.per_forb,208,5,MD,0,4,0,0,0,0,80,0,5,15,20,0,H,NA,CULT,NA,NA,NA,NA,NA,228
3601,5DCBF,HMCBFD5,NA,0,HMCBF,5CBF,DCBF,10.35,19.71,2018-08-17,Cable Bay Farm,CBF,HM,5,open agricultural field,D,NA,NA,NA,NA,NA,NA,NA_NA,208,5,MD,0,4,0,0,0,0,80,0,5,15,20,0,H,NA,CULT,NA,NA,NA,NA,NA,228
3602,5DCF,HMCFD5,NA,0,HMCF,5CF,DCF,0,6.82,2018-08-14,Catkin Forest Farm,CF,HM,5,partly sheltered yard,D,NA,NA,NA,NA,NA,NA,NA_NA,160,5,UP,18,2,20,0,0,0,10,0,0,0,70,0,H,DEV,NA,MOW,GRZ,NA,NA,NA,225
3603,5DCM,XMCMD5,Anaphalis_margaritacea,9,XMCM,5CM,DCM,0.725,8.005,2018-08-18,Crystal Mountain,CM,XM,5,exposed ruderal shrub patch,D,ANAMAR,Asteraceae,Asterales,native,perennial,forb,perennial_forb,120,5,CR,13,2,5,0,5,5,15,0,40,0,30,0,H,NA,NA,MOW,GRZ,NA,NA,NA,229
3604,5DCM,XMCMD5,Cirsium_vulgare,4,XMCM,5CM,DCM,0.725,8.005,2018-08-18,Crystal Mountain,CM,XM,5,exposed ruderal shrub patch,D,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,120,5,CR,13,2,5,0,5,5,15,0,40,0,30,0,H,NA,NA,MOW,GRZ,NA,NA,NA,229
3605,5DCM,XMCMD5,Crepis_capillaris,22,XMCM,5CM,DCM,0.725,8.005,2018-08-18,Crystal Mountain,CM,XM,5,exposed ruderal shrub patch,D,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,120,5,CR,13,2,5,0,5,5,15,0,40,0,30,0,H,NA,NA,MOW,GRZ,NA,NA,NA,229
3606,5DCM,XMCMD5,Hypochaeris_radicata,49,XMCM,5CM,DCM,0.725,8.005,2018-08-18,Crystal Mountain,CM,XM,5,exposed ruderal shrub patch,D,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,120,5,CR,13,2,5,0,5,5,15,0,40,0,30,0,H,NA,NA,MOW,GRZ,NA,NA,NA,229
3607,5DCM,XMCMD5,NA,0,XMCM,5CM,DCM,0.725,8.005,2018-08-18,Crystal Mountain,CM,XM,5,exposed ruderal shrub patch,D,NA,NA,NA,NA,NA,NA,NA_NA,120,5,CR,13,2,5,0,5,5,15,0,40,0,30,0,H,NA,NA,MOW,GRZ,NA,NA,NA,229
3608,5DDEV,HNDEVD5,NA,0,HNDEV,5DEV,DDEV,2.85,11.4,2018-08-18,Devina Swamp,DEV,HN,5,sheltered riparian forest,D,NA,NA,NA,NA,NA,NA,NA_NA,56,5,MD,63,4,0,0,5,15,5,0,20,60,0,10,L,NA,NA,NA,GRZ,NA,NA,NA,229
3609,5DDEX,HMDEXD5,Cirsium_vulgare,2,HMDEX,5DEX,DDEX,3.2,13.14,2018-08-16,Dexter’s,DEX,HM,5,sheltered ruderal slope,D,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,208,5,TO,76,4,0,0,20,10,0,0,20,0,35,20,H,NA,NA,NA,GRZ,NA,NA,NA,227
3610,5DDEX,HMDEXD5,NA,0,HMDEX,5DEX,DDEX,3.2,13.14,2018-08-16,Dexter’s,DEX,HM,5,sheltered ruderal slope,D,NA,NA,NA,NA,NA,NA,NA_NA,208,5,TO,76,4,0,0,20,10,0,0,20,0,35,20,H,NA,NA,NA,GRZ,NA,NA,NA,227
3611,5DDL14,XMDL14D5,Crepis_capillaris,45,XMDL14,5DL14,DDL14,0,5.975,2018-08-15,District Lot 14,DL14,XM,5,exposed seral slope,D,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,306,0,DP,9,2,5,0,10,10,15,0,35,0,35,20,H,NA,NA,NA,GRZ,NA,NA,NA,226
3612,5DDL14,XMDL14D5,Leucanthemum_vulgare,1,XMDL14,5DL14,DDL14,0,5.975,2018-08-15,District Lot 14,DL14,XM,5,exposed seral slope,D,LEUVUL,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,306,0,DP,9,2,5,0,10,10,15,0,35,0,35,20,H,NA,NA,NA,GRZ,NA,NA,NA,226
3613,5DDL14,XMDL14D5,NA,0,XMDL14,5DL14,DDL14,0,5.975,2018-08-15,District Lot 14,DL14,XM,5,exposed seral slope,D,NA,NA,NA,NA,NA,NA,NA_NA,306,0,DP,9,2,5,0,10,10,15,0,35,0,35,20,H,NA,NA,NA,GRZ,NA,NA,NA,226
3614,5DDL24,XMDL24D5,NA,0,XMDL24,5DL24,DDL24,0,5.085,2018-08-12,District Lot 24,DL24,XM,5,open gravel pit,D,NA,NA,NA,NA,NA,NA,NA_NA,42,5,TO,1,1,80,0,5,0,0,15,0,0,30,20,H,DEV,NA,NA,GRZ,NA,NA,NA,223
3615,5DGBS,HNGBSD5,Mentha_canadensis,126,HNGBS,5GBS,DGBS,42.275,57.895,2018-08-17,Great Beaver Swamp,GBS,HN,5,partly sheltered swamp margin,D,MENCAN,Lamiaceae,Lamiales,native,perennial,forb,perennial_forb,190,5,DP,45,4,0,0,10,0,5,0,35,5,60,0,L,NA,NA,NA,NA,NA,NA,NA,228
3616,5DGBS,HNGBSD5,NA,0,HNGBS,5GBS,DGBS,42.275,57.895,2018-08-17,Great Beaver Swamp,GBS,HN,5,partly sheltered swamp margin,D,NA,NA,NA,NA,NA,NA,NA_NA,190,5,DP,45,4,0,0,10,0,5,0,35,5,60,0,L,NA,NA,NA,NA,NA,NA,NA,228
3617,5DHF,XMHFD5,Cirsium_vulgare,24,XMHF,5HF,DHF,0,5.08,2018-08-15,Heritage Forest,HF,XM,5,exposed seral slope,D,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,38,25,MD,1,3,15,0,15,0,15,0,35,0,50,5,H,NA,NA,NA,GRZ,NA,NA,NAT,226
3618,5DHF,XMHFD5,Crepis_capillaris,4,XMHF,5HF,DHF,0,5.08,2018-08-15,Heritage Forest,HF,XM,5,exposed seral slope,D,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,38,25,MD,1,3,15,0,15,0,15,0,35,0,50,5,H,NA,NA,NA,GRZ,NA,NA,NAT,226
3619,5DHF,XMHFD5,Hypochaeris_radicata,8,XMHF,5HF,DHF,0,5.08,2018-08-15,Heritage Forest,HF,XM,5,exposed seral slope,D,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,38,25,MD,1,3,15,0,15,0,15,0,35,0,50,5,H,NA,NA,NA,GRZ,NA,NA,NAT,226
3620,5DHF,XMHFD5,NA,0,XMHF,5HF,DHF,0,5.08,2018-08-15,Heritage Forest,HF,XM,5,exposed seral slope,D,NA,NA,NA,NA,NA,NA,NA_NA,38,25,MD,1,3,15,0,15,0,15,0,35,0,50,5,H,NA,NA,NA,GRZ,NA,NA,NAT,226
3621,5DLL,HNLLD5,Crepis_capillaris,14,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3622,5DLL,HNLLD5,Epilobium_ciliatum,5,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,EPICIL,Onagraceae,Myrtales,native,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3623,5DLL,HNLLD5,Mentha_canadensis,5,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,MENCAN,Lamiaceae,Lamiales,native,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3624,5DLL,HNLLD5,Myosotis_laxa,44,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,MYOLAX,Boraginaceae,Boraginales,native,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3625,5DLL,HNLLD5,Prunella_vulgaris,3,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,PRUVUL,Lamiaceae,Lamiales,exotic,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3626,5DLL,HNLLD5,Stellaria_borealis,1,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,STEBOR,Caryophyllaceae,Caryophyllales,native,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3627,5DLL,HNLLD5,Tiarella_trifoliata,1,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,TIATRI,Saxifragaceae,Saxifragales,native,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3628,5DLL,HNLLD5,Veronica_americana,8,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,VERAME,Plantaginaceae,Lamiales,native,perennial,forb,perennial_forb,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3629,5DLL,HNLLD5,NA,0,HNLL,5LL,DLL,25.025,40.985,2018-08-17,Laughlin Lake,LL,HN,5,partly sheltered wetland margin,D,NA,NA,NA,NA,NA,NA,NA_NA,36,0,DP,32,4,0,0,10,0,15,0,0,25,60,0,L,NA,NA,NA,GRZ,NA,NA,NA,228
3630,5DMF,HMMFD5,Crepis_capillaris,10,HMMF,5MF,DMF,4.3,14.32,2018-08-18,Marben Farm,MF,HM,5,open orchard,D,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,162,5,MD,3,4,0,0,0,10,30,0,0,0,60,10,H,NA,CULT,MOW,NA,NA,NA,NA,229
3631,5DMF,HMMFD5,Hypochaeris_radicata,56,HMMF,5MF,DMF,4.3,14.32,2018-08-18,Marben Farm,MF,HM,5,open orchard,D,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,162,5,MD,3,4,0,0,0,10,30,0,0,0,60,10,H,NA,CULT,MOW,NA,NA,NA,NA,229
3632,5DMF,HMMFD5,NA,0,HMMF,5MF,DMF,4.3,14.32,2018-08-18,Marben Farm,MF,HM,5,open orchard,D,NA,NA,NA,NA,NA,NA,NA_NA,162,5,MD,3,4,0,0,0,10,30,0,0,0,60,10,H,NA,CULT,MOW,NA,NA,NA,NA,229
3633,5DMLC,XNMLCD5,Cirsium_vulgare,5,XNMLC,5MLC,DMLC,5.75,15.985,2018-08-16,Millard Learning Centre,MLC,XN,5,sheltered rock outcrop / rocky slope,D,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,190,70,MD,79,2,20,0,10,5,10,0,5,0,45,0,L,NA,NA,NA,GRZ,NA,NA,NA,227
3634,5DMLC,XNMLCD5,Hypochaeris_radicata,18,XNMLC,5MLC,DMLC,5.75,15.985,2018-08-16,Millard Learning Centre,MLC,XN,5,sheltered rock outcrop / rocky slope,D,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,190,70,MD,79,2,20,0,10,5,10,0,5,0,45,0,L,NA,NA,NA,GRZ,NA,NA,NA,227
3635,5DMLC,XNMLCD5,NA,0,XNMLC,5MLC,DMLC,5.75,15.985,2018-08-16,Millard Learning Centre,MLC,XN,5,sheltered rock outcrop / rocky slope,D,NA,NA,NA,NA,NA,NA,NA_NA,190,70,MD,79,2,20,0,10,5,10,0,5,0,45,0,L,NA,NA,NA,GRZ,NA,NA,NA,227
3636,5DMS,XNMSD5,NA,0,XNMS,5MS,DMS,0.825,6.97,2018-08-12,Mount Sutil,MS,XN,5,exposed outcrop base,D,NA,NA,NA,NA,NA,NA,NA_NA,250,25,MD,25,2,60,0,5,15,15,0,0,0,25,30,L,NA,NA,NA,GRZ,NA,NA,NA,223
3637,5DMSG,HMMSGD5,Cirsium_vulgare,2,HMMSG,5MSG,DMSG,0.825,8.62,2018-08-12,Mount Sutil Garden,MSG,HM,5,open orchard,D,CIRVUL,Asteraceae,Asterales,exotic,biennial,forb,biennial_forb,354,10,CR,0,4,0,0,0,5,25,0,15,0,80,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3638,5DMSG,HMMSGD5,Crepis_capillaris,32,HMMSG,5MSG,DMSG,0.825,8.62,2018-08-12,Mount Sutil Garden,MSG,HM,5,open orchard,D,CRECAP,Asteraceae,Asterales,exotic,fac.bien.per,forb,fac.bien.per_forb,354,10,CR,0,4,0,0,0,5,25,0,15,0,80,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3639,5DMSG,HMMSGD5,Hypochaeris_radicata,8,HMMSG,5MSG,DMSG,0.825,8.62,2018-08-12,Mount Sutil Garden,MSG,HM,5,open orchard,D,HYPRAD,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,354,10,CR,0,4,0,0,0,5,25,0,15,0,80,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3640,5DMSG,HMMSGD5,Leucanthemum_vulgare,5,HMMSG,5MSG,DMSG,0.825,8.62,2018-08-12,Mount Sutil Garden,MSG,HM,5,open orchard,D,LEUVUL,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,354,10,CR,0,4,0,0,0,5,25,0,15,0,80,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3641,5DMSG,HMMSGD5,NA,1.1,HMMSG,5MSG,DMSG,0.825,8.62,2018-08-12,Mount Sutil Garden,MSG,HM,5,open orchard,D,NA,NA,NA,NA,NA,NA,NA_NA,354,10,CR,0,4,0,0,0,5,25,0,15,0,80,0,H,NA,CULT,MOW,NA,NA,NA,NA,223
3642,5DMSM,XNMSMD5,NA,0,XNMSM,5MSM,DMSM,0,6.425,2018-08-13,MS Coastal Meadow,MSM,XN,5,open coastal bluff,D,NA,NA,NA,NA,NA,NA,NA_NA,226,5,CR,10,2,0,0,10,10,15,0,50,0,5,5,L,NA,NA,NA,GRZ,NA,NA,NA,224
3643,5DRF,HMRFD5,Centaurium_erythraea,2,HMRF,5RF,DRF,20.775,36.73,2018-08-14,Reeces’ Field,RF,HM,5,exposed pond margin,D,CENERY,Gentianaceae,Gentianales,exotic,fac.bien.per,forb,fac.bien.per_forb,200,10,DP,3,4,0,10,0,0,60,0,10,5,50,0,H,NA,NA,MOW,GRZ,NA,PAS,NA,225
3644,5DRF,HMRFD5,Hypericum_anagalloides,11,HMRF,5RF,DRF,20.775,36.73,2018-08-14,Reeces’ Field,RF,HM,5,exposed pond margin,D,HYPANA,Hypericaceae,Malpighiales,native,perennial,forb,perennial_forb,200,10,DP,3,4,0,10,0,0,60,0,10,5,50,0,H,NA,NA,MOW,GRZ,NA,PAS,NA,225
3645,5DRF,HMRFD5,Leontodon_saxatilis,34,HMRF,5RF,DRF,20.775,36.73,2018-08-14,Reeces’ Field,RF,HM,5,exposed pond margin,D,LEOSAX,Asteraceae,Asterales,exotic,annual,forb,annual_forb,200,10,DP,3,4,0,10,0,0,60,0,10,5,50,0,H,NA,NA,MOW,GRZ,NA,PAS,NA,225
3646,5DRF,HMRFD5,Leucanthemum_vulgare,49,HMRF,5RF,DRF,20.775,36.73,2018-08-14,Reeces’ Field,RF,HM,5,exposed pond margin,D,LEUVUL,Asteraceae,Asterales,exotic,perennial,forb,perennial_forb,200,10,DP,3,4,0,10,0,0,60,0,10,5,50,0,H,NA,NA,MOW,GRZ,NA,PAS,NA,225
