,catalogNumber,Verified,Missing.Specimen,Family_Genus.list..Family,scientificName,Genus,Qualifier,Species,Authorship.Reference..Species.Author,Subspecies,Authorship.Reference..Subspecies.Author,Variety,Authorship.Reference..Variety.Author,Forma,Authorship.Reference..Forma.Author,Cultivar,country,provinceState,locality,Geo_LatDegree,Geo_LatMinute,Geo_LatSecond,Geo_LongDegree,Geo_LongMinute,Geo_LongSecond,decimalLatitude,decimalLongitude,Geo_Datum,Geo_CoordinateUncertainty,georeferenceProtocol,georeferencedBy,Geo_Date,Georeference.Notes,UTM,Grid.Reference,habitat,verbatimElevation,eventDate,recordedBy,Other.Collectors,recordNumber,identifiedBy,Determination.Date,occurrenceRemarks,Originally.identified.as,Annotation.1,Annotation.2,Annotation.3,More.annotations,Original.Herbarium,TypeStatus,Special,Research.Annotation,Citations,Genbank,BOLD.Number,Loan,Exchange,Curatorial.Notes,Taxonomic.Updates,Conservation.Status,Imaged,Barcoded,Project.ID,Funding.Project,Reproductive.Status,Reproductive.Flex,Accession.Number.1
155,V252549,6/23/2022,,Boraginaceae,Myosotis laxa,Myosotis,,laxa,Lehm.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Devina Drive",48.993602,NA,NA,-123.575802,NA,NA,48.993602,-123.575802,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Wetland margin,47 m,2016 Aug 13,Andrew Simon,Adam Huggins,V-30,Andrew Simon,2017,,Myosotis laxa by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252549
115,V241914,,,Ranunculaceae,Myosurus minimus,Myosurus,,minimus,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Harbour Provincial Park, near amphitheatre and picnic tables",48,53,53.2,-123,24,6.5,48.898111,-123.401806,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Wet grassy area, too wet yet to cut; growing with Juncus bufonius, Montia fontana, Poa annua, Plantago elongata",3 m,2014 May 13,Frank Lomer,,8703,Frank Lomer,2014,"local patches in the lawn, tiny plants growing densely in places, larger plants in disturbed ground",Myosurus minimus by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241914
42,V190911,,,Boraginaceae,Nemophila parviflora var. parviflora,Nemophila,,parviflora,Douglas ex Benth.,,,parviflora,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry mesic, open, stony-sandy roadbed, under Douglas-fir - red cedar",,1986 Aug 17,William J. Crins,,7350,,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V190911
73,V197708,,,Rosaceae,Oemleria cerasiformis,Oemleria,,cerasiformis,(Torr. & A. Gray) J.W. Landon,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, Galiano Island, ca. 1 km from Montague Harbor Park, along Montague Road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,"in open forest of Acer macrophyllum, Alnus rubra and Pseudotsuga menziesii",,1989 Apr 06,Gerald B. Straley,K. Wilf Nicholls,5287,"Gerald B. Straley, K. Wilf Nicholls",1989,Single male plant,"Oemleria cerasiflormis by Gerald B. Straley, K. Wilf Nicholls 1989",,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V197708
26,V178677,,,Orobanchaceae,Orthocarpus pusillus,Orthocarpus,,pusillus,Benth.,,,,,NA,NA,NA,Canada,British Columbia,"On southeast end of Galiano Island, off Stick Allison Road",48,55,NA,-123,25,NA,48.916667,-123.416667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Wet mossy rock above sea,,1983 May 01,Gerald B. Straley,,2562,Curtis R. Bjork,2015,,Orthocarpus pusillus by Gerald B. Straley 1983,"Triphysaria pusilla Det. Curtis R. Bjork 2015 Apr, University of British Columbia Herbarium",,,NA,,NA,,,,NA,,,,,,,Yes,Yes,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V178677
37,V190906,,,Apiaceae,Osmorhiza berteroi,Osmorhiza,,berteroi,DC.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),mesic red alder-red cedar forest,,1986 Aug 16,William J. Crins,,7326,William J. Crins,1986,,Osmorhiza chilensis by William J. Crins 1986,"Osmorhiza berteroi Con. E.R. Manton 2013, University of British Columbia Herbarium",,,NA,,NA,,,,NA,,,,,,,,Yes,,,,,V190906
245,V252641,6/23/2022,,Apiaceae,Osmorhiza berteroi,Osmorhiza,,berteroi,DC.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Highland Road",48.86875,NA,NA,-123.346202,NA,NA,48.86875,-123.346202,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Ruderal / woodland environ,60 m,2017 Jun 17,Andrew Simon,,V-148,Andrew Simon,2017,,Osmorhiza berteroi by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252641
1,V103246,,,Pteridaceae,Pentagramma triangularis ssp. triangularis,Pentagramma,,triangularis,"(Kaulf.) Yatsk., Windham & E. Wollenw.",triangularis,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf Islands, Galiano Island, Bodega Hill, southeast of north Galiano",48,58,NA,-123,32,NA,48.966667,-123.533333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"common in crevices and on ledges of open steep, southwest facing cliffs.",,1961 May 08,James A. Calder,K.T. MacKay,28849,James A. Calder,1961,"
",Pityrogramma triangularis by James A. Calder 1961,Pentagramma triangularis subsp. triangularis Det. Christopher J. Sears 2007 University of British Columbia Herbarium,,,NA,,NA,,,,NA,,,,,,,,,,,,,V103246
79,V200558,,,Apiaceae,Perideridia gairdneri,Perideridia,,gairdneri,(Hook. & Arn.) Mathias,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, southwestern Galiano Island, at end of Georgeson Bay road, overlooking active pass",48,55,NA,-123,20,NA,48.916667,-123.333333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,in grassy edges of roadside and in open forest,,1989 Aug 22,Gerald B. Straley,,5824,Gerald B. Straley,1989,common,Perideridia gairdneri by Gerald B. Straley 1989,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V200558
124,V241923,,,Apiaceae,Petroselinum crispum,Petroselinum,,crispum,(Mill.) Fuss,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, 50 m north of Sturdies Bay ferry dock, seaside below residences",48,52,41,-123,18,56,48.878056,-123.315556,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Sandstone ledges and scree above beach; growing with Tanacetum parthenium,4 m,2014 May 14,Frank Lomer,,8712,Frank Lomer,2014,"biennial with thickened taproot, crisped leaves; not yet in flower; several plants; established, probably from garden escapes from property above",Petroselinum crispum by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241923
62,V193704,,,Boraginaceae,Phacelia tanacetifolia,Phacelia,,tanacetifolia,Benth.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, Galiano Island, private garden",48,56,NA,-123,27,NA,48.933333,-123.45,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,,,1987 Jul 08,Gerald B. Straley,,4247,Gerald B. Straley,,cultivated; for details see the specimen,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V193704
43,V190912,,,Orchidaceae,Piperia elegans,Piperia,,elegans,(Lindl.) Rydb.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry, open Douglas fir - madrone slope",,1986 Aug 17,William J. Crins,,7354,,,Labelled as synonyms Piperia greenei and Habenaria greenei.,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V190912
59,V191364,,,Orchidaceae,Piperia elegans,Piperia,,elegans,(Lindl.) Rydb.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry, open Douglas fir - madrone slope",,1986 Aug 17,William J. Crins,,7353,William J. Crins,1986,fairly common,Piperia elegans by William J. Crins 1986,,,,NA,,NA,,CCDB-24910-F06 DNA Barcode of Life: Tissue sampled by the Biodiversity Institute of Ontario BIOUG 2014,,NA,CCDB-24910-F06,,,,,,Yes,,,,,,V191364
98,V233784,11/16/2021,,Boraginaceae,Plagiobothrys tenellus,Plagiobothrys,,tenellus,(Nutt.) A. Gray,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bodega Ridge, trail west of Cottage Way",48,57,24,-123,31,45,48.956667,-123.529167,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Dry, open southwest-facing slope",188 m,1998 Apr 10,Frank Lomer,,98-2,Frank Lomer,1998,population = 400-500; erect annual with white flowers,Plagiobothrys tenellus by Frank Lomer 1998 1998,Plagiobothrys tenellus Con. Curtis R. Bjork 2012,,,NA,,NA,,CCDB-23366-F10 DNA Barcode of Life: Tissue sampled by the Biodiversity Institute of Ontario BIOUG 2014,,NA,CCDB-23366-F10,,,,,"BC Red list, S1? (2019), G4G5 (1988), T (COSEWIC), 1-T (SARA)",Yes,Yes,2021Reds,,,,V233784
113,V241912,,,Plantaginaceae,Plantago elongata,Plantago,,elongata,Pursh,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Harbour Provincial Park, near amphitheatre and picnic tables",48,53,53.2,-123,24,6.5,48.898111,-123.401806,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Wet grassy area, too wet yet to cut; growing with Juncus bufonius, Montia fontana, Myosurus minimus, Poa annua",3 m,2014 May 13,Frank Lomer,,8701,Frank Lomer,2014,"abundant and dominant, often very small plants, these among the largest ones",Plantago elongata by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241912
170,V252564,6/23/2022,,Caprifoliaceae,Plectritis congesta,Plectritis,,congesta,(Lindl.) DC.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Phillimore Point, islet",48.86794009,NA,NA,-123.3870274,NA,NA,48.86794009,-123.3870274,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal herbaceous community,5 m,2017 Apr 14,Andrew Simon,Kris Krug,V-47,Andrew Simon,2017,,Plectritis congesta by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252564
193,V252589,6/23/2022,,Poaceae,Poa bulbosa,Poa,,bulbosa,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Dionisio Provincial Park",49.0120909,NA,NA,-123.5739613,NA,NA,49.0120909,-123.5739613,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal herbaceous community,28 m,2017 May 18,Andrew Simon,,V-76,Andrew Simon,2017,,Poa bulbosa by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252589
239,V252635,6/23/2022,,Poaceae,Poa compressa,Poa,,compressa,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.868269,NA,NA,-123.377488,NA,NA,48.868269,-123.377488,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,250 m,2017 Jun 14,Andrew Simon,,V-139,Curtis R. Bjork,2017,,Poa compressa by Curtis R. Bjork  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252635
86,V231288,,,Poaceae,Poa howellii,Poa,,howellii,Vasey & Scribn.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, Active Pass, west of Mary Anne Point, 100 m east of sandy beach",48,51,43,-123,19,10.5,48.861944,-123.319583,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Arbutus - Douglas-fir rocky bluff slope,20 m,2003 Apr 30,Frank Lomer,,4712,Frank Lomer,2003,Few.,Poa howellii by Frank Lomer 2003,,,,NA,,NA,,,,NA,,,,,,,,,bnbgrass,,,,V231288
108,V241907,,,Poaceae,Poa infirma,Poa,,infirma,Kunth,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Sturdies Bay, BC Ferries dock, by crosswalk at ramp",48,52,40.7,-123,18,59.3,48.877972,-123.316472,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Crumbling blacktop margin with Poa annua, Polygonum aviculare subsp. depressum, Matricaria discoidea, Rosa nutkana shoots",3 m,2014 May 13,Frank Lomer,,8696,Frank Lomer,2014,"yellowish tinged plants, largest anthers ca. 0.3 mm; 30 x 30 cm patch",Poa infirma by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,bnbgrass,,,,V241907
110,V241909,,,Poaceae,Poa infirma,Poa,,infirma,Kunth,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Harbour Provincial Park, lagoon north of Gray Peninsula, northeast shore",48,53,50.5,-123,24,21.3,48.897361,-123.405917,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Solid, but long dead fallen Douglas-fir lying in tidal mud; growing in bark furrows with Cerastium glomeratum, Plantago maritima, Veronica arvensis, Bromus carinatus",1 m,2014 May 13,Frank Lomer,,8698,Frank Lomer,2014,"dense patches for 20 m along log, mostly senescent plants, dead and straw-coloured",Poa infirma by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,bnbgrass,,,,V241909
223,V252619,6/23/2022,,Poaceae,Poa pratensis,Poa,,pratensis,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869073,NA,NA,-123.378621,NA,NA,48.869073,-123.378621,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland / herbaceous community,250 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-114,Andrew Simon,2017,,Poa pratensis by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252619
88,V231290,,,Poaceae,Poa secunda ssp. secunda,Poa,,secunda,J. Presl,secunda,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Matthews Point, southwest side",48,51,48,-123,19,45,48.863333,-123.329167,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,southwest-facing exposed mossy seaside slope,120 m,2003 Apr 30,Frank Lomer,,4714,Frank Lomer,2003,Infrequent.,Poa secunda subsp. secunda by Frank Lomer 2003,,,,NA,,NA,,,,NA,,,,,,,,,bnbgrass,,,,V231290
2,V103250,,,Polypodiaceae,Polypodium glycyrrhiza,Polypodium,,glycyrrhiza,D.C. Eaton,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf Islands, Galiano Island, Bodega Hill, southeast of north Galiano",48,58,NA,-123,32,NA,48.966667,-123.533333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,common in crevices below boulder in coniferous forest,,1961 May 08,James A. Calder,K.T. MacKay,28859,Sherry A. Whitmore 1983,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V103250
130,V245147,11/2/2018,,Polypodiaceae,Polypodium glycyrrhiza,Polypodium,,glycyrrhiza,D.C. Eaton,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague",48.897712,NA,NA,-123.409038,NA,NA,48.897712,-123.409038,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Littoral; on Douglas-fir (Pseudotsuga menziesii) branch extending out over shoreline,,2016 Mar 03,Andrew Simon,,V-06,Andrew Simon,2016,,Polypodium glycyrrhiza by Andrew Simon 2016,,,,NA,,NA,,,,NA,,"On loan to LAF, 2018 Nov (UBC_2018_V6)",,,,,Yes,Yes,"AndrewSimon2016, LAF2018",,,,V245147
126,V242504,,Yes,Salicaceae,Populus tremuloides var. vancouveriana,Populus,,tremuloides,,,,vancouveriana,,NA,NA,NA,Canada,British Columbia,"Galiano Island, DL-57, near western shore, Trincomali Channel",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,10 464987 5419842,,"CDF/14, 6/Mm; rocky bluffs, sylvan pool (a small depression along a ridge), dominated by Populus and Thuja plicata; understory characterized by a mosaic of salal (Gaultheria shallon), slough sedge (Carex obnupta) and barren areas of browsed cedar and aspen regeneration; abundant epiphyte community, including Dichelyma uncinata, Evernia prunastri, Isothecium, sp., Lobaria pulmonaria, Neckera douglasii, Orthotrichum lyellii, Platismatia glauca, Porella navicularis, Porella spp.; also noted, minor presence: Alnus rubra, Amelanchier florida, Galium sp., Kindbergia oregana, K. praelonga, Polystichum muticum, Rhytidiadelphus loreus, R. triquetris , Spiraea douglasii",,2015 Sep 27,Andrew D. Simon,,s.n.,Quentin Cronk,2015,plot 05,Populus tremula subsp. tremuloides var. vancouveriana by Quentin Cronk 2015,,,,NA,,NA,,,,NA,,,Deaccessioned duplicate with same number sent on exchange to the University of Washington (WTU) 2018,"Original Accession # V242504a, not a multisheet, New Accession # V242504",,,,,,,,,V242504
202,V252598,6/23/2022,,Salicaceae,Populus tremuloides var. vancouveriana,Populus,,tremuloides,Michx.,,,vancouveriana,(Trel.) Sarg.,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 57",48.930527,NA,NA,-123.477536,NA,NA,48.930527,-123.477536,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Sylvan pool / depression inland of coastal bluff,40 m,2017 May 27,Andrew Simon,"Quentin Cronk, Diana Percy",V-85,Quentin Cronk,2017,putative variety of Populus tremuloides,Populus tremuloides by Quentin Cronk  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252598
74,V197833,,,Rosaceae,Prunus laurocerasus,Prunus,,laurocerasus,L.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, southern Galiano Island, along Burrell Road, near Sturdies Bay road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,near large cultivated tree along road,,1989 Apr 06,Gerald B. Straley,K. Wilf Nicholls,5283,"Gerald B. Straley, K. Wilf Nicholls",1989,Commonly naturalized,"Prunus laurocerasus by Gerald B. Straley, K. Wilf Nicholls 1989","Prunus laurocerasus Det. P.F. Zika 2004, WTU",,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V197833
109,V241908,,,Rosaceae,Prunus x pugetensis,Prunus,,x pugetensis,Jacobson & Zika,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Sturdies Bay, backyard of house at corner of Gulf Road and Sturdies Bay Road",48,52,42.5,-123,18,59.5,48.878472,-123.316528,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Rough backyard lot full of Bromus sterilis with Arbutus menziesii, Pseudotsuga menziesii",10 m,2014 May 13,Frank Lomer,,8697,Frank Lomer,2014,"single tree 9-10 m tall, bark with horizontal lenticels, having a stretched fat appearance, petals hairy, ca. 9 mm, leaves hairy; flowers in large clusters, petals starting to fall and mostly fallen off pressed sample",Prunus x pugetensis by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241908
13,V139278,,,Fagaceae,Quercus garryana,Quercus,,garryana,Douglas ex Hook.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island",48,56,NA,-123,27,NA,48.933333,-123.45,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,on bluff overlooking valley,,1972 May 02,B. Schwartz,"M. Nemeth, B. Stephens, R. Biggs, John Pinder Moss",38,John Pinder-Moss 1972,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V139278
123,V241922,,,Orobanchaceae,Rhinanthus minor ssp. minor,Rhinanthus,,minor,L.,minor,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, 1 km due south of Sturdies Bay ferry dock, Burrill Road, ca. 75 m south of Arbutus Point Road",48,52,6,-123,18,56,48.868333,-123.315556,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Grassy roadside,8 m,2014 May 14,Frank Lomer,,8711,Frank Lomer,2014,adaxial lip of corolla purple; small patch,Rhinanthus minor subsp. minor by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241922
139,V245156,,,Ericaceae,Rhododendron groenlandicum,Rhododendron,,groenlandicum,(Oeder) Kron & Judd,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Galiano Island Ecological Reserve",48.983659,NA,NA,-123.556323,NA,NA,48.983659,-123.556323,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Bog,,2016 May 24,Andrew Simon,,V-15,Andrew Simon,2016,,Rhododendron groenlandicum by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245156
19,V156689,,,Grossulariaceae,Ribes lobbii,Ribes,,lobbii,A. Gray,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island",48,56,NA,-123,27,NA,48.933333,-123.45,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Cut-over area near bluff drive,,1974 Apr 21,Wilfred B. Schofield,,s.n.,Wilfred B. Schofield,1974,,Ribes lobbii by Wilfred B. Schofield 1974,,,,NA,,NA,,Leaf material sampled in 2013 by Leo K. Leung for herbarium DNA barcoding by Erin R. Manton (University of British Columbia),,NA,,,,,,,Yes,Yes,,,,,V156689
77,V197836,,,Rosaceae,Rubus bifrons,Rubus,,bifrons,Vest,,,,,NA,NA,NA,Canada,British Columbia,"southern Galiano Island, Bellhouse Park Road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,in waste areas along roadside,,1989 Apr 06,Gerald B. Straley,K. Wilf Nicholls,5286,Doug Goldman,2009,common,"Rubus discolor by Gerald B. Straley, K. Wilf Nicholls 1989","Rubus bifrons Det. Doug Goldman 2009, Gray Herbarium of Harvard University (GH)",,,NA,,NA,,"Destructively sampled for genotyping by Jeff Groh, 2018 May, University of British Columbia",,NA,,"Returned
on loan to GH, 2009 Aug (UBC-2009-V5) - Returned 2009 Dec",,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V197836
76,V197835,,,Rosaceae,Rubus laciniatus,Rubus,,laciniatus,Willd.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, Bellhouse Park road, southern Galiano Island",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,in waste areas along roadside,,1989 Apr 06,Gerald B. Straley,K. Wilf Nicholls,5285,"Gerald B. Straley, K. Wilf Nicholls",1989,Common,"Rubus laciniatus by Gerald B. Straley, K. Wilf Nicholls 1989",,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V197835
68,V196653,,,Rosaceae,Rubus spectabilis,Rubus,,spectabilis,Pursh,,,,,NA,NA,NA,Canada,British Columbia,"southern Galiano Island, roadside near entrance to Bluff Park",48,55,NA,-123,20,NA,48.916667,-123.333333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,edge of woods,,1988 Apr 23,Gerald B. Straley,,4612,Gerald B. Straley,1988,unusual form with mostly simple leaves,Rubus spectabilis by Gerald B. Straley 1988,,,,NA,,NA,,"Stomatal density analysis of Rubus spectabilis for Rising carbon dioxide, leaf morphology and vegetation dynamics in coastal B.C. by Ben Leyland, Simon Fraser University 2012, University of British Columbia",,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V196653
93,V231295,,,Caryophyllaceae,Sagina apetala,Sagina,,apetala,Ard.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park, summit viewpoint overlooking Active Pass, 30 m west of shelter",48,52,3.5,-123,20,23.8,48.867639,-123.339944,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Damp trampled path with Poa annua, Aphanes microcarpa",35 m,2003 May 01,Frank Lomer,,4719,Frank Lomer,2003,100+ plants.,Sagina apetala by Frank Lomer 2003,STET Jamie D. Fenneman 2014,,,NA,,NA,,,,NA,,,,,,,,Yes,apetala,,,,V231295
66,V194353,4/12/2022,,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Sagina,,decumbens,(Elliott) Torr. & A. Gray,occidentalis,(S. Watson) G.E. Crow,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, southern Galiano Island, Bellhouse Park road",48,55,NA,-123,20,NA,48.916667,-123.333333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Vernally wet, grassy area in shallow soil above rocks",,1988 Apr 23,Gerald B. Straley,,4617,Frank Lomer,2022,,Spergularia canadensis by Gerald B. Straley 1988,a = Spergula arvensis Det. Frank Lomer 1994; b = Sagina occidentalis Det. Frank Lomer 1994 Nov 12,STET Jamie D. Fenneman 2014,"b = Sagina decumbens subsp. occidentalis Con. Frank Lomer 2022 Mar 11, University of British Columbia Herbarium",NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V194353
198,V252594,6/23/2022,,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Sagina,,decumbens,(Elliott) Torr. & A. Gray,occidentalis,(S. Watson) G.E. Crow,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Lion Islet",48.90069685,NA,NA,-123.3361244,NA,NA,48.90069685,-123.3361244,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal bluff herbaceous community,5 m,2017 May 19,Andrew Simon,,V-81,Andrew Simon,2017,,Sagina decumbens by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252594
