"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"827","ogi","Rosaceae","Holodiscus discolor var. discolor","Holodiscus discolor discolor","Mesic forest, roadsides, all islands.","","","","Holodiscus discolor discolor"
"828","ogi","Rosaceae","Malus fusca","Malus fusca","Moist woods, banks, and margins of lakes, all islands. Forming an unusual swamp community with Populus tremuloides in the wet interior of Cabbage Island.","","","AS","Malus fusca"
"829","ogi","Rosaceae","Malus pumila","Malus domestica","Occasional seedling roadside and farm fields, Saturna, Galiano.","","","","Malus domestica"
"830","ogi","Rosaceae","Oemleria cerasiformis","Oemleria cerasiformis","Open woods, roadsides Saturna, Galiano; rare on Outer Gulf Islands","","","","Oemleria cerasiformis"
"831","ogi","Rosaceae","Physocarpus capitatus","Physocarpus capitatus","Moist woods, streambanks and lake margins, all islands.","","","","Physocarpus capitatus"
"832","ogi","Rosaceae","Potentilla anglica","Potentilla anglica","FL Prevost Island few patches in wet meadow dominated by Agrostis sp. 30 April 2004","","","","Potentilla anglica"
"833","ogi","Rosaceae","Potentilla anserina ssp. pacifica","Argentina pacifica","Mud flats, wet meadowland, margins of ponds and streams; alll islands.","","","","Argentina pacifica"
"834","ogi","Rosaceae","Potentilla gracilis var. gracilis","Potentilla gracilis gracilis","Grassy point, Port Washington, N Pender HJ 1981.","","","","Potentilla gracilis gracilis"
"835","ogi","Rosaceae","Potentilla norvegica","Potentilla norvegica","HJ Sunshine Farm, Galiano 1975, DL51 Galiano 1979. On deep, peaty soils.","","","","Potentilla norvegica"
"836","ogi","Rosaceae","Potentilla recta","Potentilla recta","Saturna Beach area, General Store, Saturna HJ 1975-2015. Georgina Point, Mayne HJ. Areas where hay from eastern Washington has been fed. Heffley Galiano 2020. Listed by the Invasive Species Council of BC.","","","","Potentilla recta"
"837","ogi","Rosaceae","Poteridium annuum","Sanguisorba annua","Mayne location?","","","","Sanguisorba annua"
"838","ogi","Rosaceae","Poterium sanguisorba","Sanguisorba minor","Waste places, disturbed ground, all islands.","","","","Sanguisorba minor"
"839","ogi","Rosaceae","Prunus avium","Prunus avium","Occasional seedlings Saturna, Galiano","","","","Prunus avium"
"840","ogi","Rosaceae","Prunus cerasifera","Prunus cerasifera","Chaisson dry forest Montague Harbour Park Galiano 2019. Roadside iNaturalist report Port Washington 2021.","","","","Prunus cerasifera"
"841","ogi","Rosaceae","Prunus domestica","Prunus domestica","Occaasional hedgerows, roadsides, Saturna, Galiano. On Lomer & Penny's non-established list.","","","","Prunus domestica"
"842","ogi","Rosaceae","Prunus emarginata","Prunus emarginata","Moist, northern slope forest, all islands.","","","","Prunus emarginata"
"843","ogi","Rosaceae","Prunus laurocerasus","Prunus laurocerasus","HJ N Pender 1975, in fir-sword fern forest. AS Galiano 2016.","","","","Prunus laurocerasus"
"844","ogi","Rosaceae","Prunus pugetensis","Prunus × pugetensis","FL Sturdies Bay, Rough backyard lot full of Bromus sterilis with Arbutus menziesii, Pseudotsuga menziesii 2014.","","","","Prunus × pugetensis"
"845","ogi","Rosaceae","Prunus virginiana","Prunus virginiana","Occasional bluffs, ledges and cliffs, all islands","","","","Prunus virginiana"
"846","ogi","Rosaceae","Pyrus communis","Pyrus communis","Occasional hedgerow seedling Galiano, Saturna.","","","","Pyrus communis"
"847","ogi","Rosaceae","Rosa canina","Rosa canina","Zika S Pender hedgerows, disturbed meadow 2003. AS Penfold Rd, Galiano.","","","","Rosa canina"
"848","ogi","Rosaceae","Rosa gymnocarpa","Rosa gymnocarpa","Mesic forest throughout, all islands.","","","","Rosa gymnocarpa"
"849","ogi","Rosaceae","Rosa nutkana","Rosa nutkana","Wetland edges, shoreline wet spots, all islands.","","","","Rosa nutkana"
"850","ogi","Rosaceae","Rosa pisocarpa","Rosa pisocarpa","TRA Gossip Island","","","","Rosa pisocarpa"
"851","ogi","Rosaceae","Rosa rubiginosa","Rosa rubiginosa","Farm fields, hedgerows, occasionally spreading into forest, all islands.","","","","Rosa rubiginosa"
"852","ogi","Rosaceae","Rubus armeniacus","Rubus armeniacus","Question if can be separated from bifrons-discolor.","","","","Rubus armeniacus"
"853","ogi","Rosaceae","Rubus bifrons","Rubus bifrons","Farm fields, meadow, disturbed forest, all islands.","","","","Rubus bifrons"
"854","ogi","Rosaceae","Rubus laciniatus","Rubus laciniatus","Disturbed forest, farm fields, all islands.","","","","Rubus laciniatus"
"855","ogi","Rosaceae","Rubus leucodermis","Rubus leucodermis","Disturbed forest, forest edges, all islands.","","","","Rubus leucodermis"
"856","ogi","Rosaceae","Rubus nutkanus","Rubus parviflorus","Damp, shady woods, all islands.","","","","Rubus parviflorus"
"857","ogi","Rosaceae","Rubus spectabilis","Rubus spectabilis","Borders of woods and open to wooded, moist areas, all islands.","","","","Rubus spectabilis"
"858","ogi","Rosaceae","Rubus ursinus","Rubus ursinus","Farm fields, meadow, disturbed forest, all islands.","","","","Rubus ursinus"
"859","ogi","Rosaceae","Sorbus aucuparia","Sorbus aucuparia","Occasional escapee from cultivation. Farm fields, settled areas. All islands.","","","","Sorbus aucuparia"
"860","ogi","Rosaceae","Spiraea douglasii","Spiraea douglasii","Swamps, bogs, lake margins, and wet, swampy places; rare on Saturna.","","","","Spiraea douglasii"
"861","ogi","Rubiaceae","Galium aparine","Galium aparine","Lowland disturbed forest, woodland, all islands.","","","","Galium aparine"
"862","ogi","Rubiaceae","Galium divaricatum","Galium divaricatum","HJ roadside ditches Saturna 2006-2020. Considered G. angelicum by CDC.","","","","Galium divaricatum"
"863","ogi","Rubiaceae","Galium mollugo","Galium mollugo","HJ Rees' farm fields, Galiano 1975","","","","Galium mollugo"
"864","ogi","Rubiaceae","Galium trifidum","Galium trifidum","Fens, ponds, quiet standing water, all islands.","","","","Galium trifidum"
"865","ogi","Rubiaceae","Galium triflorum","Galium triflorum","Open mesic forest, all islands.","","","","Galium triflorum"
"866","ogi","Rubiaceae","Galium verum","Galium verum","HJ Cemetary, Golf Course N Pender 1975, FL meadow, Prevost Island 2004.","","","","Galium verum"
"867","ogi","Rubiaceae","Sherardia arvensis","Sherardia arvensis","Waste ground, lawns, roadside, also open, grassy bluffs, all islands.","","","","Sherardia arvensis"
"868","ogi","Ruppiaceae","Ruppia maritima","Ruppia maritima","Brackish, shoreline marshes Tumbo, Saturna and South Pender.","","","","Ruppia maritima"
"869","ogi","Salicaceae","Populus alba","Populus alba","Huggins Surdies Bay ferry terminal shoreline Galiano 2016. Not considered naturalized. On Lomer & Penny's non-established list.","","","","Populus alba"
"870","ogi","Salicaceae","Populus nigra","Populus nigra","Galiano - Georgeson Bay Road planted as a wind-break. Not aware of it anywhere else, though I should pay more attention along Burril Road…AS","","","","Populus nigra"
"871","ogi","Salicaceae","Populus tremuloides","Populus tremuloides","Occasional dry ridges, shoreline benchs, all islands","","","","Populus tremuloides"
"872","ogi","Salicaceae","Populus trichocarpa","Populus trichocarpa","Very occasional near wetlands. All islands.","","","","Populus trichocarpa"
"873","ogi","Salicaceae","Salix hookeriana","Salix hookeriana","Rocky bluffs near salt water and other maritime habitats. Saturna, Galiano, South Pender.","","","","Salix hookeriana"
"874","ogi","Salicaceae","Salix lasiandra","Salix lasiandra","Along banks, wet swales and margins of lakes. All islands. HRL 1995 Galiano collection at V as S. lucida Muhl.","","","","Salix lasiandra"
"875","ogi","Salicaceae","Salix prolixa","Salix prolixa","Galiano location? QC says needs check.","","","","Salix prolixa"
"876","ogi","Salicaceae","Salix scouleriana","Salix scouleriana","Lowland forest, along streams and wet places. All islands.","","","","Salix scouleriana"
"877","ogi","Salicaceae","Salix sepulcralis","Salix × sepulcralis","Galiano location? Source? On Lomer & Penny's non-established list.","","","","Salix × sepulcralis"
"878","ogi","Salicaceae","Salix sitchensis","Salix sitchensis","Ripparian and lake shores. All islands.","","","","Salix sitchensis"
"879","ogi","Salviniaceae","Azolla filiculoides","Azolla filiculoides","HJ Saturna 1998. In Typha latifolia fen and on open, fresh water mud flats; with Scirpus microcarpus, Chenopodium rubrum, Veronica beccabunga, Atriplex patula, & Oenanthe sarmentosa.","","","","Azolla filiculoides"
"880","ogi","Santalaceae","Arceuthobium douglasii","Arceuthobium douglasii","Colwell high in Pseudosuga menziiesii north side Galiano. CPNWH nearest records Cascades and east. Possible location Saturna - recheck.","","","","Arceuthobium douglasii"
"881","ogi","Sapindaceae","Acer glabrum var. douglasii","Acer glabrum douglasii","Moist woods, rocky slopes, shores; all islands.","","","AS","Acer glabrum douglasii"
"882","ogi","Sapindaceae","Acer macrophyllum","Acer macrophyllum","On edges of coniferous forest, damp woods, shoreline slopes; all islands.","","","AS, FL","Acer macrophyllum"
"883","ogi","Sapindaceae","Aesculus hippocastanum","Aesculus hippocastanum","Galiano location? Not spreading from purpose planted trees in moist lowland forest Saturna.","","","","Aesculus hippocastanum"
"884","ogi","Saxifragaceae","Heuchera micrantha var. diversifolia","Heuchera micrantha diversifolia","Moist, rocky slopes, crevices, all islands.","","","","Heuchera micrantha diversifolia"
"885","ogi","Saxifragaceae","Lithophragma glabrum","Lithophragma glabrum","Exposed, grassy bluffs, all islands.","","","AS","Lithophragma glabrum"
"886","ogi","Saxifragaceae","Lithophragma parviflorum","Lithophragma parviflorum","Open, rocky places and rocky outcrops; occasionally meadows, all islands.","","","AS","Lithophragma parviflorum"
"887","ogi","Saxifragaceae","Micranthes integrifolia","Micranthes integrifolia","Grassy bluffs with seepage, all islands.","","","","Micranthes integrifolia"
"888","ogi","Saxifragaceae","Micranthes rufidula","Micranthes rufidula","Mossy rock outcrops with seepage; Saturna, Galiano","","","","Micranthes rufidula"
"889","ogi","Saxifragaceae","Saxifraga cespitosa","Saxifraga cespitosa","Steep, shaded rocky slopes with seepage, all islands.","","","","Saxifraga cespitosa"
"890","ogi","Saxifragaceae","Tellima grandiflora","Tellima grandiflora","Damp, shady woods, valley bottoms, throughout. All islands.","","","AS","Tellima grandiflora"
"891","ogi","Saxifragaceae","Tiarella trifoliata var. laciniata","Tiarella trifoliata laciniata","Wet lowland forest, stream valleys, all islands.","","","AS","Tiarella trifoliata laciniata"
"892","ogi","Saxifragaceae","Tiarella trifoliata var. trifoliata","Tiarella trifoliata trifoliata","Wet lowland forest, stream valleys, all islands. Most common var of T. t.","","","AS","Tiarella trifoliata trifoliata"
"893","ogi","Saxifragaceae","Tiarella trifoliata var. unifoliata","Tiarella trifoliata unifoliata","Wet lowland forest, stream valleys.occasional all islands, var trifoliata generally most common.","","","","Tiarella trifoliata unifoliata"
"894","ogi","Saxifragaceae","Tolmiea menziesii","Tolmiea menziesii","Innes Galiano 2017 location? iNat observation withdrawn - remove?","","","","Tolmiea menziesii"
"895","ogi","Scrophulariaceae","Buddleja davidii","Buddleja davidii","Escaping into dry, open fir forest Mayne, Galiano, S Pender. Adventive on Brackman and Cabbage.","","","","Buddleja davidii"
"896","ogi","Scrophulariaceae","Scrophularia californica","Scrophularia californica","Davidson Mayne 1915, HJ relocated 1975.","","","","Scrophularia californica"
"897","ogi","Scrophulariaceae","Verbascum blattaria","Verbascum blattaria","Saturna appeared on fresh plowed ground that had been pasture for 40+ years.","","","","Verbascum blattaria"
"898","ogi","Scrophulariaceae","Verbascum phlomoides","Verbascum phlomoides","HJ farm fields where hay fed, Galiano 1981; also S.Street garden and Galiano Lodge building site. Taylor Sturdies Bay roadside, Galiano 1992. Widespread on Galiano 2020. Look for hybrids with thapsus - Verbascum ×kerneri","","","","Verbascum phlomoides"
"899","ogi","Scrophulariaceae","Verbascum thapsus","Verbascum thapsus","Roadsides and waste places; spreading onto grassy bluffs, all islands.","","","","Verbascum thapsus"
"900","ogi","Selaginellaceae","Selaginella wallacei","Selaginella wallacei","South facing, exposed rocky bluffs and slopes; all islands, common throughout.","","","","Selaginella wallacei"
"901","ogi","Solanaceae","Datura stramonium","Datura stramonium","Occasional waste ground Galiano, Saturna.","","","","Datura stramonium"
"902","ogi","Solanaceae","Solanum dulcamara","Solanum dulcamara","Fens, wetland edges, Saturna, S Pender, N Pender","","","","Solanum dulcamara"
"903","ogi","Solanaceae","Solanum nigrum","Solanum nigrum","Waste ground, all islands. Recheck collections at V americanum/nigrum","","","","Solanum nigrum"
"904","ogi","Solanaceae","Solanum physalifolium var. nitidibaccatum","Solanum physalifolium nitidibaccatum","Disturbed ground, roadsides, all islands.","","","","Solanum physalifolium nitidibaccatum"
"905","ogi","Solanaceae","Solanum rostratum","Solanum rostratum","HJ Disturbed ground around a burn scar Saturna 2019. iNaturalist obs Bayview Rd, Mayne 2019.","","","","Solanum rostratum"
"906","ogi","Taxaceae","Taxus brevifolia","Taxus brevifolia","Occasional, scattered throughout mesic forest. All islands","","","AS","Taxus brevifolia"
"907","ogi","Thymelaeaceae","Daphne laureola","Daphne laureola","Spreading into mesic forest, all islands.","","","","Daphne laureola"
"908","ogi","Typhaceae","Sparganium angustifolium","Sparganium angustifolium","Magic Lake, east end shallows, N. Pender.","","","","Sparganium angustifolium"
"909","ogi","Typhaceae","Sparganium emersum","Sparganium emersum","Quiet water, lakes and ponds. All islands.","","","","Sparganium emersum"
"910","ogi","Typhaceae","Sparganium natans","Sparganium natans","AS Great Beaver Swamp Galiano 2018.","","","","Sparganium natans"
"911","ogi","Typhaceae","Typha angustifolia","Typha angustifolia","FL 2014 Galiano Island, property at 10825 Porlier Pass Road. Habitat: Margin of deep pond in old clearcut area, with Juncus articulatus. Erhard Laughlin Lake, Galiano 2013 iNaturalist observation.","","","AS","Typha angustifolia"
"912","ogi","Typhaceae","Typha latifolia","Typha latifolia","Shallow standing water, all islands.","","","AS","Typha latifolia"
"913","ogi","Ulmaceae","Ulmus alata","Ulmus alata","Lions Field, Galiano 2016 Bioblitz. Established? Huggins Burrill Rd, Galiano 2016.","not in FPNW2","","","Ulmus alata"
"914","ogi","Urticaceae","Urtica dioica","Urtica dioica","Moist ground in wooded or shady areas; common throughout. All islands. vars?","","","AS","Urtica dioica"
"915","ogi","Urticaceae","Urtica urens","Urtica urens","Occasional weed in gardens and disturbed places, seen but not persisting Saturna.","","","","Urtica urens"
"916","ogi","Viburnaceae","Sambucus racemosa var. arborescens","Sambucus racemosa arborescens","Open woods, thickets, along the roadsides and edges of woods, all islands.","","","","Sambucus racemosa arborescens"
"917","ogi","Viburnaceae","Viburnum tinus","Viburnum tinus","Magner & Simon Galiano location? On Lomer & Penny's non-established list but listed as established in Vancouver on 2019 CDC updates.","","Frank?","AS","Viburnum tinus"
"918","ogi","Violaceae","Viola adunca","Viola adunca","Grassy bluffs and ridges, Saturna, Mayne.","","","AS","Viola adunca"
"919","ogi","Violaceae","Viola macloskeyi","Viola macloskeyi","HJ Boggy fields, MonarchHead, Saturna. Also occasional in sedge fens Saturna. HLR, AS Sphagnum Bog Galiano.","","","AS","Viola macloskeyi"
"920","ogi","Violaceae","Viola odorata","Viola odorata","Persisting in old flower beds and spreading into lawns. Saturna, Straley Retreat Cove, Galiano 1989. FL S Pender 2006.","","","AS","Viola odorata"
"921","ogi","Violaceae","Viola palustris","Viola palustris","Fens, marshes, all islands.","","","AS","Viola palustris"
"922","ogi","Violaceae","Viola sempervirens","Viola sempervirens","Open upland forest, all islands.","","","AS","Viola sempervirens"
"923","ogi","Zosteraceae","Phyllospadix scouleri","Phyllospadix scouleri","Collected from Saturna but probably throughout.","","","","Phyllospadix scouleri"
"924","ogi","Zosteraceae","Zostera japonica","Zostera japonica","Phillimore Point, Morning Beach, Galiano.","","","AS","Zostera japonica"
"925","ogi","Zosteraceae","Zostera marina","Zostera marina","Common throughout shallow sandy bays and shorelines.","","","AS","Zostera marina"
