Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Gyromitra esculenta,(Pers.) Fr.,,false morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Discinaceae,,,Gyromitra,esculenta,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2015-03-25,Lauren Magner & Andrew Simon,iNat:2573928,,85120,FUN,accepted,85120,Gyromitra esculenta,Gyromitra esculenta,Gyromitra esculenta
Gyromitra infula,(Schaeff.) Quél.),,saddle-shaped false morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Discinaceae,,,Gyromitra,infula,,,,,,,confirmed,observed,2007-04-05,Oluna Ceska,UBC,F29204,,2017-11-19,Kevin Toomer,iNat:8865816,,117994,FUN,accepted,117994,Gyromitra infula,Gyromitra infula,Gyromitra infula
Gyromitra melaleucoides,(Seaver) Pfister,,false morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Discinaceae,,,Gyromitra,melaleucoides,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,372418,FUN,accepted,372418,Gyromitra melaleucoides,Gyromitra melaleucoides,
Gyromitra montana,,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Discinaceae,,,Gyromitra,montana,,,,,,,new 2023,observed,,,,,,2023-04-12,abaloneeyes,iNat:154660063,,372417,FUN,accepted,372417,Gyromitra montana,Gyromitra montana,Gyromitra montana
Hebeloma crustuliniforme,(Bull.) Quél.,,poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,crustuliniforme,,,,,,,confirmed,observed,2010-04-17,Paul Kroeger,UBC,F22076,,2021-11-14,Catiemac,iNat:101865007,,194307,FUN,accepted,194307,Hebeloma crustuliniforme,Hebeloma crustuliniforme,Hebeloma crustuliniforme
Hebeloma mesophaeum,,,veiled poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,mesophaeum,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2021-11-15,Willoughby Arevalo,iNat:101300522,,192715,FUN,accepted,192715,Hebeloma mesophaeum,Hebeloma mesophaeum,Hebeloma mesophaeum
Hebeloma sacchariolens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,sacchariolens,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,382540,FUN,accepted,382540,Hebeloma sacchariolens,Hebeloma sacchariolens,
Hebeloma sp.,,,poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,,,,,,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608508,,1428700,FUN,accepted,1428700,Hebeloma,Hebeloma,Hebeloma
Heimiomyces fulvipes,,,orange fuzzy foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,,,Heimiomyces,fulvipes,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1239846,FUN,accepted,1239846,Heimiomyces fulvipes,Heimiomyces fulvipes,
Helminthosphaeria clavariarum,(Desm.) Fuckel,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Sordariomycetidae,,Chaetosphaeriales,,,Helminthosphaeriaceae,,,Helminthosphaeria,clavariarum,,,,,,,reported,unobserved,2015-05-02,Kent Brothers,VMS,,,,,,,58708,FUN,accepted,58708,Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,
Helvella acetabulum,(L.) Quél.,,vinegar cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,acetabulum,,,,,,,reported,unobserved,2011-05-14,Kent Brothers,UBC,F22505,,,,,,57462,FUN,accepted,57462,Helvella acetabulum,Helvella acetabulum,
Helvella compressa,(Snyder) N.S. Weber,,compressed elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,compressa,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2016-03-22,Tyson Ehlers,iNat:8946029,,117997,FUN,accepted,117997,Helvella compressa,Helvella compressa,Helvella compressa
Helvella elastica,Bull.,,brown elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,elastica,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63246,FUN,accepted,63246,Helvella elastica,Helvella elastica,
Helvella lactea,Boud.,,fluted white helvella,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,lactea,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,350985,FUN,accepted,350985,Helvella lactea,Helvella lactea,
Helvella maculata,N.S. Weber,,fluted brown elfin sadle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,maculata,,,,,,,new 2016,observed,,,,,,2016-11-12,Shera Street,iNat:4571716,,118003,FUN,accepted,118003,Helvella maculata,Helvella maculata,Helvella maculata
Helvella vespertina,N.H. Nguyen & Velling,,western black elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,vespertina,,,,,,,confirmed,observed,2011-10-29,Kent Brothers,VMS,,,2013-10-11,Ian Guthrie,iNat:4208143,,423950,FUN,accepted,423950,Helvella vespertina,Helvella vespertina,Helvella vespertina
Hemipholiota populnea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hemipholiota,populnea,,,,,,,new 2020,observed,,,,,,2020-09-27,Austin Tahiliani,iNat:61073518,,786894,FUN,accepted,786894,Hemipholiota populnea,Hemipholiota populnea,Hemipholiota populnea
Hericium abietis,(Weir ex Hubert) K.A. Harrison,,bear’s head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Hericiaceae,,,Hericium,abietis,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-10-28,Karen Elisabeth Harris,iNat:17918884,,55187,FUN,accepted,55187,Hericium abietis,Hericium abietis,Hericium abietis
Hericium erinaceus,(Bull.) Persoon,,lion’s mane mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Hericiaceae,,,Hericium,erinaceus,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2018-07-30,Tyson Ehlers,iNat:15113648,,49158,FUN,accepted,49158,Hericium erinaceus,Hericium erinaceus,Hericium erinaceus
Heterobasidion annosum,(Fr.) Bref.,,annosus root & butt rot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Bondarzewiaceae,,,Heterobasidion,annosum,,,,,,,reported,unobserved,2007-04-01,Kent Brothers,VMS,,,,,,,194485,FUN,accepted,194485,Heterobasidion annosum,Heterobasidion annosum,
Heterotextus luteus,(Bres.) McNabb,,golden jelly cone,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,Heterotextus,luteus,,,,,,,reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,382584,FUN,accepted,382584,Heterotextus luteus,Heterotextus luteus,
Humaria hemisphaerica,(F.H. Wigg.) Fuckel,,brown-haired white cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Humaria,hemisphaerica,,,,,,,confirmed,observed,2011-10-29,Kent Brothers,VMS,,,2016-10-29,Sarah Tweedale,iNat:4472367,,58687,FUN,accepted,58687,Humaria hemisphaerica,Humaria hemisphaerica,Humaria hemisphaerica
Hydnellum aurantiacum,,,orange rough-cap tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,aurantiacum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118060,FUN,accepted,118060,Hydnellum aurantiacum,Hydnellum aurantiacum,
Hydnellum caeruleum,,,blue tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,caeruleum,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2019-08-01,Kevin Toomer,iNat:29998740,,52525,FUN,accepted,52525,Hydnellum caeruleum,Hydnellum caeruleum,Hydnellum caeruleum
Hydnellum conigenum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,conigenum,,,,,,,new 2019,observed,,,,,,2019-12-01,"Andrew Simon, Harvey Janszen, & Pam Janszen",iNat:36297449,,351027,FUN,accepted,351027,Hydnellum conigenum,Hydnellum conigenum,Hydnellum conigenum
Hydnellum peckii,,,Bleeding Hydnellum,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,peckii,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-10-01,Adrian Levine,iNat:62312449,,154949,FUN,accepted,154949,Hydnellum peckii,Hydnellum peckii,Hydnellum peckii
Hydnellum scabrosum,"(Fr.) E.Larss., K.H.Larss. & Kõljalg",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,scabrosum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,931835,FUN,accepted,931835,Hydnellum scabrosum,Hydnellum scabrosum,
Hydnoporia tabacina,"(Sowerby) Spirin, Miettinen & K.H. Larss.",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Hydnoporia,tabacina,,,,,,,reported,unobserved,2010-04,Kent Brothers,VMS,,,,,,,1038681,FUN,accepted,1038681,Hydnoporia tabacina,Hydnoporia tabacina,
Hydnum repandum,L.,,hedgehog,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Hydnum,repandum,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,48641,FUN,accepted,48641,Hydnum repandum,Hydnum repandum,
Hygrocybe coccinea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,coccinea,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,55245,FUN,accepted,55245,Hygrocybe coccinea,Hygrocybe coccinea,
Hygrocybe conica,,,witch’s hat,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,conica,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2013-10-26,Ian Guthrie,iNat:4209891,,51872,FUN,accepted,51872,Hygrocybe conica,Hygrocybe conica,Hygrocybe conica
Hygrocybe flavescens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,flavescens,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2015-02-12,Lauren Magner & Andrew Simon,iNat:2565145,,53475,FUN,accepted,53475,Hygrocybe flavescens,Hygrocybe flavescens,Hygrocybe flavescens
Hygrocybe miniata,(Fr.) P. Kumm.,,vermillion waxcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,miniata,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2016-11-11,Sarah Tweedale,iNat:4535424,,194659,FUN,accepted,194659,Hygrocybe miniata,Hygrocybe miniata,Hygrocybe miniata
Hygrocybe singeri,,,Western Witch's Hat,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,singeri,,,,,,,new 2021,observed,,,,,,2021-11-20,Willoughby Arevalo,iNat:101656170,,118316,FUN,accepted,118316,Hygrocybe singeri,Hygrocybe singeri,Hygrocybe singeri
Hygrophoropsis aurantiaca,(Wulfen) Maire,,false chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Hygrophoropsidaceae,,,Hygrophoropsis,aurantiaca,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-29,Christopher Heffley,iNat:17946919,,63538,FUN,accepted,63538,Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca
Hygrophorus graveolens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,Hygrophoreae,Hygrophorus,graveolens,,,,,,,new 2021,observed,,,,,,2021-11-14,Willoughby Arevalo,iNat:101300116,,500070,FUN,accepted,500070,Hygrophorus graveolens,Hygrophorus graveolens,Hygrophorus graveolens
Hygrophorus sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,Hygrophoreae,Hygrophorus,,,,,,,,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,,1135956,FUN,accepted,1135956,Hygrophorus,Hygrophorus,
Hypholoma capnoides,,,smoky-gilled hypholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Strophariaceae,,,Hypholoma,capnoides,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2016-10-12,Andrew Simon,iNat:4342913,,64071,FUN,accepted,64071,Hypholoma capnoides,Hypholoma capnoides,Hypholoma capnoides
Hypholoma fasciculare,,,sulphur tuft,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Strophariaceae,,,Hypholoma,fasciculare,,,,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-18,Adam Huggins,iNat:4390428,,48767,FUN,accepted,48767,Hypholoma fasciculare,Hypholoma fasciculare,Hypholoma fasciculare
Hypomyces cervinigenus,Rogerson & Simms,,elfin saddle-eater,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,Hypomyces,cervinigenus,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2013-11-01,Ian Guthrie,iNat:4210331,,118004,FUN,accepted,118004,Hypomyces cervinigenus,Hypomyces cervinigenus,Hypomyces cervinigenus
Hypomyces chrysospermus,Tul. & C. Tul.,,bolete eater,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,Hypomyces,chrysospermus,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,152947,FUN,accepted,152947,Hypomyces chrysospermus,Hypomyces chrysospermus,
Hypomyces hyalinus,,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,Hypomyces,hyalinus,,,,,,,new 2021,observed,,,,,,2021-12-19,Andrew Simon,iNat:103342485,,194271,FUN,accepted,194271,Hypomyces hyalinus,Hypomyces hyalinus,Hypomyces hyalinus
Hypomyces lactifluorum,(Schwein.) Tul. & C. Tul.,,lobster mushroom,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,Hypomyces,lactifluorum,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-08-04,Graham Barber,iNat:3826875,,48215,FUN,accepted,48215,Hypomyces lactifluorum,Hypomyces lactifluorum,Hypomyces lactifluorum
Hypoxylon cf. rubiginosum,(Pers.) Fr.,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Hypoxylaceae,,,Hypoxylon,rubiginosum,,,,,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,351179,FUN,unknown,,,Hypoxylon rubiginosum,
Hypoxylon fragiforme,(Pers.) J. Kickx f.,,beach woodwart,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Hypoxylaceae,,,Hypoxylon,fragiforme,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,351126,FUN,accepted,351126,Hypoxylon fragiforme,Hypoxylon fragiforme,
Infundibulicybe gibba,(Pers.) Harmaja,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Omphalinaceae,,,Infundibulicybe,gibba,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,921916,FUN,accepted,921916,Infundibulicybe gibba,Infundibulicybe gibba,
Inocybe albodisca,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,albodisca,,,,,,,new 2021,observed,,,,,,2021-11-15,Willoughby Arevalo,iNat:101300417,,118337,FUN,accepted,118337,Inocybe albodisca,Inocybe albodisca,Inocybe albodisca
Inocybe castanea,Velenovsky,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,castanea,,,,,,,reported,unobserved,2008-10-25,Oluna Ceska,UBC,F19542,,,,,,202385,FUN,accepted,202385,Inocybe castanea,Inocybe castanea,
Inocybe flocculosa,Sacc.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,flocculosa,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118333,FUN,accepted,118333,Inocybe flocculosa,Inocybe flocculosa,
Inocybe geophylla,(Bull.) P. Kumm.,,white fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,geophylla,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2016-11-03,Lauren Magner & Andrew Simon,iNat:4491084,,118336,FUN,accepted,118336,Inocybe geophylla,Inocybe geophylla,Inocybe geophylla
Inocybe lacera var. lacera,(Fr.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,lacera,,,lacera,,,,reported,unobserved,2008-10-25,Oluna Ceska,UBC,F19543,,,,,,179768,FUN,accepted,179768,Inocybe lacera lacera,Inocybe lacera lacera,
Inocybe lanuginosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,lanuginosa,,,,,,,new 2019,observed,,,,,,2019-05-04,Pam Janszen,iNat:24652655,,127548,FUN,accepted,127548,Inocybe lanuginosa,Inocybe lanuginosa,Inocybe lanuginosa
Inocybe lanuginosa var. ovatocystis,Boursier & Kühner,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,lanuginosa,,,ovatocystis,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22077,,,,,,127546,FUN,accepted,127546,Inocybe lanuginosa ovatocystis,Inocybe lanuginosa ovatocystis,
Inocybe lilacina,,,lilac fibrecap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,lilacina,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2018-11-02,Lauren Magner,iNat:18050366,,1288764,FUN,accepted,1288764,Inocybe lilacina,Inocybe geophylla lilacina,Inocybe lilacina
Inocybe pudica,(Berk. & Broome) Sacc.,,blushing inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,pudica,,,,,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608732,,1368276,FUN,unaccepted,1368276,Inocybe pudica,Inocybe whitei,Inocybe pudica
Inocybe xanthomelas,Boursier & Kühner,,inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,xanthomelas,,,,,,,reported,unobserved,2019-11-01,Rene Zich,19th Galiano Mushroom Festival List,,,,,,,865815,FUN,accepted,865815,Inocybe xanthomelas,Inocybe xanthomelas,
Inosperma calamistratum,(Fr.) Gillet,,scaly fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,Inosperma,calamistratum,,,,,,,reported,unobserved,2012-05,,VMS,,,,,,,1112482,FUN,unaccepted,1112482,Inosperma calamistratum,Inocybe calamistrata,
Intralichen sp.,,,,Fungi,Ascomycota,Pezizomycotina,,,,,,,,,,,Intralichen,,,,,,,,new 2021,observed,,,,,,2021-10-23,Alejandro Huereca Delgado and Andrew Simon,iNat:99510055,,463146,FUN,accepted,463146,Intralichen,Intralichen,Intralichen
Irpex lacteus,(Fr.) Fr.,,milk-white toothed polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,Irpex,lacteus,,,,,,,confirmed,observed,2013-05-04,Kent Brothers,VMS,,,2021-04-15,Catiemac,iNat:75546110,,130910,FUN,accepted,130910,Irpex lacteus,Irpex lacteus,Irpex lacteus
Jackrogersella multiformis,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",,carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Hypoxylaceae,,,Jackrogersella,multiformis,,,,,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,895016,FUN,unaccepted,895016,Jackrogersella multiformis,Jackrogersella multiformis,
Jahnoporus hirtus,(Cooke) Nuss,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Dacryobolaceae,,,Jahnoporus,hirtus,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-07,Richard Ward,iNat:36452902,,118058,FUN,accepted,118058,Jahnoporus hirtus,Jahnoporus hirtus,Jahnoporus hirtus
Kretzschmaria cf. deusta,(Hoffm.) P.M.D. Martin,,brittle cinder,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Xylariaceae,,,Kretzschmaria,deusta,,,,,,,reported,unobserved,2019-05-04,Kent Brothers,VMS,,,,,,,128051,FUN,unknown,,,Kretzschmaria deusta,
Kuehneromyces lignicola,(Peck) Redhead,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,Kuehneromyces,lignicola,,,,,,,new 2018,observed,,,,,,2018-12-16,Adam Huggins,iNat:19130373,,495391,FUN,accepted,495391,Kuehneromyces lignicola,Kuehneromyces lignicola,Kuehneromyces lignicola
Laccaria amethysteo-occidentalis,G.M. Muell.,,western amethyst laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hydnangiaceae,,,Laccaria,amethysteo-occidentalis,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2008-10-12,Ian Guthrie,iNat:4210179,,54893,FUN,accepted,54893,Laccaria amethysteo-occidentalis,Laccaria amethysteo-occidentalis,Laccaria amethysteo-occidentalis
Laccaria laccata,(Scop.) Cooke,,deceiver,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hydnangiaceae,,,Laccaria,laccata,,,,,,,confirmed,observed,2010-04-17,Paul Kroeger,UBC,F22063,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2605345,,63236,FUN,accepted,63236,Laccaria laccata,Laccaria laccata,Laccaria laccata
Lachnum virgineum,(Batsch) P. Karst.,,stalked hairy fairy cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Lachnaceae,,,Lachnum,virgineum,,,,,,,confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2023-02-08,Liam Ragan,iNat:148356191,,203703,FUN,accepted,203703,Lachnum virgineum,Lachnum virgineum,Lachnum virgineum
Lacrymaria lacrymabunda,(Bull.) Pat.,,weeping widow,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Lacrymaria,lacrymabunda,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2015-09-27,Andrew Simon,iNat:2632634,,130934,FUN,accepted,130934,Lacrymaria lacrymabunda,Lacrymaria lacrymabunda,Lacrymaria lacrymabunda
Lactarius cf. luculentus var. laetus,Hesler & A.H. Sm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Lactarius,luculentus,,,laetus,,,,reported,unobserved,2011-10-01,Kent Brothers,VMS,,,,,,,118229,FUN,unknown,,,Lactarius luculentus laetus,
