Family,Full Species,iNat Taxon,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes
Typhaceae,Sparganium angustifolium Michx.,Sparganium angustifolium,,Wetland,4,,,,,
Typhaceae,Sparganium emersum Rehmann,Sparganium emersum,,Wetland,2,,,,,
Typhaceae,Sparganium eurycarpum Engelm.,Sparganium eurycarpum,,Wetland,1,,,,,
Typhaceae,Typha angustifolia L.*,Typha angustifolia,,Wetland,3,,,,,
Typhaceae,Typha latifolia L.,Typha latifolia,,Wetland,9,,,,,
Ulmaceae,Ulmus procera Salisb.*,Ulmus minor,,Forest,3,,,,,
Urticaceae,Urtica dioica L.,Urtica gracilis,ssp. gracilis,Forest,38,,,,,
Urticaceae,Urtica urens L.*,Urtica urens,,Open,1,,,,,
Viburnaceae,Sambucus cerulea Raf.,Sambucus cerulea,,Forest,1,,,,,
Viburnaceae,Sambucus racemosa L.,Sambucus racemosa arborescens,var. arborescens,Forest,50,,,,,
Violaceae,Viola adunca Sm.,Viola adunca,,Open,3,,,,,
Violaceae,Viola glabella Nutt.,Viola glabella,,Forest,2,,,,,
Violaceae,Viola howellii A. Gray,Viola howellii,,Forest,2,,,,,
Violaceae,Viola langsdorffii Fisch. ex Ging.,Viola langsdorffii,,Wetland,1,,,,,
Violaceae,Viola macloskeyi F.E. Lloyd,Viola macloskeyi,,Wetland,1,,,,,
Violaceae,Viola odorata L.*,Viola odorata,,Forest,1,,,,,
Violaceae,Viola palustris L.,Viola palustris,,Wetland,1,,,,,
Violaceae,Viola sempervirens Greene,Viola sempervirens,,Forest,2,,,,,
Vitaceae,Vitis labrusca L.*,Vitis labrusca,,Forest,2,,,,,
Vitaceae,Vitis vinifera L.*,Vitis vinifera,,Open,1,,,,,
Woodsiaceae,Woodsia oregana D.C. Eaton,Woodsia oregana oregana,ssp. oregana,Forest,1,,,,,
Woodsiaceae,Woodsia scopulina D.C. Eaton,Woodsia scopulina,"ssp. laurentiana, ssp. scopulina",Forest,3,,,,,
