"","Taxon","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","latitude","longitude","geoprivacy","private_latitude","private_longitude","id"
"6142","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9062259152,-123.3606719971,"",NA,NA,5885587
"6143","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9431928821,-123.4841394424,"",NA,NA,6411186
"6144","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.876098,-123.386035,"",NA,NA,6817916
"6145","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.874952,-123.341844,"",NA,NA,12631921
"6146","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.874773,-123.336339,"",NA,NA,12763033
"6147","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.87451,-123.333783,"",NA,NA,12763260
"6148","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.871013,-123.333777,"",NA,NA,12792252
"6149","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.871013,-123.333777,"",NA,NA,12792376
"6150","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.867058,-123.334428,"",NA,NA,12817043
"6151","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.866026,-123.333975,"",NA,NA,12817501
"6152","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.915955,-123.42367,"",NA,NA,13166033
"6153","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.873604,-123.341833,"",NA,NA,17784935
"6154","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.86542,-123.3324266667,"",NA,NA,22799466
"6155","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",49.0075925368,-123.576028413,"",NA,NA,24497700
"6156","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9624027778,-123.5178138889,"",NA,NA,24663852
"6157","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9629666667,-123.5172722222,"",NA,NA,24665189
"6158","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9649361111,-123.5168388889,"",NA,NA,24674047
"6159","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9624861111,-123.5198833333,"",NA,NA,24674114
"6160","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9008638889,-123.4064111111,"",NA,NA,24676913
"6161","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9625138889,-123.5176083333,"",NA,NA,24684050
"6162","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8683055556,-123.3765333333,"",NA,NA,24688047
"6163","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9576116667,-123.5416716667,"",NA,NA,24698995
"6164","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9011159353,-123.4061517009,"",NA,NA,24708677
"6165","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9003240969,-123.4052121734,"",NA,NA,24709389
"6166","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9012368862,-123.4061022477,"",NA,NA,24715037
"6167","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9010871016,-123.4059520439,"",NA,NA,24715515
"6168","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9009027416,-123.4047198204,"",NA,NA,24939849
"6169","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8993575797,-123.4035118205,"",NA,NA,25478192
"6170","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9786551614,-123.5562329461,"",NA,NA,25479439
"6171","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.90055,-123.405625,"",NA,NA,25541290
"6172","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9628305556,-123.5171444444,"",NA,NA,25596122
"6173","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9648861111,-123.5167472222,"",NA,NA,25599954
"6174","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8669305556,-123.3290166667,"",NA,NA,25658074
"6175","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9521702038,-123.5161428392,"",NA,NA,26161119
"6176","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9509018439,-123.5162316469,"",NA,NA,26371411
"6177","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8709679614,-123.3488244985,"",NA,NA,42363901
"6178","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.871045,-123.3489166667,"",NA,NA,42363904
"6179","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9322065358,-123.4789000738,"",NA,NA,53388491
"6180","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9285946424,-123.4690168535,"",NA,NA,54689908
"6181","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9294286572,-123.46915893,"",NA,NA,54691528
"6182","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8874361111,-123.3626388889,"",NA,NA,83097996
"6183","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8834,-123.3274166667,"",NA,NA,83208967
"6184","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8651583705,-123.3526882311,"",NA,NA,83596911
"6185","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.876865,-123.3850633333,"",NA,NA,83738306
"6186","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.927678857,-123.4684512858,"",NA,NA,84063866
"6187","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9278133333,-123.4713133333,"",NA,NA,84338913
"6188","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.929755,-123.47477,"",NA,NA,84499702
"6189","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9282416667,-123.4680466667,"",NA,NA,84750308
"6190","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9314103746,-123.4784355902,"",NA,NA,84809943
"6191","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9001019722,-123.3435999722,"",NA,NA,100646363
"6192","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9297979444,-123.4678264167,"",NA,NA,115150622
"6193","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9046096928,-123.3672316595,"",NA,NA,120891242
"6194","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.8883933333,-123.33628,"",NA,NA,121538483
"6195","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9281383333,-123.4678116667,"",NA,NA,122094447
"6196","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",49.0121233333,-123.575625,"",NA,NA,123934530
"6197","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",49.0112329281,-123.5741078087,"",NA,NA,124067880
"6198","Mycelis muralis","Mycelis","muralis","","","","exotic","unlisted","",48.9075498767,-123.3644962196,"",NA,NA,124297458
"6199","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.8672061205,-123.375472426,"",NA,NA,6409658
"6200","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.898794,-123.360851,"",NA,NA,13132613
"6201","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.9919373689,-123.5707406114,"",NA,NA,14524709
"6202","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.9013861111,-123.4057,"",NA,NA,24683894
"6203","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.9014694444,-123.4055861111,"",NA,NA,24683901
"6204","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.86869667,-123.31559667,"",NA,NA,78767481
"6205","Myosotis arvensis","Myosotis","arvensis","","","","exotic","unlisted","",48.8791618148,-123.3196393474,"",NA,NA,119177621
"6206","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.928173,-123.471565,"",NA,NA,2567285
"6207","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.929695,-123.475471,"",NA,NA,2568029
"6208","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.92921,-123.468132,"",NA,NA,2632638
"6209","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.867718,-123.340087,"",NA,NA,3041305
"6210","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.916645,-123.424273,"",NA,NA,3093996
"6211","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.91625,-123.424959,"",NA,NA,3094709
"6212","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.932486,-123.483839,"",NA,NA,3317657
"6213","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9045616172,-123.4134578705,"",NA,NA,6047542
"6214","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8681306441,-123.377494812,"",NA,NA,6216798
"6215","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8684411673,-123.3780956268,"",NA,NA,6217025
"6216","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8672555229,-123.3381414413,"",NA,NA,6217215
"6217","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9288999774,-123.4700202942,"",NA,NA,6298763
"6218","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8720823,-123.3122892,"",NA,NA,6425062
"6219","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.917155,-123.3959883333,"",NA,NA,11577379
"6220","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.916389,-123.393894,"",NA,NA,12152672
"6221","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.955673,-123.527168,"",NA,NA,12374111
"6222","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.880173,-123.338239,"",NA,NA,12790070
"6223","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8669560632,-123.3412749885,"",NA,NA,16310365
"6224","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8669560632,-123.3412749885,"",NA,NA,16310372
"6225","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8690638889,-123.3782888889,"",NA,NA,24688017
"6226","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9634805556,-123.5197305556,"",NA,NA,24694129
"6227","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9013811388,-123.405229021,"",NA,NA,24715619
"6228","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8596416667,-123.3532266667,"",NA,NA,24768178
"6229","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8674306171,-123.376047928,"",NA,NA,25148237
"6230","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8726126031,-123.3116411326,"",NA,NA,25199270
"6231","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9635111111,-123.5197444444,"",NA,NA,25654997
"6232","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.901255,-123.4053333333,"",NA,NA,32128778
"6233","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8676216667,-123.3765383333,"",NA,NA,42365243
"6234","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8657388889,-123.3652972222,"",NA,NA,42637630
"6235","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9790638889,-123.5681805556,"",NA,NA,42813430
"6236","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8658388889,-123.3501722222,"",NA,NA,48408551
"6237","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9055383333,-123.3505466667,"",NA,NA,82513145
"6238","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.92901167,-123.45128667,"",NA,NA,90752065
"6239","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8715583333,-123.3110666667,"",NA,NA,110820843
"6240","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.87152167,-123.31103667,"",NA,NA,110856176
"6241","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9900383333,-123.5665783333,"",NA,NA,119680231
"6242","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.8975883333,-123.33899,"",NA,NA,120494846
"6243","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",48.9299440689,-123.4662310034,"",NA,NA,123185391
"6244","Myosotis discolor","Myosotis","discolor","","","","exotic","unlisted","",49.0129616667,-123.57602,"",NA,NA,123934521
"6271","Myosotis scorpioides","Myosotis","scorpioides","","","","exotic","unlisted","",48.8679365907,-123.3840040305,"",NA,NA,81637533
"6272","Myosotis scorpioides","Myosotis","scorpioides","","","","exotic","unlisted","",48.9298388889,-123.4676666667,"",NA,NA,125882225
"6273","Myosotis scorpioides","Myosotis","scorpioides","","","","exotic","unlisted","",48.8771033333,-123.36767,"",NA,NA,129710523
"6274","Myosotis sylvatica","Myosotis","sylvatica","","","","exotic","unlisted","",48.861835,-123.351059,"",NA,NA,5635307
"6275","Narcissus poeticus","Narcissus","poeticus","","","","exotic","unlisted","",48.8715957106,-123.3107892798,"",NA,NA,24713792
"6276","Narcissus poeticus","Narcissus","poeticus","","","","exotic","unlisted","",48.8715858199,-123.3107723483,"",NA,NA,24714930
"6277","Narcissus poeticus","Narcissus","poeticus","","","","exotic","unlisted","",48.8716416667,-123.31082,"",NA,NA,24874151
"6278","Narcissus poeticus","Narcissus","poeticus","","","","exotic","unlisted","",48.8715999853,-123.3107988351,"",NA,NA,25483375
"6279","Narcissus pseudonarcissus","Narcissus","pseudonarcissus","","","","exotic","unlisted","",48.930197,-123.476114,"",NA,NA,2566214
"6280","Narcissus pseudonarcissus","Narcissus","pseudonarcissus","","","","exotic","unlisted","",48.92983,-123.475685,"",NA,NA,2566435
"6281","Narcissus pseudonarcissus","Narcissus","pseudonarcissus","","","","exotic","unlisted","",48.930394,-123.475342,"",NA,NA,2566607
"6282","Narcissus pseudonarcissus","Narcissus","pseudonarcissus","","","","exotic","unlisted","",48.930733,-123.475685,"",NA,NA,2589126
"6283","Narcissus pseudonarcissus","Narcissus","pseudonarcissus","","","","exotic","unlisted","",48.8792216667,-123.32048,"",NA,NA,105893564
"6284","Nasturtium officinale","Nasturtium","officinale","","","","exotic","unlisted","",48.8959416667,-123.3471916667,"",NA,NA,2817044
"6285","Nasturtium officinale","Nasturtium","officinale","","","","exotic","unlisted","",48.8790263147,-123.3192317784,"",NA,NA,2954786
"6286","Nasturtium officinale","Nasturtium","officinale","","","","exotic","unlisted","",48.897924,-123.340535,"",NA,NA,3444340
"6459","Nymphoides peltata","Nymphoides","peltata","","","","exotic","unlisted","",48.9139283333,-123.4110033333,"",NA,NA,128764205
"6518","Oenothera biennis","Oenothera","biennis","","","","exotic","unlisted","",48.9400102322,-123.4917796866,"",NA,NA,15604522
"6526","Origanum vulgare","Origanum","vulgare","","","","exotic","unlisted","",48.9899885003,-123.5761371163,"",NA,NA,43742992
"6527","Origanum vulgare","Origanum","vulgare","","","","exotic","unlisted","",48.8709416667,-123.3212283333,"",NA,NA,130445913
"6528","Ornithogalum umbellatum","Ornithogalum","umbellatum","","","","exotic","unlisted","",48.9798207786,-123.5375905029,"",NA,NA,6411952
"6529","Ornithogalum umbellatum","Ornithogalum","umbellatum","","","","exotic","unlisted","",48.9724884276,-123.5630601739,"",NA,NA,24479594
"6602","Oxalis corniculata","Oxalis","corniculata","","","","exotic","unlisted","",48.8790223342,-123.319982707,"",NA,NA,46518419
"6603","Oxalis corniculata","Oxalis","corniculata","","","","exotic","unlisted","",48.8729333333,-123.3466416667,"",NA,NA,84109075
"6639","Persicaria maculosa","Persicaria","maculosa","","","","exotic","unlisted","",48.8712166667,-123.321045,"",NA,NA,130335029
"6640","Petasites japonicus","Petasites","japonicus","","","","exotic","unlisted","",48.9977767764,-123.5795564561,"",NA,NA,31535496
"6641","Petasites japonicus","Petasites","japonicus","","","","exotic","unlisted","",48.92601167,-123.455575,"",NA,NA,57665664
"6642","Petasites japonicus","Petasites","japonicus","","","","exotic","unlisted","",49.0073099966,-123.5847024993,"",NA,NA,80016979
"6643","Petasites japonicus","Petasites","japonicus","","","","exotic","unlisted","",48.9000283333,-123.344125,"",NA,NA,108570186
"6644","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.930482,-123.475838,"",NA,NA,2583337
"6645","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.930654,-123.475256,"",NA,NA,2599934
"6646","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.902053,-123.34546,"",NA,NA,4397432
"6647","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.935046,-123.490748,"",NA,NA,6472897
"6648","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.9826605868,-123.5555303757,"",NA,NA,13198275
"6649","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.8973927639,-123.3387933727,"",NA,NA,26288910
"6650","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.9773916667,-123.5665283333,"",NA,NA,31324205
"6651","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.977195,-123.56674167,"",NA,NA,84387371
"6652","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.8776212931,-123.3179356904,"",NA,NA,125707450
"6653","Petrosedum forsterianum","Petrosedum","forsterianum","","","","exotic","unlisted","",48.9773216667,-123.5664133333,"",NA,NA,129718706
"6654","Petroselinum crispum","Petroselinum","crispum","","","","exotic","unlisted","",48.8779027778,-123.3165083333,"",NA,NA,26372173
"6655","Petroselinum crispum","Petroselinum","crispum","","","","exotic","unlisted","",48.8667769309,-123.3445220436,"",NA,NA,111748068
"6660","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.948452,-123.502378,"",NA,NA,3414639
"6661","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.890551,-123.347639,"",NA,NA,3680918
"6662","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.874077,-123.342488,"",NA,NA,12791100
"6663","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.884745,-123.343761,"",NA,NA,13066456
"6664","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.9298229784,-123.4676310309,"",NA,NA,52907484
"6665","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.929860791,-123.4675211778,"",NA,NA,52922967
"6666","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.8839383333,-123.368615,"",NA,NA,53020583
"6667","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.9291554981,-123.4695863351,"",NA,NA,68348339
"6668","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.9313952636,-123.4756283953,"",NA,NA,84595323
"6669","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.8646933333,-123.3640833333,"",NA,NA,85291227
"6670","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.8760179555,-123.3716172242,"",NA,NA,118608390
"6671","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.8729983333,-123.3159633333,"",NA,NA,119369465
"6672","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.87161,-123.3148116667,"",NA,NA,119369489
"6673","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.8668766667,-123.3196433333,"",NA,NA,122258298
"6674","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.9097944444,-123.4162055556,"",NA,NA,125189727
"6675","Phalaris arundinacea","Phalaris","arundinacea","","","","exotic","unlisted","",48.8774816667,-123.366425,"",NA,NA,129778445
"6676","Phalaris canariensis","Phalaris","canariensis","","","","exotic","unlisted","",48.895441,-123.339848,"",NA,NA,3445137
"6679","Phleum pratense","Phleum","pratense","","","","exotic","unlisted","",48.9284792596,-123.4452154542,"",NA,NA,14247652
"6680","Phleum pratense","Phleum","pratense","","","","exotic","unlisted","",48.9321753413,-123.4789929231,"",NA,NA,53390951
"6699","Pilosella aurantiaca","Pilosella","aurantiaca","","","","exotic","unlisted","",48.8791916667,-123.31993,"",NA,NA,3855802
"6700","Pilosella aurantiaca","Pilosella","aurantiaca","","","","exotic","unlisted","",48.9302155908,-123.4664926651,"",NA,NA,84388545
"6706","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.929898,-123.475513,"",NA,NA,2568046
"6707","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.929774,-123.473024,"",NA,NA,2569395
"6708","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",49.014268,-123.573959,"",NA,NA,2588463
"6709","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.928519,-123.46897,"",NA,NA,2622504
"6710","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.931297,-123.476028,"",NA,NA,2629729
"6711","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.930845,-123.473969,"",NA,NA,2663705
"6712","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.931071,-123.473368,"",NA,NA,2663815
"6713","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.867718,-123.340087,"",NA,NA,3041387
"6714","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.89695,-123.406677,"",NA,NA,3310755
"6715","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.932486,-123.483839,"",NA,NA,3317726
"6716","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.948452,-123.502378,"",NA,NA,3414259
"6717","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.898254,-123.407536,"",NA,NA,3498387
"6718","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.930055966,-123.4753203392,"",NA,NA,6298741
"6719","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.940345904,-123.5043525696,"",NA,NA,6306951
"6720","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9280593876,-123.4677429194,"",NA,NA,6387161
"6721","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9560645511,-123.5262393951,"",NA,NA,6610507
"6722","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8741996118,-123.3801341057,"",NA,NA,7280632
"6723","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8697,-123.3204,"",NA,NA,12184033
"6724","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8978399545,-123.4080077837,"",NA,NA,24533466
"6725","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9628944444,-123.5180138889,"",NA,NA,24663892
"6726","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9633472222,-123.5192944444,"",NA,NA,24694138
"6727","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8725194444,-123.3108361111,"",NA,NA,24697569
"6728","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8724638889,-123.310775,"",NA,NA,24697613
"6729","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.87244266,-123.3106612881,"",NA,NA,24708378
"6730","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8724233333,-123.3110433333,"",NA,NA,24708771
"6731","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9627833333,-123.5193716667,"",NA,NA,24710395
"6732","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8718054258,-123.3112296649,"",NA,NA,24712326
"6733","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.872531592,-123.3108250705,"",NA,NA,24714325
"6734","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",49.0134915489,-123.5731813266,"",NA,NA,24748320
"6735","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8715638889,-123.3116388889,"",NA,NA,24806725
"6736","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9626092231,-123.5195010157,"",NA,NA,24936904
"6737","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8722944444,-123.3108361111,"",NA,NA,25048308
"6738","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8723269059,-123.3108614479,"",NA,NA,25199513
"6739","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8724210766,-123.3109561634,"",NA,NA,25199570
"6740","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8992910693,-123.4074358084,"",NA,NA,25200269
"6741","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9786310215,-123.5559570977,"",NA,NA,25479625
"6742","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8725510799,-123.3107598593,"",NA,NA,25483253
"6743","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8984194444,-123.4080666667,"",NA,NA,25656482
"6744","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8967944444,-123.4063111111,"",NA,NA,25656483
"6745","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8717888889,-123.3106166667,"",NA,NA,25657926
"6746","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8993593664,-123.3407225096,"",NA,NA,27812834
"6747","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.8937916667,-123.4034583333,"",NA,NA,32119805
"6748","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.86629,-123.36923,"",NA,NA,42637682
"6749","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9605019658,-123.5456889819,"",NA,NA,48201547
"6750","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.929917361,-123.4673755315,"",NA,NA,52906689
"6751","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9323643436,-123.4794087691,"",NA,NA,54412999
"6752","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.92860572,-123.4690391025,"",NA,NA,54689539
"6753","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",49.013010715,-123.5723401921,"",NA,NA,57127979
"6754","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",49.01392558,-123.57357469,"",NA,NA,72229880
"6755","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",49.0134964214,-123.5729343298,"",NA,NA,74062580
"6756","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.87175,-123.31105,"",NA,NA,84001472
"6757","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9308053725,-123.4745538698,"",NA,NA,84705597
"6758","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.9282876098,-123.468012996,"",NA,NA,84753352
"6759","Plantago lanceolata","Plantago","lanceolata","","","","exotic","unlisted","",48.871838,-123.311391,"",NA,NA,109402482
