"","Taxon","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","latitude","longitude","geoprivacy","private_latitude","private_longitude","id"
"19328","Hyacinthoides × massartiana","Hyacinthoides","","Hyacinthoides × massartiana","","","exotic","unlisted","",48.8982566667,-123.40112,"",NA,NA,110820863
"19329","Hyacinthoides × massartiana","Hyacinthoides","","Hyacinthoides × massartiana","","","exotic","unlisted","",48.87159667,-123.31112833,"",NA,NA,111111016
"19730","Iris × hybrida","Iris","","Iris × hybrida","","","exotic","unlisted","",48.86883,-123.312175,"",NA,NA,121538470
"22710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.926842,-123.469505,"",NA,NA,2621438
"22810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.867549,-123.339915,"",NA,NA,3040869
"22910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.915906,-123.422921,"",NA,NA,3123049
"23010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.915974,-123.424809,"",NA,NA,3296788
"23110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.932774,-123.485298,"",NA,NA,3317303
"23210","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.932486,-123.483839,"",NA,NA,3317563
"23310","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",49.014175,-123.573768,"",NA,NA,3542998
"23410","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.898639,-123.338898,"",NA,NA,3636542
"23510","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.898304,-123.407278,"",NA,NA,3652871
"23610","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.958258,-123.532471,"",NA,NA,3681832
"23710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.898778456,-123.407680392,"",NA,NA,3700980
"23810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8667974456,-123.381601274,"",NA,NA,6471904
"23910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9391641666,-123.500676602,"",NA,NA,6601045
"24010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.867069,-123.337841,"",NA,NA,12755641
"24110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.867831,-123.340163,"",NA,NA,13979975
"24210","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.958325,-123.5322283333,"",NA,NA,21351584
"24310","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",49.0129933333,-123.5725683333,"",NA,NA,24497736
"24410","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.897963382,-123.406175673,"",NA,NA,24609264
"24510","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8696444444,-123.3794027778,"",NA,NA,24688009
"24610","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.87180327,-123.31059156,"",NA,NA,24689165
"24710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8717805556,-123.3107083333,"",NA,NA,24697664
"24810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9576216667,-123.5414283333,"",NA,NA,24699123
"24910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8968388889,-123.4063416667,"",NA,NA,24701247
"25010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8937416667,-123.4035722222,"",NA,NA,24701297
"25110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8717169548,-123.310786849,"",NA,NA,24707945
"25210","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8721769536,-123.3117675317,"",NA,NA,24710817
"25310","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8957469073,-123.4104596638,"",NA,NA,24937357
"25410","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8676633333,-123.33905,"",NA,NA,25085329
"25510","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8992243074,-123.4075326194,"",NA,NA,25200277
"25610","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.867679,-123.340271,"",NA,NA,25398442
"25710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8987102453,-123.4068561998,"",NA,NA,25476509
"25810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8969722222,-123.4063722222,"",NA,NA,25656979
"25910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9332381962,-123.4864655045,"",NA,NA,26417500
"26010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9521368387,-123.5197335033,"",NA,NA,30700007
"26110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.901255,-123.4053333333,"",NA,NA,32128772
"26210","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.938255,-123.49971667,"",NA,NA,49134061
"26310","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9523315849,-123.5192757939,"",NA,NA,49627597
"26410","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.87178833,-123.310495,"",NA,NA,49684541
"26510","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8870416667,-123.3738883333,"",NA,NA,53022052
"26610","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9331026882,-123.4865217638,"",NA,NA,62565128
"26710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9541972222,-123.5240555556,"",NA,NA,66238960
"26810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",49.0109231812,-123.5754995048,"",NA,NA,83604933
"26910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9286384788,-123.4685171124,"",NA,NA,83854768
"27010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9272703709,-123.469823422,"",NA,NA,84001197
"27110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9306887967,-123.4689507633,"",NA,NA,84009998
"27210","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9282914556,-123.4679527391,"",NA,NA,84061930
"27310","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9267666667,-123.4662866667,"",NA,NA,84312924
"27410","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.929925,-123.46785,"",NA,NA,84498768
"27510","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9312033333,-123.4757833333,"",NA,NA,84580817
"27610","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.931145,-123.4757,"",NA,NA,84652930
"27710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9286616667,-123.4681866667,"",NA,NA,84750625
"27810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8988544966,-123.4075435996,"",NA,NA,89269013
"27910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9912835338,-123.5517990507,"",NA,NA,100641898
"28010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8960892882,-123.3834805215,"",NA,NA,102152766
"28110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9573267916,-123.530194117,"",NA,NA,117203500
"28210","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9298216667,-123.467955,"",NA,NA,121541608
"28310","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.871905,-123.3113633333,"",NA,NA,122839820
"28410","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.9299440689,-123.4662310034,"",NA,NA,123185341
"28510","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",49.0132166667,-123.5731183333,"",NA,NA,123934586
"28610","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8985042307,-123.4079161359,"",NA,NA,126114215
"28710","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8970916667,-123.40528,"",NA,NA,126354480
"28810","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8717616667,-123.3108533333,"",NA,NA,129443855
"28910","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8953366667,-123.3920616667,"",NA,NA,129712571
"29010","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.896745,-123.4063333333,"",NA,NA,131413514
"29110","Achillea millefolium","Achillea","millefolium","","","","exotic","unlisted","",48.8983833333,-123.40213,"",NA,NA,135832827
"523","Aesculus hippocastanum","Aesculus","hippocastanum","","","","exotic","unlisted","",48.930614,-123.474698,"",NA,NA,3329680
"524","Aesculus hippocastanum","Aesculus","hippocastanum","","","","exotic","unlisted","",48.9311209167,-123.4746698056,"",NA,NA,118330339
"525","Aesculus hippocastanum","Aesculus","hippocastanum","","","","exotic","unlisted","",48.90973358,-123.4120804,"",NA,NA,121635368
"526","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.8699774017,-123.3453869355,"",NA,NA,13845807
"527","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9300984393,-123.4672240378,"",NA,NA,52907413
"528","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9302124665,-123.4673860172,"",NA,NA,52922636
"529","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9321545147,-123.4790403708,"",NA,NA,53385782
"530","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9321713937,-123.4792926656,"",NA,NA,53992651
"531","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9381361111,-123.477225,"",NA,NA,126017355
"532","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9381305556,-123.4771722222,"",NA,NA,126017356
"533","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.9388472222,-123.4778138889,"",NA,NA,126017362
"534","Agrostis capillaris","Agrostis","capillaris","","","","exotic","unlisted","",48.910855,-123.4159783333,"",NA,NA,126022639
"537","Agrostis gigantea","Agrostis","gigantea","","","","exotic","unlisted","",48.9301746695,-123.4672104722,"",NA,NA,52922478
"538","Agrostis gigantea","Agrostis","gigantea","","","","exotic","unlisted","",48.8703,-123.3189816667,"",NA,NA,121538407
"540","Agrostis stolonifera","Agrostis","stolonifera","","","","exotic","unlisted","",48.8650133333,-123.3641716667,"",NA,NA,85291237
"541","Agrostis stolonifera","Agrostis","stolonifera","","","","exotic","unlisted","",48.9381611111,-123.4773472222,"",NA,NA,126017354
"542","Agrostis stolonifera","Agrostis","stolonifera","","","","exotic","unlisted","",48.910825,-123.415855,"",NA,NA,126022570
"543","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.923825,-123.460064,"",NA,NA,2625010
"544","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.915793,-123.425002,"",NA,NA,3181333
"545","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.868362,-123.341703,"",NA,NA,3351063
"546","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8665598847,-123.3352446556,"",NA,NA,3649880
"547","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8665598847,-123.3352446556,"",NA,NA,3649885
"548","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.940345904,-123.5043525696,"",NA,NA,6306976
"549","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",49.0128508985,-123.5731029511,"",NA,NA,6309383
"550","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8688001483,-123.378610611,"",NA,NA,6410297
"551","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8720823,-123.3122892,"",NA,NA,6425078
"552","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8724495331,-123.3108363861,"",NA,NA,25199557
"553","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8694129684,-123.3789918696,"",NA,NA,52495242
"554","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8660816667,-123.3689516667,"",NA,NA,120470351
"555","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.9311916667,-123.4731055556,"",NA,NA,120618118
"556","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8699999293,-123.3799999952,"",NA,NA,121000883
"557","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.8699999293,-123.3799999952,"",NA,NA,121011158
"558","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",48.9101166667,-123.3746083333,"",NA,NA,121538504
"559","Aira caryophyllea","Aira","caryophyllea","","","","exotic","unlisted","",49.0123527778,-123.5740111111,"",NA,NA,123934561
"560","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.866897,-123.375531,"",NA,NA,3664526
"561","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.868546,-123.378572,"",NA,NA,6217960
"562","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.8688001483,-123.378610611,"",NA,NA,6410299
"563","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.9006968474,-123.336124418,"",NA,NA,6425212
"564","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.8726077416,-123.3115789389,"",NA,NA,25199274
"565","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.887306817,-123.3748613242,"",NA,NA,53022038
"566","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.9587766667,-123.5329666667,"",NA,NA,116029587
"567","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.9586611111,-123.5329361111,"",NA,NA,116033741
"568","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.8974166667,-123.3384616667,"",NA,NA,120494821
"569","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.89742,-123.3384666667,"",NA,NA,120494827
"570","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.8736533333,-123.383575,"",NA,NA,120922541
"571","Aira praecox","Aira","praecox","","","","exotic","unlisted","",48.8699999293,-123.3799999952,"",NA,NA,121011228
"572","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.929515,-123.475685,"",NA,NA,2567576
"573","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.929695,-123.475471,"",NA,NA,2567978
"574","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.867621,-123.344831,"",NA,NA,2588447
"575","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.9422727996,-123.4858131409,"",NA,NA,3650081
"576","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.9298727013,-123.4756743908,"",NA,NA,6298767
"577","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.940271,-123.492617,"",NA,NA,12345065
"578","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.8937869668,-123.3499115614,"",NA,NA,25347303
"579","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.89388037,-123.34974485,"",NA,NA,47014335
"580","Ajuga reptans","Ajuga","reptans","","","","exotic","unlisted","",48.931325,-123.4764166667,"",NA,NA,120618094
"663","Allium vineale","Allium","vineale","","","","exotic","unlisted","",48.9296233598,-123.4681233665,"",NA,NA,27844109
"664","Allium vineale","Allium","vineale","","","","exotic","unlisted","",48.9316055556,-123.4759611111,"",NA,NA,122335787
"794","Alopecurus geniculatus","Alopecurus","geniculatus","","","","exotic","unlisted","",48.8703433333,-123.3189733333,"",NA,NA,121538413
"795","Alopecurus pratensis","Alopecurus","pratensis","","","","exotic","unlisted","",48.9099074617,-123.4166154588,"",NA,NA,125219486
"796","Amaranthus powellii","Amaranthus","powellii","","","","exotic","unlisted","",48.864929,-123.350823,"",NA,NA,3786981
"975","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.928173,-123.471565,"",NA,NA,2567283
"976","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.866414,-123.335059,"",NA,NA,3031082
"977","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.915974,-123.425474,"",NA,NA,3181170
"978","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8672555229,-123.3383560181,"",NA,NA,6217513
"979","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.940345904,-123.5043525696,"",NA,NA,6306973
"980","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.874552,-123.383331,"",NA,NA,6817337
"981","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.866926,-123.341881,"",NA,NA,12635075
"982","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.870607,-123.343086,"",NA,NA,12761983
"983","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8809,-123.333145,"",NA,NA,12774705
"984","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.866026,-123.333975,"",NA,NA,12817504
"985","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8696416667,-123.3792805556,"",NA,NA,24688001
"986","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8715527778,-123.3115388889,"",NA,NA,24806716
"987","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8724111111,-123.3126666667,"",NA,NA,24824122
"988","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8718444444,-123.3126972222,"",NA,NA,24824169
"989","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9633583333,-123.5197283333,"",NA,NA,24870116
"990","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8728483333,-123.3114883333,"",NA,NA,24874167
"991","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8728583333,-123.31147,"",NA,NA,24874168
"992","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8718638889,-123.3127277778,"",NA,NA,25048320
"993","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8726202306,-123.3127448616,"",NA,NA,25199114
"994","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8724089228,-123.3108843305,"",NA,NA,25199560
"995","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8634195412,-123.3295897209,"",NA,NA,25483015
"996","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8718083333,-123.312775,"",NA,NA,32125262
"997","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8686791585,-123.3463265233,"",NA,NA,45938861
"998","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.8660133892,-123.3509382606,"",NA,NA,48408562
"999","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9142966667,-123.3881366667,"",NA,NA,52033133
"1000","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9271538906,-123.4686686236,"",NA,NA,53333604
"1001","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9324406638,-123.4788212423,"",NA,NA,53389737
"1002","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9282105693,-123.4692306033,"",NA,NA,54674719
"1003","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9288211161,-123.4691226489,"",NA,NA,54691806
"1004","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",49.0137166667,-123.5737066667,"",NA,NA,57127974
"1005","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9279666667,-123.4673216667,"",NA,NA,84174426
"1006","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.904625,-123.36801,"",NA,NA,120891315
"1007","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9831883333,-123.5561066667,"",NA,NA,121838570
"1008","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",48.9271527778,-123.4684166667,"",NA,NA,122224296
"1009","Anthoxanthum odoratum","Anthoxanthum","odoratum","","","","exotic","unlisted","",49.0125316667,-123.5751483333,"",NA,NA,123934505
"1010","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.866764,-123.33606,"",NA,NA,3027391
"1011","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.86952,-123.345909,"",NA,NA,3113972
"1012","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.87333,-123.324366,"",NA,NA,3116754
"1013","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.87333,-123.324366,"",NA,NA,3116768
"1014","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8684411673,-123.3780956268,"",NA,NA,6217024
"1015","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719414772,-123.3110618591,"",NA,NA,6230863
"1016","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",49.0128508985,-123.5731029511,"",NA,NA,6309386
"1017","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",49.0128508985,-123.5731029511,"",NA,NA,6309396
"1018","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",49.0128508985,-123.5731029511,"",NA,NA,6309401
"1019","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8720823,-123.3122892,"",NA,NA,6425068
"1020","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8726753821,-123.3233785629,"",NA,NA,6434856
"1021","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8698,-123.3195,"",NA,NA,12183748
"1022","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8684756307,-123.3783755448,"",NA,NA,17693163
"1023","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.9267833333,-123.4688416667,"",NA,NA,19130370
"1024","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8717039561,-123.3108296525,"",NA,NA,22799482
"1025","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",49.0106316858,-123.5780053473,"",NA,NA,24259196
"1026","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",49.011755,-123.5739366667,"",NA,NA,24497733
"1027","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8998833333,-123.4067777778,"",NA,NA,24672685
"1028","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.87153979,-123.31091531,"",NA,NA,24689251
"1029","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.872055,-123.3122333333,"",NA,NA,24697521
"1030","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.894025,-123.4037166667,"",NA,NA,24701294
"1031","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8720255346,-123.3115844709,"",NA,NA,24707870
"1032","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.899421366,-123.4064593167,"",NA,NA,24709419
"1033","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",49.0132664702,-123.5733530002,"",NA,NA,24711778
"1034","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8721013489,-123.3115428128,"",NA,NA,24712258
"1035","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8680533333,-123.3871716667,"",NA,NA,24768191
"1036","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719361111,-123.3122777778,"",NA,NA,24806540
"1037","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8721055556,-123.3122861111,"",NA,NA,24824083
"1038","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719833333,-123.3122944444,"",NA,NA,24824105
"1039","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719361111,-123.3122777778,"",NA,NA,24824111
"1040","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719833333,-123.3122944444,"",NA,NA,24824173
"1041","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719361111,-123.3122777778,"",NA,NA,24824178
"1042","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8722485351,-123.3123748844,"",NA,NA,24939262
"1043","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8722888889,-123.3123333333,"",NA,NA,25048287
"1044","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8719666667,-123.3115783333,"",NA,NA,25085771
"1045","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8727902994,-123.3131305129,"",NA,NA,25199437
"1046","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8720637141,-123.3122764808,"",NA,NA,25199596
"1047","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8634949364,-123.3287775983,"",NA,NA,25482986
"1048","Anthriscus caucalis","Anthriscus","caucalis","","","","exotic","unlisted","",48.8642550912,-123.3306790331,"",NA,NA,25483124
