"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"31","Taphrina occidentalis",334077,"Taphrina occidentalis",NA,"Fungi","Ascomycota","Taphrinomycotina","","Taphrinomycetes","","","Taphrinales","","","","Taphrinaceae","","","Taphrina","occidentalis","iNat:5419998",48.878125,-123.34985,"2017-03-21",NA,NA,"Andrew Simon","false","research",21
"32","Peziza varia",411300,"Peziza varia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pezizaceae","","","Peziza","varia","iNat:5815627",48.880427,-123.322617,"2017-02-01",NA,NA,"Galiano observer","false","needs_id",47
"33","Dasyscyphella",374674,"Dasyscyphella",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Helotiales","","","","Lachnaceae","","","Dasyscyphella","","iNat:7150086",48.980903,-123.554361,"2017-05-27",NA,NA,"Galiano observer","false","needs_id",427
"34","Mollisia",118025,"Mollisia",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Helotiales","","","","Mollisiaceae","","","Mollisia","","iNat:7150090",48.980903,-123.554361,"2017-05-27",NA,NA,"Galiano observer","false","needs_id",427
"35","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina","","Sordariomycetes","Xylariomycetidae","","Xylariales","","","","Xylariaceae","","","Xylaria","hypoxylon","iNat:8530928",48.873919,-123.338394,"2017-10-17",NA,NA,"Kevin Toomer","false","research",NA
"36","Peziza varia",411300,"Peziza varia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pezizaceae","","","Peziza","varia","iNat:8535611",48.872936,-123.346572,"2017-10-24",NA,NA,"Kevin Toomer","false","research",NA
"37","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:8550113",48.916308,-123.421997,"2017-10-25",NA,NA,"Kevin Toomer","false","research",NA
"38","Aleuria aurantia",48716,"Aleuria aurantia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pyronemataceae","","","Aleuria","aurantia","iNat:8597263",48.88343,-123.329834,"2017-10-28",NA,NA,"","false","research",31
"39","Aleuria aurantia",48716,"Aleuria aurantia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pyronemataceae","","","Aleuria","aurantia","iNat:8602818",48.916758,-123.418694,"2017-10-29",NA,NA,"Kevin Toomer","false","research",NA
"40","Helvella",49206,"Helvella",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","","iNat:8700051",48.873939,-123.357431,"2017-11-05",NA,NA,"Kevin Toomer","false","needs_id",NA
"41","Hypomyces cervinigenus",118004,"Hypomyces cervinigenus",NA,"Fungi","Ascomycota","Pezizomycotina","","Sordariomycetes","Hypocreomycetidae","","Hypocreales","","","","Hypocreaceae","","","Hypomyces","cervinigenus","iNat:8700497",48.873939,-123.357431,"2017-11-05",NA,NA,"Kevin Toomer","false","research",NA
"42","Rhytisma punctatum",333838,"Rhytisma punctatum",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Rhytismatales","","","","Rhytismataceae","","","Rhytisma","punctatum","iNat:8807042",48.873169,-123.34645,"2017-11-14",NA,NA,"Kevin Toomer","false","research",NA
"43","Calycina citrina",955949,"Calycina citrina",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Helotiales","","","","Pezizellaceae","","","Calycina","citrina","iNat:8851345",48.880864,-123.335892,"2017-11-16",NA,NA,"Kevin Toomer","false","research",NA
"44","Gyromitra infula",117994,"Gyromitra infula",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Discinaceae","","","Gyromitra","infula","iNat:8865816",48.880919,-123.336119,"2017-11-19",NA,NA,"Kevin Toomer","false","research",NA
"45","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Helotiales","","","","Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:8866418",48.874039,-123.342056,"2017-11-19",NA,NA,"Kevin Toomer","false","research",NA
"46","Geoglossum umbratile",350847,"Geoglossum umbratile",NA,"Fungi","Ascomycota","Pezizomycotina","","Lichinomycetes","","","Geoglossales","","","","Geoglossaceae","","","Geoglossum","umbratile","iNat:8920359",48.871645,-123.385102,"2016-03-24",NA,NA,"Tyson Ehlers","false","research",33
"47","Cudonia circinans",183199,"Cudonia circinans",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Rhytismatales","","","","Cudoniaceae","","","Cudonia","circinans","iNat:8920371",48.868956,-123.385402,"2016-03-24",NA,NA,"Tyson Ehlers","false","research",46
"48","Distantes",1062676,"Distantes",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Morchella","","iNat:8920427",48.861454,-123.360178,"2016-03-22",NA,NA,"Tyson Ehlers","false","needs_id",89
"49","Caloscypha fulgens",153035,"Caloscypha fulgens",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Caloscyphaceae","","","Caloscypha","fulgens","iNat:8920987",48.867171,-123.380241,"2016-03-22",NA,NA,"Tyson Ehlers","false","research",148
"50","Helvella compressa",117997,"Helvella compressa",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","compressa","iNat:8946029",48.86957,-123.385477,"2016-03-22",NA,NA,"Tyson Ehlers","false","research",122
"51","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:9057588",48.872125,-123.346589,"2017-12-05",NA,NA,"Kevin Toomer","false","needs_id",NA
"52","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:9057777",48.872783,-123.346742,"2017-12-05",NA,NA,"Kevin Toomer","false","research",NA
"53","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina","","Sordariomycetes","Xylariomycetidae","","Xylariales","","","","Xylariaceae","","","Xylaria","hypoxylon","iNat:9057938",48.869092,-123.365975,"2017-12-03",NA,NA,"Kevin Toomer","false","research",NA
"54","Geoglossum umbratile",350847,"Geoglossum umbratile",NA,"Fungi","Ascomycota","Pezizomycotina","","Lichinomycetes","","","Geoglossales","","","","Geoglossaceae","","","Geoglossum","umbratile","iNat:9060336",48.930239,-123.474663,"2017-12-05",NA,NA,"Andrew Simon","false","research",21
"55","Helvella",49206,"Helvella",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","","iNat:9180244",48.988047,-123.572073,"2017-12-15",NA,NA,"Dana","false","needs_id",122
"56","Otidea",57369,"Otidea",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Otideaceae","","","Otidea","","iNat:9252293",48.873872,-123.341789,"2017-12-22",NA,NA,"Kevin Toomer","false","needs_id",87
"57","Stictis radiata",352459,"Stictis radiata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Ostropales","","","","Stictidaceae","","","Stictis","radiata","iNat:9329564",48.871884,-123.311889,"2017-12-31",NA,NA,"Andrew Simon","false","research",43
"58","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina","","Sordariomycetes","Xylariomycetidae","","Xylariales","","","","Xylariaceae","","","Xylaria","hypoxylon","iNat:9513586",48.963399,-123.550358,"2018-01-15",NA,NA,"","false","research",87
"59","Gyromitra infula",117994,"Gyromitra infula",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Discinaceae","","","Gyromitra","infula","iNat:9607015",48.879415,-123.337498,"2018-01-21",NA,NA,"Kevin Toomer","false","research",174
"60","Urnula padeniana",448147,"Urnula padeniana",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Sarcosomataceae","","","Urnula","padeniana","iNat:9617448",48.869978,-123.359564,"2018-01-19",NA,NA,"Andrew Simon","false","research",349
"61","Pyronemataceae",48718,"Pyronemataceae",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pyronemataceae","","","","","iNat:10405741",48.863508,-123.37351,"2018-03-24",NA,NA,"Andrew Simon","false","needs_id",8
"62","Verpa conica",118002,"Verpa conica",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Verpa","conica","iNat:10818801",48.999348,-123.563655,"2018-04-06",NA,NA,"","false","research",197
"63","Morchella",56830,"Morchella",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Morchella","","iNat:10819103",48.987434,-123.572845,"2018-04-07",NA,NA,"","false","needs_id",1141
"64","Gyromitra esculenta",85120,"Gyromitra esculenta",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Discinaceae","","","Gyromitra","esculenta","iNat:10819775",48.987798,-123.562584,"2018-04-06",NA,NA,"","false","research",1218
"65","Verpa conica",118002,"Verpa conica",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Verpa","conica","iNat:10821754",48.998343,-123.567921,"2018-04-06",NA,NA,"","false","research",1738
"66","Gyromitra ancilis",950530,"Gyromitra ancilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Discinaceae","","","Gyromitra","ancilis","iNat:10822697",48.871881,-123.340356,"2018-04-09",NA,NA,"Kevin Toomer","false","research",NA
"67","Morchella",56830,"Morchella",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Morchella","","iNat:10825903",48.885479,-123.334561,"2018-04-06",NA,NA,"","false","needs_id",113
"68","Aleuria aurantia",48716,"Aleuria aurantia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pyronemataceae","","","Aleuria","aurantia","iNat:10829435",48.959382,-123.531963,"2017-11-06",NA,NA,"","false","research",1467
"69","Morchella",56830,"Morchella",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Morchella","","iNat:10874356",48.886723,-123.335333,"2018-04-13",NA,NA,"","false","needs_id",587
"70","Gyromitra esculenta",85120,"Gyromitra esculenta",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Discinaceae","","","Gyromitra","esculenta","iNat:10944332",48.911933,-123.398246,"2018-04-14",NA,NA,"Andrew Simon","false","research",87
"71","Verpa conica",118002,"Verpa conica",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Morchellaceae","","","Verpa","conica","iNat:11039342",48.997603,-123.583682,"2018-04-10",NA,NA,"Dana","false","research",362
"72","Pezizales",48717,"Pezizales",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","","","","","","iNat:11394242",48.867578,-123.383208,"2018-04-19",NA,NA,"KK","false","needs_id",100
"73","Caloscypha fulgens",153035,"Caloscypha fulgens",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Caloscyphaceae","","","Caloscypha","fulgens","iNat:11394243",48.867917,-123.382836,"2018-04-19",NA,NA,"KK","false","research",65
"74","Caloscypha fulgens",153035,"Caloscypha fulgens",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Caloscyphaceae","","","Caloscypha","fulgens","iNat:11394244",48.867917,-123.382836,"2018-04-19",NA,NA,"KK","false","research",65
"75","Caloscypha fulgens",153035,"Caloscypha fulgens",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Caloscyphaceae","","","Caloscypha","fulgens","iNat:12068261",48.872794,-123.338958,"2018-04-29",NA,NA,"Kevin Toomer","false","needs_id",NA
"76","Pezizales",48717,"Pezizales",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","","","","","","iNat:12944651",48.863801,-123.373215,"2018-05-29",NA,NA,"Andrew Simon","false","needs_id",87
"77","Scutellinia",49138,"Scutellinia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pyronemataceae","","","Scutellinia","","iNat:12944733",48.863801,-123.373215,"2018-05-29",NA,NA,"Andrew Simon","false","needs_id",87
"78","Coccomyces tumidus",747608,"Coccomyces tumidus",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Rhytismatales","","","","Rhytismataceae","","","Coccomyces","tumidus","iNat:14859281",48.87566,-123.335976,"2018-07-28",NA,NA,"Kevin Toomer","false","research",NA
"79","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:17574546",48.927638,-123.46273,"2018-10-14",NA,NA,"Adam Huggins","false","research",5
"80","Aleuria aurantia",48716,"Aleuria aurantia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pyronemataceae","","","Aleuria","aurantia","iNat:17601435",48.97216,-123.546324,"2018-10-17",NA,NA,"","false","research",50
"81","Coccomyces dentatus",464803,"Coccomyces dentatus",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Rhytismatales","","","","Rhytismataceae","","","Coccomyces","dentatus","iNat:17730056",48.871897,-123.342026,"2018-10-21",NA,NA,"Andrew Simon","false","research",174
"82","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Helotiales","","","","Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:17735728",48.872941,-123.340567,"2018-10-21",NA,NA,"Andrew Simon","false","research",174
"83","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:17784956",48.873604,-123.341833,"2018-10-21",NA,NA,"Andrew Simon","false","research",174
"84","Taphrina occidentalis",334077,"Taphrina occidentalis",NA,"Fungi","Ascomycota","Taphrinomycotina","","Taphrinomycetes","","","Taphrinales","","","","Taphrinaceae","","","Taphrina","occidentalis","iNat:17906267",48.933212,-123.481772,"2018-10-22",NA,NA,"Adam Huggins","false","research",30
"85","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:17910917",48.881203,-123.339133,"2018-10-28",NA,NA,"Kevin Toomer","false","research",NA
"86","Spathularia flavida",231270,"Spathularia flavida",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Rhytismatales","","","","Cudoniaceae","","","Spathularia","flavida","iNat:17918365",48.902845,-123.349377,"2018-10-28",NA,NA,"","false","research",NA
"87","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina","","Sordariomycetes","Xylariomycetidae","","Xylariales","","","","Xylariaceae","","","Xylaria","hypoxylon","iNat:17946850",48.870298,-123.321819,"2018-10-29",NA,NA,"","false","research",128
"88","Peziza varia",411300,"Peziza varia",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Pezizaceae","","","Peziza","varia","iNat:18032940",48.872908,-123.34655,"2018-10-31",NA,NA,"Kevin Toomer","false","research",NA
"89","Ascocoryne sarcoides",49075,"Ascocoryne sarcoides",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Helotiales","","","","Gelatinodiscaceae","","","Ascocoryne","sarcoides","iNat:18042822",48.972957,-123.56116,"2018-11-02",NA,NA,"","false","research",NA
"90","Helvella vespertina",423950,"Helvella vespertina",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Helvellaceae","","","Helvella","vespertina","iNat:18050371",48.950153,-123.513137,"2018-11-02",NA,NA,"Lauren Magner","false","research",NA
"91","Coccomyces dentatus",464803,"Coccomyces dentatus",NA,"Fungi","Ascomycota","Pezizomycotina","","Leotiomycetes","","","Rhytismatales","","","","Rhytismataceae","","","Coccomyces","dentatus","iNat:18050372",48.983632,-123.56784,"2018-11-02",NA,NA,"Lauren Magner","false","research",NA
"92","Taphrina occidentalis",334077,"Taphrina occidentalis",NA,"Fungi","Ascomycota","Taphrinomycotina","","Taphrinomycetes","","","Taphrinales","","","","Taphrinaceae","","","Taphrina","occidentalis","iNat:18074986",48.870439,-123.320581,"2018-11-03",NA,NA,"Kevin Toomer","false","research",NA
"93","Xylaria hypoxylon",55267,"Xylaria hypoxylon",NA,"Fungi","Ascomycota","Pezizomycotina","","Sordariomycetes","Xylariomycetidae","","Xylariales","","","","Xylariaceae","","","Xylaria","hypoxylon","iNat:18177766",48.978492,-123.564445,"2018-11-06",NA,NA,"Tyler John Mauthe","false","research",10
"94","Gyromitra infula",117994,"Gyromitra infula",NA,"Fungi","Ascomycota","Pezizomycotina","","Pezizomycetes","","","Pezizales","","","","Discinaceae","","","Gyromitra","infula","iNat:18678277",48.877411,-123.335442,"2018-11-27",NA,NA,"Kevin Toomer","false","research",NA
"95","Geoglossum",123258,"Geoglossum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lichinomycetes","","","Geoglossales","","","","Geoglossaceae","","","Geoglossum","","iNat:19121563",48.869308,-123.341536,"2018-12-20",NA,NA,"Kevin Toomer","false","needs_id",NA
"96","Trichoglossum",55239,"Trichoglossum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lichinomycetes","","","Geoglossales","","","","Geoglossaceae","","","Trichoglossum","","iNat:19130372",48.928172,-123.467858,"2018-12-16",NA,NA,"Adam Huggins","false","needs_id",30
