"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","coordinateUncertaintyInMeters"
"3938","Bembix americana",53072,"Bembix americana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Crabronidae","Bembicinae","Bembicini","Bembix","americana","iNat:130145700",48.870891,-123.321028,"2022-08-09",NA,NA,"Kevin Toomer","false",5
"3939","Spilosoma virginica",60839,"Spilosoma virginica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Spilosoma","virginica","iNat:130163838",48.929895,-123.475261,"2022-08-09",NA,NA,"Kendall McLaughlin","false",NA
"3940","Buprestis aurulenta",215596,"Buprestis aurulenta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Buprestinae","Buprestini","Buprestis","aurulenta","iNat:130163883",48.930724,-123.475328,"2022-08-09",NA,NA,"Kendall McLaughlin","false",NA
"3941","Platyptilia carduidactylus",319034,"Platyptilia carduidactylus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Pterophoroidea","Pterophoridae","Pterophorinae","Platyptiliini","Platyptilia","carduidactylus","iNat:130165562",48.873018,-123.346666,"2022-08-09",NA,NA,"Kevin Toomer","false",87
"3942","Ochlodes sylvanoides",59194,"Ochlodes sylvanoides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","Ochlodes","sylvanoides","iNat:130166573",48.872989,-123.346317,"2022-08-09",NA,NA,"Kevin Toomer","false",43
"3943","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:130168602",48.872999,-123.346248,"2022-08-09",NA,NA,"Kevin Toomer","false",43
"3944","Megapenthes",177130,"Megapenthes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Megapenthini","Megapenthes","","iNat:130169230",48.872981,-123.346412,"2022-08-09",NA,NA,"Kevin Toomer","false",43
"3945","Megapenthes",177130,"Megapenthes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Megapenthini","Megapenthes","","iNat:130171281",48.873082,-123.346505,"2022-08-09",NA,NA,"Kevin Toomer","false",43
"3946","Pachydiplax longipennis",59774,"Pachydiplax longipennis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Libelluloidea","Libellulidae","","","Pachydiplax","longipennis","iNat:130256335",48.876655,-123.315162,"2022-08-09",NA,NA,"Christian Adler","false",111
"3947","Bembix americana",53072,"Bembix americana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Crabronidae","Bembicinae","Bembicini","Bembix","americana","iNat:130276212",48.87072,-123.32102,"2022-08-10",NA,NA,"Kevin Toomer","false",10
"3948","Eupeodes fumipennis",493594,"Eupeodes fumipennis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Syrphinae","Syrphini","Eupeodes","fumipennis","iNat:130280604",48.870665,-123.319422,"2022-08-10",NA,NA,"Kevin Toomer","false",21
"3949","Ochlodes sylvanoides",59194,"Ochlodes sylvanoides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","Ochlodes","sylvanoides","iNat:130423742",48.872979,-123.346264,"2022-08-11",NA,NA,"Kevin Toomer","false",21
"3950","Ochlodes sylvanoides",59194,"Ochlodes sylvanoides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","Ochlodes","sylvanoides","iNat:130424079",48.872979,-123.346264,"2022-08-11",NA,NA,"Kevin Toomer","false",21
"3951","Villa",133762,"Villa",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Asiloidea","Bombyliidae","Anthracinae","Villini","Villa","","iNat:130424378",48.873512,-123.346588,"2022-08-11",NA,NA,"Kevin Toomer","false",21
"3952","Eupeodes fumipennis",493594,"Eupeodes fumipennis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Syrphinae","Syrphini","Eupeodes","fumipennis","iNat:130424498",48.873512,-123.346588,"2022-08-11",NA,NA,"Kevin Toomer","false",21
"3953","Eupeodes fumipennis",493594,"Eupeodes fumipennis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Syrphinae","Syrphini","Eupeodes","fumipennis","iNat:130424590",48.873512,-123.346588,"2022-08-11",NA,NA,"Kevin Toomer","false",21
"3954","Laphria ventralis",498418,"Laphria ventralis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Asiloidea","Asilidae","Laphriinae","Laphriini","Laphria","ventralis","iNat:130424902",48.873512,-123.346588,"2022-08-11",NA,NA,"Kevin Toomer","false",21
"3955","Diplolepis rosae",205320,"Diplolepis rosae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Proctotrupomorpha","Cynipoidea","Cynipidae","Cynipinae","Diplolepidini","Diplolepis","rosae","iNat:130445283",48.871645,-123.321045,"2022-08-03",NA,NA,"Caitlin Robinson","false",6
"3956","Halictus rubicundus",127747,"Halictus rubicundus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","rubicundus","iNat:130533085",48.870769,-123.31944,"2022-08-12",NA,NA,"Kevin Toomer","false",10
"3957","Eulithis xylina",219752,"Eulithis xylina",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Cidariini","Eulithis","xylina","iNat:130534795",48.873025,-123.346591,"2022-08-12",NA,NA,"Kevin Toomer","false",43
"3958","Panthea virginarius",226911,"Panthea virginarius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Pantheinae","","Panthea","virginarius","iNat:130535608",48.873103,-123.346538,"2022-08-12",NA,NA,"Kevin Toomer","false",NA
"3959","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:130549701",48.873364,-123.346634,"2022-08-12",NA,NA,"Kevin Toomer","false",43
"3960","Exoristinae",481485,"Exoristinae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Tachinidae","Exoristinae","","","","iNat:130549862",48.873364,-123.346634,"2022-08-12",NA,NA,"Kevin Toomer","false",43
"3961","Lucilia sericata",128824,"Lucilia sericata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Calliphoridae","Luciliinae","Luciliini","Lucilia","sericata","iNat:130550005",48.873364,-123.346634,"2022-08-12",NA,NA,"Kevin Toomer","false",43
"3962","Anthomyia procellaris",322343,"Anthomyia procellaris",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Muscoidea","Anthomyiidae","","","Anthomyia","procellaris","iNat:130550281",48.873322,-123.346656,"2022-08-12",NA,NA,"Kevin Toomer","false",43
"3963","Xestoleptura crassipes",361523,"Xestoleptura crassipes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Cerambycoidea","Cerambycidae","Lepturinae","Lepturini","Xestoleptura","crassipes","iNat:130551274",48.873335,-123.346613,"2022-08-12",NA,NA,"Kevin Toomer","false",43
"3964","Eratigena duellica",750907,"Eratigena duellica",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Agelenoidea","Agelenidae","Ageleninae","","Eratigena","duellica","iNat:130666405",48.911377,-123.412249,"2022-08-11",NA,NA,"Kendall McLaughlin","false",247
"3965","Eupeodes volucris",322357,"Eupeodes volucris",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Syrphinae","Syrphini","Eupeodes","volucris","iNat:130707254",48.890103,-123.344234,"2022-08-13",NA,NA,"Kendall McLaughlin","false",NA
"3966","Bombus mixtus",319125,"Bombus mixtus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","mixtus","iNat:130707453",48.890108,-123.34421,"2022-08-13",NA,NA,"Kendall McLaughlin","false",NA
"3967","Misumena vatia",55746,"Misumena vatia",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Thomisidae","Thomisinae","Misumenini","Misumena","vatia","iNat:130718311",48.928005,-123.453255,"2022-08-13",NA,NA,"","false",10
"3968","Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:130842062",48.871002,-123.319997,"2022-08-14",NA,NA,"Kevin Toomer","false",10
"3969","Megachile perihirta",224501,"Megachile perihirta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Megachile","perihirta","iNat:130842811",48.871154,-123.320453,"2022-08-14",NA,NA,"Kevin Toomer","false",10
"3970","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:130844045",48.87328,-123.34659,"2022-08-14",NA,NA,"Kevin Toomer","false",43
"3971","Dialictus",126545,"Dialictus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:130844684",48.873548,-123.346556,"2022-08-14",NA,NA,"Kevin Toomer","false",21
"3972","Aeshna umbrosa",67727,"Aeshna umbrosa",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Aeshnoidea","Aeshnidae","","","Aeshna","umbrosa","iNat:130846594",48.943142,-123.488444,"2022-08-14",NA,NA,"Kendall McLaughlin","false",NA
"3973","Dolichovespula maculata",52911,"Dolichovespula maculata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae","","Dolichovespula","maculata","iNat:130877580",48.941756,-123.501772,"2022-08-14",NA,NA,"Dave Zeuss Cochrane","false",NA
"3974","Braconidae",63187,"Braconidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","","Ichneumonoidea","Braconidae","","","","","iNat:130885678",48.993025,-123.577587,"2022-08-14",NA,NA,"","false",8
"3975","Tolype dayi",453510,"Tolype dayi",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Poecilocampinae","","Tolype","dayi","iNat:130946221",48.872983,-123.346505,"2022-08-15",NA,NA,"Kevin Toomer","false",43
"3976","Caripeta aequaliaria",216122,"Caripeta aequaliaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Ennomini","Caripeta","aequaliaria","iNat:130946762",48.872983,-123.346505,"2022-08-15",NA,NA,"Kevin Toomer","false",43
"3977","Noctuidae",48670,"Noctuidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","","","","","iNat:130947539",48.873075,-123.346581,"2022-08-15",NA,NA,"Kevin Toomer","false",87
"3978","Eudonia echo",417081,"Eudonia echo",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Pyraloidea","Crambidae","Scopariinae","","Eudonia","echo","iNat:130948694",48.872958,-123.346494,"2022-08-15",NA,NA,"Kevin Toomer","false",87
"3979","Promylea lunigerella",477707,"Promylea lunigerella",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Pyraloidea","Pyralidae","Phycitinae","","Promylea","lunigerella","iNat:130949421",48.873025,-123.346398,"2022-08-15",NA,NA,"Kevin Toomer","false",43
"3980","Tetanocera",142276,"Tetanocera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Sciomyzoidea","Sciomyzidae","","Tetanocerini","Tetanocera","","iNat:130988542",48.870336,-123.320504,"2022-08-15",NA,NA,"Kevin Toomer","false",21
"3981","Caripeta aequaliaria",216122,"Caripeta aequaliaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Ennomini","Caripeta","aequaliaria","iNat:131081947",48.873039,-123.346548,"2022-08-16",NA,NA,"Kevin Toomer","false",43
"3982","Syngrapha",211257,"Syngrapha",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Plusiinae","Plusiini","Syngrapha","","iNat:131082583",48.872955,-123.346463,"2022-08-16",NA,NA,"Kevin Toomer","false",43
"3983","Cabera erythemaria",205194,"Cabera erythemaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Caberini","Cabera","erythemaria","iNat:131082780",48.872955,-123.346463,"2022-08-16",NA,NA,"Kevin Toomer","false",43
"3984","Bembix americana",53072,"Bembix americana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Crabronidae","Bembicinae","Bembicini","Bembix","americana","iNat:131103049",48.870712,-123.321,"2022-08-16",NA,NA,"Kevin Toomer","false",10
"3985","Syrphus opinator",322368,"Syrphus opinator",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Syrphinae","Syrphini","Syrphus","opinator","iNat:131103622",48.870818,-123.321007,"2022-08-16",NA,NA,"Kevin Toomer","false",5
"3986","Megachile perihirta",224501,"Megachile perihirta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Megachile","perihirta","iNat:131104039",48.870818,-123.321007,"2022-08-16",NA,NA,"Kevin Toomer","false",5
"3987","Chrysopidae",52425,"Chrysopidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Neuroptera","Hemerobiiformia","","","Chrysopidae","","","","","iNat:131118993",48.873292,-123.346527,"2022-08-16",NA,NA,"Kevin Toomer","false",43
"3988","Pterygota",184884,"Pterygota",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","","","","","","","","","","iNat:131119996",48.873323,-123.346554,"2022-08-16",NA,NA,"Kevin Toomer","false",21
"3989","Pterygota",184884,"Pterygota",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","","","","","","","","","","iNat:131122710",48.873316,-123.346595,"2022-08-16",NA,NA,"Kevin Toomer","false",43
"3990","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:131148115",48.884525,-123.340797,"2022-08-13",NA,NA,"","false",6
"3991","Sphecodes",61891,"Sphecodes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Sphecodini","Sphecodes","","iNat:131229982",48.871013,-123.31994,"2022-08-17",NA,NA,"Kevin Toomer","false",10
"3992","Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:131231471",48.871184,-123.320009,"2022-08-17",NA,NA,"Kevin Toomer","false",5
"3993","Nemoria darwiniata",119896,"Nemoria darwiniata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Geometrinae","Nemoriini","Nemoria","darwiniata","iNat:131231948",48.873026,-123.346536,"2022-08-17",NA,NA,"Kevin Toomer","false",43
"3994","Promylea lunigerella",477707,"Promylea lunigerella",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Pyraloidea","Pyralidae","Phycitinae","","Promylea","lunigerella","iNat:131232194",48.873026,-123.346536,"2022-08-17",NA,NA,"Kevin Toomer","false",43
"3995","Hesperiina",1363159,"Hesperiina",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","","","iNat:131242285",48.940608,-123.497471,"2022-08-17",NA,NA,"","false",654
"3996","Apis mellifera",47219,"Apis mellifera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Apini","Apis","mellifera","iNat:131244689",48.94066,-123.497695,"2022-08-17",NA,NA,"","false",635
"3997","Ochlodes sylvanoides",59194,"Ochlodes sylvanoides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","Ochlodes","sylvanoides","iNat:131280324",48.929723,-123.46766,"2022-08-17",NA,NA,"Kendall McLaughlin","false",NA
"3998","Ochlodes sylvanoides",59194,"Ochlodes sylvanoides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","Ochlodes","sylvanoides","iNat:131298426",48.910963,-123.415955,"2022-08-17",NA,NA,"Adam Huggins","false",NA
"3999","Malacosoma californica",359294,"Malacosoma californica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Lasiocampinae","Lasiocampini","Malacosoma","californica","iNat:131337138",48.8719,-123.310828,"2022-06-21",NA,NA,"","false",7
"4000","Neriene litigiosa",209814,"Neriene litigiosa",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Linyphiidae","Linyphiinae","","Neriene","litigiosa","iNat:131337911",48.871812,-123.31253,"2022-06-22",NA,NA,"","false",10
"4001","Syngrapha",211257,"Syngrapha",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Plusiinae","Plusiini","Syngrapha","","iNat:131347356",48.872933,-123.346581,"2022-08-18",NA,NA,"Kevin Toomer","false",87
"4002","Caripeta aequaliaria",216122,"Caripeta aequaliaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Ennomini","Caripeta","aequaliaria","iNat:131347800",48.872933,-123.346581,"2022-08-18",NA,NA,"Kevin Toomer","false",87
