"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","coordinateUncertaintyInMeters"
"1330","Megachile perihirta",224501,"Megachile perihirta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Megachile","perihirta","iNat:20097882",48.939916,-123.492312,"2018-08-20",NA,NA,"Andrew Simon","false",56
"1331","Melissodes",52781,"Melissodes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","","iNat:20097885",48.93982,-123.492323,"2018-08-20",NA,NA,"Andrew Simon","false",59
"1332","Muscoidea",54992,"Muscoidea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Muscoidea","","","","","","iNat:20100486",48.942099,-123.48061,"2018-08-20",NA,NA,"Andrew Simon","false",172
"1333","Ceratina acantha",309461,"Ceratina acantha",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratinini","Ceratina","acantha","iNat:20100487",48.926852,-123.465664,"2018-08-20",NA,NA,"Andrew Simon","false",73
"1334","Lasius pallitarsis",69309,"Lasius pallitarsis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Lasiini","Lasius","pallitarsis","iNat:20100488",48.926852,-123.465664,"2018-08-20",NA,NA,"Andrew Simon","false",73
"1335","Eleodes pimelioides",458134,"Eleodes pimelioides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Tenebrionidae","Tenebrioninae","Amphidorini","Eleodes","pimelioides","iNat:20212614",48.869254,-123.345894,"2017-05-13",NA,NA,"Scott Gilmore","false",74
"1336","Pholcus phalangioides",67328,"Pholcus phalangioides",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Haplogynae","Pholcoidea","Pholcidae","Pholcinae","","Pholcus","phalangioides","iNat:20218631",48.888367,-123.385941,"2019-02-08",NA,NA,"Dave Zeuss Cochrane","false",NA
"1337","Macrocentrus",177208,"Macrocentrus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","","Ichneumonoidea","Braconidae","Macrocentrinae","","Macrocentrus","","iNat:20290175",48.906942,-123.369528,"2019-02-10",NA,NA,"Christian Nally","false",19
"1338","Bdellidae",120955,"Bdellidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eupodina","Bdelloidea","Bdellidae","","","","","iNat:20741373",48.893647,-123.403695,"2019-02-20",NA,NA,"","false",200
"1339","Megachile perihirta",224501,"Megachile perihirta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Megachile","perihirta","iNat:20799707",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1340","Lasioglossum",57678,"Lasioglossum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:20799708",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1341","Agapostemon texanus",133797,"Agapostemon texanus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Agapostemon","texanus","iNat:20799709",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1342","Coelioxys rufitarsis",626642,"Coelioxys rufitarsis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Coelioxys","rufitarsis","iNat:20799710",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1343","Halictus confusus",199115,"Halictus confusus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","confusus","iNat:20799712",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1344","Dianthidium pudicum",218318,"Dianthidium pudicum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Anthidiini","Dianthidium","pudicum","iNat:20799714",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1345","Zadontomerus",468067,"Zadontomerus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratinini","Ceratina","","iNat:20799715",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1346","Melissodes",52781,"Melissodes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","","iNat:20799716",48.867002,-123.337729,"2018-08-20",NA,NA,"Andrew Simon","false",321
"1347","Vespula pensylvanica",61355,"Vespula pensylvanica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae","","Vespula","pensylvanica","iNat:20800585",48.868804,-123.378285,"2018-08-20",NA,NA,"Andrew Simon","false",293
"1348","Lepidoptera",47157,"Lepidoptera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","","","","","","","iNat:20845833",48.939922,-123.479337,"2018-08-11",NA,NA,"","false",95
"1349","Coelodasys unicornis",1373714,"Coelodasys unicornis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Notodontidae","Heterocampinae","Heterocampini","Coelodasys","unicornis","iNat:20845913",48.939922,-123.479337,"2018-10-26",NA,NA,"","false",95
"1350","Phyllodesma americana",201281,"Phyllodesma americana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Lasiocampinae","Gastropachini","Phyllodesma","americana","iNat:20846101",48.939764,-123.479085,"2018-08-26",NA,NA,"","false",35
"1351","Ampedus behrensi",456226,"Ampedus behrensi",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Ampedini","Ampedus","behrensi","iNat:20946469",48.867726,-123.376771,"2018-05-20",NA,NA,"Scott Gilmore","false",74
"1352","Brachypalpus alopex",871285,"Brachypalpus alopex",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Eristalinae","Milesiini","Brachypalpus","alopex","iNat:20962807",48.965287,-123.552795,"2019-03-02",NA,NA,"Nancy","false",8
"1353","Tachinidae",51953,"Tachinidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Tachinidae","","","","","iNat:21016155",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1354","Zadontomerus",468067,"Zadontomerus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratinini","Ceratina","","iNat:21016156",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1355","Halictus confusus",199115,"Halictus confusus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","confusus","iNat:21016157",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1356","Halictus confusus",199115,"Halictus confusus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","confusus","iNat:21016158",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1357","Halictus confusus",199115,"Halictus confusus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","confusus","iNat:21016159",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1358","Pompilini",366768,"Pompilini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Pompiloidea","Pompilidae","Pompilinae","Pompilini","","","iNat:21016160",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1359","Halictus",57677,"Halictus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","","iNat:21016161",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1360","Camponotus vicinus",68959,"Camponotus vicinus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotini","Camponotus","vicinus","iNat:21016162",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1361","Dialictus",126545,"Dialictus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:21016163",48.875699,-123.38043,"2018-08-20",NA,NA,"Andrew Simon","false",79
"1362","Melissodes",52781,"Melissodes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","","iNat:21017609",48.915222,-123.390376,"2018-08-20",NA,NA,"Andrew Simon","false",174
"1363","Lasioglossum",57678,"Lasioglossum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:21017610",48.916004,-123.392894,"2018-08-20",NA,NA,"Andrew Simon","false",322
"1364","Eristalis anthophorina",491047,"Eristalis anthophorina",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Eristalinae","Eristalini","Eristalis","anthophorina","iNat:21017611",48.916081,-123.393187,"2018-08-20",NA,NA,"Andrew Simon","false",281
"1365","Sericomyia chalcopyga",68132,"Sericomyia chalcopyga",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Eristalinae","Milesiini","Sericomyia","chalcopyga","iNat:21017663",48.876352,-123.326124,"2018-08-20",NA,NA,"Andrew Simon","false",49
"1366","Lasius",69086,"Lasius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Lasiini","Lasius","","iNat:21019403",48.911196,-123.39703,"2018-08-20",NA,NA,"Andrew Simon","false",272
"1367","Halictus tripartitus",309390,"Halictus tripartitus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","tripartitus","iNat:21019404",48.911196,-123.39703,"2018-08-20",NA,NA,"Andrew Simon","false",272
"1368","Pardosa",47415,"Pardosa",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Lycosoidea","Lycosidae","Pardosinae","","Pardosa","","iNat:21351213",48.995905,-123.573412,"2019-03-16",NA,NA,"","false",5
"1369","Pyrrharctia isabella",59675,"Pyrrharctia isabella",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Pyrrharctia","isabella","iNat:21351216",48.995772,-123.573442,"2019-03-16",NA,NA,"","false",5
"1370","Arachnida",47119,"Arachnida",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","","","","","","","","","","iNat:21351315",48.996812,-123.567787,"2019-03-16",NA,NA,"","false",30
"1371","Chironomidae",53275,"Chironomidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","","","","","iNat:21351483",49.012703,-123.572845,"2019-03-16",NA,NA,"","false",10
"1372","Alopecosa kochi",143470,"Alopecosa kochi",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Lycosoidea","Lycosidae","Lycosinae","","Alopecosa","kochi","iNat:21351547",48.95248,-123.519958,"2019-03-17",NA,NA,"","false",5
"1373","Formicidae",47336,"Formicidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","","","","","iNat:21351574",48.958305,-123.532303,"2019-03-17",NA,NA,"","false",5
"1374","Calyptratae",342767,"Calyptratae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","","","","","","iNat:21351582",48.958308,-123.532325,"2019-03-17",NA,NA,"","false",5
"1375","Lepidoptera",47157,"Lepidoptera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","","","","","","","iNat:21351590",48.956428,-123.52848,"2019-03-17",NA,NA,"","false",5
"1376","Polygonia satyrus",56644,"Polygonia satyrus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Nymphalidae","Nymphalinae","Nymphalini","Polygonia","satyrus","iNat:21444541",48.886273,-123.352733,"2019-03-19",NA,NA,"","false",174
"1377","Noctuidae",48670,"Noctuidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","","","","","iNat:21467721",48.897056,-123.405219,"2019-03-03",NA,NA,"Adam Huggins","false",10
"1378","Andrena",57669,"Andrena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena","","iNat:21467722",48.941742,-123.501044,"2019-03-20",NA,NA,"Adam Huggins","false",10
"1379","Eristalis anthophorina",491047,"Eristalis anthophorina",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Eristalinae","Eristalini","Eristalis","anthophorina","iNat:21476371",48.884222,-123.341891,"2018-08-20",NA,NA,"Andrew Simon","false",127
"1380","Eumenes consobrinus",300578,"Eumenes consobrinus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Eumeninae","","Eumenes","consobrinus","iNat:21476372",48.884222,-123.341891,"2018-08-20",NA,NA,"Andrew Simon","false",127
"1381","Apis mellifera",47219,"Apis mellifera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Apini","Apis","mellifera","iNat:21476373",48.884222,-123.341891,"2018-08-20",NA,NA,"Andrew Simon","false",127
"1382","Calathus fuscipes",131007,"Calathus fuscipes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Adephaga","","Caraboidea","Carabidae","Platyninae","Sphodrini","Calathus","fuscipes","iNat:21476374",48.884222,-123.341891,"2018-08-20",NA,NA,"Andrew Simon","false",127
"1383","Xanthorhoe defensaria",205881,"Xanthorhoe defensaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Xanthorhoini","Xanthorhoe","defensaria","iNat:21506618",48.907557,-123.373071,"2019-03-22",NA,NA,"Nomadkris","false",200
"1384","Machilidae",142291,"Machilidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","","","Archaeognatha","","","","Machilidae","","","","","iNat:21543546",48.874348,-123.348735,"2019-03-23",NA,NA,"Andrew Simon","false",NA
"1385","Oestroidea",356157,"Oestroidea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","","","","","","iNat:21571140",48.879774,-123.350967,"2019-03-24",NA,NA,"Andrew Simon","false",47
"1386","Bombus vosnesenskii",57689,"Bombus vosnesenskii",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vosnesenskii","iNat:21608442",48.94212,-123.500855,"2019-03-25",NA,NA,"","false",32
"1387","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:21608571",48.897653,-123.339858,"2019-03-21",NA,NA,"","false",8
"1388","Dianthidium pudicum",218318,"Dianthidium pudicum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Anthidiini","Dianthidium","pudicum","iNat:21622731",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1389","Eucerini",121514,"Eucerini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","","","iNat:21622732",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1390","Zadontomerus",468067,"Zadontomerus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratinini","Ceratina","","iNat:21622733",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1391","Ceratina nanula",309463,"Ceratina nanula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratinini","Ceratina","nanula","iNat:21622738",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1392","Lasioglossum",57678,"Lasioglossum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:21622739",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1393","Camponotus",62781,"Camponotus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotini","Camponotus","","iNat:21622742",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1394","Lasioglossum",57678,"Lasioglossum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:21622745",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1395","Lasioglossum",57678,"Lasioglossum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","","iNat:21622746",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1396","Lucilia sericata",128824,"Lucilia sericata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Calliphoridae","Luciliinae","Luciliini","Lucilia","sericata","iNat:21622748",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1397","Sceliphron caementarium",121821,"Sceliphron caementarium",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Sphecidae","Sceliphrinae","Sceliphrini","Sceliphron","caementarium","iNat:21622751",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1398","Sericomyia chalcopyga",68132,"Sericomyia chalcopyga",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Eristalinae","Milesiini","Sericomyia","chalcopyga","iNat:21622752",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1399","Ammophila",83951,"Ammophila",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Sphecidae","Ammophilinae","Ammophilini","Ammophila","","iNat:21622753",48.862117,-123.372114,"2018-08-20",NA,NA,"Andrew Simon","false",128
"1400","Vespula pensylvanica",61355,"Vespula pensylvanica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae","","Vespula","pensylvanica","iNat:21622913",48.862037,-123.371957,"2018-08-20",NA,NA,"Andrew Simon","false",117
"1401","Polistes dominula",84640,"Polistes dominula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistini","Polistes","dominula","iNat:21639846",48.897495,-123.33992,"2019-03-26",NA,NA,"","false",64
"1402","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:21648278",48.89693,-123.340303,"2019-03-26",NA,NA,"","false",8
"1403","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:21648302",48.897392,-123.339737,"2019-03-26",NA,NA,"","false",12
"1404","Alydus calcaratus",453774,"Alydus calcaratus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Coreoidea","Alydidae","Alydinae","","Alydus","calcaratus","iNat:21687360",48.869637,-123.319837,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1405","Megachile perihirta",224501,"Megachile perihirta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Megachile","perihirta","iNat:21687361",48.869637,-123.319837,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1406","Megachile perihirta",224501,"Megachile perihirta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachilini","Megachile","perihirta","iNat:21687362",48.869637,-123.319837,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1407","Apis mellifera",47219,"Apis mellifera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Apini","Apis","mellifera","iNat:21687686",48.869608,-123.319966,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1408","Anthidium manicatum",62453,"Anthidium manicatum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Anthidiini","Anthidium","manicatum","iNat:21687687",48.869608,-123.319966,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1409","Lasioglossum pacificum",344901,"Lasioglossum pacificum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum","pacificum","iNat:21687688",48.869608,-123.319966,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1410","Melissodes",52781,"Melissodes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","","iNat:21687689",48.869608,-123.319966,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1411","Melissodes microstictus",747170,"Melissodes microstictus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","microstictus","iNat:21687690",48.869608,-123.319966,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1412","Agapostemon texanus",133797,"Agapostemon texanus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Agapostemon","texanus","iNat:21687691",48.869608,-123.319966,"2018-08-20",NA,NA,"Andrew Simon","false",66
"1413","Melissodes",52781,"Melissodes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","","iNat:21687928",48.869686,-123.319933,"2018-08-20",NA,NA,"Andrew Simon","false",64
"1414","Auplopus",250735,"Auplopus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Pompiloidea","Pompilidae","Pepsinae","Ageniellini","Auplopus","","iNat:21687929",48.869686,-123.319933,"2018-08-20",NA,NA,"Andrew Simon","false",64
"1415","Tachinidae",51953,"Tachinidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Tachinidae","","","","","iNat:21687930",48.869686,-123.319933,"2018-08-20",NA,NA,"Andrew Simon","false",64
"1416","Polistes dominula",84640,"Polistes dominula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistini","Polistes","dominula","iNat:21687931",48.869686,-123.319933,"2018-08-20",NA,NA,"Andrew Simon","false",64
"1417","Ceratina acantha",309461,"Ceratina acantha",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Ceratinini","Ceratina","acantha","iNat:21687934",48.869686,-123.319933,"2018-08-20",NA,NA,"Andrew Simon","false",64
